epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0000006988709154,1.0,1.0,1.0,3.0,0.0654498926907818,0.06640653621153747,Feynman33,c,0.06640653621153747,0.0,0.0654498926907818
1.0,1.0017810567623595,1.0,1.0,1.0,3.0,0.06556641684229267,0.0700172187168548,Feynman33,c,0.0700172187168548,0.0,0.06556641684229267
1.0,1.0021144249633422,1.0,1.0,1.0,3.0,0.06558823574002491,0.07305557058125707,Feynman33,c,0.07305557058125707,0.0,0.06558823574002491
1.0,1.0021981314350152,1.0,1.0,1.0,3.0,0.06559371431578462,0.07049252103197935,Feynman33,c,0.07049252103197935,0.0,0.06559371431578462
1.0,1.0027155411600237,1.0,1.0,1.0,3.0,0.06562757870309675,0.06073054029197937,Feynman33,c,0.06073054029197937,0.0,0.06562757870309675
1.0,1.0027427104101383,1.0,1.0,1.0,3.0,0.06562935692635849,0.07097490546226987,Feynman33,c,0.07097490546226987,0.0,0.06562935692635849
1.0,1.0036228699214793,1.0,1.0,1.0,3.0,0.06568696323166716,0.06052453000456745,Feynman33,c,0.06052453000456745,0.0,0.06568696323166716
1.0,1.0038313511017989,1.0,1.0,1.0,3.0,0.06570060829301098,0.05612329391661783,Feynman33,c,0.05612329391661783,0.0,0.06570060829301098
1.0,1.0038697662088059,1.0,1.0,1.0,3.0,0.06570312255588516,0.061440253668426155,Feynman33,c,0.061440253668426155,0.0,0.06570312255588516
1.0,1.0055286510931487,1.0,1.0,1.0,3.0,0.06581169631767271,0.06227104003574183,Feynman33,c,0.06227104003574183,0.0,0.06581169631767271
1.0,1.0056442307674276,1.0,1.0,1.0,3.0,0.06581926098966477,0.06101912893158631,Feynman33,c,0.06101912893158631,0.0,0.06581926098966477
1.0,1.0056530223137332,1.0,1.0,1.0,3.0,0.06581983639502492,0.061337650180968734,Feynman33,c,0.061337650180968734,0.0,0.06581983639502492
1.0,1.00601010368348,1.0,1.0,1.0,3.0,0.06584320731602347,0.08029154044698172,Feynman33,c,0.08029154044698172,0.0,0.06584320731602347
1.0,1.0061811978322996,1.0,1.0,1.0,3.0,0.06585440540187772,0.07007914993791109,Feynman33,c,0.07007914993791109,0.0,0.06585440540187772
1.0,1.0064881606826683,1.0,1.0,1.0,3.0,0.06587449607345362,0.07484019261291429,Feynman33,c,0.07484019261291429,0.0,0.06587449607345362
1.0,1.006732916078581,1.0,1.0,1.0,3.0,0.06589051527665624,0.0741000360625022,Feynman33,c,0.0741000360625022,0.0,0.06589051527665624
1.0,1.0080805826323194,1.0,1.0,1.0,3.0,0.06597871984633777,0.06676688737848618,Feynman33,c,0.06676688737848618,0.0,0.06597871984633777
1.0,1.008880255427015,1.0,1.0,1.0,3.0,0.06603105830836051,0.05897546066989386,Feynman33,c,0.05897546066989386,0.0,0.06603105830836051
1.0,1.008978813722655,1.0,1.0,1.0,3.0,0.06603750893372577,0.06748848031114554,Feynman33,c,0.06748848031114554,0.0,0.06603750893372577
1.0,1.0094770181605186,1.0,1.0,1.0,3.0,0.06607011633793365,0.07206494835008373,Feynman33,c,0.07206494835008373,0.0,0.06607011633793365
1.0,1.0102172024308693,1.0,1.0,1.0,3.0,0.06611856128514275,0.07460048463755867,Feynman33,c,0.07460048463755867,0.0,0.06611856128514275
1.0,1.0103969587234207,1.0,1.0,1.0,3.0,0.0661303263069785,0.07088526618652774,Feynman33,c,0.07088526618652774,0.0,0.0661303263069785
1.0,1.0104065014102017,1.0,1.0,1.0,3.0,0.0661309508743678,0.06385809027310932,Feynman33,c,0.06385809027310932,0.0,0.0661309508743678
1.0,1.0104228623211071,1.0,1.0,1.0,3.0,0.06613202169348252,0.06579540281693472,Feynman33,c,0.06579540281693472,0.0,0.06613202169348252
1.0,1.0104793288539864,1.0,1.0,1.0,3.0,0.06613571741941725,0.07014465113804699,Feynman33,c,0.07014465113804699,0.0,0.06613571741941725
1.0,1.0119967826332341,1.0,1.0,1.0,3.0,0.0662350345370224,0.06286312083434065,Feynman33,c,0.06286312083434065,0.0,0.0662350345370224
1.0,1.0124860147062447,1.0,1.0,1.0,3.0,0.06626705470132387,0.06432988927913888,Feynman33,c,0.06432988927913888,0.0,0.06626705470132387
1.0,1.0127949513174734,1.0,1.0,1.0,3.0,0.06628727455524597,0.0721643772529893,Feynman33,c,0.0721643772529893,0.0,0.06628727455524597
1.0,1.0132104486506397,1.0,1.0,1.0,3.0,0.06631446879210974,0.07156443221981602,Feynman33,c,0.07156443221981602,0.0,0.06631446879210974
1.0,1.0138116098628762,1.0,1.0,1.0,3.0,0.06635381470144278,0.06591055365186285,Feynman33,c,0.06591055365186285,0.0,0.06635381470144278
1.0,1.0145255257329182,1.0,1.0,1.0,3.0,0.06640054038587205,0.0668239165994188,Feynman33,c,0.0668239165994188,0.0,0.06640054038587205
1.0,1.0148410858014927,1.0,1.0,1.0,3.0,0.06642119374406372,0.066383595623379,Feynman33,c,0.066383595623379,0.0,0.06642119374406372
1.0,1.0152696251806543,1.0,1.0,1.0,3.0,0.0664492415808418,0.07208795830593408,Feynman33,c,0.07208795830593408,0.0,0.0664492415808418
1.0,1.015287309000042,1.0,1.0,1.0,3.0,0.06645039898411421,0.0790465580127569,Feynman33,c,0.0790465580127569,0.0,0.06645039898411421
1.0,1.0160766297517323,1.0,1.0,1.0,3.0,0.06650205990650662,0.07058122422259157,Feynman33,c,0.07058122422259157,0.0,0.06650205990650662
1.0,1.0172960668373932,1.0,1.0,1.0,3.0,0.06658187187712802,0.08007656040166444,Feynman33,c,0.08007656040166444,0.0,0.06658187187712802
1.0,1.0183711931860013,1.0,1.0,1.0,3.0,0.06665223873209612,0.061358823668080195,Feynman33,c,0.061358823668080195,0.0,0.06665223873209612
1.0,1.0188618957688362,1.0,1.0,1.0,3.0,0.06668435514104053,0.0775771253473421,Feynman33,c,0.0775771253473421,0.0,0.06668435514104053
1.0,1.0189799472361467,1.0,1.0,1.0,3.0,0.06669208159150819,0.06778450924556102,Feynman33,c,0.06778450924556102,0.0,0.06669208159150819
1.0,1.019381396784033,1.0,1.0,1.0,3.0,0.06671835640297541,0.07255639305319488,Feynman33,c,0.07255639305319488,0.0,0.06671835640297541
1.0,1.0199791579259778,1.0,1.0,1.0,3.0,0.06675747977822823,0.07294357219966362,Feynman33,c,0.07294357219966362,0.0,0.06675747977822823
1.0,1.0205214493400794,1.0,1.0,1.0,3.0,0.06679297266828337,0.05976690506808191,Feynman33,c,0.05976690506808191,0.0,0.06679297266828337
1.0,1.020527253142432,1.0,1.0,1.0,3.0,0.06679335252625908,0.055885654298364576,Feynman33,c,0.055885654298364576,0.0,0.06679335252625908
1.0,1.020761722972248,1.0,1.0,1.0,3.0,0.06680869854073487,0.0757380103790326,Feynman33,c,0.0757380103790326,0.0,0.06680869854073487
1.0,1.0209000368217749,1.0,1.0,1.0,3.0,0.06681775116101744,0.06785722851216519,Feynman33,c,0.06785722851216519,0.0,0.06681775116101744
1.0,1.0213186196630826,1.0,1.0,1.0,3.0,0.06684514734391683,0.0735779806889286,Feynman33,c,0.0735779806889286,0.0,0.06684514734391683
1.0,1.0213962051049488,1.0,1.0,1.0,3.0,0.0668502252992125,0.0703019234918034,Feynman33,c,0.0703019234918034,0.0,0.0668502252992125
1.0,1.0219062482494339,1.0,1.0,1.0,3.0,0.06688360754495684,0.06370033654374943,Feynman33,c,0.06370033654374943,0.0,0.06688360754495684
1.0,1.022515725276485,1.0,1.0,1.0,3.0,0.06692349772309675,0.06281758171098578,Feynman33,c,0.06281758171098578,0.0,0.06692349772309675
1.0,1.0235788183232448,1.0,1.0,1.0,3.0,0.06699307700030056,0.05380488692795454,Feynman33,c,0.05380488692795454,0.0,0.06699307700030056
1.0,1.0241519739080898,1.0,1.0,1.0,3.0,0.06703058994560708,0.07787922062754275,Feynman33,c,0.07787922062754275,0.0,0.06703058994560708
1.0,1.0244048526450187,1.0,1.0,1.0,3.0,0.06704714082023594,0.07501287629527603,Feynman33,c,0.07501287629527603,0.0,0.06704714082023594
1.0,1.0245519301117896,1.0,1.0,1.0,3.0,0.06705676701792586,0.07522694185958706,Feynman33,c,0.07522694185958706,0.0,0.06705676701792586
1.0,1.024858234424951,1.0,1.0,1.0,3.0,0.06707681458834233,0.06561701454091518,Feynman33,c,0.06561701454091518,0.0,0.06707681458834233
1.0,1.0250897058071922,1.0,1.0,1.0,3.0,0.06709196435488327,0.055396797059976424,Feynman33,c,0.055396797059976424,0.0,0.06709196435488327
1.0,1.0257601114736707,1.0,1.0,1.0,3.0,0.06713584230314856,0.08065797292495212,Feynman33,c,0.08065797292495212,0.0,0.06713584230314856
1.0,1.025770560445246,1.0,1.0,1.0,3.0,0.06713652618673895,0.07322598387671686,Feynman33,c,0.07322598387671686,0.0,0.06713652618673895
1.0,1.0259405782852284,1.0,1.0,1.0,3.0,0.06714765382834453,0.05828311593215035,Feynman33,c,0.05828311593215035,0.0,0.06714765382834453
1.0,1.0261432443469607,1.0,1.0,1.0,3.0,0.06716091829106682,0.06073657262172722,Feynman33,c,0.06073657262172722,0.0,0.06716091829106682
