lambd,d,n,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
1.0001074233601956,2.0,1.0,0.5236607976147203,0.4237802936685755,Feynman31,lambd,0.4237802936685755,0.5236607976147203
1.000393679047117,2.0,1.0,0.5238260812193057,0.5110967512455826,Feynman31,lambd,0.5110967512455826,0.5238260812193057
1.000523487908609,2.0,1.0,0.5239010378619291,0.4842410185397655,Feynman31,lambd,0.4842410185397655,0.5239010378619291
1.0005702233161833,2.0,1.0,0.5239280254833125,0.5019459439004395,Feynman31,lambd,0.5019459439004395,0.5239280254833125
1.0006963645516884,2.0,1.0,0.5240008685431357,0.2874726338200567,Feynman31,lambd,0.2874726338200567,0.5240008685431357
1.0014273761713304,2.0,1.0,0.5244230678509336,0.5890458711243305,Feynman31,lambd,0.5890458711243305,0.5244230678509336
1.0024553040257762,2.0,1.0,0.5250169270838257,0.6881154978604705,Feynman31,lambd,0.6881154978604705,0.5250169270838257
1.0025167746989818,2.0,1.0,0.5250524466767446,0.3826564612536189,Feynman31,lambd,0.3826564612536189,0.5250524466767446
1.0031032920642573,2.0,1.0,0.5253913907153928,0.43760662492320757,Feynman31,lambd,0.43760662492320757,0.5253913907153928
1.003518746309358,2.0,1.0,0.5256315189454991,0.4674304948227863,Feynman31,lambd,0.4674304948227863,0.5256315189454991
1.0037221102114255,2.0,1.0,0.5257490733578334,0.4682752280867785,Feynman31,lambd,0.4682752280867785,0.5257490733578334
1.0048416967201779,2.0,1.0,0.5263963935147528,0.6657726794823267,Feynman31,lambd,0.6657726794823267,0.5263963935147528
1.0049629301697847,2.0,1.0,0.5264665026201885,0.4629980115672545,Feynman31,lambd,0.4629980115672545,0.5264665026201885
1.0058993004183392,2.0,1.0,0.5270081002982725,0.5774222289189399,Feynman31,lambd,0.5774222289189399,0.5270081002982725
1.0065322240067072,2.0,1.0,0.5273742807538506,0.5292004577683461,Feynman31,lambd,0.5292004577683461,0.5273742807538506
1.0066378334495698,2.0,1.0,0.527435389117726,0.4871389791659599,Feynman31,lambd,0.4871389791659599,0.527435389117726
1.007790769756764,2.0,1.0,0.5281026495720917,0.5052551409447691,Feynman31,lambd,0.5052551409447691,0.5281026495720917
1.0082503178732218,2.0,1.0,0.5283686848649496,0.6117527974375881,Feynman31,lambd,0.6117527974375881,0.5283686848649496
1.0083488472764943,2.0,1.0,0.5284257295337458,0.42139149483156785,Feynman31,lambd,0.42139149483156785,0.5284257295337458
1.009073964947226,2.0,1.0,0.5288456027525466,0.5743938226304645,Feynman31,lambd,0.5743938226304645,0.5288456027525466
1.0094671044747034,2.0,1.0,0.5290732899214743,0.38137049425779745,Feynman31,lambd,0.38137049425779745,0.5290732899214743
1.0096204363463572,2.0,1.0,0.5291621004513608,0.5048122010750001,Feynman31,lambd,0.5048122010750001,0.5291621004513608
1.010193491057334,2.0,1.0,0.5294940572382907,0.6435101623559664,Feynman31,lambd,0.6435101623559664,0.5294940572382907
