epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0,1.0,1.0,1.0006589396225627,3.0,0.06564416063730426,0.005294085809338982,Feynman33,omega,0.005294085809338982,0.0,0.06564416063730426
1.0,1.0,1.0,1.0,1.0011051625528014,3.0,0.0657760194740751,-0.1724582265898366,Feynman33,omega,-0.1724582265898366,0.0,0.0657760194740751
1.0,1.0,1.0,1.0,1.0014144500675501,3.0,0.06586754338606807,0.46995743218485997,Feynman33,omega,0.46995743218485997,0.0,0.06586754338606807
1.0,1.0,1.0,1.0,1.001491069536267,3.0,0.06589023290634524,0.26317246250605586,Feynman33,omega,0.26317246250605586,0.0,0.06589023290634524
1.0,1.0,1.0,1.0,1.0021232029424276,3.0,0.06607767694277047,0.35071252278643195,Feynman33,omega,0.35071252278643195,0.0,0.06607767694277047
1.0,1.0,1.0,1.0,1.0029434768707959,3.0,0.06632157208190341,0.08277098814502917,Feynman33,omega,0.08277098814502917,0.0,0.06632157208190341
1.0,1.0,1.0,1.0,1.0029451954612036,3.0,0.0663220838636838,-0.268653507207392,Feynman33,omega,-0.268653507207392,0.0,0.0663220838636838
1.0,1.0,1.0,1.0,1.0042005642385172,3.0,0.06669680304590697,-0.18294401260632648,Feynman33,omega,-0.18294401260632648,0.0,0.06669680304590697
1.0,1.0,1.0,1.0,1.004560052367954,3.0,0.0668044324578442,-0.18700052244815304,Feynman33,omega,-0.18700052244815304,0.0,0.0668044324578442
1.0,1.0,1.0,1.0,1.005008110892371,3.0,0.06693878228587331,0.027589481515030677,Feynman33,omega,0.027589481515030677,0.0,0.06693878228587331
1.0,1.0,1.0,1.0,1.0050481478913103,3.0,0.06695079829465961,0.13376421769375646,Feynman33,omega,0.13376421769375646,0.0,0.06695079829465961
1.0,1.0,1.0,1.0,1.005255936882394,3.0,0.06701318937545626,-0.39090909871260293,Feynman33,omega,-0.39090909871260293,0.0,0.06701318937545626
1.0,1.0,1.0,1.0,1.0056767651271437,3.0,0.06713969658800227,-0.3842823254430746,Feynman33,omega,-0.3842823254430746,0.0,0.06713969658800227
1.0,1.0,1.0,1.0,1.0072220665063782,3.0,0.06760594772465042,0.031912040954636144,Feynman33,omega,0.031912040954636144,0.0,0.06760594772465042
