x,u,c,t,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
5.000265445929423,1.0,3.0,1.0,4.242922235044385,4.464868882969742,Feynman17,x,4.464868882969742,0.0,4.242922235044385
5.000503084666836,1.0,3.0,1.0,4.243174288988431,4.475052404239467,Feynman17,x,4.475052404239467,0.0,4.243174288988431
5.002391621223011,1.0,3.0,1.0,4.245177384496516,3.782909942054443,Feynman17,x,3.782909942054443,0.0,4.245177384496516
5.008080205367276,1.0,3.0,1.0,4.251211039132156,3.410752048576152,Feynman17,x,3.410752048576152,0.0,4.251211039132156
5.0090365743367045,1.0,3.0,1.0,4.252225421607555,4.57136438515537,Feynman17,x,4.57136438515537,0.0,4.252225421607555
5.010622689427753,1.0,3.0,1.0,4.253907750712489,4.539252433297793,Feynman17,x,4.539252433297793,0.0,4.253907750712489
5.013336117605925,1.0,3.0,1.0,4.256785775910061,3.3642769343391294,Feynman17,x,3.3642769343391294,0.0,4.256785775910061
5.013503394442088,1.0,3.0,1.0,4.256963199787841,4.661736696188197,Feynman17,x,4.661736696188197,0.0,4.256963199787841
5.016273920903197,1.0,3.0,1.0,4.259901786860001,5.388012319722734,Feynman17,x,5.388012319722734,0.0,4.259901786860001
5.016647033956691,1.0,3.0,1.0,4.260297533015414,4.2263178197716655,Feynman17,x,4.2263178197716655,0.0,4.260297533015414
5.017412466839297,1.0,3.0,1.0,4.261109397188164,4.329953268774624,Feynman17,x,4.329953268774624,0.0,4.261109397188164
5.017688810286593,1.0,3.0,1.0,4.261402503676444,4.619770077190082,Feynman17,x,4.619770077190082,0.0,4.261402503676444
5.020601195540323,1.0,3.0,1.0,4.264491554719953,4.472261781590282,Feynman17,x,4.472261781590282,0.0,4.264491554719953
5.021521309172031,1.0,3.0,1.0,4.265467482602618,4.242043970411423,Feynman17,x,4.242043970411423,0.0,4.265467482602618
5.022186502437183,1.0,3.0,1.0,4.266173026605501,3.5393507993509545,Feynman17,x,3.5393507993509545,0.0,4.266173026605501
5.022814000385186,1.0,3.0,1.0,4.266838588686822,4.371278506777019,Feynman17,x,4.371278506777019,0.0,4.266838588686822
5.025164877702698,1.0,3.0,1.0,4.269332070626247,3.790175436515836,Feynman17,x,3.790175436515836,0.0,4.269332070626247
5.0292836083525945,1.0,3.0,1.0,4.273700644184881,3.8986279542632722,Feynman17,x,3.8986279542632722,0.0,4.273700644184881
5.0301907062635,1.0,3.0,1.0,4.274662766810883,4.527905899590831,Feynman17,x,4.527905899590831,0.0,4.274662766810883
5.030294122569694,1.0,3.0,1.0,4.274772456367976,4.290488611000212,Feynman17,x,4.290488611000212,0.0,4.274772456367976
5.032603884116105,1.0,3.0,1.0,4.2772223284465625,3.7959556926510847,Feynman17,x,3.7959556926510847,0.0,4.2772223284465625
5.033777138673187,1.0,3.0,1.0,4.278466752826619,4.241888820721354,Feynman17,x,4.241888820721354,0.0,4.278466752826619
5.040430769043423,1.0,3.0,1.0,4.285523993558073,4.738355795429469,Feynman17,x,4.738355795429469,0.0,4.285523993558073
5.041105524981743,1.0,3.0,1.0,4.286239680307521,4.383159512029081,Feynman17,x,4.383159512029081,0.0,4.286239680307521
5.046307662541761,1.0,3.0,1.0,4.291757380425551,4.923633904608743,Feynman17,x,4.923633904608743,0.0,4.291757380425551
5.046823063437124,1.0,3.0,1.0,4.292304045627763,4.395378701413744,Feynman17,x,4.395378701413744,0.0,4.292304045627763
5.048262507992946,1.0,3.0,1.0,4.293830807137608,4.323930987592387,Feynman17,x,4.323930987592387,0.0,4.293830807137608
5.049117880242494,1.0,3.0,1.0,4.294738066414749,3.478099314091555,Feynman17,x,3.478099314091555,0.0,4.294738066414749
5.052841146566983,1.0,3.0,1.0,4.298687186714065,5.946435795654848,Feynman17,x,5.946435795654848,0.0,4.298687186714065
5.053041922008314,1.0,3.0,1.0,4.298900141228155,4.741544875388989,Feynman17,x,4.741544875388989,0.0,4.298900141228155
5.05376926183342,1.0,3.0,1.0,4.299671601611994,4.861994692694903,Feynman17,x,4.861994692694903,0.0,4.299671601611994
5.055052740212796,1.0,3.0,1.0,4.301032936010339,4.699142499318604,Feynman17,x,4.699142499318604,0.0,4.301032936010339
5.056587201658096,1.0,3.0,1.0,4.302660478150501,4.11362297541465,Feynman17,x,4.11362297541465,0.0,4.302660478150501
5.0567380399949595,1.0,3.0,1.0,4.302820466366789,3.9418581620957847,Feynman17,x,3.9418581620957847,0.0,4.302820466366789
5.05836798716307,1.0,3.0,1.0,4.30454928641011,3.900218142735221,Feynman17,x,3.900218142735221,0.0,4.30454928641011
5.0611338902890015,1.0,3.0,1.0,4.307482969694786,3.8992381733340626,Feynman17,x,3.8992381733340626,0.0,4.307482969694786
5.061989254768072,1.0,3.0,1.0,4.308390220730091,3.901661023062178,Feynman17,x,3.901661023062178,0.0,4.308390220730091
5.064007077393242,1.0,3.0,1.0,4.310530444822326,3.9546391641345204,Feynman17,x,3.9546391641345204,0.0,4.310530444822326
5.06694244420051,1.0,3.0,1.0,4.313643871484359,4.66831648506945,Feynman17,x,4.66831648506945,0.0,4.313643871484359
5.073417443039553,1.0,3.0,1.0,4.3205116448652525,4.38405012733115,Feynman17,x,4.38405012733115,0.0,4.3205116448652525
5.074015937502243,1.0,3.0,1.0,4.321146444104859,3.748980017163041,Feynman17,x,3.748980017163041,0.0,4.321146444104859
5.074711749541131,1.0,3.0,1.0,4.321884464221553,4.388733731142113,Feynman17,x,4.388733731142113,0.0,4.321884464221553
5.075543620274053,1.0,3.0,1.0,4.322766796376032,4.481276183422389,Feynman17,x,4.481276183422389,0.0,4.322766796376032
5.081603677850316,1.0,3.0,1.0,4.329194458085866,3.774554602339993,Feynman17,x,3.774554602339993,0.0,4.329194458085866
5.0819369431937975,1.0,3.0,1.0,4.329547939362332,5.410564851919022,Feynman17,x,5.410564851919022,0.0,4.329547939362332
5.082916948188637,1.0,3.0,1.0,4.330587391628503,5.266369070470813,Feynman17,x,5.266369070470813,0.0,4.330587391628503
5.083102256272417,1.0,3.0,1.0,4.330783940532478,4.476297692207381,Feynman17,x,4.476297692207381,0.0,4.330783940532478
5.088027016912371,1.0,3.0,1.0,4.336007437998826,4.505607911907815,Feynman17,x,4.505607911907815,0.0,4.336007437998826
5.090518726966877,1.0,3.0,1.0,4.338650295613264,4.010735386495446,Feynman17,x,4.010735386495446,0.0,4.338650295613264
5.090665014374766,1.0,3.0,1.0,4.338805456840444,3.6339333172387005,Feynman17,x,3.6339333172387005,0.0,4.338805456840444
5.0911609412941665,1.0,3.0,1.0,4.3393314667719665,4.723954771668903,Feynman17,x,4.723954771668903,0.0,4.3393314667719665
5.091266807085773,1.0,3.0,1.0,4.339443754400677,5.176528632308952,Feynman17,x,5.176528632308952,0.0,4.339443754400677
5.093463916157466,1.0,3.0,1.0,4.341774140486078,3.403006322443027,Feynman17,x,3.403006322443027,0.0,4.341774140486078
5.096627842278015,1.0,3.0,1.0,4.345129990908598,4.855158635088692,Feynman17,x,4.855158635088692,0.0,4.345129990908598
5.097163736786384,1.0,3.0,1.0,4.345698392869901,4.659296701712179,Feynman17,x,4.659296701712179,0.0,4.345698392869901
5.100605184123056,1.0,3.0,1.0,4.349348598993187,4.30462270492508,Feynman17,x,4.30462270492508,0.0,4.349348598993187
5.101486658420984,1.0,3.0,1.0,4.350283543673446,3.162253883830566,Feynman17,x,3.162253883830566,0.0,4.350283543673446
5.103144359392548,1.0,3.0,1.0,4.352041801070705,3.833874842076142,Feynman17,x,3.833874842076142,0.0,4.352041801070705
5.1059922921680005,1.0,3.0,1.0,4.355062489937533,4.68458311672433,Feynman17,x,4.68458311672433,0.0,4.355062489937533
5.107213655281536,1.0,3.0,1.0,4.356357941147342,3.809126864969172,Feynman17,x,3.809126864969172,0.0,4.356357941147342
5.108781920255482,1.0,3.0,1.0,4.358021337344003,4.978971085656779,Feynman17,x,4.978971085656779,0.0,4.358021337344003
5.111974108649315,1.0,3.0,1.0,4.36140716443416,3.965068123178154,Feynman17,x,3.965068123178154,0.0,4.36140716443416
5.1124650538710075,1.0,3.0,1.0,4.361927890477335,4.411753113002908,Feynman17,x,4.411753113002908,0.0,4.361927890477335
5.1177263080013455,1.0,3.0,1.0,4.367508293186996,4.560517451463222,Feynman17,x,4.560517451463222,0.0,4.367508293186996
