epsilon,p_d,r,x,y,z,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0,1.0,1.0,1.0,1.002180164290254,0.33835468261482177,0.2735143753149982,Feynman56,z,0.2735143753149982,0.0,0.33835468261482177
1.0,1.0,1.0,1.0,1.0,1.0071484506935702,0.3400320686069145,0.3537211816414663,Feynman56,z,0.3537211816414663,0.0,0.3400320686069145
1.0,1.0,1.0,1.0,1.0,1.0076024832466386,0.3401853584502622,0.3423174088685277,Feynman56,z,0.3423174088685277,0.0,0.3401853584502622
1.0,1.0,1.0,1.0,1.0,1.0078326932515695,0.3402630816341054,0.4314093850535577,Feynman56,z,0.4314093850535577,0.0,0.3402630816341054
1.0,1.0,1.0,1.0,1.0,1.0083304056966076,0.34043111862223874,0.39573045823349956,Feynman56,z,0.39573045823349956,0.0,0.34043111862223874
1.0,1.0,1.0,1.0,1.0,1.0102184935719902,0.3410685722424433,0.37041127352556324,Feynman56,z,0.37041127352556324,0.0,0.3410685722424433
1.0,1.0,1.0,1.0,1.0,1.0132172975140779,0.34208102428669995,0.24926334902837025,Feynman56,z,0.24926334902837025,0.0,0.34208102428669995
1.0,1.0,1.0,1.0,1.0,1.0134356198465788,0.34215473397099944,0.28500101389183874,Feynman56,z,0.28500101389183874,0.0,0.34215473397099944
1.0,1.0,1.0,1.0,1.0,1.0136288116658632,0.3422199591261431,0.34468592612394605,Feynman56,z,0.34468592612394605,0.0,0.3422199591261431
1.0,1.0,1.0,1.0,1.0,1.015236649660387,0.3427627951687208,0.40314100984952117,Feynman56,z,0.40314100984952117,0.0,0.3427627951687208
1.0,1.0,1.0,1.0,1.0,1.0154989946795134,0.3428513677316641,0.3999674558063754,Feynman56,z,0.3999674558063754,0.0,0.3428513677316641
1.0,1.0,1.0,1.0,1.0,1.0180501935994934,0.34371269998669673,0.21115617072449006,Feynman56,z,0.21115617072449006,0.0,0.34371269998669673
1.0,1.0,1.0,1.0,1.0,1.019521156427589,0.3442093244246699,0.30829666645404413,Feynman56,z,0.30829666645404413,0.0,0.3442093244246699
1.0,1.0,1.0,1.0,1.0,1.023028111972203,0.34539333791099,0.329377467588677,Feynman56,z,0.329377467588677,0.0,0.34539333791099
1.0,1.0,1.0,1.0,1.0,1.0239330246687728,0.3456988532855223,0.2639091617537499,Feynman56,z,0.2639091617537499,0.0,0.3456988532855223
1.0,1.0,1.0,1.0,1.0,1.0246094914753527,0.34592724107426076,0.38502051867273424,Feynman56,z,0.38502051867273424,0.0,0.34592724107426076
1.0,1.0,1.0,1.0,1.0,1.025200785481475,0.34612687293977,0.40010293457302243,Feynman56,z,0.40010293457302243,0.0,0.34612687293977
1.0,1.0,1.0,1.0,1.0,1.0258505885510907,0.34634625855446893,0.20837960585054477,Feynman56,z,0.20837960585054477,0.0,0.34634625855446893
1.0,1.0,1.0,1.0,1.0,1.0275156903107943,0.3469084279103401,0.32248374207739006,Feynman56,z,0.32248374207739006,0.0,0.3469084279103401
1.0,1.0,1.0,1.0,1.0,1.028241189977008,0.34715337010541214,0.45598055904306223,Feynman56,z,0.45598055904306223,0.0,0.34715337010541214
1.0,1.0,1.0,1.0,1.0,1.029684146311899,0.3476405390298389,0.44396624858885847,Feynman56,z,0.44396624858885847,0.0,0.3476405390298389
1.0,1.0,1.0,1.0,1.0,1.0303498399029598,0.34786528958043633,0.2734689510119701,Feynman56,z,0.2734689510119701,0.0,0.34786528958043633
1.0,1.0,1.0,1.0,1.0,1.030823163129071,0.34802509231416784,0.2824460245445823,Feynman56,z,0.2824460245445823,0.0,0.34802509231416784
1.0,1.0,1.0,1.0,1.0,1.0312547025458507,0.3481707880559147,0.3931108545421953,Feynman56,z,0.3931108545421953,0.0,0.3481707880559147
1.0,1.0,1.0,1.0,1.0,1.0315478077394398,0.3482697458264667,0.3975395417145168,Feynman56,z,0.3975395417145168,0.0,0.3482697458264667
1.0,1.0,1.0,1.0,1.0,1.0318069029493813,0.34835722119332235,0.37702108915588817,Feynman56,z,0.37702108915588817,0.0,0.34835722119332235
1.0,1.0,1.0,1.0,1.0,1.03222163218114,0.3484972415036247,0.32497182913638867,Feynman56,z,0.32497182913638867,0.0,0.3484972415036247
1.0,1.0,1.0,1.0,1.0,1.0341387482175919,0.34914449557146876,0.29126502509632124,Feynman56,z,0.29126502509632124,0.0,0.34914449557146876
