lambd,d,n,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,2.004243461711594,1.0,0.5223768180363992,0.5159371782127912,Feynman31,d,0.5159371782127912,0.0,0.5223768180363992
1.0,2.0087546693624363,1.0,0.5210843571108974,0.5470040498238753,Feynman31,d,0.5470040498238753,0.0,0.5210843571108974
1.0,2.0092725282549377,1.0,0.5209364231153748,0.48651788870821977,Feynman31,d,0.48651788870821977,0.0,0.5209364231153748
1.0,2.0103257559871066,1.0,0.5206358269635938,0.529759877704697,Feynman31,d,0.529759877704697,0.0,0.5206358269635938
1.0,2.011372536702988,1.0,0.5203374339902815,0.4992579532148661,Feynman31,d,0.4992579532148661,0.0,0.5203374339902815
1.0,2.0114729959131337,1.0,0.5203088163268929,0.4985932590869171,Feynman31,d,0.4985932590869171,0.0,0.5203088163268929
1.0,2.012017834755655,1.0,0.5201536668551203,0.4745359530398489,Feynman31,d,0.4745359530398489,0.0,0.5201536668551203
1.0,2.0135984023032365,1.0,0.5197041339800058,0.5571269215945016,Feynman31,d,0.5571269215945016,0.0,0.5197041339800058
1.0,2.0149559064312577,1.0,0.5193186981448724,0.5562046137235516,Feynman31,d,0.5562046137235516,0.0,0.5193186981448724
1.0,2.015642166157634,1.0,0.5191240784209377,0.536599133203203,Feynman31,d,0.536599133203203,0.0,0.5191240784209377
1.0,2.017215580756938,1.0,0.5186784474959741,0.4970053805938767,Feynman31,d,0.4970053805938767,0.0,0.5186784474959741
1.0,2.0193638929115947,1.0,0.5180712948343269,0.4761834795396821,Feynman31,d,0.4761834795396821,0.0,0.5180712948343269
1.0,2.0209111897094227,1.0,0.5176349296904467,0.5479773041769425,Feynman31,d,0.5479773041769425,0.0,0.5176349296904467
1.0,2.022677832011612,1.0,0.5171376537078346,0.5136442496375418,Feynman31,d,0.5136442496375418,0.0,0.5171376537078346
1.0,2.02276303304773,1.0,0.5171136967561071,0.5350417179740774,Feynman31,d,0.5350417179740774,0.0,0.5171136967561071
1.0,2.0231576829422453,1.0,0.5170027590972894,0.5033346575716362,Feynman31,d,0.5033346575716362,0.0,0.5170027590972894
1.0,2.0260493417004595,1.0,0.5161914334120976,0.4883374820931726,Feynman31,d,0.4883374820931726,0.0,0.5161914334120976
1.0,2.0268597001823903,1.0,0.5159645496506914,0.43416352921551365,Feynman31,d,0.43416352921551365,0.0,0.5159645496506914
1.0,2.0283505711608427,1.0,0.5155476860146484,0.4505125452209211,Feynman31,d,0.4505125452209211,0.0,0.5155476860146484
1.0,2.029053868624298,1.0,0.5153512832310079,0.5359422894382597,Feynman31,d,0.5359422894382597,0.0,0.5153512832310079
1.0,2.0335513639409135,1.0,0.5140990387016278,0.4906637532266928,Feynman31,d,0.4906637532266928,0.0,0.5140990387016278
1.0,2.038710049354293,1.0,0.5126705826696866,0.4865317641227354,Feynman31,d,0.4865317641227354,0.0,0.5126705826696866
1.0,2.0426642558390298,1.0,0.5115813076958584,0.5293646451483176,Feynman31,d,0.5293646451483176,0.0,0.5115813076958584
1.0,2.043926633528422,1.0,0.5112345848258797,0.514444812657229,Feynman31,d,0.514444812657229,0.0,0.5112345848258797
