x,u,c,t,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
5.0,1.0,3.000567107725794,1.0,4.24254046766034,4.2354961944984995,Feynman17,c,4.2354961944984995,0.0,4.24254046766034,4.136267147262103
5.0,1.0,3.018982785878018,1.0,4.239320458374769,4.269815182444142,Feynman17,c,4.269815182444142,0.0,4.239320458374769,4.135842632581954
5.0,1.0,3.020131819497734,1.0,4.239121738565765,4.237838826296891,Feynman17,c,4.237838826296891,0.0,4.239121738565765,4.135816175774032
5.0,1.0,3.0357134411586078,1.0,4.236451922537958,4.233509178293184,Feynman17,c,4.233509178293184,0.0,4.236451922537958,4.135457758128766
5.0,1.0,3.0358098589754463,1.0,4.236435545376585,4.233907777519703,Feynman17,c,4.233907777519703,0.0,4.236435545376585,4.135455542317757
5.0,1.0,3.038713091824862,1.0,4.23594323199416,4.231799321332239,Feynman17,c,4.231799321332239,0.0,4.23594323199416,4.135388833922039
5.0,1.0,3.03955290829828,1.0,4.235801115710634,4.238270733446802,Feynman17,c,4.238270733446802,0.0,4.235801115710634,4.135369541481186
5.0,1.0,3.0438074503826122,1.0,4.235083174508515,4.230928009762899,Feynman17,c,4.230928009762899,0.0,4.235083174508515,4.135271834597945
5.0,1.0,3.0539646418861017,1.0,4.233382752562192,4.229472699168931,Feynman17,c,4.229472699168931,0.0,4.233382752562192,4.135038769720274
5.0,1.0,3.0691225924448364,1.0,4.230880207814455,4.210810107643067,Feynman17,c,4.210810107643067,0.0,4.230880207814455,4.134691477650926
5.0,1.0,3.0780568075657637,1.0,4.229424518862057,4.214734527634232,Feynman17,c,4.214734527634232,0.0,4.229424518862057,4.134487072030125
5.0,1.0,3.0800181662917208,1.0,4.229106840882995,4.243554910163479,Feynman17,c,4.243554910163479,0.0,4.229106840882995,4.134442227048603
5.0,1.0,3.1024914543868176,1.0,4.225514760234928,4.219033030519829,Feynman17,c,4.219033030519829,0.0,4.225514760234928,4.133929133998271
5.0,1.0,3.103639393869522,1.0,4.225333610716079,4.217134494926473,Feynman17,c,4.217134494926473,0.0,4.225333610716079,4.1339029617200325
5.0,1.0,3.107380625237174,1.0,4.224744782894028,4.233648452999726,Feynman17,c,4.233648452999726,0.0,4.224744782894028,4.133817688741977
5.0,1.0,3.112477227644737,1.0,4.2239464421695105,4.228435549721248,Feynman17,c,4.228435549721248,0.0,4.2239464421695105,4.1337015838810816
5.0,1.0,3.132810362051516,1.0,4.220804511134651,4.228636060509746,Feynman17,c,4.228636060509746,0.0,4.220804511134651,4.13323907518074
5.0,1.0,3.1439679199838135,1.0,4.21910917613201,4.210679311755116,Feynman17,c,4.210679311755116,0.0,4.21910917613201,4.132985752555363
5.0,1.0,3.1460498953025726,1.0,4.218795050166469,4.227194737151156,Feynman17,c,4.227194737151156,0.0,4.218795050166469,4.132938520230652
5.0,1.0,3.151158032929464,1.0,4.21802727196084,4.207689473154077,Feynman17,c,4.207689473154077,0.0,4.21802727196084,4.132822684897172
