n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.0013202117970161,1.0,0.7610398756547494,0.6968195618400773,Feynman81,kb,0.6968195618400773,0.0,0.7610398756547494,0.5961278924442205
1.0,1.0,1.0,1.0018946371423518,1.0,0.7607988171677897,0.6683514625402468,Feynman81,kb,0.6683514625402468,0.0,0.7607988171677897,0.5960674744536838
1.0,1.0,1.0,1.005006614873793,1.0,0.7594940303534025,0.8644950516822084,Feynman81,kb,0.8644950516822084,0.0,0.7594940303534025,0.5957401570004608
1.0,1.0,1.0,1.005048059438888,1.0,0.7594766667831286,0.7469656986037546,Feynman81,kb,0.7469656986037546,0.0,0.7594766667831286,0.5957357978659596
1.0,1.0,1.0,1.006218295757015,1.0,0.7589865304389101,0.7560858970156904,Feynman81,kb,0.7560858970156904,0.0,0.7589865304389101,0.5956127125471324
1.0,1.0,1.0,1.0071599441231358,1.0,0.7585923380883014,0.7425400219248445,Feynman81,kb,0.7425400219248445,0.0,0.7585923380883014,0.5955136700823219
1.0,1.0,1.0,1.007656704285346,1.0,0.7583844578534295,0.6536829170425771,Feynman81,kb,0.6536829170425771,0.0,0.7583844578534295,0.5954614209066714
1.0,1.0,1.0,1.0082341044530647,1.0,0.758142895747095,0.7620102497780528,Feynman81,kb,0.7620102497780528,0.0,0.758142895747095,0.5954006900246935
1.0,1.0,1.0,1.008255617315454,1.0,0.758133896914931,0.7564231088737293,Feynman81,kb,0.7564231088737293,0.0,0.758133896914931,0.5953984273043486
1.0,1.0,1.0,1.0095997537251677,1.0,0.7575718337262278,0.7661413447359634,Feynman81,kb,0.7661413447359634,0.0,0.7575718337262278,0.5952570511942976
1.0,1.0,1.0,1.0138977958514204,1.0,0.7557770814795575,0.7642742239349878,Feynman81,kb,0.7642742239349878,0.0,0.7557770814795575,0.594804983627251
1.0,1.0,1.0,1.0150562972564026,1.0,0.7552939809630566,0.8156980375573551,Feynman81,kb,0.8156980375573551,0.0,0.7552939809630566,0.5946831325852926
1.0,1.0,1.0,1.0188396963856037,1.0,0.7537182559826907,0.7146632153442093,Feynman81,kb,0.7146632153442093,0.0,0.7537182559826907,0.5942851951085043
1.0,1.0,1.0,1.0193771369729592,1.0,0.7534946666188601,0.7941541560761755,Feynman81,kb,0.7941541560761755,0.0,0.7534946666188601,0.5942286671705524
1.0,1.0,1.0,1.0194857041001204,1.0,0.7534495073115286,0.8035414132020761,Feynman81,kb,0.8035414132020761,0.0,0.7534495073115286,0.5942172480928498
1.0,1.0,1.0,1.0268478369850702,1.0,0.7503930686699499,0.8004535303390341,Feynman81,kb,0.8004535303390341,0.0,0.7503930686699499,0.5934428998196088
