omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0003881816680247,1.0,1.0,1.0,0.09351133256800871,0.10308768548411212,Feynman44,T,0.10308768548411212,0.0,0.09351133256800871,0.11496667133270143
1.0,1.0004453816236913,1.0,1.0,1.0,0.09351711592724571,0.11702087763045226,Feynman44,T,0.11702087763045226,0.0,0.09351711592724571,0.11497150886786565
1.0,1.0009453201453837,1.0,1.0,1.0,0.09356766364929314,0.12347993186271167,Feynman44,T,0.12347993186271167,0.0,0.09356766364929314,0.11501378984781409
1.0,1.0013358091954383,1.0,1.0,1.0,0.0936071452417114,0.06970811857985315,Feynman44,T,0.06970811857985315,0.0,0.0936071452417114,0.11504681442779267
1.0,1.0029839170437285,1.0,1.0,1.0,0.09377378295086523,0.10051083833521546,Feynman44,T,0.10051083833521546,0.0,0.09377378295086523,0.1151861987957561
1.0,1.0056017994393747,1.0,1.0,1.0,0.09403847546699123,0.07476071157045384,Feynman44,T,0.07476071157045384,0.0,0.09403847546699123,0.11540759928441317
1.0,1.0081369824558237,1.0,1.0,1.0,0.09429480903956215,0.14853461758661807,Feynman44,T,0.14853461758661807,0.0,0.09429480903956215,0.11562200569141388
1.0,1.0090851209117297,1.0,1.0,1.0,0.09439067646303805,0.178644171968172,Feynman44,T,0.178644171968172,0.0,0.09439067646303805,0.11570219199681406
1.0,1.0112434138084074,1.0,1.0,1.0,0.09460890545284655,0.12502026427368249,Feynman44,T,0.12502026427368249,0.0,0.09460890545284655,0.11588472391736489
1.0,1.0152923593418568,1.0,1.0,1.0,0.09501830700586159,0.1593379203068623,Feynman44,T,0.1593379203068623,0.0,0.09501830700586159,0.11622715279026061
1.0,1.018008733691623,1.0,1.0,1.0,0.09529297186776425,0.11896802227905917,Feynman44,T,0.11896802227905917,0.0,0.09529297186776425,0.11645688297523538
