sigma,theta,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0016536528128384,0.2415705893144994,0.25396806607830047,Feynman2,theta,0.25396806607830047,0.0,0.2415705893144994,0.18127052592018653
1.0,1.0027428674188115,0.24130703256580396,0.22265679226549107,Feynman2,theta,0.22265679226549107,0.0,0.24130703256580396,0.18116516702242408
1.0,1.003157325056074,0.24120674682440538,0.2454611399709521,Feynman2,theta,0.2454611399709521,0.0,0.24120674682440538,0.18112507685141305
1.0,1.0042637084683728,0.24093903813701747,0.2572923866368957,Feynman2,theta,0.2572923866368957,0.0,0.24093903813701747,0.181018057228164
1.0,1.0045859946265239,0.24086105584710898,0.2499275854740338,Feynman2,theta,0.2499275854740338,0.0,0.24086105584710898,0.18098688273401237
1.0,1.0047182403055541,0.24082905695584955,0.2631361388348319,Feynman2,theta,0.2631361388348319,0.0,0.24082905695584955,0.1809740907103931
1.0,1.004921999162235,0.24077975442149363,0.2534306147123952,Feynman2,theta,0.2534306147123952,0.0,0.24077975442149363,0.18095438127167066
1.0,1.005864847956917,0.24055161925678323,0.24817507583920415,Feynman2,theta,0.24817507583920415,0.0,0.24055161925678323,0.18086318022724593
1.0,1.0073967659365353,0.24018095628703576,0.22462405264636684,Feynman2,theta,0.22462405264636684,0.0,0.24018095628703576,0.18071499897013504
1.0,1.0102069715091249,0.23950102177711988,0.2108765576324466,Feynman2,theta,0.2108765576324466,0.0,0.23950102177711988,0.1804431699298402
1.0,1.011898517844523,0.23909176699750467,0.2602021345661096,Feynman2,theta,0.2602021345661096,0.0,0.23909176699750467,0.1802795479439135
1.0,1.0120148682324979,0.23906361761855427,0.2323333877360993,Feynman2,theta,0.2323333877360993,0.0,0.23906361761855427,0.18026829345969383
1.0,1.0134643668692473,0.2387129381235588,0.22856601635513887,Feynman2,theta,0.22856601635513887,0.0,0.2387129381235588,0.18012808456298326
1.0,1.0157067340145185,0.23817046600652464,0.21539788798780407,Feynman2,theta,0.21539788798780407,0.0,0.23817046600652464,0.17991118210077317
1.0,1.0166130129532627,0.2379512300041799,0.2086895177041852,Feynman2,theta,0.2086895177041852,0.0,0.2379512300041799,0.17982351843089522
1.0,1.0166509050311785,0.23794206375268423,0.2803751267341718,Feynman2,theta,0.2803751267341718,0.0,0.23794206375268423,0.17981985315912632
1.0,1.0180342188280875,0.23760744244627555,0.2601513522560365,Feynman2,theta,0.2601513522560365,0.0,0.23760744244627555,0.17968604627164186
1.0,1.0188191974274798,0.23741756470739334,0.20828851543691546,Feynman2,theta,0.20828851543691546,0.0,0.23741756470739334,0.17961011589103948
1.0,1.019138296228716,0.23734037977290007,0.2789233407546134,Feynman2,theta,0.2789233407546134,0.0,0.23734037977290007,0.17957924970762723
1.0,1.0204271156437859,0.23702864447769914,0.26687033719926395,Feynman2,theta,0.26687033719926395,0.0,0.23702864447769914,0.1794545831896492
1.0,1.021357820804835,0.23680353869649803,0.251593668082611,Feynman2,theta,0.251593668082611,0.0,0.23680353869649803,0.17936455679006513
1.0,1.0213841227697265,0.2367971772766586,0.23268877819299094,Feynman2,theta,0.23268877819299094,0.0,0.2367971772766586,0.17936201262108456
1.0,1.0216060835664533,0.23674349389666222,0.21523456942403008,Feynman2,theta,0.21523456942403008,0.0,0.23674349389666222,0.17934054252270032
1.0,1.021753536341092,0.23670783128863268,0.2350837826892796,Feynman2,theta,0.2350837826892796,0.0,0.23670783128863268,0.1793262795284012
1.0,1.0243013150907927,0.23609166809246415,0.24291820904151068,Feynman2,theta,0.24291820904151068,0.0,0.23609166809246415,0.1790798348354715
1.0,1.0248003284484797,0.23597099364394727,0.24685276356476568,Feynman2,theta,0.24685276356476568,0.0,0.23597099364394727,0.1790315656544603
1.0,1.0281807899710622,0.23515359052186216,0.2351466041080171,Feynman2,theta,0.2351466041080171,0.0,0.23515359052186216,0.17870457619310678
1.0,1.0311578279323879,0.23443386270279634,0.22499272373968637,Feynman2,theta,0.22499272373968637,0.0,0.23443386270279634,0.17841660958501065
1.0,1.033186069850808,0.23394359009137924,0.22100243311090947,Feynman2,theta,0.22100243311090947,0.0,0.23394359009137924,0.1782204192935911
1.0,1.0344334113449416,0.23364211102917568,0.17709479919500296,Feynman2,theta,0.17709479919500296,0.0,0.23364211102917568,0.17809976490375284
1.0,1.0354388278437263,0.23339912307625874,0.21783433250986778,Feynman2,theta,0.21783433250986778,0.0,0.23339912307625874,0.1780025117339329
1.0,1.0360896630142435,0.23324183899293363,0.26203117224180594,Feynman2,theta,0.26203117224180594,0.0,0.23324183899293363,0.17793955694512287
1.0,1.036143147672404,0.23322891394393774,0.21910075591537664,Feynman2,theta,0.21910075591537664,0.0,0.23322891394393774,0.1779343834150015
1.0,1.0377825166875172,0.2328327698255243,0.24410150912903517,Feynman2,theta,0.24410150912903517,0.0,0.2328327698255243,0.1777758085026956
1.0,1.0382478711400072,0.23272032828137953,0.252153695410462,Feynman2,theta,0.252153695410462,0.0,0.23272032828137953,0.1777307951220652
1.0,1.0385551486105955,0.2326460843319816,0.27036874754376394,Feynman2,theta,0.27036874754376394,0.0,0.2326460843319816,0.17770107240711722
1.0,1.0409523457190144,0.2320669372656725,0.24051466886459208,Feynman2,theta,0.24051466886459208,0.0,0.2320669372656725,0.17746919336254638
1.0,1.040977129864289,0.23206095015022357,0.24621645555278002,Feynman2,theta,0.24621645555278002,0.0,0.23206095015022357,0.17746679601111273
1.0,1.0415513146235786,0.23192224747038312,0.22012583351293605,Feynman2,theta,0.22012583351293605,0.0,0.23192224747038312,0.17741125555811355
1.0,1.0419104105003696,0.23183550592961755,0.23181732876663927,Feynman2,theta,0.23181732876663927,0.0,0.23183550592961755,0.17737652048836192
1.0,1.0437268381114861,0.23139677771282605,0.22168632694160262,Feynman2,theta,0.22168632694160262,0.0,0.23139677771282605,0.1772008188336568
1.0,1.0442427218231007,0.23127218680647088,0.22353463495913317,Feynman2,theta,0.22353463495913317,0.0,0.23127218680647088,0.1771509177964896
1.0,1.0450445397855441,0.23107855108594308,0.2276544087847005,Feynman2,theta,0.2276544087847005,0.0,0.23107855108594308,0.1770733585577768
1.0,1.0454491237381298,0.2309808509152825,0.2195072151427209,Feynman2,theta,0.2195072151427209,0.0,0.2309808509152825,0.17703422346125622
1.0,1.0454586832961368,0.2309785424863541,0.25462670946230404,Feynman2,theta,0.25462670946230404,0.0,0.2309785424863541,0.1770332987725164
1.0,1.0471875405166748,0.23056109309206352,0.21685555111003263,Feynman2,theta,0.21685555111003263,0.0,0.23056109309206352,0.1768660677349494
