epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0010866419540316,1.0,1.0,3.0,0.0655921653315215,0.06655362548489477,Feynman33,Ef,0.06655362548489477,0.0,0.0655921653315215,0.06487166678792354
1.0,1.0,1.0011377628875284,1.0,1.0,3.0,0.0655988644886092,0.038971799136508216,Feynman33,Ef,0.038971799136508216,0.0,0.0655988644886092,0.06488004460019199
1.0,1.0,1.001229255388549,1.0,1.0,3.0,0.06561085500309517,0.045677538792648645,Feynman33,Ef,0.045677538792648645,0.0,0.06561085500309517,0.06489503859472642
1.0,1.0,1.0014550259561728,1.0,1.0,3.0,0.06564044796597217,0.08506310652273315,Feynman33,Ef,0.08506310652273315,0.0,0.06564044796597217,0.06493203837742394
1.0,1.0,1.0023448327564004,1.0,1.0,3.0,0.06575714469885525,0.06927603696383222,Feynman33,Ef,0.06927603696383222,0.0,0.06575714469885525,0.06507786189450579
1.0,1.0,1.0040966890736636,1.0,1.0,3.0,0.06598720073123944,0.062159523213734184,Feynman33,Ef,0.062159523213734184,0.0,0.06598720073123944,0.06536496000282474
1.0,1.0,1.0046258623256978,1.0,1.0,3.0,0.0660567714474854,0.08864134781555935,Feynman33,Ef,0.08864134781555935,0.0,0.0660567714474854,0.06545168209177851
1.0,1.0,1.0048427378147742,1.0,1.0,3.0,0.0660852947843574,0.043384672386249615,Feynman33,Ef,0.043384672386249615,0.0,0.0660852947843574,0.06548722412904719
1.0,1.0,1.0057386448125059,1.0,1.0,3.0,0.06620318919640088,0.07761566887008135,Feynman33,Ef,0.07761566887008135,0.0,0.06620318919640088,0.06563404735933699
1.0,1.0,1.007775009145171,1.0,1.0,3.0,0.06647154976041834,0.05752478101053762,Feynman33,Ef,0.05752478101053762,0.0,0.06647154976041834,0.06596777127207402
1.0,1.0,1.0079336465681283,1.0,1.0,3.0,0.06649247845027732,0.05496594959648441,Feynman33,Ef,0.05496594959648441,0.0,0.06649247845027732,0.06599376912548467
1.0,1.0,1.009955715342349,1.0,1.0,3.0,0.06675953418522154,0.10110174215970374,Feynman33,Ef,0.10110174215970374,0.0,0.06675953418522154,0.06632515024927686
1.0,1.0,1.0102646236226782,1.0,1.0,3.0,0.06680037899936617,0.0415774900407407,Feynman33,Ef,0.0415774900407407,0.0,0.06680037899936617,0.066375774824571
1.0,1.0,1.0106168331792977,1.0,1.0,3.0,0.06684696448314413,0.057195918895052975,Feynman33,Ef,0.057195918895052975,0.0,0.06684696448314413,0.0664334957092002
