m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.0000724597783774,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08333937164819812,0.08200806254794842,Feynman5,m1,0.08200806254794842,0.08333937164819812,0.08471465271734777
1.0006779687434868,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0833898307286239,0.08268868301616428,Feynman5,m1,0.08268868301616428,0.0833898307286239,0.08476058315898641
1.0008385349584317,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08340321124653598,0.0886596561643001,Feynman5,m1,0.0886596561643001,0.08340321124653598,0.08477276441416454
1.0020794986301536,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08350662488584613,0.08622495111721183,Feynman5,m1,0.08622495111721183,0.08350662488584613,0.0848669322490932
1.002610346528579,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08355086221071491,0.07568174742856643,Feynman5,m1,0.07568174742856643,0.08355086221071491,0.08490722686156002
1.005057468607748,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08375478905064566,0.09197730839370347,Feynman5,m1,0.09197730839370347,0.08375478905064566,0.08509307405121595
1.005952631992757,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08382938599939642,0.08644648954487384,Feynman5,m1,0.08644648954487384,0.08382938599939642,0.08516109657852476
1.0060978102113354,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08384148418427795,0.0902895936355367,Feynman5,m1,0.0902895936355367,0.08384148418427795,0.08517213049179745
1.0063714002147048,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08386428335122541,0.08016187891789874,Feynman5,m1,0.08016187891789874,0.08386428335122541,0.0851929255219639
1.0064176789431172,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08386813991192643,0.09054782031303986,Feynman5,m1,0.09054782031303986,0.08386813991192643,0.0851964432688819
1.0070832707886648,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0839236058990554,0.09605723161087534,Feynman5,m1,0.09605723161087534,0.0839236058990554,0.08524704253221943
1.00746501914442,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08395541826203501,0.08602361966137,Feynman5,m1,0.08602361966137,0.08395541826203501,0.08527606880882312
1.0076445661784685,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08397038051487238,0.0970866100585983,Feynman5,m1,0.0970866100585983,0.08397038051487238,0.08528972199867452
1.0078296255469703,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0839858021289142,0.08132780649446915,Feynman5,m1,0.08132780649446915,0.0839858021289142,0.08530379523783978
1.0085011360305494,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08404176133587911,0.08273334687952649,Feynman5,m1,0.08273334687952649,0.08404176133587911,0.0853548691828968
1.0090452866749418,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08408710722291181,0.07289461148333032,Feynman5,m1,0.07289461148333032,0.08408710722291181,0.08539626495102079
1.009055764745705,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08408798039547542,0.09471305743942397,Feynman5,m1,0.09471305743942397,0.08408798039547542,0.08539706213623594
1.0093861420257162,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08411551183547634,0.08672951553592946,Feynman5,m1,0.08672951553592946,0.08411551183547634,0.0854221991296358
1.0095255169318706,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08412712641098923,0.09111344761454024,Feynman5,m1,0.09111344761454024,0.08412712641098923,0.08543280441919397
1.0107782979393534,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08423152482827945,0.08949715520525245,Feynman5,m1,0.08949715520525245,0.08423152482827945,0.08552815340227476
1.011092357191195,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08425769643259957,0.08483264767125469,Feynman5,m1,0.08483264767125469,0.08425769643259957,0.08555206277743652
1.0121147107440058,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08434289256200049,0.09994730653743793,Feynman5,m1,0.09994730653743793,0.08434289256200049,0.08562991235723452
1.0134206615145716,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08445172179288096,0.08400859060523097,Feynman5,m1,0.08400859060523097,0.08445172179288096,0.08572939636852801
1.0143538536596177,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08452948780496815,0.08730028808487765,Feynman5,m1,0.08730028808487765,0.08452948780496815,0.08580051148378791
1.0150616739298255,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08458847282748545,0.09003990547255213,Feynman5,m1,0.09003990547255213,0.08458847282748545,0.0858544667742896
1.0167995700200652,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08473329750167209,0.0829468995538324,Feynman5,m1,0.0829468995538324,0.08473329750167209,0.08598699657432267
1.0168119031738279,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08473432526448565,0.073672114299204,Feynman5,m1,0.073672114299204,0.08473432526448565,0.08598793736178677
1.0170265337430906,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08475221114525755,0.09546849503739778,Feynman5,m1,0.09546849503739778,0.08475221114525755,0.08600431025698302
1.0174754599069904,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08478962165891586,0.10745499226994759,Feynman5,m1,0.10745499226994759,0.08478962165891586,0.08603855998455036
1.0184709572601784,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08487257977168154,0.09149870499697114,Feynman5,m1,0.09149870499697114,0.08487257977168154,0.08611452739520521
1.0190608284644669,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08492173570537224,0.07945459077542635,Feynman5,m1,0.07945459077542635,0.08492173570537224,0.08615955299326546
1.019283319058424,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08494027658820201,0.08934973518140434,Feynman5,m1,0.08934973518140434,0.08494027658820201,0.08617653827830536
1.019583813746892,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.084965317812241,0.08803103182697992,Feynman5,m1,0.08803103182697992,0.084965317812241,0.08619948052076716
1.0201621302705541,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0850135108558795,0.10941153012031976,Feynman5,m1,0.10941153012031976,0.0850135108558795,0.08624364043994284
1.0216060182986113,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08513383485821761,0.09931803681198406,Feynman5,m1,0.09931803681198406,0.08513383485821761,0.0863539320025951
1.0217901782836982,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08514918152364152,0.08757841130373148,Feynman5,m1,0.08757841130373148,0.08514918152364152,0.08636800288954508
1.022013502665862,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08516779188882184,0.07764268838164994,Feynman5,m1,0.07764268838164994,0.08516779188882184,0.08638506731598378
1.022164981701107,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0851804151417589,0.07308965255161552,Feynman5,m1,0.07308965255161552,0.0851804151417589,0.08639664269103038
1.0231186736458802,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08525988947049001,0.09355060371319415,Feynman5,m1,0.09355060371319415,0.08525988947049001,0.0864695330606129
1.0241892015518776,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08534910012932313,0.09266577048410284,Feynman5,m1,0.09266577048410284,0.08534910012932313,0.08655138055675303
1.0243059979697318,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08535883316414432,0.08112977570414483,Feynman5,m1,0.08112977570414483,0.08535883316414432,0.086560312008508
1.0247170277454618,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08539308564545516,0.08497677985828819,Feynman5,m1,0.08497677985828819,0.08539308564545516,0.08659174629576158
1.0249778232414433,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08541481860345361,0.0851409282814542,Feynman5,m1,0.0851409282814542,0.08541481860345361,0.08661169333783247
1.025045299346535,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08542044161221125,0.08271366960807248,Feynman5,m1,0.08271366960807248,0.08542044161221125,0.08661685455228542
1.025171970646117,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08543099755384309,0.08255533823947364,Feynman5,m1,0.08255533823947364,0.08543099755384309,0.08662654388810177
1.0251729601627033,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0854310800135586,0.08909212239844186,Feynman5,m1,0.08909212239844186,0.0854310800135586,0.08662661957975434
