omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.002647518134336,1.0,1.0,0.09345187081031844,0.09232547043776648,Feynman44,h,0.09232547043776648,0.0,0.09345187081031844,0.09447244395451178
1.0,1.0,1.0057342357518322,1.0,1.0,0.09342830771213302,0.09070108428660695,Feynman44,h,0.09070108428660695,0.0,0.09342830771213302,0.09443822254636727
1.0,1.0,1.0066729141988304,1.0,1.0,0.09342114292188164,0.09571494987788097,Feynman44,h,0.09571494987788097,0.0,0.09342114292188164,0.09442782266534551
1.0,1.0,1.0126726480632553,1.0,1.0,0.09337535674346348,0.08920225850245887,Feynman44,h,0.08920225850245887,0.0,0.09337535674346348,0.09436142629362926
1.0,1.0,1.0155732932041057,1.0,1.0,0.09335322635955666,0.09275361401777346,Feynman44,h,0.09275361401777346,0.0,0.09335322635955666,0.09432937348672482
1.0,1.0,1.0183246194648952,1.0,1.0,0.09333223851667027,0.09130048318100763,Feynman44,h,0.09130048318100763,0.0,0.09333223851667027,0.09429899918685189
1.0,1.0,1.0196755334171703,1.0,1.0,0.0933219345706291,0.08735411379575671,Feynman44,h,0.08735411379575671,0.0,0.0933219345706291,0.09428409541800592
1.0,1.0,1.0220802912921418,1.0,1.0,0.09330359447370533,0.09435565664399202,Feynman44,h,0.09435565664399202,0.0,0.09330359447370533,0.09425758180622298
1.0,1.0,1.0236625895442213,1.0,1.0,0.09329152828296775,0.09117673337319525,Feynman44,h,0.09117673337319525,0.0,0.09329152828296775,0.09424014776000862
1.0,1.0,1.0244870403567146,1.0,1.0,0.09328524166094349,0.08861863221781778,Feynman44,h,0.08861863221781778,0.0,0.09328524166094349,0.09423106744586558
1.0,1.0,1.0249095700516335,1.0,1.0,0.093282019889812,0.096799169427603,Feynman44,h,0.096799169427603,0.0,0.093282019889812,0.09422641476425322
1.0,1.0,1.0268866927975817,1.0,1.0,0.09326694542413809,0.0911567013358656,Feynman44,h,0.0911567013358656,0.0,0.09326694542413809,0.09420465238074222
1.0,1.0,1.029897519614671,1.0,1.0,0.09324399274092757,0.09241830805951526,Feynman44,h,0.09241830805951526,0.0,0.09324399274092757,0.09417153939845596
1.0,1.0,1.0310646496686102,1.0,1.0,0.0932350963026919,0.08685308691423517,Feynman44,h,0.08685308691423517,0.0,0.0932350963026919,0.09415871225878686
1.0,1.0,1.0318575806466401,1.0,1.0,0.09322905252502273,0.08996871175656604,Feynman44,h,0.08996871175656604,0.0,0.09322905252502273,0.0941500005318394
1.0,1.0,1.0333728327858838,1.0,1.0,0.09321750390885818,0.09670717021315225,Feynman44,h,0.09670717021315225,0.0,0.09321750390885818,0.09413335924634948
1.0,1.0,1.0347311577149436,1.0,1.0,0.09320715215861158,0.09498928739735418,Feynman44,h,0.09498928739735418,0.0,0.09320715215861158,0.09411844855466253
1.0,1.0,1.0396407605393132,1.0,1.0,0.09316974279836987,0.09682645349107186,Feynman44,h,0.09682645349107186,0.0,0.09316974279836987,0.09406461080266487
1.0,1.0,1.0422515276808517,1.0,1.0,0.0931498539047341,0.0873667589346285,Feynman44,h,0.0873667589346285,0.0,0.0931498539047341,0.09403601751612095
1.0,1.0,1.0438744044048187,1.0,1.0,0.09313749225204743,0.08968976587513527,Feynman44,h,0.08968976587513527,0.0,0.09313749225204743,0.09401825621869804
1.0,1.0,1.0478208292428284,1.0,1.0,0.09310743653379436,0.08977312541064544,Feynman44,h,0.08977312541064544,0.0,0.09310743653379436,0.09397510538139695
1.0,1.0,1.0529967129938314,1.0,1.0,0.09306802740562306,0.0900440697160604,Feynman44,h,0.0900440697160604,0.0,0.09306802740562306,0.09391859762894778
