mom,Bx,By,Bz,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.0039330792988923,1.0,1.0,1.0,1.7388631007447561,2.03373499005367,Feynman91,mom,2.03373499005367,1.7388631007447561,1.6693276959136303
1.0039664315574974,1.0,1.0,1.0,1.7389208685512072,2.2456994266202717,Feynman91,mom,2.2456994266202717,1.7389208685512072,1.6693868476175366
1.0070657392932718,1.0,1.0,1.0,1.7442890270178597,1.8328996049652342,Feynman91,mom,1.8328996049652342,1.7442890270178597,1.6748835438052045
1.0081385869288653,1.0,1.0,1.0,1.7461472536314877,2.1215255208385315,Feynman91,mom,2.1215255208385315,1.7461472536314877,1.6767862356374532
1.010943723676848,1.0,1.0,1.0,1.7510058930011723,2.3419296290197487,Feynman91,mom,2.3419296290197487,1.7510058930011723,1.6817610660791322
1.0137436982790855,1.0,1.0,1.0,1.7558555912721503,1.5138949716466548,Feynman91,mom,1.5138949716466548,1.7558555912721503,1.6867266398113794
1.015790507583251,1.0,1.0,1.0,1.7594007689803695,1.4628491118295985,Feynman91,mom,1.4628491118295985,1.7594007689803695,1.6903564592992373
1.0206200941314734,1.0,1.0,1.0,1.767765858261442,2.7712932900544223,Feynman91,mom,2.7712932900544223,1.767765858261442,1.6989210513033686
1.0217995592950881,1.0,1.0,1.0,1.7698087518505803,2.493094632976669,Feynman91,mom,2.493094632976669,1.7698087518505803,1.70101262081518
1.0232181853972713,1.0,1.0,1.0,1.772265884336505,2.8054864492157088,Feynman91,mom,2.8054864492157088,1.772265884336505,1.7035282753788437
1.0238872664777738,1.0,1.0,1.0,1.7734247667623184,2.730338708670187,Feynman91,mom,2.730338708670187,1.7734247667623184,1.7047147501131183
1.0260952699377657,1.0,1.0,1.0,1.777249140938312,2.8812112669211567,Feynman91,mom,2.8812112669211567,1.777249140938312,1.7086301392080447
1.0295080776680527,1.0,1.0,1.0,1.7831602973236331,1.8210482895379831,Feynman91,mom,1.8210482895379831,1.7831602973236331,1.7146818487622748
1.0297450537975164,1.0,1.0,1.0,1.783570752020045,1.0483394459168682,Feynman91,mom,1.0483394459168682,1.783570752020045,1.715102057484589
1.0307713253414406,1.0,1.0,1.0,1.785348306476484,1.8968704866983808,Feynman91,mom,1.8968704866983808,1.785348306476484,1.716921845258806
1.0311632485181548,1.0,1.0,1.0,1.7860271373312169,1.1490942622683602,Feynman91,mom,1.1490942622683602,1.7860271373312169,1.7176168010070587
1.0332726873986946,1.0,1.0,1.0,1.789680792647773,1.653558131094662,Feynman91,mom,1.653558131094662,1.789680792647773,1.721357210765114
1.0341327685959012,1.0,1.0,1.0,1.7911704969799696,1.6225890674134886,Feynman91,mom,1.6225890674134886,1.7911704969799696,1.7228822709226357
1.035275516251569,1.0,1.0,1.0,1.7931497939798162,1.3346695629003693,Feynman91,mom,1.3346695629003693,1.7931497939798162,1.7249085286415158
1.0365956129635752,1.0,1.0,1.0,1.7954362685559155,1.1433005443329531,Feynman91,mom,1.1433005443329531,1.7954362685559155,1.7272492309536722
1.0368876271012963,1.0,1.0,1.0,1.795942051878977,0.33620880963518585,Feynman91,mom,0.33620880963518585,1.795942051878977,1.7277670067611048
1.0397354652165265,1.0,1.0,1.0,1.8008746521862868,1.9183594231370664,Feynman91,mom,1.9183594231370664,1.8008746521862868,1.732816504619078
1.040461102634798,1.0,1.0,1.0,1.8021314930626064,1.5452729089552666,Feynman91,mom,1.5452729089552666,1.8021314930626064,1.7341031145320451
1.0447440535401205,1.0,1.0,1.0,1.809549781636948,1.3660215635261541,Feynman91,mom,1.3660215635261541,1.809549781636948,1.7416969708051948
1.045553094853335,1.0,1.0,1.0,1.8109510822968575,1.6979408035456627,Feynman91,mom,1.6979408035456627,1.8109510822968575,1.7431314091876178
1.049128533959859,1.0,1.0,1.0,1.817143924488726,1.233187801545078,Feynman91,mom,1.233187801545078,1.817143924488726,1.7494705971453615
1.055732880558656,1.0,1.0,1.0,1.8285829883486373,1.9182903860350111,Feynman91,mom,1.9182903860350111,1.8285829883486373,1.7611795471911937
1.0557701068528629,1.0,1.0,1.0,1.8286474661815808,1.371488947222413,Feynman91,mom,1.371488947222413,1.8286474661815808,1.7612455446734419
1.0563525904639643,1.0,1.0,1.0,1.8296563573905849,1.610468418465756,Feynman91,mom,1.610468418465756,1.8296563573905849,1.7622782116528013
1.0571388902363519,1.0,1.0,1.0,1.8310182685463399,2.1802295197876,Feynman91,mom,2.1802295197876,1.8310182685463399,1.7636722109635916
1.0588993455031375,1.0,1.0,1.0,1.8340674665128647,1.908208193594766,Feynman91,mom,1.908208193594766,1.8340674665128647,1.7667932224327647
1.061290383378385,1.0,1.0,1.0,1.8382088655956152,0.9989469540149948,Feynman91,mom,0.9989469540149948,1.8382088655956152,1.7710320938536193
1.0628613191846985,1.0,1.0,1.0,1.8409298062275792,1.7145901756355455,Feynman91,mom,1.7145901756355455,1.8409298062275792,1.7738170345026645
1.065667606641925,1.0,1.0,1.0,1.8457904386841388,2.2347956253870733,Feynman91,mom,2.2347956253870733,1.8457904386841388,1.778791915777296
1.0664013892650397,1.0,1.0,1.0,1.8470613874690847,2.4266090388646586,Feynman91,mom,2.4266090388646586,1.8470613874690847,1.780092721312275
1.0706883226963555,1.0,1.0,1.0,1.8544865739807892,2.5331433011868154,Feynman91,mom,2.5331433011868154,1.8544865739807892,1.7876921988218135
1.0775934523563184,1.0,1.0,1.0,1.8664466093846956,2.8792500410193265,Feynman91,mom,2.8792500410193265,1.8664466093846956,1.7999324714991591
1.0777624929708445,1.0,1.0,1.0,1.8667393963175976,1.5873893220942943,Feynman91,mom,1.5873893220942943,1.8667393963175976,1.8002321110286796
1.0781663523351397,1.0,1.0,1.0,1.8674389012556694,2.2195400894814883,Feynman91,mom,2.2195400894814883,1.8674389012556694,1.8009479861885245
1.0791970666932449,1.0,1.0,1.0,1.8692241508919982,1.004685562282028,Feynman91,mom,1.004685562282028,1.8692241508919982,1.8027750057126972
1.0807898186697544,1.0,1.0,1.0,1.8719828782391685,1.2140322688186715,Feynman91,mom,1.2140322688186715,1.8719828782391685,1.8055982526004972
1.0816102792452469,1.0,1.0,1.0,1.8734039576415287,1.0964130911992447,Feynman91,mom,1.0964130911992447,1.8734039576415287,1.8070525545922218
1.081671387860463,1.0,1.0,1.0,1.873509800867863,2.052286542764169,Feynman91,mom,2.052286542764169,1.873509800867863,1.8071608719174415
1.0847898918513281,1.0,1.0,1.0,1.8789112082236479,0.3543271544899078,Feynman91,mom,0.3543271544899078,1.8789112082236479,1.812688473737433
1.0851270264263735,1.0,1.0,1.0,1.8794951424366146,1.0713933148544863,Feynman91,mom,1.0713933148544863,1.8794951424366146,1.8132860430217714
1.0858409314388862,1.0,1.0,1.0,1.8807316621900645,1.1835883768658852,Feynman91,mom,1.1835883768658852,1.8807316621900645,1.814551431099233
1.0876855959134168,1.0,1.0,1.0,1.883926714782869,2.189930906947687,Feynman91,mom,2.189930906947687,1.883926714782869,1.8178210462534778
1.0878375695363967,1.0,1.0,1.0,1.8841899408192804,0.8590208260433236,Feynman91,mom,0.8590208260433236,1.8841899408192804,1.8180904132026883
1.0918409923759627,1.0,1.0,1.0,1.8911240725815903,1.982186143541496,Feynman91,mom,1.982186143541496,1.8911240725815903,1.8251862067431597
