m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.0,1.0,1.0,3.0,1.0000034206382722,3.0,1.0,3.0,1.0,0.0833334283510902,0.08714296040430178,Feynman5,x2,0.08714296040430178,0.0833334283510902,0.08352448741195516
1.0,1.0,1.0,3.0,1.0006236081903033,3.0,1.0,3.0,1.0,0.08335065668289142,0.08290375173687331,Feynman5,x2,0.08290375173687331,0.08335065668289142,0.08354176457380799
1.0,1.0,1.0,3.0,1.0007185001358683,3.0,1.0,3.0,1.0,0.08335329286487385,0.08557099279106964,Feynman5,x2,0.08557099279106964,0.08335329286487385,0.08354440807009793
1.0,1.0,1.0,3.0,1.002147012533305,3.0,1.0,3.0,1.0,0.08339298322559717,0.08381433285603543,Feynman5,x2,0.08381433285603543,0.08339298322559717,0.08358420351485528
1.0,1.0,1.0,3.0,1.0022335998145813,3.0,1.0,3.0,1.0,0.08339538930395045,0.08191889068953113,Feynman5,x2,0.08191889068953113,0.08339538930395045,0.0835866156600588
1.0,1.0,1.0,3.0,1.0026854344189984,3.0,1.0,3.0,1.0,0.08340794539735955,0.08761446229464624,Feynman5,x2,0.08761446229464624,0.08340794539735955,0.08359920285130917
1.0,1.0,1.0,3.0,1.002899649168234,3.0,1.0,3.0,1.0,0.08341389856877099,0.08314039632080049,Feynman5,x2,0.08314039632080049,0.08341389856877099,0.08360517043762683
1.0,1.0,1.0,3.0,1.003481620144626,3.0,1.0,3.0,1.0,0.08343007299822694,0.0832451458838521,Feynman5,x2,0.0832451458838521,0.08343007299822694,0.08362138296279925
1.0,1.0,1.0,3.0,1.0037386312866978,3.0,1.0,3.0,1.0,0.08343721647663674,0.08099564914086553,Feynman5,x2,0.08099564914086553,0.08343721647663674,0.08362854276930524
1.0,1.0,1.0,3.0,1.0044416770048976,3.0,1.0,3.0,1.0,0.0834567587824444,0.07776180200913234,Feynman5,x2,0.07776180200913234,0.0834567587824444,0.0836481281897218
1.0,1.0,1.0,3.0,1.0045820802676757,3.0,1.0,3.0,1.0,0.08346066179259641,0.08423720871067834,Feynman5,x2,0.08423720871067834,0.08346066179259641,0.0836520395383582
1.0,1.0,1.0,3.0,1.0053271961741514,3.0,1.0,3.0,1.0,0.08348137646313783,0.08670834104624803,Feynman5,x2,0.08670834104624803,0.08348137646313783,0.08367279694817052
1.0,1.0,1.0,3.0,1.0057637791221388,3.0,1.0,3.0,1.0,0.08349351491348381,0.08538546562532277,Feynman5,x2,0.08538546562532277,0.08349351491348381,0.0836849592587664
1.0,1.0,1.0,3.0,1.0060829260532906,3.0,1.0,3.0,1.0,0.08350238880591793,0.08455683242351057,Feynman5,x2,0.08455683242351057,0.08350238880591793,0.08369385004137082
1.0,1.0,1.0,3.0,1.006790161094601,3.0,1.0,3.0,1.0,0.0835220551621758,0.0822881205751836,Feynman5,x2,0.0822881205751836,0.0835220551621758,0.0837135521670633
1.0,1.0,1.0,3.0,1.0084126817045638,3.0,1.0,3.0,1.0,0.083567181840758,0.08453912188404418,Feynman5,x2,0.08453912188404418,0.083567181840758,0.0837587522809501
1.0,1.0,1.0,3.0,1.0084140647195574,3.0,1.0,3.0,1.0,0.08356722031125514,0.07928088669904969,Feynman5,x2,0.07928088669904969,0.08356722031125514,0.08375879080892557
1.0,1.0,1.0,3.0,1.0089032859164548,3.0,1.0,3.0,1.0,0.08358082922934015,0.08616814073670305,Feynman5,x2,0.08616814073670305,0.08358082922934015,0.08377241951312388
1.0,1.0,1.0,3.0,1.0097678401324615,3.0,1.0,3.0,1.0,0.08360488163935285,0.08676584699403585,Feynman5,x2,0.08676584699403585,0.08360488163935285,0.08379650422904157
1.0,1.0,1.0,3.0,1.0107809004915935,3.0,1.0,3.0,1.0,0.08363306989402718,0.08443659523587262,Feynman5,x2,0.08443659523587262,0.08363306989402718,0.0838247260225926
1.0,1.0,1.0,3.0,1.0108409344812572,3.0,1.0,3.0,1.0,0.08363474047688595,0.08495665508195664,Feynman5,x2,0.08495665508195664,0.08363474047688595,0.08382639844697753
1.0,1.0,1.0,3.0,1.0110385097074754,3.0,1.0,3.0,1.0,0.08364023857397393,0.08751618448156669,Feynman5,x2,0.08751618448156669,0.08364023857397393,0.08383190248939383
1.0,1.0,1.0,3.0,1.0111780029051027,3.0,1.0,3.0,1.0,0.08364412047852068,0.08097791773830505,Feynman5,x2,0.08097791773830505,0.08364412047852068,0.08383578848506845
1.0,1.0,1.0,3.0,1.0112712087760127,3.0,1.0,3.0,1.0,0.08364671431926447,0.08400494435434507,Feynman5,x2,0.08400494435434507,0.08364671431926447,0.08383838501032352
1.0,1.0,1.0,3.0,1.0116541236934933,3.0,1.0,3.0,1.0,0.083657370930656,0.08506034390199815,Feynman5,x2,0.08506034390199815,0.083657370930656,0.08384905223804574
1.0,1.0,1.0,3.0,1.0118925310145777,3.0,1.0,3.0,1.0,0.08366400619680678,0.08074293115467916,Feynman5,x2,0.08074293115467916,0.08366400619680678,0.08385569377917194
1.0,1.0,1.0,3.0,1.0119570743819697,3.0,1.0,3.0,1.0,0.08366580258859423,0.0872689447614674,Feynman5,x2,0.0872689447614674,0.08366580258859423,0.08385749182558251
1.0,1.0,1.0,3.0,1.0122964666811032,3.0,1.0,3.0,1.0,0.08367524897397727,0.08344812735030854,Feynman5,x2,0.08344812735030854,0.08367524897397727,0.08386694660192849
1.0,1.0,1.0,3.0,1.012760463555446,3.0,1.0,3.0,1.0,0.08368816434905683,0.08406767380669133,Feynman5,x2,0.08406767380669133,0.08368816434905683,0.0838798726071906
1.0,1.0,1.0,3.0,1.0134030898567583,3.0,1.0,3.0,1.0,0.08370605348620111,0.08551393879955184,Feynman5,x2,0.08551393879955184,0.08370605348620111,0.08389777486330373
1.0,1.0,1.0,3.0,1.013963318383055,3.0,1.0,3.0,1.0,0.08372165038940964,0.08307104054039385,Feynman5,x2,0.08307104054039385,0.08372165038940964,0.08391338168556503
1.0,1.0,1.0,3.0,1.014502903788808,3.0,1.0,3.0,1.0,0.08373667391782064,0.08322882735069968,Feynman5,x2,0.08322882735069968,0.08373667391782064,0.08392841343252971
1.0,1.0,1.0,3.0,1.015641269544998,3.0,1.0,3.0,1.0,0.08376837341304945,0.08611583385359128,Feynman5,x2,0.08611583385359128,0.08376837341304945,0.08396012597625813
1.0,1.0,1.0,3.0,1.01583437375357,3.0,1.0,3.0,1.0,0.08377375126490681,0.08486649789682221,Feynman5,x2,0.08486649789682221,0.08377375126490681,0.08396550546484621
1.0,1.0,1.0,3.0,1.0160669328728047,3.0,1.0,3.0,1.0,0.08378022813730154,0.08082616342105683,Feynman5,x2,0.08082616342105683,0.08378022813730154,0.08397198408658647
1.0,1.0,1.0,3.0,1.0163278500448372,3.0,1.0,3.0,1.0,0.08378749508209572,0.08316216423432164,Feynman5,x2,0.08316216423432164,0.08378749508209572,0.08397925270568936
1.0,1.0,1.0,3.0,1.016716124917295,3.0,1.0,3.0,1.0,0.08379830969894325,0.0806862447194059,Feynman5,x2,0.0806862447194059,0.08379830969894325,0.08399006924995417
1.0,1.0,1.0,3.0,1.016737440583475,3.0,1.0,3.0,1.0,0.08379890342354804,0.08580967394089994,Feynman5,x2,0.08580967394089994,0.08379890342354804,0.08399066306084012
1.0,1.0,1.0,3.0,1.0184998749846148,3.0,1.0,3.0,1.0,0.08384800113032835,0.08347694667523504,Feynman5,x2,0.08347694667523504,0.08384800113032835,0.08403976087977698
1.0,1.0,1.0,3.0,1.0188906988856508,3.0,1.0,3.0,1.0,0.0838588905368172,0.08611861525713702,Feynman5,x2,0.08611861525713702,0.0838588905368172,0.08405064843439611
1.0,1.0,1.0,3.0,1.020798115670585,3.0,1.0,3.0,1.0,0.08391204605246858,0.0881039514663724,Feynman5,x2,0.0881039514663724,0.08391204605246858,0.08410378516425832
1.0,1.0,1.0,3.0,1.0218209476360274,3.0,1.0,3.0,1.0,0.08394055678040058,0.08314473622750566,Feynman5,x2,0.08314473622750566,0.08394055678040058,0.08413227916987993
1.0,1.0,1.0,3.0,1.0225364900691445,3.0,1.0,3.0,1.0,0.08396050477863572,0.07918725594337771,Feynman5,x2,0.07918725594337771,0.08396050477863572,0.08415221271763997
1.0,1.0,1.0,3.0,1.023670361720526,3.0,1.0,3.0,1.0,0.08399211965036892,0.08727648110080707,Feynman5,x2,0.08727648110080707,0.08399211965036892,0.0841838000608114
1.0,1.0,1.0,3.0,1.0238660625690885,3.0,1.0,3.0,1.0,0.08399757680027686,0.08201419037793702,Feynman5,x2,0.08201419037793702,0.08399757680027686,0.08418925188579578
1.0,1.0,1.0,3.0,1.0242591304550932,3.0,1.0,3.0,1.0,0.08400853807154156,0.08425738113503768,Feynman5,x2,0.08425738113503768,0.08400853807154156,0.0842002019523248
1.0,1.0,1.0,3.0,1.0249883351985443,3.0,1.0,3.0,1.0,0.08402887480926495,0.08514517445490845,Feynman5,x2,0.08514517445490845,0.08402887480926495,0.0842205161033102
1.0,1.0,1.0,3.0,1.0258976616341684,3.0,1.0,3.0,1.0,0.08405423821988438,0.08340795551000287,Feynman5,x2,0.08340795551000287,0.08405423821988438,0.08424584807548494
1.0,1.0,1.0,3.0,1.026094333600961,3.0,1.0,3.0,1.0,0.08405972437475925,0.0814880381427627,Feynman5,x2,0.0814880381427627,0.08405972437475925,0.08425132695364344
1.0,1.0,1.0,3.0,1.0267113125677818,3.0,1.0,3.0,1.0,0.08407693607240323,0.08443984523135382,Feynman5,x2,0.08443984523135382,0.08407693607240323,0.08426851472381278
1.0,1.0,1.0,3.0,1.0270654044958134,3.0,1.0,3.0,1.0,0.0840868148329793,0.0839420878429134,Feynman5,x2,0.0839420878429134,0.0840868148329793,0.0842783789995155
1.0,1.0,1.0,3.0,1.0271076883530301,3.0,1.0,3.0,1.0,0.08408799454097912,0.08740230851576436,Feynman5,x2,0.08740230851576436,0.08408799454097912,0.08427955694114883
1.0,1.0,1.0,3.0,1.0288432451615712,3.0,1.0,3.0,1.0,0.08413642283620132,0.08541098182347023,Feynman5,x2,0.08541098182347023,0.08413642283620132,0.08432790599745253
