epsilon,p_d,r,x,y,z,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.0004068472040228,1.0,1.0,0.3376873051385127,0.3596193525869504,Feynman56,x,0.3596193525869504,0.3376873051385127,0.33811895876964215
1.0,1.0,1.0,1.0016643704912918,1.0,1.0,0.33789969660060454,0.37669643351177334,Feynman56,x,0.37669643351177334,0.33789969660060454,0.3383421338989753
1.0,1.0,1.0,1.0028797531920404,1.0,1.0,0.3381050971857609,0.3078020398034472,Feynman56,x,0.3078020398034472,0.3381050971857609,0.3385578812166577
1.0,1.0,1.0,1.006742492383396,1.0,1.0,0.3387587261579383,0.3678104141826668,Feynman56,x,0.3678104141826668,0.3387587261579383,0.3392439036714979
1.0,1.0,1.0,1.008715326627558,1.0,1.0,0.33909303846262373,0.31367380206648826,Feynman56,x,0.31367380206648826,0.33909303846262373,0.3395944741988582
1.0,1.0,1.0,1.0106865707722115,1.0,1.0,0.33942740516366016,0.35865703073583416,Feynman56,x,0.35865703073583416,0.33942740516366016,0.3399448939653944
1.0,1.0,1.0,1.0108998114982028,1.0,1.0,0.33946359488057354,0.3679629810615592,Feynman56,x,0.3679629810615592,0.33946359488057354,0.3399828087671552
1.0,1.0,1.0,1.012957369513994,1.0,1.0,0.33981298296780377,0.32934944572915853,Feynman56,x,0.32934944572915853,0.33981298296780377,0.3403487275767623
1.0,1.0,1.0,1.013474508447772,1.0,1.0,0.3399008520147895,0.33029613640303374,Feynman56,x,0.33029613640303374,0.3399008520147895,0.34044071881007854
1.0,1.0,1.0,1.013676047994823,1.0,1.0,0.33993510235858576,0.36121830998441923,Feynman56,x,0.36121830998441923,0.33993510235858576,0.3404765721173302
1.0,1.0,1.0,1.0138739944185693,1.0,1.0,0.33996874534376403,0.3676641669772031,Feynman56,x,0.3676641669772031,0.33996874534376403,0.3405117875585669
1.0,1.0,1.0,1.0150115865246998,1.0,1.0,0.34016215332922994,0.24075555249123298,Feynman56,x,0.24075555249123298,0.34016215332922994,0.34071419538445236
1.0,1.0,1.0,1.0150140443170537,1.0,1.0,0.3401625713070504,0.3071806241357368,Feynman56,x,0.3071806241357368,0.3401625713070504,0.3407146327384297
1.0,1.0,1.0,1.0154069217414594,1.0,1.0,0.3402293913530024,0.3444043693741679,Feynman56,x,0.3444043693741679,0.3402293913530024,0.3407845462825902
1.0,1.0,1.0,1.015549104209692,1.0,1.0,0.3402535766870993,0.3423225522729926,Feynman56,x,0.3423225522729926,0.3402535766870993,0.3408098493064479
1.0,1.0,1.0,1.0156673997435874,1.0,1.0,0.34027370010792907,0.3716363671922859,Feynman56,x,0.3716363671922859,0.34027370010792907,0.3408309018947676
1.0,1.0,1.0,1.0175264893104508,1.0,1.0,0.340590103873804,0.3084280759510187,Feynman56,x,0.3084280759510187,0.340590103873804,0.34116181901621284
1.0,1.0,1.0,1.0178045671077693,1.0,1.0,0.34063745517813043,0.3377061451103364,Feynman56,x,0.3377061451103364,0.34063745517813043,0.3412113268133038
1.0,1.0,1.0,1.0187121831269423,1.0,1.0,0.34079204894764903,0.39000564109051483,Feynman56,x,0.39000564109051483,0.34079204894764903,0.3413729331755845
1.0,1.0,1.0,1.0187601396994221,1.0,1.0,0.34080021924720927,0.34291848535358727,Feynman56,x,0.34291848535358727,0.34080021924720927,0.3413814729015584
1.0,1.0,1.0,1.0196734278603672,1.0,1.0,0.34095585098188913,0.4058430782716374,Feynman56,x,0.4058430782716374,0.34095585098188913,0.34154411888928166
1.0,1.0,1.0,1.0226449372883124,1.0,1.0,0.3414626928895519,0.37134316571007725,Feynman56,x,0.37134316571007725,0.3414626928895519,0.34207350573999884
1.0,1.0,1.0,1.0229622727316285,1.0,1.0,0.34151686252401064,0.35277949546230647,Feynman56,x,0.35277949546230647,0.34151686252401064,0.3421300580636172
1.0,1.0,1.0,1.0243955263853004,1.0,1.0,0.34176162331031185,0.3071527190536332,Feynman56,x,0.3071527190536332,0.34176162331031185,0.34238552059531385
1.0,1.0,1.0,1.0247886613419082,1.0,1.0,0.3418287893089459,0.3121906996831171,Feynman56,x,0.3121906996831171,0.3418287893089459,0.3424556049716792
1.0,1.0,1.0,1.026461270529009,1.0,1.0,0.3421146902766834,0.28986462549251235,Feynman56,x,0.28986462549251235,0.3421146902766834,0.3427538404377503
1.0,1.0,1.0,1.030026550155695,1.0,1.0,0.3427248642576863,0.3606139281768512,Feynman56,x,0.3606139281768512,0.3427248642576863,0.34338986590136605
1.0,1.0,1.0,1.0302549136108503,1.0,1.0,0.3427639821592172,0.39133655493636904,Feynman56,x,0.39133655493636904,0.3427639821592172,0.3434306193106737
1.0,1.0,1.0,1.0304871126142863,1.0,1.0,0.34280376139041824,0.3365814353695593,Feynman56,x,0.3365814353695593,0.34280376139041824,0.34347205901802735
1.0,1.0,1.0,1.0306933618357037,1.0,1.0,0.3428390986739462,0.31733622675198364,Feynman56,x,0.31733622675198364,0.3428390986739462,0.3435088690945859
1.0,1.0,1.0,1.0311603995978276,1.0,1.0,0.3429191302942596,0.3813647902072908,Feynman56,x,0.3813647902072908,0.3429191302942596,0.3435922284127219
1.0,1.0,1.0,1.0315398601519703,1.0,1.0,0.34298416761625533,0.3063249947980424,Feynman56,x,0.3063249947980424,0.34298416761625533,0.3436599619387671
1.0,1.0,1.0,1.0316922076650965,1.0,1.0,0.34301028235153724,0.3395845808394466,Feynman56,x,0.3395845808394466,0.34301028235153724,0.3436871572689315
1.0,1.0,1.0,1.0318882811980457,1.0,1.0,0.3430438951564927,0.44245603836523795,Feynman56,x,0.44245603836523795,0.3430438951564927,0.3437221592237693
1.0,1.0,1.0,1.0339942762043237,1.0,1.0,0.343405119874815,0.3785362429705819,Feynman56,x,0.3785362429705819,0.343405119874815,0.34409819184641094
1.0,1.0,1.0,1.0344815653742585,1.0,1.0,0.3434887514645216,0.27101954035510356,Feynman56,x,0.27101954035510356,0.3434887514645216,0.34418522040264815
1.0,1.0,1.0,1.0345781947660215,1.0,1.0,0.34350533786171455,0.31551465713990423,Feynman56,x,0.31551465713990423,0.34350533786171455,0.3442024791120517
1.0,1.0,1.0,1.0361140756966005,1.0,1.0,0.34376907161697007,0.40911426322903044,Feynman56,x,0.40911426322903044,0.34376907161697007,0.3444768410432041
1.0,1.0,1.0,1.0373838617236422,1.0,1.0,0.3439872553351245,0.2993899364997401,Feynman56,x,0.2993899364997401,0.3439872553351245,0.34470372948148376
1.0,1.0,1.0,1.037922794382476,1.0,1.0,0.34407989750887535,0.3699512832072955,Feynman56,x,0.3699512832072955,0.34407989750887535,0.3448000437824284
1.0,1.0,1.0,1.0381337910592086,1.0,1.0,0.34411617401010236,0.32910375088131477,Feynman56,x,0.32910375088131477,0.34411617401010236,0.34483775432271907
1.0,1.0,1.0,1.039597488779215,1.0,1.0,0.3443679241044288,0.3210935605038364,Feynman56,x,0.3210935605038364,0.3443679241044288,0.3450993963179851
1.0,1.0,1.0,1.0402911292452814,1.0,1.0,0.3444872869965126,0.3642436186039892,Feynman56,x,0.3642436186039892,0.3444872869965126,0.34522341275133567
1.0,1.0,1.0,1.0403435310280464,1.0,1.0,0.34449630594263875,0.35065513173689444,Feynman56,x,0.35065513173689444,0.34449630594263875,0.3452327823624901
1.0,1.0,1.0,1.0434604482831156,1.0,1.0,0.3450331548716771,0.3446909163262829,Feynman56,x,0.3446909163262829,0.3450331548716771,0.3457902647150352
1.0,1.0,1.0,1.044844034879624,1.0,1.0,0.34527170629746917,0.36684649645449197,Feynman56,x,0.36684649645449197,0.34527170629746917,0.34603783425789725
1.0,1.0,1.0,1.0449319287060954,1.0,1.0,0.34528686563987254,0.35151770921102415,Feynman56,x,0.35151770921102415,0.34528686563987254,0.34605356356942063
1.0,1.0,1.0,1.0476876961679698,1.0,1.0,0.3457624708340128,0.3405340628558622,Feynman56,x,0.3405340628558622,0.3457624708340128,0.3465468631504273
1.0,1.0,1.0,1.0501444153324113,1.0,1.0,0.34618696787041586,0.31666973289675054,Feynman56,x,0.31666973289675054,0.34618696787041586,0.34698684804131374
1.0,1.0,1.0,1.0509775349179864,1.0,1.0,0.3463310301626187,0.35465893630300566,Feynman56,x,0.35465893630300566,0.3463310301626187,0.3471361015814011
1.0,1.0,1.0,1.0513763398735025,1.0,1.0,0.34640001037050744,0.3337595501654081,Feynman56,x,0.3337595501654081,0.34640001037050744,0.3472075558865263
1.0,1.0,1.0,1.0517552107533479,1.0,1.0,0.34646555414824354,0.34200025419208496,Feynman56,x,0.34200025419208496,0.34646555414824354,0.34727544357044193
1.0,1.0,1.0,1.0523389528036988,1.0,1.0,0.3465665621015686,0.3867093590832412,Feynman56,x,0.3867093590832412,0.3465665621015686,0.34738005044873194
1.0,1.0,1.0,1.0525124641924264,1.0,1.0,0.3465965908161984,0.4113809402729811,Feynman56,x,0.4113809402729811,0.3465965908161984,0.34741114600400513
1.0,1.0,1.0,1.0528637391657756,1.0,1.0,0.3466573913409938,0.36618077475418986,Feynman56,x,0.36618077475418986,0.3466573913409938,0.34747410228557696
1.0,1.0,1.0,1.0530293672409554,1.0,1.0,0.3466860624597523,0.302667717228288,Feynman56,x,0.302667717228288,0.3466860624597523,0.3475037879667457
1.0,1.0,1.0,1.0532614179050221,1.0,1.0,0.34672623528587987,0.3870157191145469,Feynman56,x,0.3870157191145469,0.34672623528587987,0.3475453801954204
