epsilon,p_d,r,x,y,z,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0011289869334128,1.0,1.0,1.0,0.33571922153727435,0.3214290693522685,Feynman56,r,0.3214290693522685,0.0,0.33571922153727435,0.2017685290173621
1.0,1.0,1.0039046214781513,1.0,1.0,1.0,0.33110376637065636,0.30542670808982575,Feynman56,r,0.30542670808982575,0.0,0.33110376637065636,0.2009262338643916
1.0,1.0,1.0043702825502587,1.0,1.0,1.0,0.3303369215358928,0.3620088818963017,Feynman56,r,0.3620088818963017,0.0,0.3303369215358928,0.20078515340291306
1.0,1.0,1.0045075333088955,1.0,1.0,1.0,0.3301113054827462,0.3200145678539505,Feynman56,r,0.3200145678539505,0.0,0.3301113054827462,0.20074358335857972
1.0,1.0,1.0051360329007895,1.0,1.0,1.0,0.329080522021047,0.2751093725401364,Feynman56,r,0.2751093725401364,0.0,0.329080522021047,0.20055329857049897
1.0,1.0,1.006308826927474,1.0,1.0,1.0,0.327167366146225,0.28986087042434155,Feynman56,r,0.28986087042434155,0.0,0.327167366146225,0.20019854347256366
1.0,1.0,1.0065201750617894,1.0,1.0,1.0,0.32682401893002716,0.3132321646616889,Feynman56,r,0.3132321646616889,0.0,0.32682401893002716,0.200134657747451
1.0,1.0,1.0072186738672866,1.0,1.0,1.0,0.3256923392727806,0.27329077943335695,Feynman56,r,0.27329077943335695,0.0,0.3256923392727806,0.19992361382374949
1.0,1.0,1.0081086107145876,1.0,1.0,1.0,0.3242573037865726,0.32419199862965975,Feynman56,r,0.32419199862965975,0.0,0.3242573037865726,0.19965494319353844
1.0,1.0,1.0083560078063465,1.0,1.0,1.0,0.3238597211899886,0.3419160264233297,Feynman56,r,0.3419160264233297,0.0,0.3238597211899886,0.19958029700556926
1.0,1.0,1.0095133494854638,1.0,1.0,1.0,0.3220075518598524,0.33027605367915547,Feynman56,r,0.33027605367915547,0.0,0.3220075518598524,0.19923134291060146
1.0,1.0,1.0098197878052193,1.0,1.0,1.0,0.32151926877851733,0.3332083030159794,Feynman56,r,0.3332083030159794,0.0,0.32151926877851733,0.19913901554891272
1.0,1.0,1.0104540659275398,1.0,1.0,1.0,0.32051142100946145,0.3246481017492119,Feynman56,r,0.3246481017492119,0.0,0.32051142100946145,0.19894800304513885
1.0,1.0,1.0116925667151582,1.0,1.0,1.0,0.31855438900919614,0.3003228689543179,Feynman56,r,0.3003228689543179,0.0,0.31855438900919614,0.19857538015846524
1.0,1.0,1.012195686457805,1.0,1.0,1.0,0.31776347596917204,0.3197441987717971,Feynman56,r,0.3197441987717971,0.0,0.31776347596917204,0.19842414101486083
1.0,1.0,1.013886414963233,1.0,1.0,1.0,0.315122830367863,0.2920407954519486,Feynman56,r,0.2920407954519486,0.0,0.315122830367863,0.19791646415812805
1.0,1.0,1.0149083485786672,1.0,1.0,1.0,0.31353950149406545,0.3049415104911465,Feynman56,r,0.3049415104911465,0.0,0.31353950149406545,0.19761002585887752
