mom,Bx,By,Bz,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.0012170113399512,1.7327537343190187,2.173960862096607,Feynman91,Bz,2.173960862096607,0.0,1.7327537343190187,1.7121758026905431
1.0,1.0,1.0,1.004271932172648,1.7345207158606621,2.260652775051205,Feynman91,Bz,2.260652775051205,0.0,1.7345207158606621,1.7143932328750735
1.0,1.0,1.0,1.0074669374817922,1.736372549345025,1.457634391880482,Feynman91,Bz,1.457634391880482,0.0,1.736372549345025,1.7167126060026825
1.0,1.0,1.0,1.0081462464147477,1.7367667817413324,2.04302647037153,Feynman91,Bz,2.04302647037153,0.0,1.7367667817413324,1.7172057762999824
1.0,1.0,1.0,1.00833802926127,1.736878113528552,1.724991707503879,Feynman91,Bz,1.724991707503879,0.0,1.736878113528552,1.7173450105997397
1.0,1.0,1.0,1.0143780905090911,1.7403915968841235,1.8161307918452345,Feynman91,Bz,1.8161307918452345,0.0,1.7403915968841235,1.7217305936113445
1.0,1.0,1.0,1.0156746436924697,1.7411476048399301,1.9888834175209964,Feynman91,Bz,1.9888834175209964,0.0,1.7411476048399301,1.7226721252756072
1.0,1.0,1.0,1.016055726752053,1.7413699319402647,1.5984678961418417,Feynman91,Bz,1.5984678961418417,0.0,1.7413699319402647,1.722948868954261
1.0,1.0,1.0,1.0163862570773623,1.7415628106892183,1.7411421862711225,Feynman91,Bz,1.7411421862711225,0.0,1.7415628106892183,1.7231889042460344
1.0,1.0,1.0,1.0164873026334034,1.7416217834004408,1.9455532346420215,Feynman91,Bz,1.9455532346420215,0.0,1.7416217834004408,1.7232622853902062
1.0,1.0,1.0,1.0165565248363224,1.741662185438755,1.447463934062077,Feynman91,Bz,1.447463934062077,0.0,1.741662185438755,1.723312555987747
1.0,1.0,1.0,1.023571486600853,1.745765903030037,1.6692736772606815,Feynman91,Bz,1.6692736772606815,0.0,1.745765903030037,1.728407638720213
1.0,1.0,1.0,1.0246801925636828,1.7464161866612282,1.6063465982069713,Feynman91,Bz,1.6063465982069713,0.0,1.7464161866612282,1.7292130327190725
1.0,1.0,1.0,1.0250560513025868,1.7466367419449447,2.158120029593928,Feynman91,Bz,2.158120029593928,0.0,1.7466367419449447,1.7294860743082052
1.0,1.0,1.0,1.0256098096319204,1.7469617859624818,1.9336070121318498,Feynman91,Bz,1.9336070121318498,0.0,1.7469617859624818,1.7298883576393436
1.0,1.0,1.0,1.0279837972230847,1.7483565675665798,2.038280193201952,Feynman91,Bz,2.038280193201952,0.0,1.7483565675665798,1.7316130603576783
1.0,1.0,1.0,1.0310938564372227,1.7501870016608465,2.052791002426152,Feynman91,Bz,2.052791002426152,0.0,1.7501870016608465,1.7338727545473218
1.0,1.0,1.0,1.033436033444231,1.7515678791359888,1.7585430608753778,Feynman91,Bz,1.7585430608753778,0.0,1.7515678791359888,1.735574701051462
1.0,1.0,1.0,1.0347991157723824,1.7523724518501493,1.3558924224973652,Feynman91,Bz,1.3558924224973652,0.0,1.7523724518501493,1.7365652572567543
1.0,1.0,1.0,1.0394217698462636,1.7551061550887284,2.160304624317555,Feynman91,Bz,2.160304624317555,0.0,1.7551061550887284,1.7399249420489227
1.0,1.0,1.0,1.0448046010687029,1.758299364276269,1.5332343121608483,Feynman91,Bz,1.5332343121608483,0.0,1.758299364276269,1.7438378738392597
1.0,1.0,1.0,1.0450304097901268,1.7584335521668486,1.7856417778807359,Feynman91,Bz,1.7856417778807359,0.0,1.7584335521668486,1.7440020385627308
1.0,1.0,1.0,1.0487267978117827,1.760632811363163,1.6198593038497826,Feynman91,Bz,1.6198593038497826,0.0,1.760632811363163,1.7466895491302772
1.0,1.0,1.0,1.048899088483386,1.7607354423141706,1.353593300862957,Feynman91,Bz,1.353593300862957,0.0,1.7607354423141706,1.7468148250265054
1.0,1.0,1.0,1.0533904517442347,1.763414711242345,1.2445269449767526,Feynman91,Bz,1.2445269449767526,0.0,1.763414711242345,1.7500808844941922
