n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.0043069217398686,1.0,1.0,1.0,1.0,0.7648742823830076,1.290541474992879,Feynman81,n_rho,1.290541474992879,0.7648742823830076,0.7716153849354848
1.0077976898684082,1.0,1.0,1.0,1.0,0.7675328309895,1.149326603102295,Feynman81,n_rho,1.149326603102295,0.7675328309895,0.774238986845266
1.0109215112644048,1.0,1.0,1.0,1.0,0.7699119151089405,1.0534474401069789,Feynman81,n_rho,1.0534474401069789,0.7699119151089405,0.7765868301451064
1.0132846573186285,1.0,1.0,1.0,1.0,0.7717116733335073,0.8026531838489196,Feynman81,n_rho,0.8026531838489196,0.7717116733335073,0.7783629752104929
1.0177063427747952,1.0,1.0,1.0,1.0,0.7750792031363984,0.6345507457805647,Feynman81,n_rho,0.6345507457805647,0.7750792031363984,0.7816863693015229
1.017879541041737,1.0,1.0,1.0,1.0,0.775211109924323,0.6156291246838833,Feynman81,n_rho,0.6156291246838833,0.775211109924323,0.7818165485291552
1.0179580420526322,1.0,1.0,1.0,1.0,0.7752708958354574,0.7663544299277547,Feynman81,n_rho,0.7663544299277547,0.7752708958354574,0.7818755514654786
1.0207061927299321,1.0,1.0,1.0,1.0,0.777363871330975,0.7011988757850731,Feynman81,n_rho,0.7011988757850731,0.777363871330975,0.7839411288473068
1.0220515400238193,1.0,1.0,1.0,1.0,0.7783884799677302,0.0850701226522127,Feynman81,n_rho,0.0850701226522127,0.7783884799677302,0.7849523334433633
1.025618779372543,1.0,1.0,1.0,1.0,0.7811052686086137,0.8854285922016542,Feynman81,n_rho,0.8854285922016542,0.7811052686086137,0.7876336081496459
1.0348552906681863,1.0,1.0,1.0,1.0,0.788139741632795,1.0756260435461609,Feynman81,n_rho,1.0756260435461609,0.788139741632795,0.7945763111451887
1.0352604816001962,1.0,1.0,1.0,1.0,0.7884483326786601,1.0580353497082955,Feynman81,n_rho,1.0580353497082955,0.7884483326786601,0.7948808824907823
1.036740360744599,1.0,1.0,1.0,1.0,0.7895753999865581,0.12577417916630318,Feynman81,n_rho,0.12577417916630318,0.7895753999865581,0.7959932730022625
1.0375178108553387,1.0,1.0,1.0,1.0,0.7901675014474445,0.8030238309776844,Feynman81,n_rho,0.8030238309776844,0.7901675014474445,0.796577666793196
1.0375588978739012,1.0,1.0,1.0,1.0,0.7901987930806674,0.5167152607412873,Feynman81,n_rho,0.5167152607412873,0.7901987930806674,0.7966085511406893
1.0391171897925155,1.0,1.0,1.0,1.0,0.7913855790991572,0.7872898351890211,Feynman81,n_rho,0.7872898351890211,0.7913855790991572,0.7977798940793308
1.0397783876017672,1.0,1.0,1.0,1.0,0.791889143486614,0.3671862343515734,Feynman81,n_rho,0.3671862343515734,0.791889143486614,0.798276908116076
1.0415412172911092,1.0,1.0,1.0,1.0,0.7932317042759621,0.7065881878734377,Feynman81,n_rho,0.7065881878734377,0.7932317042759621,0.79960201158853
