m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0000724597783774,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08333937164819812,0.08200806254794842,Feynman5,m1,0.08200806254794842,0.0,0.08333937164819812,0.08432050389515318
1.0006779687434868,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0833898307286239,0.08268868301616428,Feynman5,m1,0.08268868301616428,0.0,0.0833898307286239,0.08436522883247595
1.0008385349584317,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08340321124653598,0.0886596561643001,Feynman5,m1,0.0886596561643001,0.0,0.08340321124653598,0.08437709430637051
1.0020794986301536,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08350662488584613,0.08622495111721183,Feynman5,m1,0.08622495111721183,0.0,0.08350662488584613,0.08446887639860029
1.002610346528579,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08355086221071491,0.07568174742856643,Feynman5,m1,0.07568174742856643,0.0,0.08355086221071491,0.08450818002564672
1.005057468607748,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08375478905064566,0.09197730839370347,Feynman5,m1,0.09197730839370347,0.0,0.08375478905064566,0.08468968657654438
1.005952631992757,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08382938599939642,0.08644648954487384,Feynman5,m1,0.08644648954487384,0.0,0.08382938599939642,0.08475621420767208
1.0060978102113354,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08384148418427795,0.0902895936355367,Feynman5,m1,0.0902895936355367,0.0,0.08384148418427795,0.08476701034389879
1.0063714002147048,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08386428335122541,0.08016187891789874,Feynman5,m1,0.08016187891789874,0.0,0.08386428335122541,0.08478736081320411
1.0064176789431172,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08386813991192643,0.09054782031303986,Feynman5,m1,0.09054782031303986,0.0,0.08386813991192643,0.0847908038171816
1.0070832707886648,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0839236058990554,0.09605723161087534,Feynman5,m1,0.09605723161087534,0.0,0.0839236058990554,0.08484034268719429
1.00746501914442,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08395541826203501,0.08602361966137,Feynman5,m1,0.08602361966137,0.0,0.08395541826203501,0.08486877305893506
1.0076445661784685,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08397038051487238,0.0970866100585983,Feynman5,m1,0.0970866100585983,0.0,0.08397038051487238,0.08488214906764847
1.0078296255469703,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0839858021289142,0.08132780649446915,Feynman5,m1,0.08132780649446915,0.0,0.0839858021289142,0.08489593868216064
1.0085011360305494,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08404176133587911,0.08273334687952649,Feynman5,m1,0.08273334687952649,0.0,0.08404176133587911,0.08494600104764276
1.0090452866749418,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08408710722291181,0.07289461148333032,Feynman5,m1,0.07289461148333032,0.0,0.08408710722291181,0.08498659727699935
1.009055764745705,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08408798039547542,0.09471305743942397,Feynman5,m1,0.09471305743942397,0.0,0.08408798039547542,0.08498737924341343
1.0093861420257162,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08411551183547634,0.08672951553592946,Feynman5,m1,0.08672951553592946,0.0,0.08411551183547634,0.08501203980740452
1.0095255169318706,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08412712641098923,0.09111344761454024,Feynman5,m1,0.09111344761454024,0.0,0.08412712641098923,0.08502244609733678
1.0107782979393534,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08423152482827945,0.08949715520525245,Feynman5,m1,0.08949715520525245,0.0,0.08423152482827945,0.08511605922115018
1.011092357191195,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08425769643259957,0.08483264767125469,Feynman5,m1,0.08483264767125469,0.0,0.08425769643259957,0.0851395483102525
1.0121147107440058,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08434289256200049,0.09994730653743793,Feynman5,m1,0.09994730653743793,0.0,0.08434289256200049,0.08521607087676268
1.0134206615145716,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08445172179288096,0.08400859060523097,Feynman5,m1,0.08400859060523097,0.0,0.08445172179288096,0.08531395094704636
1.0143538536596177,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08452948780496815,0.08730028808487765,Feynman5,m1,0.08730028808487765,0.0,0.08452948780496815,0.08538398227861574
1.0150616739298255,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08458847282748545,0.09003990547255213,Feynman5,m1,0.09003990547255213,0.0,0.08458847282748545,0.0854371500222713
1.0167995700200652,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08473329750167209,0.0829468995538324,Feynman5,m1,0.0829468995538324,0.0,0.08473329750167209,0.08556787173817453
1.0168119031738279,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08473432526448565,0.073672114299204,Feynman5,m1,0.073672114299204,0.0,0.08473432526448565,0.08556880032959752
1.0170265337430906,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08475221114525755,0.09546849503739778,Feynman5,m1,0.09546849503739778,0.0,0.08475221114525755,0.08558496240940015
1.0174754599069904,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08478962165891586,0.10745499226994759,Feynman5,m1,0.10745499226994759,0.0,0.08478962165891586,0.08561877992010716
1.0184709572601784,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08487257977168154,0.09149870499697114,Feynman5,m1,0.09149870499697114,0.0,0.08487257977168154,0.08569383091268912
1.0190608284644669,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08492173570537224,0.07945459077542635,Feynman5,m1,0.07945459077542635,0.0,0.08492173570537224,0.08573834074077566
1.019283319058424,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08494027658820201,0.08934973518140434,Feynman5,m1,0.08934973518140434,0.0,0.08494027658820201,0.08575513673539388
1.019583813746892,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.084965317812241,0.08803103182697992,Feynman5,m1,0.08803103182697992,0.0,0.084965317812241,0.08577782788010657
1.0201621302705541,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0850135108558795,0.10941153012031976,Feynman5,m1,0.10941153012031976,0.0,0.0850135108558795,0.08582151926052886
1.0216060182986113,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08513383485821761,0.09931803681198406,Feynman5,m1,0.09931803681198406,0.0,0.08513383485821761,0.08593072521887166
1.0217901782836982,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08514918152364152,0.08757841130373148,Feynman5,m1,0.08757841130373148,0.0,0.08514918152364152,0.08594466625826387
1.022013502665862,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08516779188882184,0.07764268838164994,Feynman5,m1,0.07764268838164994,0.0,0.08516779188882184,0.08596157583017044
1.022164981701107,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0851804151417589,0.07308965255161552,Feynman5,m1,0.07308965255161552,0.0,0.0851804151417589,0.0859730477937507
1.0231186736458802,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08525988947049001,0.09355060371319415,Feynman5,m1,0.09355060371319415,0.0,0.08525988947049001,0.08604531720143375
1.0241892015518776,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08534910012932313,0.09266577048410284,Feynman5,m1,0.09266577048410284,0.0,0.08534910012932313,0.0861265293339467
1.0243059979697318,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08535883316414432,0.08112977570414483,Feynman5,m1,0.08112977570414483,0.0,0.08535883316414432,0.08613539539929803
1.0247170277454618,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08539308564545516,0.08497677985828819,Feynman5,m1,0.08497677985828819,0.0,0.08539308564545516,0.08616660571549065
1.0249778232414433,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08541481860345361,0.0851409282814542,Feynman5,m1,0.0851409282814542,0.0,0.08541481860345361,0.08618641559900417
1.025045299346535,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08542044161221125,0.08271366960807248,Feynman5,m1,0.08271366960807248,0.0,0.08542044161221125,0.08619154195113811
1.025171970646117,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08543099755384309,0.08255533823947364,Feynman5,m1,0.08255533823947364,0.0,0.08543099755384309,0.08620116653410838
1.0251729601627033,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0854310800135586,0.08909212239844186,Feynman5,m1,0.08909212239844186,0.0,0.0854310800135586,0.08620124172349232
1.025304250614066,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08544202088450549,0.08701535027543401,Feynman5,m1,0.08701535027543401,0.0,0.08544202088450549,0.08621121866457017
1.02564740316439,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08547061693036584,0.08296178522827612,Feynman5,m1,0.08296178522827612,0.0,0.08547061693036584,0.08623730192879177
1.0256867290627527,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08547389408856272,0.08566920388195695,Feynman5,m1,0.08566920388195695,0.0,0.08547389408856272,0.08624029173002298
1.0258139401034387,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08548449500861989,0.08900526397943764,Feynman5,m1,0.08900526397943764,0.0,0.08548449500861989,0.08624996397236216
1.0259159284229606,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08549299403524672,0.06577584088972381,Feynman5,m1,0.06577584088972381,0.0,0.08549299403524672,0.08625771940511096
1.0269045673896382,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08557538061580318,0.08946217069509713,Feynman5,m1,0.08946217069509713,0.0,0.08557538061580318,0.0863329416245664
1.0296813711225008,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08580678092687506,0.09355571742399446,Feynman5,m1,0.09355571742399446,0.0,0.08580678092687506,0.08654464160601205
1.0304770290571619,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08587308575476349,0.08172526840302893,Feynman5,m1,0.08172526840302893,0.0,0.08587308575476349,0.08660541565255582
1.0309640301174952,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08591366917645793,0.08899968682762563,Feynman5,m1,0.08899968682762563,0.0,0.08591366917645793,0.0866426387660084
1.0315671112860962,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08596392594050802,0.09015784333384302,Feynman5,m1,0.09015784333384302,0.0,0.08596392594050802,0.08668876044459438
1.0321122155767775,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08600935129806479,0.07004968772225305,Feynman5,m1,0.07004968772225305,0.0,0.08600935129806479,0.08673047310548833
1.033503855444272,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08612532128702266,0.09253833308695576,Feynman5,m1,0.09253833308695576,0.0,0.08612532128702266,0.08683707135941471
1.034295270377585,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08619127253146541,0.09070420308370183,Feynman5,m1,0.09070420308370183,0.0,0.08619127253146541,0.08689776111070248
1.034512545574428,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.086209378797869,0.08968637552702585,Feynman5,m1,0.08968637552702585,0.0,0.086209378797869,0.0869144315009761
1.0351234643031795,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08626028869193163,0.0865997433304166,Feynman5,m1,0.0865997433304166,0.0,0.08626028869193163,0.08696132394625751
1.0353472030723372,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08627893358936144,0.08128665586607069,Feynman5,m1,0.08128665586607069,0.0,0.08627893358936144,0.08697850483384793
