epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.000697849898129,1.0,3.0,0.06554122716155449,0.03853800257232037,Feynman33,r,0.03853800257232037,0.0,0.06554122716155449,0.06324337511317549
1.0,1.0,1.0,1.000829887054253,1.0,3.0,0.0655585239872895,0.07558352791816475,Feynman33,r,0.07558352791816475,0.0,0.0655585239872895,0.06326555056188421
1.0,1.0,1.0,1.0009814297313229,1.0,3.0,0.06557837884277662,0.059642570086054385,Feynman33,r,0.059642570086054385,0.0,0.06557837884277662,0.06329100193451417
1.0,1.0,1.0,1.0015459073152324,1.0,3.0,0.06565236215811864,0.06566674681616105,Feynman33,r,0.06566674681616105,0.0,0.06565236215811864,0.06338580512524554
1.0,1.0,1.0,1.0019156794352861,1.0,3.0,0.06570084899113725,0.05570935471531789,Feynman33,r,0.05570935471531789,0.0,0.06570084899113725,0.06344790781592542
1.0,1.0,1.0,1.002566812640346,1.0,3.0,0.06578627315679852,0.040939455679388795,Feynman33,r,0.040939455679388795,0.0,0.06578627315679852,0.06355726469219473
1.0,1.0,1.0,1.003428419243623,1.0,3.0,0.06589939528066753,0.04947329555541855,Feynman33,r,0.04947329555541855,0.0,0.06589939528066753,0.0637019702698262
1.0,1.0,1.0,1.0035051865676508,1.0,3.0,0.06590947893715991,0.0552961428691869,Feynman33,r,0.0552961428691869,0.0,0.06590947893715991,0.0637148632303875
1.0,1.0,1.0,1.0036820639393895,1.0,3.0,0.06593271533488028,0.0828587012461932,Feynman33,r,0.0828587012461932,0.0,0.06593271533488028,0.06374456952803782
1.0,1.0,1.0,1.003733913346589,1.0,3.0,0.06593952757279574,0.04682235763406869,Feynman33,r,0.04682235763406869,0.0,0.06593952757279574,0.06375327756065798
1.0,1.0,1.0,1.004230558694963,1.0,3.0,0.06600479718492168,0.001451908119222925,Feynman33,r,0.001451908119222925,0.0,0.06600479718492168,0.06383668842541709
1.0,1.0,1.0,1.005353959054364,1.0,3.0,0.06615255466300334,0.042351544591087587,Feynman33,r,0.042351544591087587,0.0,0.06615255466300334,0.0640253618834307
1.0,1.0,1.0,1.0053951726177637,1.0,3.0,0.06615797850077483,0.045176052009064056,Feynman33,r,0.045176052009064056,0.0,0.06615797850077483,0.06403228364150988
1.0,1.0,1.0,1.0057263578582871,1.0,3.0,0.06620157161793719,0.11086718508586096,Feynman33,r,0.11086718508586096,0.0,0.06620157161793719,0.06408790572133737
1.0,1.0,1.0,1.0059543312216448,1.0,3.0,0.06623158754689754,0.10813043478896338,Feynman33,r,0.10813043478896338,0.0,0.06623158754689754,0.06412619351637167
1.0,1.0,1.0,1.0068914797022281,1.0,3.0,0.06635504790968864,0.03640911727829946,Feynman33,r,0.03640911727829946,0.0,0.06635504790968864,0.06428358624141457
1.0,1.0,1.0,1.0070670223432932,1.0,3.0,0.06637818676023634,0.058634422098735164,Feynman33,r,0.058634422098735164,0.0,0.06637818676023634,0.06431306837277126
1.0,1.0,1.0,1.0076691827195192,1.0,3.0,0.06645759014222713,0.07049658850877952,Feynman33,r,0.07049658850877952,0.0,0.06645759014222713,0.06441420033243074
1.0,1.0,1.0,1.0077247465189831,1.0,3.0,0.06646491940878112,0.06653788610215912,Feynman33,r,0.06653788610215912,0.0,0.06646491940878112,0.06442353219175559
