omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.00080217281478,1.0,0.09355319031587199,0.06676905915729703,Feynman44,kb,0.06676905915729703,0.09355319031587199,0.09481507288726101
1.0,1.0,1.0,1.0013457144092057,1.0,0.09360814673955602,0.07104879166776311,Feynman44,kb,0.07104879166776311,0.09360814673955602,0.09486941735526065
1.0,1.0,1.0,1.0014847520657506,1.0,0.09362220458426265,0.07012421654337102,Feynman44,kb,0.07012421654337102,0.09362220458426265,0.09488331864460348
1.0,1.0,1.0,1.0053287630750334,1.0,0.09401086878953807,0.07334856840412392,Feynman44,kb,0.07334856840412392,0.09401086878953807,0.09526765172648297
1.0,1.0,1.0,1.0081775439257492,1.0,0.09429891025107774,0.13895643916514616,Feynman44,kb,0.13895643916514616,0.09429891025107774,0.09555247995574966
1.0,1.0,1.0,1.018847729665262,1.0,0.09537780713905178,0.1291853800079213,Feynman44,kb,0.1291853800079213,0.09537780713905178,0.09661931596995016
1.0,1.0,1.0,1.020085561990148,1.0,0.09550297135833932,0.045883308551872115,Feynman44,kb,0.045883308551872115,0.09550297135833932,0.09674307845020412
1.0,1.0,1.0,1.0215354077874972,1.0,0.09564957424063371,0.131607954999715,Feynman44,kb,0.131607954999715,0.09564957424063371,0.0968880388358606
1.0,1.0,1.0,1.024322384344078,1.0,0.0959313850502995,0.11824035706844108,Feynman44,kb,0.11824035706844108,0.0959313850502995,0.09716669032519569
1.0,1.0,1.0,1.0252172892392872,1.0,0.09602187583639757,0.09472141312756319,Feynman44,kb,0.09472141312756319,0.09602187583639757,0.09725616608568946
1.0,1.0,1.0,1.026582107783958,1.0,0.09615988385253162,0.11519988607961408,Feynman44,kb,0.11519988607961408,0.09615988385253162,0.0973926255659011
1.0,1.0,1.0,1.0274224765644955,1.0,0.09624486080989285,0.10427933818129441,Feynman44,kb,0.10427933818129441,0.09624486080989285,0.09747664872075135
1.0,1.0,1.0,1.0289891773604087,1.0,0.09640328422214395,0.08489991039834471,Feynman44,kb,0.08489991039834471,0.09640328422214395,0.09763329332487887
1.0,1.0,1.0,1.0296883854387482,1.0,0.09647398784113759,0.07278147845946348,Feynman44,kb,0.07278147845946348,0.09647398784113759,0.09770320280884985
1.0,1.0,1.0,1.0303314324155686,1.0,0.09653901264249001,0.10472660137242466,Feynman44,kb,0.10472660137242466,0.09653901264249001,0.09776749711708528
1.0,1.0,1.0,1.043005067911007,1.0,0.09782060105977385,0.09916507541290766,Feynman44,kb,0.09916507541290766,0.09782060105977385,0.09903466076150695
1.0,1.0,1.0,1.0450711606030998,1.0,0.09802953509394503,0.08336414518716045,Feynman44,kb,0.08336414518716045,0.09802953509394503,0.09924123831699849
1.0,1.0,1.0,1.0451094665602643,1.0,0.09803340880657654,0.058884234183350426,Feynman44,kb,0.058884234183350426,0.09803340880657654,0.09924506832704774
1.0,1.0,1.0,1.0469483864877152,1.0,0.09821937131878596,0.12823956892711635,Feynman44,kb,0.12823956892711635,0.09821937131878596,0.09942893230326211
1.0,1.0,1.0,1.0469931651161675,1.0,0.09822389961553628,0.08779041954571988,Feynman44,kb,0.08779041954571988,0.09822389961553628,0.09943340948631106
1.0,1.0,1.0,1.052068486132515,1.0,0.09873715282956143,0.10284026335289638,Feynman44,kb,0.10284026335289638,0.09873715282956143,0.09994086528338907
1.0,1.0,1.0,1.0533052621718202,1.0,0.09886222601452198,0.06777778932540433,Feynman44,kb,0.06777778932540433,0.09886222601452198,0.10006452451685868
1.0,1.0,1.0,1.0571506266250301,1.0,0.09925110513799812,0.12447573076972906,Feynman44,kb,0.12447573076972906,0.09925110513799812,0.10044900440470379
