n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0043069217398686,1.0,1.0,1.0,1.0,0.7648742823830076,1.290541474992879,Feynman81,n_rho,1.290541474992879,0.0,0.7648742823830076,0.775790627481057
1.0077976898684082,1.0,1.0,1.0,1.0,0.7675328309895,1.149326603102295,Feynman81,n_rho,1.149326603102295,0.0,0.7675328309895,0.778414511492026
1.0109215112644048,1.0,1.0,1.0,1.0,0.7699119151089405,1.0534474401069789,Feynman81,n_rho,1.0534474401069789,0.0,0.7699119151089405,0.7807623286295801
1.0132846573186285,1.0,1.0,1.0,1.0,0.7717116733335073,0.8026531838489196,Feynman81,n_rho,0.8026531838489196,0.0,0.7717116733335073,0.782538279722837
1.0177063427747952,1.0,1.0,1.0,1.0,0.7750792031363984,0.6345507457805647,Feynman81,n_rho,0.6345507457805647,0.0,0.7750792031363984,0.7858609095458067
1.017879541041737,1.0,1.0,1.0,1.0,0.775211109924323,0.6156291246838833,Feynman81,n_rho,0.6156291246838833,0.0,0.775211109924323,0.7859910482219978
1.0179580420526322,1.0,1.0,1.0,1.0,0.7752708958354574,0.7663544299277547,Feynman81,n_rho,0.7663544299277547,0.0,0.7752708958354574,0.7860500325156126
1.0207061927299321,1.0,1.0,1.0,1.0,0.777363871330975,0.7011988757850731,Feynman81,n_rho,0.7011988757850731,0.0,0.777363871330975,0.788114853979507
1.0220515400238193,1.0,1.0,1.0,1.0,0.7783884799677302,0.0850701226522127,Feynman81,n_rho,0.0850701226522127,0.0,0.7783884799677302,0.789125615429572
1.025618779372543,1.0,1.0,1.0,1.0,0.7811052686086137,0.8854285922016542,Feynman81,n_rho,0.8854285922016542,0.0,0.7811052686086137,0.7918054832960476
1.0348552906681863,1.0,1.0,1.0,1.0,0.788139741632795,1.0756260435461609,Feynman81,n_rho,1.0756260435461609,0.0,0.788139741632795,0.798742988599246
1.0352604816001962,1.0,1.0,1.0,1.0,0.7884483326786601,1.0580353497082955,Feynman81,n_rho,1.0580353497082955,0.0,0.7884483326786601,0.7990472808513948
1.036740360744599,1.0,1.0,1.0,1.0,0.7895753999865581,0.12577417916630318,Feynman81,n_rho,0.12577417916630318,0.0,0.7895753999865581,0.800158615730244
1.0375178108553387,1.0,1.0,1.0,1.0,0.7901675014474445,0.8030238309776844,Feynman81,n_rho,0.8030238309776844,0.0,0.7901675014474445,0.8007424321383385
1.0375588978739012,1.0,1.0,1.0,1.0,0.7901987930806674,0.5167152607412873,Feynman81,n_rho,0.5167152607412873,0.0,0.7901987930806674,0.8007732855353809
1.0391171897925155,1.0,1.0,1.0,1.0,0.7913855790991572,0.7872898351890211,Feynman81,n_rho,0.7872898351890211,0.0,0.7913855790991572,0.8019434223008322
1.0397783876017672,1.0,1.0,1.0,1.0,0.791889143486614,0.3671862343515734,Feynman81,n_rho,0.3671862343515734,0.0,0.791889143486614,0.802439905530783
1.0415412172911092,1.0,1.0,1.0,1.0,0.7932317042759621,0.7065881878734377,Feynman81,n_rho,0.7065881878734377,0.0,0.7932317042759621,0.8037635385350291
1.0422658659861774,1.0,1.0,1.0,1.0,0.7937835924872472,1.289446943289073,Feynman81,n_rho,1.289446943289073,0.0,0.7937835924872472,0.804307625607144
1.0445079711946392,1.0,1.0,1.0,1.0,0.7954911667110496,0.9403929686509219,Feynman81,n_rho,0.9403929686509219,0.0,0.7954911667110496,0.8059909872908592
1.0452734491204483,1.0,1.0,1.0,1.0,0.7960741502258589,1.1200382690921868,Feynman81,n_rho,1.1200382690921868,0.0,0.7960741502258589,0.8065656783586633
1.0454073689161505,1.0,1.0,1.0,1.0,0.7961761427596326,0.7447095626910637,Feynman81,n_rho,0.7447095626910637,0.0,0.7961761427596326,0.8066662187750087
1.0459544698136134,1.0,1.0,1.0,1.0,0.7965928116058584,1.2813334306452435,Feynman81,n_rho,1.2813334306452435,0.0,0.7965928116058584,0.8070769510998587
1.0493877713383997,1.0,1.0,1.0,1.0,0.7992075939827696,1.393750235508766,Feynman81,n_rho,1.393750235508766,0.0,0.7992075939827696,0.809654325287947
