epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.0,1.0006589396225627,3.0,0.06564416063730426,0.005294085809338982,Feynman33,omega,0.005294085809338982,0.0,0.06564416063730426,0.06480298062498176
1.0,1.0,1.0,1.0,1.0011051625528014,3.0,0.0657760194740751,-0.1724582265898366,Feynman33,omega,-0.1724582265898366,0.0,0.0657760194740751,0.06480423136259304
1.0,1.0,1.0,1.0,1.0014144500675501,3.0,0.06586754338606807,0.46995743218485997,Feynman33,omega,0.46995743218485997,0.0,0.06586754338606807,0.06480546969073832
1.0,1.0,1.0,1.0,1.001491069536267,3.0,0.06589023290634524,0.26317246250605586,Feynman33,omega,0.26317246250605586,0.0,0.06589023290634524,0.06480582346498397
1.0,1.0,1.0,1.0,1.0021232029424276,3.0,0.06607767694277047,0.35071252278643195,Feynman33,omega,0.35071252278643195,0.0,0.06607767694277047,0.0648094545679866
1.0,1.0,1.0,1.0,1.0029434768707959,3.0,0.06632157208190341,0.08277098814502917,Feynman33,omega,0.08277098814502917,0.0,0.06632157208190341,0.06481606117761886
1.0,1.0,1.0,1.0,1.0029451954612036,3.0,0.0663220838636838,-0.268653507207392,Feynman33,omega,-0.268653507207392,0.0,0.0663220838636838,0.0648160772667274
1.0,1.0,1.0,1.0,1.0042005642385172,3.0,0.06669680304590697,-0.18294401260632648,Feynman33,omega,-0.18294401260632648,0.0,0.06669680304590697,0.06483034121688443
1.0,1.0,1.0,1.0,1.004560052367954,3.0,0.0668044324578442,-0.18700052244815304,Feynman33,omega,-0.18700052244815304,0.0,0.0668044324578442,0.06483534996772171
1.0,1.0,1.0,1.0,1.005008110892371,3.0,0.06693878228587331,0.027589481515030677,Feynman33,omega,0.027589481515030677,0.0,0.06693878228587331,0.06484216896539251
1.0,1.0,1.0,1.0,1.0050481478913103,3.0,0.06695079829465961,0.13376421769375646,Feynman33,omega,0.13376421769375646,0.0,0.06695079829465961,0.06484280941224264
1.0,1.0,1.0,1.0,1.005255936882394,3.0,0.06701318937545626,-0.39090909871260293,Feynman33,omega,-0.39090909871260293,0.0,0.06701318937545626,0.06484621530948033
1.0,1.0,1.0,1.0,1.0056767651271437,3.0,0.06713969658800227,-0.3842823254430746,Feynman33,omega,-0.3842823254430746,0.0,0.06713969658800227,0.06485353459400829
1.0,1.0,1.0,1.0,1.0072220665063782,3.0,0.06760594772465042,0.031912040954636144,Feynman33,omega,0.031912040954636144,0.0,0.06760594772465042,0.06488525339868252
1.0,1.0,1.0,1.0,1.0078190631918158,3.0,0.06778679669622767,0.11542665497444415,Feynman33,omega,0.11542665497444415,0.0,0.06778679669622767,0.06489954649375936
1.0,1.0,1.0,1.0,1.00787551785817,3.0,0.06780391945656809,0.19774173045732235,Feynman33,omega,0.19774173045732235,0.0,0.06780391945656809,0.0649009569536677
1.0,1.0,1.0,1.0,1.0086854044988054,3.0,0.06804995660466172,-0.13653200794152986,Feynman33,omega,-0.13653200794152986,0.0,0.06804995660466172,0.06492231053253665
1.0,1.0,1.0,1.0,1.0090726058751258,3.0,0.06816784837433898,-0.17887433336607955,Feynman33,omega,-0.17887433336607955,0.0,0.06816784837433898,0.06493325920736549
1.0,1.0,1.0,1.0,1.00910059393675,3.0,0.06817637654391219,-0.11763375529469768,Feynman33,omega,-0.11763375529469768,0.0,0.06817637654391219,0.06493406915764506
1.0,1.0,1.0,1.0,1.0092000165142239,3.0,0.06820667854179703,0.20784436865447298,Feynman33,omega,0.20784436865447298,0.0,0.06820667854179703,0.06493696658186303
1.0,1.0,1.0,1.0,1.009326402235073,3.0,0.06824521459347374,0.04675713951139103,Feynman33,omega,0.04675713951139103,0.0,0.06824521459347374,0.0649406953381652
