n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0017819836987023,1.0,1.0,0.7623415283001497,0.7533837296463466,Feynman81,B,0.7533837296463466,0.0,0.7623415283001497,0.8276217233846876
1.0,1.0,1.0033364926392343,1.0,1.0,0.7629918404779434,0.7673593004301166,Feynman81,B,0.7673593004301166,0.0,0.7629918404779434,0.8278504694918692
1.0,1.0,1.007555308802321,1.0,1.0,0.7647489786681351,0.7647157955882483,Feynman81,B,0.7647157955882483,0.0,0.7647489786681351,0.8284703723874399
1.0,1.0,1.0091980872945503,1.0,1.0,0.7654301365831623,0.7626818772705708,Feynman81,B,0.7626818772705708,0.0,0.7654301365831623,0.8287114042859111
1.0,1.0,1.0127943070254992,1.0,1.0,0.766915296716406,0.7527850253127838,Feynman81,B,0.7527850253127838,0.0,0.766915296716406,0.8292383568934828
1.0,1.0,1.021248390449116,1.0,1.0,0.7703745237380889,0.7749759378556393,Feynman81,B,0.7749759378556393,0.0,0.7703745237380889,0.8304733913013994
1.0,1.0,1.0223100630633524,1.0,1.0,0.7708057653049039,0.7919224166205586,Feynman81,B,0.7919224166205586,0.0,0.7708057653049039,0.8306281178316636
1.0,1.0,1.0237318273148004,1.0,1.0,0.7713821683010073,0.780504384341975,Feynman81,B,0.780504384341975,0.0,0.7713821683010073,0.8308351942333078
1.0,1.0,1.024836671044691,1.0,1.0,0.7718292151889643,0.7829990009197212,Feynman81,B,0.7829990009197212,0.0,0.7718292151889643,0.8309960097380357
1.0,1.0,1.0298909068496513,1.0,1.0,0.7738645826211651,0.7822470503798331,Feynman81,B,0.7822470503798331,0.0,0.7738645826211651,0.8317305397741137
1.0,1.0,1.0324635224524554,1.0,1.0,0.7748944925247948,0.777223643359969,Feynman81,B,0.777223643359969,0.0,0.7748944925247948,0.8321036994746619
1.0,1.0,1.0350210929972592,1.0,1.0,0.775914317128731,0.7894687196802209,Feynman81,B,0.7894687196802209,0.0,0.775914317128731,0.8324741975002132
1.0,1.0,1.0357744578413626,1.0,1.0,0.776213948715957,0.7686377710259801,Feynman81,B,0.7686377710259801,0.0,0.776213948715957,0.8325832413053985
1.0,1.0,1.0382367785414672,1.0,1.0,0.777190832184159,0.7972619899585037,Feynman81,B,0.7972619899585037,0.0,0.777190832184159,0.8329393544050996
1.0,1.0,1.038305932072344,1.0,1.0,0.7772182137410939,0.7672024081351361,Feynman81,B,0.7672024081351361,0.0,0.7772182137410939,0.8329493493456827
1.0,1.0,1.0389967320283606,1.0,1.0,0.7774915766317859,0.7618934033479905,Feynman81,B,0.7618934033479905,0.0,0.7774915766317859,0.8330491733179438
1.0,1.0,1.0412440546344626,1.0,1.0,0.778378856297998,0.7886465770416428,Feynman81,B,0.7886465770416428,0.0,0.778378856297998,0.8333736816127462
1.0,1.0,1.0424041523813399,1.0,1.0,0.7788356686911659,0.7781054714821362,Feynman81,B,0.7781054714821362,0.0,0.7788356686911659,0.8335410529830724
1.0,1.0,1.045278905758193,1.0,1.0,0.7799641101499232,0.7651826575237333,Feynman81,B,0.7651826575237333,0.0,0.7799641101499232,0.8339553810721317
1.0,1.0,1.052242172360618,1.0,1.0,0.782676539892011,0.7802999923337709,Feynman81,B,0.7802999923337709,0.0,0.782676539892011,0.8349564782610567
1.0,1.0,1.0523450680678077,1.0,1.0,0.7827164002725913,0.8083741013773973,Feynman81,B,0.8083741013773973,0.0,0.7827164002725913,0.8349712449575369
1.0,1.0,1.0530003639595447,1.0,1.0,0.7829701022739921,0.7696066803234284,Feynman81,B,0.7696066803234284,0.0,0.7829701022739921,0.8350652692608342
1.0,1.0,1.0551963417106793,1.0,1.0,0.7838183931329329,0.7986751122868188,Feynman81,B,0.7986751122868188,0.0,0.7838183931329329,0.8353801288061338
1.0,1.0,1.0561916069450925,1.0,1.0,0.784201896697378,0.7784521369519095,Feynman81,B,0.7784521369519095,0.0,0.784201896697378,0.8355227146620857
1.0,1.0,1.0616467893456685,1.0,1.0,0.7862933235172731,0.7748354611292799,Feynman81,B,0.7748354611292799,0.0,0.7862933235172731,0.8363029694245846
1.0,1.0,1.0688916220755367,1.0,1.0,0.7890432729427538,0.797997189958718,Feynman81,B,0.797997189958718,0.0,0.7890432729427538,0.8373358614819921
1.0,1.0,1.0767030919643394,1.0,1.0,0.7919732863761042,0.7895944401288005,Feynman81,B,0.7895944401288005,0.0,0.7919732863761042,0.8384452813321207
1.0,1.0,1.0781886017629225,1.0,1.0,0.7925264010762578,0.7985882124459347,Feynman81,B,0.7985882124459347,0.0,0.7925264010762578,0.8386557608424932
1.0,1.0,1.0792867681988514,1.0,1.0,0.7929344559594815,0.7676111598341869,Feynman81,B,0.7676111598341869,0.0,0.7929344559594815,0.8388112558188899
1.0,1.0,1.080673171832807,1.0,1.0,0.7934485996277391,0.7919844796236204,Feynman81,B,0.7919844796236204,0.0,0.7934485996277391,0.8390074394043473
1.0,1.0,1.0807554608129535,1.0,1.0,0.7934790807113252,0.8281405881395376,Feynman81,B,0.8281405881395376,0.0,0.7934790807113252,0.839019079376055
1.0,1.0,1.083473225585684,1.0,1.0,0.7944835475878806,0.8121597219868351,Feynman81,B,0.8121597219868351,0.0,0.7944835475878806,0.8394032390719472
1.0,1.0,1.0864383175270573,1.0,1.0,0.7955744881729534,0.7748222697952809,Feynman81,B,0.7748222697952809,0.0,0.7955744881729534,0.8398217510890391
1.0,1.0,1.0870392077765367,1.0,1.0,0.7957949462721079,0.7836854099251125,Feynman81,B,0.7836854099251125,0.0,0.7957949462721079,0.8399064873393202
1.0,1.0,1.0878013817852485,1.0,1.0,0.7960742739344955,0.7969904373103117,Feynman81,B,0.7969904373103117,0.0,0.7960742739344955,0.8400139300443292
1.0,1.0,1.0891453777976445,1.0,1.0,0.7965660072307984,0.7868289244784815,Feynman81,B,0.7868289244784815,0.0,0.7965660072307984,0.8402032894870407
1.0,1.0,1.0914153461908556,1.0,1.0,0.7973941423328302,0.7880537577000507,Feynman81,B,0.7880537577000507,0.0,0.7973941423328302,0.8405228164087768
1.0,1.0,1.0956020738320853,1.0,1.0,0.7989137099670308,0.8335023921586477,Feynman81,B,0.8335023921586477,0.0,0.7989137099670308,0.841111178758061
1.0,1.0,1.096608822817334,1.0,1.0,0.7992775954099265,0.7922162478281133,Feynman81,B,0.7922162478281133,0.0,0.7992775954099265,0.8412524695179928
1.0,1.0,1.1010963651075794,1.0,1.0,0.8008924920676479,0.7865395571024518,Feynman81,B,0.7865395571024518,0.0,0.8008924920676479,0.8418813812906542
1.0,1.0,1.1015613211089943,1.0,1.0,0.8010591498345407,0.781541467073757,Feynman81,B,0.781541467073757,0.0,0.8010591498345407,0.8419464603803019
1.0,1.0,1.1025718075190043,1.0,1.0,0.801420918438037,0.8011117961335146,Feynman81,B,0.8011117961335146,0.0,0.801420918438037,0.8420878428999603
1.0,1.0,1.1041145023187569,1.0,1.0,0.8019720962968268,0.8038477305432981,Feynman81,B,0.8038477305432981,0.0,0.8019720962968268,0.8423035481648801
1.0,1.0,1.1064687365460815,1.0,1.0,0.8028105983538177,0.8219559785432439,Feynman81,B,0.8219559785432439,0.0,0.8028105983538177,0.8426323967467121
1.0,1.0,1.1085178796879922,1.0,1.0,0.8035378613691508,0.76343839901503,Feynman81,B,0.76343839901503,0.0,0.8035378613691508,0.842918305494174
1.0,1.0,1.108759024327858,1.0,1.0,0.8036232888482953,0.7962358517611943,Feynman81,B,0.7962358517611943,0.0,0.8036232888482953,0.842951931646775
1.0,1.0,1.1109574417963386,1.0,1.0,0.8044005709970631,0.7997607949836797,Feynman81,B,0.7997607949836797,0.0,0.8044005709970631,0.8432582954376712
1.0,1.0,1.1110652959226628,1.0,1.0,0.804438633699969,0.8186358775107124,Feynman81,B,0.8186358775107124,0.0,0.804438633699969,0.843273316702824
1.0,1.0,1.1114294556413933,1.0,1.0,0.8045671001904858,0.7964316470941073,Feynman81,B,0.7964316470941073,0.0,0.8045671001904858,0.843324028492736
1.0,1.0,1.1115743771323556,1.0,1.0,0.8046182039518424,0.8268995417918589,Feynman81,B,0.8268995417918589,0.0,0.8046182039518424,0.8433442071828984
1.0,1.0,1.1126444477330852,1.0,1.0,0.8049951749437406,0.8122300990727203,Feynman81,B,0.8122300990727203,0.0,0.8049951749437406,0.8434931559470348
1.0,1.0,1.114390034018999,1.0,1.0,0.805608728455451,0.7722472769440845,Feynman81,B,0.7722472769440845,0.0,0.805608728455451,0.8437359573653003
1.0,1.0,1.1151429302793106,1.0,1.0,0.8058728307211527,0.7756827477462499,Feynman81,B,0.7756827477462499,0.0,0.8058728307211527,0.8438406137659661
1.0,1.0,1.1160114431139738,1.0,1.0,0.806177091348499,0.8243255210651588,Feynman81,B,0.8243255210651588,0.0,0.806177091348499,0.8439612910797029
