epsilon,p_d,r,x,y,z,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.0004068472040228,1.0,1.0,0.3376873051385127,0.3596193525869504,Feynman56,x,0.3596193525869504,0.0,0.3376873051385127,0.34206133527654353
1.0,1.0,1.0,1.0016643704912918,1.0,1.0,0.33789969660060454,0.37669643351177334,Feynman56,x,0.37669643351177334,0.0,0.33789969660060454,0.342271212083367
1.0,1.0,1.0,1.0028797531920404,1.0,1.0,0.3381050971857609,0.3078020398034472,Feynman56,x,0.3078020398034472,0.0,0.3381050971857609,0.34247405606581555
1.0,1.0,1.0,1.006742492383396,1.0,1.0,0.3387587261579383,0.3678104141826668,Feynman56,x,0.3678104141826668,0.0,0.3387587261579383,0.34311874109268437
1.0,1.0,1.0,1.008715326627558,1.0,1.0,0.33909303846262373,0.31367380206648826,Feynman56,x,0.31367380206648826,0.0,0.33909303846262373,0.34344800840626727
1.0,1.0,1.0,1.0106865707722115,1.0,1.0,0.33942740516366016,0.35865703073583416,Feynman56,x,0.35865703073583416,0.0,0.33942740516366016,0.3437770145834769
1.0,1.0,1.0,1.0108998114982028,1.0,1.0,0.33946359488057354,0.3679629810615592,Feynman56,x,0.3679629810615592,0.0,0.33946359488057354,0.34381260535408814
1.0,1.0,1.0,1.012957369513994,1.0,1.0,0.33981298296780377,0.32934944572915853,Feynman56,x,0.32934944572915853,0.0,0.33981298296780377,0.34415602378423743
1.0,1.0,1.0,1.013474508447772,1.0,1.0,0.3399008520147895,0.33029613640303374,Feynman56,x,0.33029613640303374,0.0,0.3399008520147895,0.3442423383275131
1.0,1.0,1.0,1.013676047994823,1.0,1.0,0.33993510235858576,0.36121830998441923,Feynman56,x,0.36121830998441923,0.0,0.33993510235858576,0.34427597697985335
1.0,1.0,1.0,1.0138739944185693,1.0,1.0,0.33996874534376403,0.3676641669772031,Feynman56,x,0.3676641669772031,0.0,0.33996874534376403,0.3443090159774393
1.0,1.0,1.0,1.0150115865246998,1.0,1.0,0.34016215332922994,0.24075555249123298,Feynman56,x,0.24075555249123298,0.0,0.34016215332922994,0.3444988914493854
1.0,1.0,1.0,1.0150140443170537,1.0,1.0,0.3401625713070504,0.3071806241357368,Feynman56,x,0.3071806241357368,0.0,0.3401625713070504,0.34449930168202314
1.0,1.0,1.0,1.0154069217414594,1.0,1.0,0.3402293913530024,0.3444043693741679,Feynman56,x,0.3444043693741679,0.0,0.3402293913530024,0.34456487740275954
1.0,1.0,1.0,1.015549104209692,1.0,1.0,0.3402535766870993,0.3423225522729926,Feynman56,x,0.3423225522729926,0.0,0.3402535766870993,0.3445886093506795
1.0,1.0,1.0,1.0156673997435874,1.0,1.0,0.34027370010792907,0.3716363671922859,Feynman56,x,0.3716363671922859,0.0,0.34027370010792907,0.3446083543147227
1.0,1.0,1.0,1.0175264893104508,1.0,1.0,0.340590103873804,0.3084280759510187,Feynman56,x,0.3084280759510187,0.0,0.340590103873804,0.34491866273375554
1.0,1.0,1.0,1.0178045671077693,1.0,1.0,0.34063745517813043,0.3377061451103364,Feynman56,x,0.3377061451103364,0.0,0.34063745517813043,0.344965078496601
1.0,1.0,1.0,1.0187121831269423,1.0,1.0,0.34079204894764903,0.39000564109051483,Feynman56,x,0.39000564109051483,0.0,0.34079204894764903,0.34511657577056715
1.0,1.0,1.0,1.0187601396994221,1.0,1.0,0.34080021924720927,0.34291848535358727,Feynman56,x,0.34291848535358727,0.0,0.34080021924720927,0.3451245806293894
1.0,1.0,1.0,1.0196734278603672,1.0,1.0,0.34095585098188913,0.4058430782716374,Feynman56,x,0.4058430782716374,0.0,0.34095585098188913,0.34527702674359095
