epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.0003572189415872,1.0,1.0,1.0,1.0,3.0,0.0654732268748418,0.05747420155447627,Feynman33,epsilon,0.05747420155447627,0.0654732268748418,0.06562937029204209
1.0010255849802114,1.0,1.0,1.0,1.0,3.0,0.06551697132977619,0.06970806733198012,Feynman33,epsilon,0.06970806733198012,0.06551697132977619,0.06567332308806287
1.0018817494876702,1.0,1.0,1.0,1.0,3.0,0.0655730071657532,0.07063579088370842,Feynman33,epsilon,0.07063579088370842,0.0655730071657532,0.06572962531275346
1.0037081759162214,1.0,1.0,1.0,1.0,3.0,0.06569254649596692,0.06673513558482762,Feynman33,epsilon,0.06673513558482762,0.06569254649596692,0.06584973107587382
1.0040613005582875,1.0,1.0,1.0,1.0,3.0,0.06571565844974435,0.06945484076674517,Feynman33,epsilon,0.06945484076674517,0.06571565844974435,0.06587295225545335
1.0043537860003247,1.0,1.0,1.0,1.0,3.0,0.06573480157716073,0.0678284840952567,Feynman33,epsilon,0.0678284840952567,0.06573480157716073,0.06589218578131252
1.005106839599327,1.0,1.0,1.0,1.0,3.0,0.06578408881996042,0.06249191913131049,Feynman33,epsilon,0.06249191913131049,0.06578408881996042,0.06594170547486065
1.005123122704946,1.0,1.0,1.0,1.0,3.0,0.06578515454673105,0.07254222960780607,Feynman33,epsilon,0.07254222960780607,0.06578515454673105,0.0659427762231625
1.005467654684543,1.0,1.0,1.0,1.0,3.0,0.06580770411206498,0.07503358371406975,Feynman33,epsilon,0.07503358371406975,0.06580770411206498,0.06596543199178595
1.0054969356325842,1.0,1.0,1.0,1.0,3.0,0.06580962054563283,0.0682566452236996,Feynman33,epsilon,0.0682566452236996,0.06580962054563283,0.0659673574472153
1.0056452217286864,1.0,1.0,1.0,1.0,3.0,0.06581932584792749,0.061185431294743964,Feynman33,epsilon,0.061185431294743964,0.06581932584792749,0.0659771084286243
1.0059455013129028,1.0,1.0,1.0,1.0,3.0,0.0658389791007566,0.0639043844800429,Feynman33,epsilon,0.0639043844800429,0.0658389791007566,0.06599685413128345
1.006337607318968,1.0,1.0,1.0,1.0,3.0,0.06586464237884167,0.07017016392628599,Feynman33,epsilon,0.07017016392628599,0.06586464237884167,0.06602263802899852
1.0076006345957496,1.0,1.0,1.0,1.0,3.0,0.06594730732080042,0.0637592902383401,Feynman33,epsilon,0.0637592902383401,0.06594730732080042,0.06610569072147672
1.0078381942166106,1.0,1.0,1.0,1.0,3.0,0.06596285556162722,0.06544471386522115,Feynman33,epsilon,0.06544471386522115,0.06596285556162722,0.06612131176012429
1.00929540192825,1.0,1.0,1.0,1.0,3.0,0.06605822958332808,0.06075178123192561,Feynman33,epsilon,0.06075178123192561,0.06605822958332808,0.06621713140749598
1.0097649152410826,1.0,1.0,1.0,1.0,3.0,0.06608895915779385,0.07402430216506421,Feynman33,epsilon,0.07402430216506421,0.06608895915779385,0.06624800422573532
1.0099381322726952,1.0,1.0,1.0,1.0,3.0,0.066100296186002,0.06778859948205357,Feynman33,epsilon,0.06778859948205357,0.066100296186002,0.06625939405926735
1.0111115191412792,1.0,1.0,1.0,1.0,3.0,0.0661770941769637,0.06203949795713865,Feynman33,epsilon,0.06203949795713865,0.0661770941769637,0.0663365491703225
1.011306573656859,1.0,1.0,1.0,1.0,3.0,0.06618986046515526,0.0595999595791804,Feynman33,epsilon,0.0595999595791804,0.06618986046515526,0.06634937472413127
1.0115989353992392,1.0,1.0,1.0,1.0,3.0,0.06620899549644803,0.0695971361235875,Feynman33,epsilon,0.0695971361235875,0.06620899549644803,0.06636859853408525
1.0121933448849254,1.0,1.0,1.0,1.0,3.0,0.06624789950631169,0.07055303894356288,Feynman33,epsilon,0.07055303894356288,0.06624789950631169,0.06640768284692423
1.0127833577392957,1.0,1.0,1.0,1.0,3.0,0.06628651575732863,0.06690473316059964,Feynman33,epsilon,0.06690473316059964,0.06628651575732863,0.06644647780815563
1.013754026423595,1.0,1.0,1.0,1.0,3.0,0.06635004587415497,0.06083816256168186,Feynman33,epsilon,0.06083816256168186,0.06635004587415497,0.0665103013717279
1.0142911248307995,1.0,1.0,1.0,1.0,3.0,0.06638519888270349,0.06963660295441186,Feynman33,epsilon,0.06963660295441186,0.06638519888270349,0.06654561645303222
1.0142911629107338,1.0,1.0,1.0,1.0,3.0,0.06638520137502936,0.07199164681585009,Feynman33,epsilon,0.07199164681585009,0.06638520137502936,0.06654561895684144
1.0143313425900422,1.0,1.0,1.0,1.0,3.0,0.06638783112889059,0.06322774183176541,Feynman33,epsilon,0.06322774183176541,0.06638783112889059,0.06654826082659265
1.014395463500484,1.0,1.0,1.0,1.0,3.0,0.06639202783266528,0.0687785006490414,Feynman33,epsilon,0.0687785006490414,0.06639202783266528,0.06655247686308996
1.0146506734531644,1.0,1.0,1.0,1.0,3.0,0.06640873128500828,0.06879254141398337,Feynman33,epsilon,0.06879254141398337,0.06640873128500828,0.0665692572321883
1.0154188919336864,1.0,1.0,1.0,1.0,3.0,0.06645901106698243,0.05663983375459825,Feynman33,epsilon,0.05663983375459825,0.06645901106698243,0.06661976825426717
1.0154260829925361,1.0,1.0,1.0,1.0,3.0,0.06645948172068356,0.061244446793509155,Feynman33,epsilon,0.061244446793509155,0.06645948172068356,0.06662024107047831
1.0167721387362856,1.0,1.0,1.0,1.0,3.0,0.06654758086309784,0.06135365799527199,Feynman33,epsilon,0.06135365799527199,0.06654758086309784,0.06670874432999267
1.0168663138153733,1.0,1.0,1.0,1.0,3.0,0.06655374460761061,0.06063565808492812,Feynman33,epsilon,0.06063565808492812,0.06655374460761061,0.0667149362980775
1.01798215951445,1.0,1.0,1.0,1.0,3.0,0.06662677653783478,0.0653743025562138,Feynman33,epsilon,0.0653743025562138,0.06662677653783478,0.06678830214222771
1.018417481858674,1.0,1.0,1.0,1.0,3.0,0.06665526831863805,0.06282255378940937,Feynman33,epsilon,0.06282255378940937,0.06665526831863805,0.06681692394389377
1.018541036101752,1.0,1.0,1.0,1.0,3.0,0.0666633549249375,0.05203476273258295,Feynman33,epsilon,0.05203476273258295,0.0666633549249375,0.06682504742766933
1.0196383504934652,1.0,1.0,1.0,1.0,3.0,0.06673517398393093,0.07186003074525428,Feynman33,epsilon,0.07186003074525428,0.06673517398393093,0.0668971935126394
1.0196573201726231,1.0,1.0,1.0,1.0,3.0,0.0667364155465285,0.061319748867617326,Feynman33,epsilon,0.061319748867617326,0.0667364155465285,0.06689844072089053
