x,u,c,t,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
5.0,1.0,3.000567107725794,1.0,4.24254046766034,4.2354961944984995,Feynman17,c,4.2354961944984995,0.0,4.24254046766034,4.140068094014005
5.0,1.0,3.018982785878018,1.0,4.239320458374769,4.269815182444142,Feynman17,c,4.269815182444142,0.0,4.239320458374769,4.1396150411473895
5.0,1.0,3.020131819497734,1.0,4.239121738565765,4.237838826296891,Feynman17,c,4.237838826296891,0.0,4.239121738565765,4.139586805768894
5.0,1.0,3.0357134411586078,1.0,4.236451922537958,4.233509178293184,Feynman17,c,4.233509178293184,0.0,4.236451922537958,4.1392042933394295
5.0,1.0,3.0358098589754463,1.0,4.236435545376585,4.233907777519703,Feynman17,c,4.233907777519703,0.0,4.236435545376585,4.139201928569544
5.0,1.0,3.038713091824862,1.0,4.23594323199416,4.231799321332239,Feynman17,c,4.231799321332239,0.0,4.23594323199416,4.139130735672516
5.0,1.0,3.03955290829828,1.0,4.235801115710634,4.238270733446802,Feynman17,c,4.238270733446802,0.0,4.235801115710634,4.139110146288823
5.0,1.0,3.0438074503826122,1.0,4.235083174508515,4.230928009762899,Feynman17,c,4.230928009762899,0.0,4.235083174508515,4.13900587101728
5.0,1.0,3.0539646418861017,1.0,4.233382752562192,4.229472699168931,Feynman17,c,4.229472699168931,0.0,4.233382752562192,4.138757138250439
5.0,1.0,3.0691225924448364,1.0,4.230880207814455,4.210810107643067,Feynman17,c,4.210810107643067,0.0,4.230880207814455,4.1383864993185755
5.0,1.0,3.0780568075657637,1.0,4.229424518862057,4.214734527634232,Feynman17,c,4.214734527634232,0.0,4.229424518862057,4.138168352439762
5.0,1.0,3.0800181662917208,1.0,4.229106840882995,4.243554910163479,Feynman17,c,4.243554910163479,0.0,4.229106840882995,4.138120492734576
5.0,1.0,3.1024914543868176,1.0,4.225514760234928,4.219033030519829,Feynman17,c,4.219033030519829,0.0,4.225514760234928,4.137572906777579
5.0,1.0,3.103639393869522,1.0,4.225333610716079,4.217134494926473,Feynman17,c,4.217134494926473,0.0,4.225333610716079,4.137544975056389
5.0,1.0,3.107380625237174,1.0,4.224744782894028,4.233648452999726,Feynman17,c,4.233648452999726,0.0,4.224744782894028,4.137453969564759
5.0,1.0,3.112477227644737,1.0,4.2239464421695105,4.228435549721248,Feynman17,c,4.228435549721248,0.0,4.2239464421695105,4.13733005950336
5.0,1.0,3.132810362051516,1.0,4.220804511134651,4.228636060509746,Feynman17,c,4.228636060509746,0.0,4.220804511134651,4.136836458451522
5.0,1.0,3.1439679199838135,1.0,4.21910917613201,4.210679311755116,Feynman17,c,4.210679311755116,0.0,4.21910917613201,4.136566106100832
5.0,1.0,3.1460498953025726,1.0,4.218795050166469,4.227194737151156,Feynman17,c,4.227194737151156,0.0,4.218795050166469,4.1365156985622455
5.0,1.0,3.151158032929464,1.0,4.21802727196084,4.207689473154077,Feynman17,c,4.207689473154077,0.0,4.21802727196084,4.136392076147332
5.0,1.0,3.1555760518223575,1.0,4.217366562479807,4.229980390112585,Feynman17,c,4.229980390112585,0.0,4.217366562479807,4.136285215781131
5.0,1.0,3.168375243704822,1.0,4.2154697624621305,4.190951100057902,Feynman17,c,4.190951100057902,0.0,4.2154697624621305,4.135975952971899
5.0,1.0,3.1743106262169967,1.0,4.214598792470804,4.195810165809898,Feynman17,c,4.195810165809898,0.0,4.214598792470804,4.1358326977383015
5.0,1.0,3.184329548896095,1.0,4.2131408386999825,4.230323227416622,Feynman17,c,4.230323227416622,0.0,4.2131408386999825,4.135591112168512
5.0,1.0,3.199883324343143,1.0,4.210907464971817,4.203115997501721,Feynman17,c,4.203115997501721,0.0,4.210907464971817,4.135216635044388
5.0,1.0,3.2012391833411007,1.0,4.210714484487526,4.210580117018099,Feynman17,c,4.210580117018099,0.0,4.210714484487526,4.135184023832992
5.0,1.0,3.2113560483319175,1.0,4.209283079510788,4.224460666240724,Feynman17,c,4.224460666240724,0.0,4.209283079510788,4.134940858460026
5.0,1.0,3.214593716900872,1.0,4.208828149459967,4.202373690071937,Feynman17,c,4.202373690071937,0.0,4.208828149459967,4.134863100881157
5.0,1.0,3.2419201068387897,1.0,4.205048323512864,4.230202677836872,Feynman17,c,4.230202677836872,0.0,4.205048323512864,4.134208009903431
5.0,1.0,3.243883474653397,1.0,4.204780806194353,4.189319632930511,Feynman17,c,4.189319632930511,0.0,4.204780806194353,4.134161024587007
5.0,1.0,3.264807965190721,1.0,4.201962772753909,4.1745659548220875,Feynman17,c,4.1745659548220875,0.0,4.201962772753909,4.1336609646648474
5.0,1.0,3.2668516519739277,1.0,4.201690735603042,4.199440758791283,Feynman17,c,4.199440758791283,0.0,4.201690735603042,4.133612190981098
5.0,1.0,3.270785373204057,1.0,4.201168696794294,4.202608564266278,Feynman17,c,4.202608564266278,0.0,4.201168696794294,4.13351834413976
5.0,1.0,3.27652195849537,1.0,4.2004111162328845,4.20032785987363,Feynman17,c,4.20032785987363,0.0,4.2004111162328845,4.133381565434883
