m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0,3.0007176909097035,1.0,3.0,1.0,3.0,1.0,0.08331339866761613,0.08474791080051847,Feynman5,x1,0.08474791080051847,0.0,0.08331339866761613,0.08360813841529877
1.0,1.0,1.0,3.001236830814134,1.0,3.0,1.0,3.0,1.0,0.08329898046583681,0.08275027283584613,Feynman5,x1,0.08275027283584613,0.0,0.08329898046583681,0.08359258616536698
1.0,1.0,1.0,3.001499357303656,1.0,3.0,1.0,3.0,1.0,0.08329168972841208,0.08051833872111115,Feynman5,x1,0.08051833872111115,0.0,0.08329168972841208,0.0835847214762829
1.0,1.0,1.0,3.0016864641767187,1.0,3.0,1.0,3.0,1.0,0.08328649369730566,0.08083942868160159,Feynman5,x1,0.08083942868160159,0.0,0.08328649369730566,0.08357911618892067
1.0,1.0,1.0,3.001694469997347,1.0,3.0,1.0,3.0,1.0,0.08328627137616057,0.08241734741071959,Feynman5,x1,0.08241734741071959,0.0,0.08328627137616057,0.08357887635320378
1.0,1.0,1.0,3.0020597097210815,1.0,3.0,1.0,3.0,1.0,0.08327612900826636,0.08153752990043843,Feynman5,x1,0.08153752990043843,0.0,0.08327612900826636,0.08356793463015937
1.0,1.0,1.0,3.0024486887722395,1.0,3.0,1.0,3.0,1.0,0.0832653281032111,0.08268504981350112,Feynman5,x1,0.08268504981350112,0.0,0.0832653281032111,0.08355628175077826
1.0,1.0,1.0,3.002617838750271,1.0,3.0,1.0,3.0,1.0,0.0832606314815331,0.08232289497151933,Feynman5,x1,0.08232289497151933,0.0,0.0832606314815331,0.08355121442984095
1.0,1.0,1.0,3.002912641608229,1.0,3.0,1.0,3.0,1.0,0.08325244629776227,0.07984179665489864,Feynman5,x1,0.07984179665489864,0.0,0.08325244629776227,0.08354238286582871
1.0,1.0,1.0,3.003881331204122,1.0,3.0,1.0,3.0,1.0,0.08322555353980082,0.08396906035758586,Feynman5,x1,0.08396906035758586,0.0,0.08322555353980082,0.0835133634375926
1.0,1.0,1.0,3.003932482872337,1.0,3.0,1.0,3.0,1.0,0.08322413358894178,0.08383513814180209,Feynman5,x1,0.08383513814180209,0.0,0.08322413358894178,0.08351183107183284
1.0,1.0,1.0,3.004262517396077,1.0,3.0,1.0,3.0,1.0,0.0832149722496098,0.08695590236460683,Feynman5,x1,0.08695590236460683,0.0,0.0832149722496098,0.08350194414443728
1.0,1.0,1.0,3.0046036519233446,1.0,3.0,1.0,3.0,1.0,0.08320550332277565,0.0822396433524,Feynman5,x1,0.0822396433524,0.0,0.08320550332277565,0.0834917247206268
1.0,1.0,1.0,3.005390983530275,1.0,3.0,1.0,3.0,1.0,0.08318365130679002,0.08668016141956535,Feynman5,x1,0.08668016141956535,0.0,0.08318365130679002,0.08346813862284164
1.0,1.0,1.0,3.005560397086664,1.0,3.0,1.0,3.0,1.0,0.08317894969281231,0.08406262387255023,Feynman5,x1,0.08406262387255023,0.0,0.08317894969281231,0.08346306352501655
1.0,1.0,1.0,3.005572456743395,1.0,3.0,1.0,3.0,1.0,0.08317861501485495,0.0803054614269089,Feynman5,x1,0.0803054614269089,0.0,0.08317861501485495,0.08346270225595463
1.0,1.0,1.0,3.0061789262391874,1.0,3.0,1.0,3.0,1.0,0.08316178523399288,0.0815447849300749,Feynman5,x1,0.0815447849300749,0.0,0.08316178523399288,0.08344453441833541
1.0,1.0,1.0,3.0068516912249446,1.0,3.0,1.0,3.0,1.0,0.08314311774245084,0.08557993274426182,Feynman5,x1,0.08557993274426182,0.0,0.08314311774245084,0.08342438074480303
1.0,1.0,1.0,3.006935920213313,1.0,3.0,1.0,3.0,1.0,0.0831407807550167,0.0788006939770477,Feynman5,x1,0.0788006939770477,0.0,0.0831407807550167,0.08342185755315287
1.0,1.0,1.0,3.007524995813818,1.0,3.0,1.0,3.0,1.0,0.08312443740483556,0.08816731192793664,Feynman5,x1,0.08816731192793664,0.0,0.08312443740483556,0.0834042110924019
1.0,1.0,1.0,3.007587778059013,1.0,3.0,1.0,3.0,1.0,0.08312269566642844,0.08601184582240164,Feynman5,x1,0.08601184582240164,0.0,0.08312269566642844,0.08340233038451904
1.0,1.0,1.0,3.0085594965204194,1.0,3.0,1.0,3.0,1.0,0.08309574009993487,0.08491659016280331,Feynman5,x1,0.08491659016280331,0.0,0.08309574009993487,0.08337322177800052
1.0,1.0,1.0,3.010023621385802,1.0,3.0,1.0,3.0,1.0,0.08305513352934801,0.07799252942871722,Feynman5,x1,0.07799252942871722,0.0,0.08305513352934801,0.08332936367328497
1.0,1.0,1.0,3.010622994009166,1.0,3.0,1.0,3.0,1.0,0.08303851322962025,0.08254064066801811,Feynman5,x1,0.08254064066801811,0.0,0.08303851322962025,0.08331140972662997
1.0,1.0,1.0,3.0106707195041364,1.0,3.0,1.0,3.0,1.0,0.08303718989874766,0.07977021538508199,Feynman5,x1,0.07977021538508199,0.0,0.08303718989874766,0.08330998013980126
1.0,1.0,1.0,3.0108721853178353,1.0,3.0,1.0,3.0,1.0,0.08303160378031828,0.08039916133944691,Feynman5,x1,0.08039916133944691,0.0,0.08303160378031828,0.08330394537567681
1.0,1.0,1.0,3.010882304179981,1.0,3.0,1.0,3.0,1.0,0.08303132321588184,0.08568707908743961,Feynman5,x1,0.08568707908743961,0.0,0.08303132321588184,0.08330364227310269
1.0,1.0,1.0,3.0110960055808715,1.0,3.0,1.0,3.0,1.0,0.08302539805674855,0.08091315677572923,Feynman5,x1,0.08091315677572923,0.0,0.08302539805674855,0.08329724103103078
1.0,1.0,1.0,3.011861553704474,1.0,3.0,1.0,3.0,1.0,0.08300417397812636,0.08770232111010441,Feynman5,x1,0.08770232111010441,0.0,0.08300417397812636,0.0832743099470459
1.0,1.0,1.0,3.0129364909523213,1.0,3.0,1.0,3.0,1.0,0.08297437707438599,0.08373451774936082,Feynman5,x1,0.08373451774936082,0.0,0.08297437707438599,0.08324211218813636
1.0,1.0,1.0,3.0133880003743134,1.0,3.0,1.0,3.0,1.0,0.08296186301858725,0.08070331357295564,Feynman5,x1,0.08070331357295564,0.0,0.08296186301858725,0.08322858832032447
1.0,1.0,1.0,3.0134448325324183,1.0,3.0,1.0,3.0,1.0,0.08296028792451982,0.07590048232814028,Feynman5,x1,0.07590048232814028,0.0,0.08296028792451982,0.083226886062564
1.0,1.0,1.0,3.0135169912288884,1.0,3.0,1.0,3.0,1.0,0.08295828808003944,0.08179268630243024,Feynman5,x1,0.08179268630243024,0.0,0.08295828808003944,0.08322472474242099
1.0,1.0,1.0,3.013700227062628,1.0,3.0,1.0,3.0,1.0,0.0829532098959452,0.08021438813376738,Feynman5,x1,0.08021438813376738,0.0,0.0829532098959452,0.08321923642365066
1.0,1.0,1.0,3.0137783454937415,1.0,3.0,1.0,3.0,1.0,0.08295104497616565,0.0820949351695319,Feynman5,x1,0.0820949351695319,0.0,0.08295104497616565,0.08321689661209354
1.0,1.0,1.0,3.014262545176912,1.0,3.0,1.0,3.0,1.0,0.08293762685103868,0.07979969116095667,Feynman5,x1,0.07979969116095667,0.0,0.08293762685103868,0.08320239392508928
1.0,1.0,1.0,3.0147395020225094,1.0,3.0,1.0,3.0,1.0,0.08292441053023172,0.08481971887911545,Feynman5,x1,0.08481971887911545,0.0,0.08292441053023172,0.08318810837032732
1.0,1.0,1.0,3.0162928827541995,1.0,3.0,1.0,3.0,1.0,0.08288137436778673,0.07932782662130669,Feynman5,x1,0.07932782662130669,0.0,0.08288137436778673,0.08314158377215963
1.0,1.0,1.0,3.0164006467159497,1.0,3.0,1.0,3.0,1.0,0.08287838921191307,0.0840819577183126,Feynman5,x1,0.0840819577183126,0.0,0.08287838921191307,0.0831383562676015
1.0,1.0,1.0,3.016825620409997,1.0,3.0,1.0,3.0,1.0,0.08286661761048138,0.08111850118519631,Feynman5,x1,0.08111850118519631,0.0,0.08286661761048138,0.08312562852025931
1.0,1.0,1.0,3.0169951188655144,1.0,3.0,1.0,3.0,1.0,0.08286192281196018,0.0828616901390108,Feynman5,x1,0.0828616901390108,0.0,0.08286192281196018,0.0831205521776875
1.0,1.0,1.0,3.0172195252111846,1.0,3.0,1.0,3.0,1.0,0.08285570737635378,0.08220398912345696,Feynman5,x1,0.08220398912345696,0.0,0.08285570737635378,0.0831138314329431
1.0,1.0,1.0,3.0180249445097242,1.0,3.0,1.0,3.0,1.0,0.08283340147344583,0.0834059220775552,Feynman5,x1,0.0834059220775552,0.0,0.08283340147344583,0.08308971036603559
1.0,1.0,1.0,3.0182403852689825,1.0,3.0,1.0,3.0,1.0,0.08282743541795347,0.08316364961472968,Feynman5,x1,0.08316364961472968,0.0,0.08282743541795347,0.08308325836466961
1.0,1.0,1.0,3.0186228152631545,1.0,3.0,1.0,3.0,1.0,0.08281684559063215,0.07643727895785149,Feynman5,x1,0.07643727895785149,0.0,0.08281684559063215,0.08307180550928003
1.0,1.0,1.0,3.019129632568477,1.0,3.0,1.0,3.0,1.0,0.08280281244935823,0.08399372094140363,Feynman5,x1,0.08399372094140363,0.0,0.08280281244935823,0.08305662780596723
1.0,1.0,1.0,3.020238224369017,1.0,3.0,1.0,3.0,1.0,0.08277212122311806,0.08289010931926012,Feynman5,x1,0.08289010931926012,0.0,0.08277212122311806,0.0830234297443515
