m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise,Predicted
1.0,1.0001883140139738,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08334902616783114,0.07645801184537648,Feynman5,m2,0.07645801184537648,0.08334902616783114,0.0835992428141728
1.0,1.0008086534634124,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08340072112195103,0.09597317901709887,Feynman5,m2,0.09597317901709887,0.08340072112195103,0.08364759001034862
1.0,1.0021241422944962,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08351034519120802,0.0875768736121226,Feynman5,m2,0.0875768736121226,0.08351034519120802,0.08375015248742754
1.0,1.003307881495077,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08360899012458976,0.08181518193872471,Feynman5,m2,0.08181518193872471,0.08360899012458976,0.08384248671221219
1.0,1.0036649065896115,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08363874221580096,0.0785929435233736,Feynman5,m2,0.0785929435233736,0.08363874221580096,0.08387034354433295
1.0,1.0038992187366569,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08365826822805474,0.05958161164017116,Feynman5,m2,0.05958161164017116,0.08365826822805474,0.08388862775418912
1.0,1.0049960231983,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08374966859985833,0.07892168062467822,Feynman5,m2,0.07892168062467822,0.08374966859985833,0.08397423675588483
1.0,1.0050038359098663,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08375031965915553,0.08148367072645105,Feynman5,m2,0.08148367072645105,0.08375031965915553,0.08397484668901968
1.0,1.0050893990892413,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08375744992410344,0.08639912587796826,Feynman5,m2,0.08639912587796826,0.08375744992410344,0.08398152666604793
1.0,1.0051914795130665,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08376595662608888,0.09386555233426483,Feynman5,m2,0.09386555233426483,0.08376595662608888,0.08398949643677832
1.0,1.0052950396265055,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08377458663554212,0.07518507733485982,Feynman5,m2,0.07518507733485982,0.08377458663554212,0.08399758204424557
1.0,1.0061361747935407,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08384468123279505,0.07780755277652643,Feynman5,m2,0.07780755277652643,0.08384468123279505,0.0840632665472373
1.0,1.0066887263716762,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08389072719763968,0.09010433373939034,Feynman5,m2,0.09010433373939034,0.08389072719763968,0.08410642674211173
1.0,1.006712286813765,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08389269056781375,0.0720525429880781,Feynman5,m2,0.0720525429880781,0.08389269056781375,0.08410826726342713
1.0,1.0070354697359027,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0839196224779919,0.08633898904298984,Feynman5,m2,0.08633898904298984,0.0839196224779919,0.08413351567108139
1.0,1.0071328570732248,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08392773808943539,0.0820307022385246,Feynman5,m2,0.0820307022385246,0.08392773808943539,0.08414112457749139
1.0,1.0074061551200217,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08395051292666848,0.08304201775204606,Feynman5,m2,0.08304201775204606,0.08395051292666848,0.08416247892817995
1.0,1.0076681249882071,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08397234374901726,0.09399813952459163,Feynman5,m2,0.09399813952459163,0.08397234374901726,0.08418295019012884
1.0,1.0077381792938198,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08397818160781832,0.07099051556495747,Feynman5,m2,0.07099051556495747,0.08397818160781832,0.08418842482341742
1.0,1.0079923786530047,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0839993648877504,0.08601437922145523,Feynman5,m2,0.08601437922145523,0.0839993648877504,0.08420829130402997
1.0,1.0080039210156877,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08400032675130731,0.07463882851913378,Feynman5,m2,0.07463882851913378,0.08400032675130731,0.08420919342076395
1.0,1.0084220061960782,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08403516718300652,0.06815619410966132,Feynman5,m2,0.06815619410966132,0.08403516718300652,0.0842418723332651
1.0,1.0089229564225675,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08407691303521396,0.08144698423255299,Feynman5,m2,0.08144698423255299,0.08407691303521396,0.08428103495743895
1.0,1.0091012281800866,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08409176901500721,0.0877736383875202,Feynman5,m2,0.0877736383875202,0.08409176901500721,0.08429497341384001
1.0,1.009288403064943,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08410736692207858,0.07275992186193282,Feynman5,m2,0.07275992186193282,0.08410736692207858,0.08430960897040521
1.0,1.009536499848926,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08412804165407717,0.08830228204440081,Feynman5,m2,0.08830228204440081,0.08412804165407717,0.0843290096954827
1.0,1.0099064613746545,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08415887178122121,0.09134720885107425,Feynman5,m2,0.09134720885107425,0.08415887178122121,0.0843579433492586
1.0,1.0100404382098256,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08417003651748546,0.08764594179015642,Feynman5,m2,0.08764594179015642,0.08417003651748546,0.0843684222828497
1.0,1.010087619139207,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08417396826160058,0.07645483761253574,Feynman5,m2,0.07645483761253574,0.08417396826160058,0.08437211264063371
1.0,1.0106315754826634,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08421929795688861,0.0783462883524402,Feynman5,m2,0.0783462883524402,0.08421929795688861,0.08441466402269869
1.0,1.0110824222045016,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0842568685170418,0.08758641422458797,Feynman5,m2,0.08758641422458797,0.0842568685170418,0.08444993834264251
1.0,1.011536841584131,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08429473679867759,0.08544575630620048,Feynman5,m2,0.08544575630620048,0.08429473679867759,0.08448549814948424
1.0,1.0125066642041487,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08437555535034573,0.08154145910609245,Feynman5,m2,0.08154145910609245,0.08437555535034573,0.08456140994246714
1.0,1.01263365101293,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08438613758441083,0.08583793967276394,Feynman5,m2,0.08583793967276394,0.08438613758441083,0.0845713517083128
1.0,1.0137627712874528,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08448023094062107,0.09343434097180683,Feynman5,m2,0.09343434097180683,0.08448023094062107,0.08465977073165874
1.0,1.0138210157875047,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08448508464895872,0.08410442142555995,Feynman5,m2,0.08410442142555995,0.08448508464895872,0.08466433273298007
1.0,1.0144976467507154,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08454147056255962,0.08242065489234963,Feynman5,m2,0.08242065489234963,0.08454147056255962,0.08471733702661069
1.0,1.014829583398803,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08456913194990025,0.08794400664026429,Feynman5,m2,0.08794400664026429,0.08456913194990025,0.08474334430324323
1.0,1.0159511817141875,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0846625984761823,0.08398207031099314,Feynman5,m2,0.08398207031099314,0.0846625984761823,0.08483124510359823
1.0,1.016468816929779,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08470573474414826,0.08679448402651942,Feynman5,m2,0.08679448402651942,0.08470573474414826,0.08487182488363958
1.0,1.017770487114725,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08481420725956042,0.09340176057965685,Feynman5,m2,0.09340176057965685,0.08481420725956042,0.08497390266354536
1.0,1.0190587517114251,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08492156264261876,0.08942555570492519,Feynman5,m2,0.08942555570492519,0.08492156264261876,0.08507497687462431
1.0,1.0192228917673014,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08493524098060845,0.08261821813012248,Feynman5,m2,0.08261821813012248,0.08493524098060845,0.0850878583197218
1.0,1.0193178929577142,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08494315774647619,0.09127972507892934,Feynman5,m2,0.09127972507892934,0.08494315774647619,0.08509531420988203
1.0,1.0198353334551262,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08498627778792718,0.09194609811392777,Feynman5,m2,0.09194609811392777,0.08498627778792718,0.08513592852718561
1.0,1.020265934265973,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08502216118883109,0.06739337563520403,Feynman5,m2,0.06739337563520403,0.08502216118883109,0.08516973254090608
1.0,1.0202855364006953,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08502379470005794,0.08913194929530703,Feynman5,m2,0.08913194929530703,0.08502379470005794,0.08517127151827596
1.0,1.0203055814473108,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0.08502546512060923,0.07998481829738589,Feynman5,m2,0.07998481829738589,0.08502546512060923,0.08517284528027479
