x,u,c,t,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
5.0,1.0003917884521198,3.0,1.0,4.242432945532126,4.2592815333058,Feynman17,u,4.2592815333058,0.0,4.242432945532126,4.2414552379057335
5.0,1.0005398885740213,3.0,1.0,4.242354435598963,4.233100459433983,Feynman17,u,4.233100459433983,0.0,4.242354435598963,4.241362767085237
5.0,1.0007404299310658,3.0,1.0,4.242248142063636,4.220246534115316,Feynman17,u,4.220246534115316,0.0,4.242248142063636,4.241237596654033
5.0,1.0012773427322843,3.0,1.0,4.241963652462795,4.241106084269257,Feynman17,u,4.241106084269257,0.0,4.241963652462795,4.240902722962376
5.0,1.001335959168016,3.0,1.0,4.241932601953423,4.220433302122067,Feynman17,u,4.220433302122067,0.0,4.241932601953423,4.240866185554547
5.0,1.0016591217633972,3.0,1.0,4.24176144374105,4.202678705771354,Feynman17,u,4.202678705771354,0.0,4.24176144374105,4.240664825472483
5.0,1.0020633018793874,3.0,1.0,4.241547444068121,4.250678024264242,Feynman17,u,4.250678024264242,0.0,4.241547444068121,4.2404131674230925
5.0,1.0026171708945402,3.0,1.0,4.241254312411675,4.214192531039059,Feynman17,u,4.214192531039059,0.0,4.241254312411675,4.240068638246811
5.0,1.0028573572878765,3.0,1.0,4.241127239582341,4.248849726341043,Feynman17,u,4.248849726341043,0.0,4.241127239582341,4.239919351382677
5.0,1.0032390533311126,3.0,1.0,4.24092535490081,4.20069689599012,Feynman17,u,4.20069689599012,0.0,4.24092535490081,4.239682257694718
5.0,1.0041201028426345,3.0,1.0,4.240459613249016,4.251384310927178,Feynman17,u,4.251384310927178,0.0,4.240459613249016,4.239135679354887
5.0,1.0054397045311583,3.0,1.0,4.2397627183869036,4.280221137577341,Feynman17,u,4.280221137577341,0.0,4.2397627183869036,4.238318842716251
5.0,1.0058216820968071,3.0,1.0,4.239561143308159,4.288368574596608,Feynman17,u,4.288368574596608,0.0,4.239561143308159,4.238082801800096
5.0,1.0059824036790692,3.0,1.0,4.239476348489395,4.220664316680753,Feynman17,u,4.220664316680753,0.0,4.239476348489395,4.237983538988678
5.0,1.0060733302088867,3.0,1.0,4.239428382041363,4.209595357007194,Feynman17,u,4.209595357007194,0.0,4.239428382041363,4.237927396321218
5.0,1.0064444476273555,3.0,1.0,4.239232646446705,4.268623683001246,Feynman17,u,4.268623683001246,0.0,4.239232646446705,4.237698356041162
5.0,1.0075553287663337,3.0,1.0,4.238647125935752,4.2648296811178525,Feynman17,u,4.2648296811178525,0.0,4.238647125935752,4.237013782292041
5.0,1.0082674483432859,3.0,1.0,4.23827208575047,4.269480931885052,Feynman17,u,4.269480931885052,0.0,4.23827208575047,4.236575748232904
