epsilon,p_d,r,x,y,z,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0011289869334128,1.0,1.0,1.0,0.33571922153727435,0.3214290693522685,Feynman56,r,0.3214290693522685,0.0,0.33571922153727435,0.19260379442267705
1.0,1.0,1.0039046214781513,1.0,1.0,1.0,0.33110376637065636,0.30542670808982575,Feynman56,r,0.30542670808982575,0.0,0.33110376637065636,0.19185435753777397
1.0,1.0,1.0043702825502587,1.0,1.0,1.0,0.3303369215358928,0.3620088818963017,Feynman56,r,0.3620088818963017,0.0,0.3303369215358928,0.19172883039778787
1.0,1.0,1.0045075333088955,1.0,1.0,1.0,0.3301113054827462,0.3200145678539505,Feynman56,r,0.3200145678539505,0.0,0.3301113054827462,0.1916918432152991
1.0,1.0,1.0051360329007895,1.0,1.0,1.0,0.329080522021047,0.2751093725401364,Feynman56,r,0.2751093725401364,0.0,0.329080522021047,0.19152253624691498
1.0,1.0,1.006308826927474,1.0,1.0,1.0,0.327167366146225,0.28986087042434155,Feynman56,r,0.28986087042434155,0.0,0.327167366146225,0.19120689088840911
1.0,1.0,1.0065201750617894,1.0,1.0,1.0,0.32682401893002716,0.3132321646616889,Feynman56,r,0.3132321646616889,0.0,0.32682401893002716,0.19115004820249884
1.0,1.0,1.0072186738672866,1.0,1.0,1.0,0.3256923392727806,0.27329077943335695,Feynman56,r,0.27329077943335695,0.0,0.3256923392727806,0.19096227067555877
1.0,1.0,1.0081086107145876,1.0,1.0,1.0,0.3242573037865726,0.32419199862965975,Feynman56,r,0.32419199862965975,0.0,0.3242573037865726,0.1907232194599689
1.0,1.0,1.0083560078063465,1.0,1.0,1.0,0.3238597211899886,0.3419160264233297,Feynman56,r,0.3419160264233297,0.0,0.3238597211899886,0.1906568025912569
1.0,1.0,1.0095133494854638,1.0,1.0,1.0,0.3220075518598524,0.33027605367915547,Feynman56,r,0.33027605367915547,0.0,0.3220075518598524,0.19034631870797944
1.0,1.0,1.0098197878052193,1.0,1.0,1.0,0.32151926877851733,0.3332083030159794,Feynman56,r,0.3332083030159794,0.0,0.32151926877851733,0.19026416991476008
1.0,1.0,1.0104540659275398,1.0,1.0,1.0,0.32051142100946145,0.3246481017492119,Feynman56,r,0.3246481017492119,0.0,0.32051142100946145,0.1900942154571861
1.0,1.0,1.0116925667151582,1.0,1.0,1.0,0.31855438900919614,0.3003228689543179,Feynman56,r,0.3003228689543179,0.0,0.31855438900919614,0.18976267213235123
1.0,1.0,1.012195686457805,1.0,1.0,1.0,0.31776347596917204,0.3197441987717971,Feynman56,r,0.3197441987717971,0.0,0.31776347596917204,0.18962810624734946
1.0,1.0,1.013886414963233,1.0,1.0,1.0,0.315122830367863,0.2920407954519486,Feynman56,r,0.2920407954519486,0.0,0.315122830367863,0.18917639788736115
1.0,1.0,1.0149083485786672,1.0,1.0,1.0,0.31353950149406545,0.3049415104911465,Feynman56,r,0.3049415104911465,0.0,0.31353950149406545,0.18890374267418306
1.0,1.0,1.0169757409879858,1.0,1.0,1.0,0.31036548738025954,0.32555216462171727,Feynman56,r,0.32555216462171727,0.0,0.31036548738025954,0.18835301347675074
1.0,1.0,1.017450924323246,1.0,1.0,1.0,0.3096414091389249,0.319631220537706,Feynman56,r,0.319631220537706,0.0,0.3096414091389249,0.18822659236064732
1.0,1.0,1.0176005789790543,1.0,1.0,1.0,0.30941378716431955,0.3403573434305035,Feynman56,r,0.3403573434305035,0.0,0.30941378716431955,0.18818678972980993
1.0,1.0,1.017721784764013,1.0,1.0,1.0,0.3092295825526952,0.3473094397104262,Feynman56,r,0.3473094397104262,0.0,0.3092295825526952,0.18815455785585916
1.0,1.0,1.0178755441152116,1.0,1.0,1.0,0.3089960934113432,0.2883788754441591,Feynman56,r,0.2883788754441591,0.0,0.3089960934113432,0.1881136747855902
1.0,1.0,1.0191399022960743,1.0,1.0,1.0,0.30708412053164263,0.32156911944403516,Feynman56,r,0.32156911944403516,0.0,0.30708412053164263,0.18777773507647094
1.0,1.0,1.0198342651438512,1.0,1.0,1.0,0.30604013890930054,0.33144792756077524,Feynman56,r,0.33144792756077524,0.0,0.30604013890930054,0.18759342534166404
1.0,1.0,1.020840079779085,1.0,1.0,1.0,0.3045354288365036,0.3004917847705498,Feynman56,r,0.3004917847705498,0.0,0.3045354288365036,0.18732667385266846
1.0,1.0,1.0211748215254672,1.0,1.0,1.0,0.3040366214404728,0.2641865423015373,Feynman56,r,0.2641865423015373,0.0,0.3040366214404728,0.18723795730517725
1.0,1.0,1.0212843474428803,1.0,1.0,1.0,0.3038736269308699,0.33741527937678395,Feynman56,r,0.33741527937678395,0.0,0.3038736269308699,0.187208936186284
1.0,1.0,1.0215808265222226,1.0,1.0,1.0,0.30343293788498754,0.32158153067569345,Feynman56,r,0.32158153067569345,0.0,0.30343293788498754,0.18713039414333102
1.0,1.0,1.0222939297001417,1.0,1.0,1.0,0.30237611202839115,0.32827662643424066,Feynman56,r,0.32827662643424066,0.0,0.30237611202839115,0.18694157810347192
1.0,1.0,1.0238110069942896,1.0,1.0,1.0,0.30014244554674446,0.3287644680151719,Feynman56,r,0.3287644680151719,0.0,0.30014244554674446,0.18654033789159483
1.0,1.0,1.0241057355730858,1.0,1.0,1.0,0.2997108023498552,0.30312896418286656,Feynman56,r,0.30312896418286656,0.0,0.2997108023498552,0.18646245880230106
1.0,1.0,1.0251514005355074,1.0,1.0,1.0,0.2981853769345621,0.3090050871348458,Feynman56,r,0.3090050871348458,0.0,0.2981853769345621,0.18618633964582124
1.0,1.0,1.0253117321831704,1.0,1.0,1.0,0.2979523082899573,0.28677328320058176,Feynman56,r,0.28677328320058176,0.0,0.2979523082899573,0.18614402818273648
1.0,1.0,1.0272820815756054,1.0,1.0,1.0,0.2951058533154791,0.2965023558974705,Feynman56,r,0.2965023558974705,0.0,0.2951058533154791,0.18562461453376808
1.0,1.0,1.0285363376371526,1.0,1.0,1.0,0.29331089159984797,0.3155890114392434,Feynman56,r,0.3155890114392434,0.0,0.29331089159984797,0.18529451381768317
1.0,1.0,1.0292427643278663,1.0,1.0,1.0,0.29230569430637754,0.30315944825890545,Feynman56,r,0.30315944825890545,0.0,0.29230569430637754,0.1851087780873902
1.0,1.0,1.0305911240214127,1.0,1.0,1.0,0.29039852065555544,0.32166043110179693,Feynman56,r,0.32166043110179693,0.0,0.29039852065555544,0.1847546329501456
1.0,1.0,1.030893725684526,1.0,1.0,1.0,0.28997256257790616,0.2712537339926114,Feynman56,r,0.2712537339926114,0.0,0.28997256257790616,0.18467522156096827
1.0,1.0,1.0312759721401872,1.0,1.0,1.0,0.2894355635085909,0.3096682821404255,Feynman56,r,0.3096682821404255,0.0,0.2894355635085909,0.18457494396753682
1.0,1.0,1.0313833113386457,1.0,1.0,1.0,0.2892849826571903,0.2640262076950025,Feynman56,r,0.2640262076950025,0.0,0.2892849826571903,0.18454679186829132
1.0,1.0,1.03152774662223,1.0,1.0,1.0,0.28908250987194617,0.28441723626449655,Feynman56,r,0.28441723626449655,0.0,0.28908250987194617,0.184508915337721
1.0,1.0,1.0316429640693352,1.0,1.0,1.0,0.28892111726315844,0.31499753374758616,Feynman56,r,0.31499753374758616,0.0,0.28892111726315844,0.18447870484173426
1.0,1.0,1.0316593528619415,1.0,1.0,1.0,0.28889816919498823,0.2913551439188571,Feynman56,r,0.2913551439188571,0.0,0.28889816919498823,0.18447440791914743
1.0,1.0,1.0332801684994322,1.0,1.0,1.0,0.2866394208913346,0.29536184023479234,Feynman56,r,0.29536184023479234,0.0,0.2866394208913346,0.18404980506787832
1.0,1.0,1.0357758917130668,1.0,1.0,1.0,0.28320270475978643,0.2790506831683834,Feynman56,r,0.2790506831683834,0.0,0.28320270475978643,0.18339737101944528
1.0,1.0,1.036019288587042,1.0,1.0,1.0,0.28287019033170846,0.2998912750594679,Feynman56,r,0.2998912750594679,0.0,0.28287019033170846,0.1833338306574806
1.0,1.0,1.037455932697142,1.0,1.0,1.0,0.28091704785834626,0.243168829245834,Feynman56,r,0.243168829245834,0.0,0.28091704785834626,0.182959105940561
1.0,1.0,1.0381090971259976,1.0,1.0,1.0,0.2800344129012548,0.30556289634514033,Feynman56,r,0.30556289634514033,0.0,0.2800344129012548,0.18278892017130144
1.0,1.0,1.0386390632050468,1.0,1.0,1.0,0.2793207031484944,0.25173046030043283,Feynman56,r,0.25173046030043283,0.0,0.2793207031484944,0.1826509176920942
1.0,1.0,1.0390475320138612,1.0,1.0,1.0,0.27877210396571395,0.2712444122579102,Feynman56,r,0.2712444122579102,0.0,0.27877210396571395,0.18254460382311152
1.0,1.0,1.0455160401406123,1.0,1.0,1.0,0.27025447138176506,0.30474815248259546,Feynman56,r,0.30474815248259546,0.0,0.27025447138176506,0.18086691537286184
1.0,1.0,1.0471145629620207,1.0,1.0,1.0,0.2681979106069959,0.24431768762832995,Feynman56,r,0.24431768762832995,0.0,0.2681979106069959,0.18045402548875475
1.0,1.0,1.0477154485954105,1.0,1.0,1.0,0.26742970811011724,0.281462961676255,Feynman56,r,0.281462961676255,0.0,0.26742970811011724,0.1802989946324282
1.0,1.0,1.0483688214768567,1.0,1.0,1.0,0.2665973976857514,0.28845753556172915,Feynman56,r,0.28845753556172915,0.0,0.2665973976857514,0.1801305301262118
1.0,1.0,1.0502661227786534,1.0,1.0,1.0,0.26419804684639103,0.311304475612053,Feynman56,r,0.311304475612053,0.0,0.26419804684639103,0.1796419723237634
1.0,1.0,1.0510935085472788,1.0,1.0,1.0,0.2631598431389176,0.2495335556774765,Feynman56,r,0.2495335556774765,0.0,0.2631598431389176,0.17942921680286053
1.0,1.0,1.0517584085950005,1.0,1.0,1.0,0.2623290729760181,0.263303486162571,Feynman56,r,0.263303486162571,0.0,0.2623290729760181,0.17925837402691552
