epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.000697849898129,1.0,3.0,0.06554122716155449,0.03853800257232037,Feynman33,r,0.03853800257232037,0.0,0.06554122716155449,0.0658215425209333
1.0,1.0,1.0,1.000829887054253,1.0,3.0,0.0655585239872895,0.07558352791816475,Feynman33,r,0.07558352791816475,0.0,0.0655585239872895,0.06583942152864963
1.0,1.0,1.0,1.0009814297313229,1.0,3.0,0.06557837884277662,0.059642570086054385,Feynman33,r,0.059642570086054385,0.0,0.06557837884277662,0.06585994176858649
1.0,1.0,1.0,1.0015459073152324,1.0,3.0,0.06565236215811864,0.06566674681616105,Feynman33,r,0.06566674681616105,0.0,0.06565236215811864,0.06593637724118198
1.0,1.0,1.0,1.0019156794352861,1.0,3.0,0.06570084899113725,0.05570935471531789,Feynman33,r,0.05570935471531789,0.0,0.06570084899113725,0.06598644795204421
1.0,1.0,1.0,1.002566812640346,1.0,3.0,0.06578627315679852,0.040939455679388795,Feynman33,r,0.040939455679388795,0.0,0.06578627315679852,0.06607461807015924
1.0,1.0,1.0,1.003428419243623,1.0,3.0,0.06589939528066753,0.04947329555541855,Feynman33,r,0.04947329555541855,0.0,0.06589939528066753,0.06619128948361908
1.0,1.0,1.0,1.0035051865676508,1.0,3.0,0.06590947893715991,0.0552961428691869,Feynman33,r,0.0552961428691869,0.0,0.06590947893715991,0.06620168472837461
1.0,1.0,1.0,1.0036820639393895,1.0,3.0,0.06593271533488028,0.0828587012461932,Feynman33,r,0.0828587012461932,0.0,0.06593271533488028,0.0662256361591751
1.0,1.0,1.0,1.003733913346589,1.0,3.0,0.06593952757279574,0.04682235763406869,Feynman33,r,0.04682235763406869,0.0,0.06593952757279574,0.06623265723700521
1.0,1.0,1.0,1.004230558694963,1.0,3.0,0.06600479718492168,0.001451908119222925,Feynman33,r,0.001451908119222925,0.0,0.06600479718492168,0.06629990973578635
1.0,1.0,1.0,1.005353959054364,1.0,3.0,0.06615255466300334,0.042351544591087587,Feynman33,r,0.042351544591087587,0.0,0.06615255466300334,0.06645203578046233
1.0,1.0,1.0,1.0053951726177637,1.0,3.0,0.06615797850077483,0.045176052009064056,Feynman33,r,0.045176052009064056,0.0,0.06615797850077483,0.06645761681628776
1.0,1.0,1.0,1.0057263578582871,1.0,3.0,0.06620157161793719,0.11086718508586096,Feynman33,r,0.11086718508586096,0.0,0.06620157161793719,0.06650246528279936
1.0,1.0,1.0,1.0059543312216448,1.0,3.0,0.06623158754689754,0.10813043478896338,Feynman33,r,0.10813043478896338,0.0,0.06623158754689754,0.06653333721497567
1.0,1.0,1.0,1.0068914797022281,1.0,3.0,0.06635504790968864,0.03640911727829946,Feynman33,r,0.03640911727829946,0.0,0.06635504790968864,0.06666024699532844
1.0,1.0,1.0,1.0070670223432932,1.0,3.0,0.06637818676023634,0.058634422098735164,Feynman33,r,0.058634422098735164,0.0,0.06637818676023634,0.06668401958336645
1.0,1.0,1.0,1.0076691827195192,1.0,3.0,0.06645759014222713,0.07049658850877952,Feynman33,r,0.07049658850877952,0.0,0.06645759014222713,0.06676556723103644
1.0,1.0,1.0,1.0077247465189831,1.0,3.0,0.06646491940878112,0.06653788610215912,Feynman33,r,0.06653788610215912,0.0,0.06646491940878112,0.06677309204843253
1.0,1.0,1.0,1.0084625178043467,1.0,3.0,0.06656227507892216,0.06238097258476311,Feynman33,r,0.06238097258476311,0.0,0.06656227507892216,0.06687300732273739
1.0,1.0,1.0,1.0085205188541557,1.0,3.0,0.06656993186890962,0.061172467467047326,Feynman33,r,0.061172467467047326,0.0,0.06656993186890962,0.06688086243389517
1.0,1.0,1.0,1.009305077886875,1.0,3.0,0.066673545737494,0.06066770989272024,Feynman33,r,0.06066770989272024,0.0,0.066673545737494,0.06698711740418391
1.0,1.0,1.0,1.0106957632725497,1.0,3.0,0.06685740650826483,0.05681233858698145,Feynman33,r,0.05681233858698145,0.0,0.06685740650826483,0.06717547040130488
1.0,1.0,1.0,1.0121463768930312,1.0,3.0,0.06704946007566186,0.051629360077856755,Feynman33,r,0.051629360077856755,0.0,0.06704946007566186,0.06737195334859855
1.0,1.0,1.0,1.0127615132309504,1.0,3.0,0.06713098404008429,0.07752319481774815,Feynman33,r,0.07752319481774815,0.0,0.06713098404008429,0.06745527698656283
1.0,1.0,1.0,1.0139679735166776,1.0,3.0,0.0672910199530555,0.04996947509960799,Feynman33,r,0.04996947509960799,0.0,0.0672910199530555,0.06761870733837742
1.0,1.0,1.0,1.0142209202324093,1.0,3.0,0.06732459727698215,0.07809331180561933,Feynman33,r,0.07809331180561933,0.0,0.06732459727698215,0.06765297370115791
1.0,1.0,1.0,1.014589632311948,1.0,3.0,0.06737355683588266,0.09287957256834779,Feynman33,r,0.09287957256834779,0.0,0.06737355683588266,0.06770292363390462
1.0,1.0,1.0,1.0148225012096481,1.0,3.0,0.06740448758051135,0.08483226890798647,Feynman33,r,0.08483226890798647,0.0,0.06740448758051135,0.06773447131893251
1.0,1.0,1.0,1.015154457766536,1.0,3.0,0.06744859188677023,0.05296091943771382,Feynman33,r,0.05296091943771382,0.0,0.06744859188677023,0.06777944364798369
1.0,1.0,1.0,1.015457422050611,1.0,3.0,0.06748885682074299,0.06770906687814392,Feynman33,r,0.06770906687814392,0.0,0.06748885682074299,0.06782048908332268
1.0,1.0,1.0,1.0164965488588387,1.0,3.0,0.06762705141349053,0.0681180646277787,Feynman33,r,0.0681180646277787,0.0,0.06762705141349053,0.06796127602486485
1.0,1.0,1.0,1.0167559090243086,1.0,3.0,0.06766156604299726,0.06710157195736663,Feynman33,r,0.06710157195736663,0.0,0.06766156604299726,0.06799641729862133
1.0,1.0,1.0,1.017758835883686,1.0,3.0,0.06779511445839595,0.03393154547446564,Feynman33,r,0.03393154547446564,0.0,0.06779511445839595,0.06813231254134364
1.0,1.0,1.0,1.0180803153724114,1.0,3.0,0.06783795010888156,0.08395613413878725,Feynman33,r,0.08395613413878725,0.0,0.06783795010888156,0.06817587483360922
1.0,1.0,1.0,1.0181039465496906,1.0,3.0,0.06784109938739359,0.10430298014380208,Feynman33,r,0.10430298014380208,0.0,0.06784109938739359,0.06817907703629311
1.0,1.0,1.0,1.0183129803075972,1.0,3.0,0.06786896007057805,0.08501388463594818,Feynman33,r,0.08501388463594818,0.0,0.06786896007057805,0.06820740295314912
1.0,1.0,1.0,1.0186017109515006,1.0,3.0,0.06790745241430182,0.07533222294215677,Feynman33,r,0.07533222294215677,0.0,0.06790745241430182,0.06824652929622785
1.0,1.0,1.0,1.0207636756731862,1.0,3.0,0.06819602314704025,0.09746659901573418,Feynman33,r,0.09746659901573418,0.0,0.06819602314704025,0.06853953128100015
1.0,1.0,1.0,1.0216859808149676,1.0,3.0,0.06831931506984966,0.021669919770567453,Feynman33,r,0.021669919770567453,0.0,0.06831931506984966,0.06866454489202474
1.0,1.0,1.0,1.0229684928996245,1.0,3.0,0.06849094381548582,0.06822539154002878,Feynman33,r,0.06822539154002878,0.0,0.06849094381548582,0.06883840127278261
1.0,1.0,1.0,1.0231527646477354,1.0,3.0,0.06851562117899622,0.09101583551292836,Feynman33,r,0.09101583551292836,0.0,0.06851562117899622,0.06886338285751213
1.0,1.0,1.0,1.023508191491305,1.0,3.0,0.06856323190069855,0.06599468490827061,Feynman33,r,0.06599468490827061,0.0,0.06856323190069855,0.06891156915601332
1.0,1.0,1.0,1.0236276096374142,1.0,3.0,0.0685792321081494,0.0645592333212974,Feynman33,r,0.0645592333212974,0.0,0.0685792321081494,0.0689277594384358
1.0,1.0,1.0,1.0238496293138033,1.0,3.0,0.0686089843148915,0.07699961496135282,Feynman33,r,0.07699961496135282,0.0,0.0686089843148915,0.06895786060848874
1.0,1.0,1.0,1.0263600498831327,1.0,3.0,0.06894584738276278,0.027383239949011116,Feynman33,r,0.027383239949011116,0.0,0.06894584738276278,0.06929827147959104
1.0,1.0,1.0,1.026779324550231,1.0,3.0,0.06900218853051206,0.09136157540228365,Feynman33,r,0.09136157540228365,0.0,0.06900218853051206,0.06935513427969316
