epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.0,1.0006589396225627,3.0,0.06564416063730426,0.005294085809338982,Feynman33,omega,0.005294085809338982,0.0,0.06564416063730426,0.10824279475464602
1.0,1.0,1.0,1.0,1.0011051625528014,3.0,0.0657760194740751,-0.1724582265898366,Feynman33,omega,-0.1724582265898366,0.0,0.0657760194740751,0.10825591802774415
1.0,1.0,1.0,1.0,1.0014144500675501,3.0,0.06586754338606807,0.46995743218485997,Feynman33,omega,0.46995743218485997,0.0,0.06586754338606807,0.10826501594829752
1.0,1.0,1.0,1.0,1.001491069536267,3.0,0.06589023290634524,0.26317246250605586,Feynman33,omega,0.26317246250605586,0.0,0.06589023290634524,0.10826727006574957
1.0,1.0,1.0,1.0,1.0021232029424276,3.0,0.06607767694277047,0.35071252278643195,Feynman33,omega,0.35071252278643195,0.0,0.06607767694277047,0.1082858728899852
1.0,1.0,1.0,1.0,1.0029434768707959,3.0,0.06632157208190341,0.08277098814502917,Feynman33,omega,0.08277098814502917,0.0,0.06632157208190341,0.10831003214651272
1.0,1.0,1.0,1.0,1.0029451954612036,3.0,0.0663220838636838,-0.268653507207392,Feynman33,omega,-0.268653507207392,0.0,0.0663220838636838,0.10831008279214535
1.0,1.0,1.0,1.0,1.0042005642385172,3.0,0.06669680304590697,-0.18294401260632648,Feynman33,omega,-0.18294401260632648,0.0,0.06669680304590697,0.10834711778877809
1.0,1.0,1.0,1.0,1.004560052367954,3.0,0.0668044324578442,-0.18700052244815304,Feynman33,omega,-0.18700052244815304,0.0,0.0668044324578442,0.10835774029846898
1.0,1.0,1.0,1.0,1.005008110892371,3.0,0.06693878228587331,0.027589481515030677,Feynman33,omega,0.027589481515030677,0.0,0.06693878228587331,0.10837099254409407
1.0,1.0,1.0,1.0,1.0050481478913103,3.0,0.06695079829465961,0.13376421769375646,Feynman33,omega,0.13376421769375646,0.0,0.06695079829465961,0.10837217744079256
1.0,1.0,1.0,1.0,1.005255936882394,3.0,0.06701318937545626,-0.39090909871260293,Feynman33,omega,-0.39090909871260293,0.0,0.06701318937545626,0.1083783289544854
1.0,1.0,1.0,1.0,1.0056767651271437,3.0,0.06713969658800227,-0.3842823254430746,Feynman33,omega,-0.3842823254430746,0.0,0.06713969658800227,0.10839079808108881
1.0,1.0,1.0,1.0,1.0072220665063782,3.0,0.06760594772465042,0.031912040954636144,Feynman33,omega,0.031912040954636144,0.0,0.06760594772465042,0.108436724488124
1.0,1.0,1.0,1.0,1.0078190631918158,3.0,0.06778679669622767,0.11542665497444415,Feynman33,omega,0.11542665497444415,0.0,0.06778679669622767,0.10845453410755754
1.0,1.0,1.0,1.0,1.00787551785817,3.0,0.06780391945656809,0.19774173045732235,Feynman33,omega,0.19774173045732235,0.0,0.06780391945656809,0.1084562203976818
1.0,1.0,1.0,1.0,1.0086854044988054,3.0,0.06804995660466172,-0.13653200794152986,Feynman33,omega,-0.13653200794152986,0.0,0.06804995660466172,0.10848045471980755
1.0,1.0,1.0,1.0,1.0090726058751258,3.0,0.06816784837433898,-0.17887433336607955,Feynman33,omega,-0.17887433336607955,0.0,0.06816784837433898,0.10849207096683394
1.0,1.0,1.0,1.0,1.00910059393675,3.0,0.06817637654391219,-0.11763375529469768,Feynman33,omega,-0.11763375529469768,0.0,0.06817637654391219,0.10849291141107606
1.0,1.0,1.0,1.0,1.0092000165142239,3.0,0.06820667854179703,0.20784436865447298,Feynman33,omega,0.20784436865447298,0.0,0.06820667854179703,0.10849589781369687
1.0,1.0,1.0,1.0,1.009326402235073,3.0,0.06824521459347374,0.04675713951139103,Feynman33,omega,0.04675713951139103,0.0,0.06824521459347374,0.1084996961103557
1.0,1.0,1.0,1.0,1.009844583005485,3.0,0.0684034023056522,0.15903092367583155,Feynman33,omega,0.15903092367583155,0.0,0.0684034023056522,0.10851529301631493
1.0,1.0,1.0,1.0,1.0103564441360504,3.0,0.06855996125527722,-0.23653579811487738,Feynman33,omega,-0.23653579811487738,0.0,0.06855996125527722,0.10853073898715898
1.0,1.0,1.0,1.0,1.0107703477580048,3.0,0.06868677741388135,0.017374852340238778,Feynman33,omega,0.017374852340238778,0.0,0.06868677741388135,0.10854325892753514
1.0,1.0,1.0,1.0,1.0109675631211659,3.0,0.06874727120952358,0.18309188005704385,Feynman33,omega,0.18309188005704385,0.0,0.06874727120952358,0.10854923414546219
1.0,1.0,1.0,1.0,1.011079755777566,3.0,0.06878170501152157,0.08597571306742716,Feynman33,omega,0.08597571306742716,0.0,0.06878170501152157,0.10855263622559994
1.0,1.0,1.0,1.0,1.011826123229115,3.0,0.06901114453906249,0.021204970750799308,Feynman33,omega,0.021204970750799308,0.0,0.06901114453906249,0.1085753235098118
1.0,1.0,1.0,1.0,1.011877943330687,3.0,0.06902709817091968,0.19154652349382395,Feynman33,omega,0.19154652349382395,0.0,0.06902709817091968,0.10857690231244965
1.0,1.0,1.0,1.0,1.0121344998826372,3.0,0.06910612852461646,0.06769948445957241,Feynman33,omega,0.06769948445957241,0.0,0.06910612852461646,0.1085847259733973
1.0,1.0,1.0,1.0,1.0122333982529874,3.0,0.06913661361578403,-0.16087693976167355,Feynman33,omega,-0.16087693976167355,0.0,0.06913661361578403,0.1085877450822964
1.0,1.0,1.0,1.0,1.0123218694693965,3.0,0.06916389409092091,0.38112912635335816,Feynman33,omega,0.38112912635335816,0.0,0.06916389409092091,0.10859044741206464
1.0,1.0,1.0,1.0,1.0133536543705115,3.0,0.06948271396061545,-0.3317260433092537,Feynman33,omega,-0.3317260433092537,0.0,0.06948271396061545,0.10862207357006962
1.0,1.0,1.0,1.0,1.0134075669062759,3.0,0.06949940654527012,0.14194882269583295,Feynman33,omega,0.14194882269583295,0.0,0.06949940654527012,0.10862373186351315
1.0,1.0,1.0,1.0,1.0139234437060316,3.0,0.0696593036080114,-0.17462624788314746,Feynman33,omega,-0.17462624788314746,0.0,0.0696593036080114,0.10863962987184186
1.0,1.0,1.0,1.0,1.013945498456377,3.0,0.06966614636891172,-0.19064997415113782,Feynman33,omega,-0.19064997415113782,0.0,0.06966614636891172,0.10864031077868674
1.0,1.0,1.0,1.0,1.0145855652375013,3.0,0.06986497992285469,0.031371531047205185,Feynman33,omega,0.031371531047205185,0.0,0.06986497992285469,0.10866011726537239
1.0,1.0,1.0,1.0,1.0146178779868982,3.0,0.0698750302797719,0.08416804294272678,Feynman33,omega,0.08416804294272678,0.0,0.0698750302797719,0.10866111952970647
1.0,1.0,1.0,1.0,1.014979423300436,3.0,0.06998756551527933,0.08623619352397385,Feynman33,omega,0.08623619352397385,0.0,0.06998756551527933,0.10867234967720751
1.0,1.0,1.0,1.0,1.0158463760448404,3.0,0.07025803209200214,-0.00802641560820222,Feynman33,omega,-0.00802641560820222,0.0,0.07025803209200214,0.1086994006733479
1.0,1.0,1.0,1.0,1.0160541782748074,3.0,0.07032299060065872,-0.27149940773553094,Feynman33,omega,-0.27149940773553094,0.0,0.07032299060065872,0.10870591101769717
1.0,1.0,1.0,1.0,1.0160647272618106,3.0,0.07032628952889773,0.32630689090834664,Feynman33,omega,0.32630689090834664,0.0,0.07032628952889773,0.1087062417911833
1.0,1.0,1.0,1.0,1.0171155677457215,3.0,0.07065556234440788,0.10340340182274835,Feynman33,omega,0.10340340182274835,0.0,0.07065556234440788,0.10873933045183015
1.0,1.0,1.0,1.0,1.0174319407534633,3.0,0.07075494750083348,-0.14743923806258308,Feynman33,omega,-0.14743923806258308,0.0,0.07075494750083348,0.10874934758334134
1.0,1.0,1.0,1.0,1.0177820643439688,3.0,0.07086507129059035,0.1872397476234005,Feynman33,omega,0.1872397476234005,0.0,0.07086507129059035,0.10876046415213919
1.0,1.0,1.0,1.0,1.018882398160804,3.0,0.07121209107819577,0.03146806911190314,Feynman33,omega,0.03146806911190314,0.0,0.07121209107819577,0.10879561805651036
1.0,1.0,1.0,1.0,1.0198460995466152,3.0,0.07151718675145739,0.28246948097161373,Feynman33,omega,0.28246948097161373,0.0,0.07151718675145739,0.10882669040211915
1.0,1.0,1.0,1.0,1.0200159160300433,3.0,0.07157106166403679,-0.05704069231837605,Feynman33,omega,-0.05704069231837605,0.0,0.07157106166403679,0.10883219427821333
1.0,1.0,1.0,1.0,1.0203637844645694,3.0,0.07168153025807687,0.11367239688910896,Feynman33,omega,0.11367239688910896,0.0,0.07168153025807687,0.10884349631472534
1.0,1.0,1.0,1.0,1.0208602215951244,3.0,0.0718394251726546,0.3609341979572884,Feynman33,omega,0.3609341979572884,0.0,0.0718394251726546,0.10885969002680976
