m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0004978010439909,0.08334716171354517,0.08345837572717682,Feynman5,z2,0.08345837572717682,0.0,0.08334716171354517,0.0834743248370343
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0007887068346868,0.08335524329571184,0.08671997096183488,Feynman5,z2,0.08671997096183488,0.0,0.08335524329571184,0.08348176180392212
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0017290293247196,0.08338136883794052,0.0814402209058101,Feynman5,z2,0.0814402209058101,0.0,0.08338136883794052,0.08350580772852359
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.001936785954987,0.08338714161516653,0.08478887418796424,Feynman5,z2,0.08478887418796424,0.0,0.08338714161516653,0.08351112186201935
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0029831603708412,0.08341621945827106,0.08918681447285086,Feynman5,z2,0.08918681447285086,0.0,0.08341621945827106,0.08353789429864408
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0033080134353884,0.08342524787038885,0.08294056758336692,Feynman5,z2,0.08294056758336692,0.0,0.08342524787038885,0.08354620853507634
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0033101857050437,0.08342530824438123,0.08151645877450503,Feynman5,z2,0.08151645877450503,0.0,0.08342530824438123,0.0835462641358996
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.00370698689156,0.08343633692229739,0.08859953150710126,Feynman5,z2,0.08859953150710126,0.0,0.08343633692229739,0.08355642146629576
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0039352600824978,0.08344268186703756,0.08148236135944478,Feynman5,z2,0.08148236135944478,0.0,0.08344268186703756,0.0835622656359353
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.004512272775862,0.0834587212327333,0.08063587414236965,Feynman5,z2,0.08063587414236965,0.0,0.0834587212327333,0.08357704079564116
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0050480691994308,0.08347361626721589,0.0859246348930559,Feynman5,z2,0.0859246348930559,0.0,0.08347361626721589,0.08359076400233453
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0051752741539772,0.0834771527330627,0.08201074301950029,Feynman5,z2,0.08201074301950029,0.0,0.0834771527330627,0.08359402255474077
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.005837935565237,0.08349557679461939,0.08528451608258719,Feynman5,z2,0.08528451608258719,0.0,0.08349557679461939,0.08361100067570247
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0060369212182163,0.08350110961100801,0.083239359828713,Feynman5,z2,0.083239359828713,0.0,0.08350110961100801,0.0836160998979966
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0061093197691369,0.08350312270503779,0.08128956939638994,Feynman5,z2,0.08128956939638994,0.0,0.08350312270503779,0.08361795530236281
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0062299249755262,0.08350647627317989,0.0853849497746435,Feynman5,z2,0.0853849497746435,0.0,0.08350647627317989,0.08362104626399373
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.007172086700061,0.08353267646405058,0.08514382961967747,Feynman5,z2,0.08514382961967747,0.0,0.08353267646405058,0.08364519846971395
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.007214971364987,0.08353386912262796,0.0826197742964957,Feynman5,z2,0.0826197742964957,0.0,0.08353386912262796,0.08364629805647261
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0072468952429285,0.08353475695795438,0.08552240438252953,Feynman5,z2,0.08552240438252953,0.0,0.08353475695795438,0.0836471166162867
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0073404472605807,0.08353735876093839,0.08422863259367504,Feynman5,z2,0.08422863259367504,0.0,0.08353735876093839,0.0836495154501795
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0085631332651945,0.08357136691245656,0.08052776182048176,Feynman5,z2,0.08052776182048176,0.0,0.08357136691245656,0.08368087647718082
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0086212292654633,0.0835729829812595,0.08730582437439771,Feynman5,z2,0.08730582437439771,0.0,0.0835729829812595,0.08368236702645651
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0088813635561578,0.08358021938045304,0.08517003944458118,Feynman5,z2,0.08517003944458118,0.0,0.08358021938045304,0.083689041679391
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0093317461816542,0.0835927488231437,0.08562404303522203,Feynman5,z2,0.08562404303522203,0.0,0.0835927488231437,0.08370059965719602
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0096197433721317,0.08360076125888215,0.08433705800824016,Feynman5,z2,0.08433705800824016,0.0,0.08360076125888215,0.08370799162895991
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.010684723746924,0.0836303935904941,0.07967929082611276,Feynman5,z2,0.07967929082611276,0.0,0.0836303935904941,0.08373533456496808
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0108145198155578,0.08363400542648035,0.08297799103941103,Feynman5,z2,0.08297799103941103,0.0,0.08363400542648035,0.08373866791644101
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0114801014588233,0.08365252776911175,0.0854310068523077,Feynman5,z2,0.0854310068523077,0.0,0.08365252776911175,0.08375576405716553
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0119025440655627,0.08366428488203304,0.08560615706838116,Feynman5,z2,0.08560615706838116,0.0,0.08366428488203304,0.08376661756122261
1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0119449614024734,0.08366546545481326,0.08175572236641414,Feynman5,z2,0.08175572236641414,0.0,0.08366546545481326,0.08376770747141274
