lambd,d,n,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,2.0,1.0007857999299348,0.5231455093133078,0.5217783167356396,Feynman31,n,0.5217783167356396,0.0,0.5231455093133078,0.47134436709149036
1.0,2.0,1.0008176855081885,0.5231271345535069,0.4949644425650136,Feynman31,n,0.4949644425650136,0.0,0.5231271345535069,0.4713359282575245
1.0,2.0,1.0016601755910872,0.5226421254630671,0.5529431654627327,Feynman31,n,0.5529431654627327,0.0,0.5226421254630671,0.47111300366310666
1.0,2.0,1.0018480404668697,0.522534104117022,0.5364769632591312,Feynman31,n,0.5364769632591312,0.0,0.522534104117022,0.4710633070417037
1.0,2.0,1.0020238435809734,0.5224330609932737,0.5420746387398601,Feynman31,n,0.5420746387398601,0.0,0.5224330609932737,0.4710168053946551
1.0,2.0,1.0031012311186318,0.5218147324053901,0.451375827226986,Feynman31,n,0.451375827226986,0.0,0.5218147324053901,0.4707319151474328
1.0,2.0,1.0115409701806297,0.5170240467398937,0.4472195116452983,Feynman31,n,0.4472195116452983,0.0,0.5170240467398937,0.4685055303622013
1.0,2.0,1.0124095662203936,0.5165362698391351,0.45325041277666706,Feynman31,n,0.45325041277666706,0.0,0.5165362698391351,0.46827693058261893
1.0,2.0,1.01548089298405,0.5148192731736779,0.5136649101064207,Feynman31,n,0.5136649101064207,0.0,0.5148192731736779,0.4674694076882138
1.0,2.0,1.017439799721155,0.5137304436782276,0.505297072220738,Feynman31,n,0.505297072220738,0.0,0.5137304436782276,0.46695501553802693
1.0,2.0,1.0195433950845176,0.5125665900654547,0.5388586512988475,Feynman31,n,0.5388586512988475,0.0,0.5125665900654547,0.4664031925829169
1.0,2.0,1.0212151778181537,0.5116456048752749,0.5220058918381383,Feynman31,n,0.5220058918381383,0.0,0.5116456048752749,0.46596506007098576
1.0,2.0,1.021958580862584,0.5112371844922473,0.5169133273060859,Feynman31,n,0.5169133273060859,0.0,0.5112371844922473,0.4657703509179006
1.0,2.0,1.0249201378294002,0.5096169290352138,0.5321888592970881,Feynman31,n,0.5321888592970881,0.0,0.5096169290352138,0.4649953939200207
1.0,2.0,1.02556642617923,0.509264785559265,0.5072728748116061,Feynman31,n,0.5072728748116061,0.0,0.509264785559265,0.46482643166140797
1.0,2.0,1.026384194059378,0.5088199425111051,0.5243902072272663,Feynman31,n,0.5243902072272663,0.0,0.5088199425111051,0.4646127174286297
1.0,2.0,1.027291668262729,0.5083272595747965,0.5081055219057398,Feynman31,n,0.5081055219057398,0.0,0.5083272595747965,0.46437566242566014
1.0,2.0,1.02828649688071,0.5077883045625684,0.5614765289769489,Feynman31,n,0.5614765289769489,0.0,0.5077883045625684,0.46411591267006763
1.0,2.0,1.0286072959942714,0.5076147662165864,0.48771657874989877,Feynman31,n,0.48771657874989877,0.0,0.5076147662165864,0.46403217976074324
1.0,2.0,1.0314229511207684,0.5060969645993563,0.4995229805507589,Feynman31,n,0.4995229805507589,0.0,0.5060969645993563,0.463297835920955
1.0,2.0,1.0319272303297566,0.5058261377751186,0.5194186301543032,Feynman31,n,0.5194186301543032,0.0,0.5058261377751186,0.463166426112196
1.0,2.0,1.0372612190060355,0.5029800572805296,0.5443738993321706,Feynman31,n,0.5443738993321706,0.0,0.5029800572805296,0.46177848929001236
1.0,2.0,1.04148588399064,0.5007496904911465,0.4709004113659789,Feynman31,n,0.4709004113659789,0.0,0.5007496904911465,0.4606818536501583
1.0,2.0,1.0414917172350187,0.5007466252782434,0.5452855374165082,Feynman31,n,0.5452855374165082,0.0,0.5007466252782434,0.4606803410776768
1.0,2.0,1.0416683154972608,0.5006538463302158,0.45652051681379896,Feynman31,n,0.45652051681379896,0.0,0.5006538463302158,0.46063455088825883
1.0,2.0,1.0435727651102709,0.49965560384482643,0.5001554735087578,Feynman31,n,0.5001554735087578,0.0,0.49965560384482643,0.46014100543128983
1.0,2.0,1.0451072940479422,0.4988543006253107,0.46184872609419414,Feynman31,n,0.46184872609419414,0.0,0.4988543006253107,0.4597436718553785
1.0,2.0,1.0455253326988858,0.49863647659053717,0.5306944986590069,Feynman31,n,0.5306944986590069,0.0,0.49863647659053717,0.45963548307734264
1.0,2.0,1.05174701859733,0.49541806465789284,0.5246384272968462,Feynman31,n,0.5246384272968462,0.0,0.49541806465789284,0.45802800713048747
1.0,2.0,1.0526797035903637,0.494939355059772,0.4981235529857917,Feynman31,n,0.4981235529857917,0.0,0.494939355059772,0.45778746862458114
1.0,2.0,1.0543254358457808,0.49409703306049646,0.5283885219081896,Feynman31,n,0.5283885219081896,0.0,0.49409703306049646,0.4573633131191888
1.0,2.0,1.0567295935584151,0.49287193023672987,0.5155902511687771,Feynman31,n,0.5155902511687771,0.0,0.49287193023672987,0.45674432387662073
1.0,2.0,1.062202768836142,0.49010657233173033,0.5016483183961039,Feynman31,n,0.5016483183961039,0.0,0.49010657233173033,0.4553379790612487
1.0,2.0,1.06587483080397,0.48826941621728676,0.4508029332755997,Feynman31,n,0.4508029332755997,0.0,0.48826941621728676,0.45439662300329836
1.0,2.0,1.071370908360608,0.4855465212830433,0.46469095500359353,Feynman31,n,0.46469095500359353,0.0,0.4855465212830433,0.45299094901475506
1.0,2.0,1.072620574360553,0.4849318413729284,0.5361665202898519,Feynman31,n,0.5361665202898519,0.0,0.4849318413729284,0.4526718833079931
1.0,2.0,1.0734653717176736,0.48451722959166416,0.5180371110334753,Feynman31,n,0.5180371110334753,0.0,0.48451722959166416,0.4524563039785297
1.0,2.0,1.0757565939177245,0.483396468591418,0.43404923811154694,Feynman31,n,0.43404923811154694,0.0,0.483396468591418,0.45187208602663326
1.0,2.0,1.0764071761587601,0.48307922311096807,0.4408268812654413,Feynman31,n,0.4408268812654413,0.0,0.48307922311096807,0.45170632426727103
1.0,2.0,1.0804975373596104,0.4810945760575529,0.45496504617479516,Feynman31,n,0.45496504617479516,0.0,0.4810945760575529,0.4506654004119289
1.0,2.0,1.0809035232609663,0.48089852251151866,0.4424209248611394,Feynman31,n,0.4424209248611394,0.0,0.48089852251151866,0.4505622026876073
1.0,2.0,1.081177280647326,0.48076641750263827,0.4632353468686349,Feynman31,n,0.4632353468686349,0.0,0.48076641750263827,0.4504926282525195
1.0,2.0,1.081832024138726,0.48045077097045075,0.5290987218253016,Feynman31,n,0.5290987218253016,0.0,0.48045077097045075,0.4503262670187885
1.0,2.0,1.0835550582707913,0.4796221800046696,0.492843099098636,Feynman31,n,0.492843099098636,0.0,0.4796221800046696,0.4498887335746536
1.0,2.0,1.0867737049450459,0.4780823493024016,0.5319156977628247,Feynman31,n,0.5319156977628247,0.0,0.4780823493024016,0.4490724469855257
1.0,2.0,1.0885678963975973,0.4772284740410919,0.4866318150941747,Feynman31,n,0.4866318150941747,0.0,0.4772284740410919,0.448618001448232
1.0,2.0,1.090643198756862,0.47624478656217806,0.47953194827027973,Feynman31,n,0.47953194827027973,0.0,0.47624478656217806,0.4480928739071222
1.0,2.0,1.0931058431595932,0.4750829889412841,0.46809724389251267,Feynman31,n,0.46809724389251267,0.0,0.4750829889412841,0.44747045756287257
1.0,2.0,1.0968016730819987,0.4733504930672198,0.4908434714887681,Feynman31,n,0.4908434714887681,0.0,0.4733504930672198,0.4465378334470534
1.0,2.0,1.0972545681896886,0.4731390973312583,0.4959177296654439,Feynman31,n,0.4959177296654439,0.0,0.4731390973312583,0.4464236690351631
1.0,2.0,1.0992818400266353,0.4721952510144197,0.48348614540044665,Feynman31,n,0.48348614540044665,0.0,0.4721952510144197,0.44591296523219676
1.0,2.0,1.100040423021872,0.47184308507032513,0.40433518077808406,Feynman31,n,0.40433518077808406,0.0,0.47184308507032513,0.4457220018686035
1.0,2.0,1.1011893833565431,0.47131073375801846,0.42159520033432557,Feynman31,n,0.42159520033432557,0.0,0.47131073375801846,0.4454329075456945
1.0,2.0,1.105208003429921,0.469458604608143,0.49137656110576317,Feynman31,n,0.49137656110576317,0.0,0.469458604608143,0.4444231065812195
1.0,2.0,1.107600389713936,0.46836318715526654,0.42357442268648904,Feynman31,n,0.42357442268648904,0.0,0.46836318715526654,0.443822935152888
1.0,2.0,1.1106152398154627,0.4669903362570421,0.49572049151345654,Feynman31,n,0.49572049151345654,0.0,0.4669903362570421,0.4430676578947517
1.0,2.0,1.1111276740861493,0.46675782765007856,0.46484508756859916,Feynman31,n,0.46484508756859916,0.0,0.46675782765007856,0.4429393997270173
