m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0,3.0,1.0,3.0,1.000011636993718,3.0,1.0,0.0833336565834723,0.08402871655760671,Feynman5,y2,0.08402871655760671,0.0,0.0833336565834723,0.0822435260875646
1.0,1.0,1.0,3.0,1.0,3.0,1.0000523871067593,3.0,1.0,0.08333478853709589,0.07856080844694398,Feynman5,y2,0.07856080844694398,0.0,0.08333478853709589,0.08224483299457526
1.0,1.0,1.0,3.0,1.0,3.0,1.000225744243995,3.0,1.0,0.08333960412472392,0.08296517467845885,Feynman5,y2,0.08296517467845885,0.0,0.08333960412472392,0.08225039277444549
1.0,1.0,1.0,3.0,1.0,3.0,1.0026147383951236,3.0,1.0,0.08340598075385727,0.08130385365162027,Feynman5,y2,0.08130385365162027,0.0,0.08340598075385727,0.08232701080095654
1.0,1.0,1.0,3.0,1.0,3.0,1.003304284099416,3.0,1.0,0.08342514422082993,0.08203490796581657,Feynman5,y2,0.08203490796581657,0.0,0.08342514422082993,0.0823491253932924
1.0,1.0,1.0,3.0,1.0,3.0,1.0041925808241456,3.0,1.0,0.08344983448703365,0.08319917901467686,Feynman5,y2,0.08319917901467686,0.0,0.08344983448703365,0.08237761417938805
1.0,1.0,1.0,3.0,1.0,3.0,1.0042447874030014,3.0,1.0,0.08345128568511075,0.08340082555208621,Feynman5,y2,0.08340082555208621,0.0,0.08345128568511075,0.08237928850962294
1.0,1.0,1.0,3.0,1.0,3.0,1.004757814252348,3.0,1.0,0.08346554707376581,0.08760296268061743,Feynman5,y2,0.08760296268061743,0.0,0.08346554707376581,0.08239574192193348
1.0,1.0,1.0,3.0,1.0,3.0,1.0050286610660695,3.0,1.0,0.0834730767019787,0.07995943991813008,Feynman5,y2,0.07995943991813008,0.0,0.0834730767019787,0.08240442831782042
1.0,1.0,1.0,3.0,1.0,3.0,1.0059756938738726,3.0,1.0,0.0834994071591591,0.0810893122274269,Feynman5,y2,0.0810893122274269,0.0,0.0834994071591591,0.08243480084395856
1.0,1.0,1.0,3.0,1.0,3.0,1.0061508808529744,3.0,1.0,0.08350427835183867,0.08191046918276075,Feynman5,y2,0.08191046918276075,0.0,0.08350427835183867,0.08244041930942603
1.0,1.0,1.0,3.0,1.0,3.0,1.0061892046794334,3.0,1.0,0.08350534399051424,0.08747353693602185,Feynman5,y2,0.08747353693602185,0.0,0.08350534399051424,0.08244164840246053
1.0,1.0,1.0,3.0,1.0,3.0,1.006898345064626,3.0,1.0,0.08352506367684959,0.07918173878217893,Feynman5,y2,0.07918173878217893,0.0,0.08352506367684959,0.08246439142139131
1.0,1.0,1.0,3.0,1.0,3.0,1.0076939199588906,3.0,1.0,0.08354718965556507,0.08496238025041787,Feynman5,y2,0.08496238025041787,0.0,0.08354718965556507,0.08248990650327771
1.0,1.0,1.0,3.0,1.0,3.0,1.009073118408287,3.0,1.0,0.08358555380176362,0.08127759858700181,Feynman5,y2,0.08127759858700181,0.0,0.08358555380176362,0.08253413912292644
1.0,1.0,1.0,3.0,1.0,3.0,1.0104330334304468,3.0,1.0,0.08362339002001891,0.0854097403196227,Feynman5,y2,0.0854097403196227,0.0,0.08362339002001891,0.08257775329944902
1.0,1.0,1.0,3.0,1.0,3.0,1.0108724735688928,3.0,1.0,0.08363561813056274,0.08125834026656333,Feynman5,y2,0.08125834026656333,0.0,0.08363561813056274,0.08259184669470093
1.0,1.0,1.0,3.0,1.0,3.0,1.011533822479819,3.0,1.0,0.08365402284840975,0.07785937176972464,Feynman5,y2,0.07785937176972464,0.0,0.08365402284840975,0.08261305698213105
1.0,1.0,1.0,3.0,1.0,3.0,1.011919226583304,3.0,1.0,0.08366474919419045,0.08781825905869337,Feynman5,y2,0.08781825905869337,0.0,0.08366474919419045,0.0826254173742222
1.0,1.0,1.0,3.0,1.0,3.0,1.0119195154248675,3.0,1.0,0.08366475723331478,0.08664775499123029,Feynman5,y2,0.08664775499123029,0.0,0.08366475723331478,0.08262542663773285
1.0,1.0,1.0,3.0,1.0,3.0,1.0122698414553284,3.0,1.0,0.08367450788902786,0.08167855878266783,Feynman5,y2,0.08167855878266783,0.0,0.08367450788902786,0.0826366620321427
