epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0,1.0,1.0,1.0,1.0,3.0006653778322554,0.06538456526583748,0.06194858370898644,Feynman33,omega_0,0.06194858370898644,0.0,0.06538456526583748,0.06025590877997626
1.0,1.0,1.0,1.0,1.0,3.00069590540324,0.06538157213526616,0.06601147103225982,Feynman33,omega_0,0.06601147103225982,0.0,0.06538157213526616,0.06025388440262448
1.0,1.0,1.0,1.0,1.0,3.0011973096275417,0.06533243610007385,0.06171186985230768,Feynman33,omega_0,0.06171186985230768,0.0,0.06533243610007385,0.06022064358815689
1.0,1.0,1.0,1.0,1.0,3.001462912019932,0.06530642701837974,0.07433178998154705,Feynman33,omega_0,0.07433178998154705,0.0,0.06530642701837974,0.06020304211569845
1.0,1.0,1.0,1.0,1.0,3.00171429704059,0.06528182235674178,0.060383498728686265,Feynman33,omega_0,0.060383498728686265,0.0,0.06528182235674178,0.060186387137480465
1.0,1.0,1.0,1.0,1.0,3.0029064522395807,0.0651652996368456,0.06238230090232508,Feynman33,omega_0,0.06238230090232508,0.0,0.0651652996368456,0.06010746047909905
1.0,1.0,1.0,1.0,1.0,3.0031814415962694,0.06513845956511968,0.06868418114145074,Feynman33,omega_0,0.06868418114145074,0.0,0.06513845956511968,0.060089268172023404
1.0,1.0,1.0,1.0,1.0,3.003612097667098,0.0650964541686644,0.05995429370168637,Feynman33,omega_0,0.05995429370168637,0.0,0.0650964541686644,0.060060787581386756
1.0,1.0,1.0,1.0,1.0,3.0067294600152863,0.06479342208414905,0.06259802580535245,Feynman33,omega_0,0.06259802580535245,0.0,0.06479342208414905,0.05985499311467662
1.0,1.0,1.0,1.0,1.0,3.008925802332379,0.06458100199851552,0.061527272591047455,Feynman33,omega_0,0.061527272591047455,0.0,0.06458100199851552,0.05971038629536942
1.0,1.0,1.0,1.0,1.0,3.008999235565904,0.06457391525784256,0.06987753977526694,Feynman33,omega_0,0.06987753977526694,0.0,0.06457391525784256,0.05970555697074623
1.0,1.0,1.0,1.0,1.0,3.009539282624355,0.06452182803697057,0.06830296155639216,Feynman33,omega_0,0.06830296155639216,0.0,0.06452182803697057,0.05967005180625407
1.0,1.0,1.0,1.0,1.0,3.0103679751269867,0.06444200546719221,0.0671156699116224,Feynman33,omega_0,0.0671156699116224,0.0,0.06444200546719221,0.05961560722222763
1.0,1.0,1.0,1.0,1.0,3.0109227099067777,0.06438864195272608,0.06092865808499335,Feynman33,omega_0,0.06092865808499335,0.0,0.06438864195272608,0.05957918682287317
1.0,1.0,1.0,1.0,1.0,3.011128645058176,0.06436884609279246,0.06196647887597763,Feynman33,omega_0,0.06196647887597763,0.0,0.06436884609279246,0.05956567158443805
1.0,1.0,1.0,1.0,1.0,3.0114941274631315,0.06433373262792,0.059986030300891384,Feynman33,omega_0,0.059986030300891384,0.0,0.06433373262792,0.059541692371474005
1.0,1.0,1.0,1.0,1.0,3.012503747499184,0.0642368611805565,0.06526686880310274,Feynman33,omega_0,0.06526686880310274,0.0,0.0642368611805565,0.05947549723692034
1.0,1.0,1.0,1.0,1.0,3.0142068286776644,0.0640738751284336,0.05693675077794916,Feynman33,omega_0,0.05693675077794916,0.0,0.0640738751284336,0.05936398804675595
1.0,1.0,1.0,1.0,1.0,3.0196287596352036,0.06355849817452526,0.06506893118964678,Feynman33,omega_0,0.06506893118964678,0.0,0.06355849817452526,0.059010259131349815
1.0,1.0,1.0,1.0,1.0,3.0200861237915504,0.06351526639887387,0.05886420217407384,Feynman33,omega_0,0.05886420217407384,0.0,0.06351526639887387,0.05898050892950385
1.0,1.0,1.0,1.0,1.0,3.021145009931087,0.06341532056926377,0.06330372900618018,Feynman33,omega_0,0.06330372900618018,0.0,0.06341532056926377,0.05891168421042001
1.0,1.0,1.0,1.0,1.0,3.0227145567910356,0.06326754392797944,0.06454639556403774,Feynman33,omega_0,0.06454639556403774,0.0,0.06326754392797944,0.0588098033534617
1.0,1.0,1.0,1.0,1.0,3.023425873549561,0.06320071658251739,0.06473492905788666,Feynman33,omega_0,0.06473492905788666,0.0,0.06320071658251739,0.05876368429773662
1.0,1.0,1.0,1.0,1.0,3.02425265485613,0.06312315474641078,0.056231307439347726,Feynman33,omega_0,0.056231307439347726,0.0,0.06312315474641078,0.05871012066063811
1.0,1.0,1.0,1.0,1.0,3.0243587260055076,0.06311321282360086,0.06401745111537373,Feynman33,omega_0,0.06401745111537373,0.0,0.06311321282360086,0.05870325200656389
1.0,1.0,1.0,1.0,1.0,3.0252445039743945,0.06303026794758795,0.06399590943264304,Feynman33,omega_0,0.06399590943264304,0.0,0.06303026794758795,0.05864592210491527
1.0,1.0,1.0,1.0,1.0,3.025301450603101,0.06302494018983028,0.07299453750340107,Feynman33,omega_0,0.07299453750340107,0.0,0.06302494018983028,0.05864223812691218
1.0,1.0,1.0,1.0,1.0,3.0255770367568298,0.06299916529235025,0.05639583338957869,Feynman33,omega_0,0.05639583338957869,0.0,0.06299916529235025,0.05862441297383227
1.0,1.0,1.0,1.0,1.0,3.026310892192482,0.06293059522506597,0.06839059359737448,Feynman33,omega_0,0.06839059359737448,0.0,0.06293059522506597,0.058576970825794335
1.0,1.0,1.0,1.0,1.0,3.0266290882508473,0.062900893214636,0.06368872615765446,Feynman33,omega_0,0.06368872615765446,0.0,0.062900893214636,0.0585564111085772
1.0,1.0,1.0,1.0,1.0,3.0279875946238244,0.06277428466951372,0.059809244037094964,Feynman33,omega_0,0.059809244037094964,0.0,0.06277428466951372,0.05846870800049577
1.0,1.0,1.0,1.0,1.0,3.029375031159423,0.06264531570001206,0.05671742275380705,Feynman33,omega_0,0.05671742275380705,0.0,0.06264531570001206,0.05837926184214299
1.0,1.0,1.0,1.0,1.0,3.0327939987975023,0.06232894746838912,0.0624321252935428,Feynman33,omega_0,0.0624321252935428,0.0,0.06232894746838912,0.05815938265734121
1.0,1.0,1.0,1.0,1.0,3.033693150430577,0.06224608510598019,0.06018995977016877,Feynman33,omega_0,0.06018995977016877,0.0,0.06224608510598019,0.05810168356657555
1.0,1.0,1.0,1.0,1.0,3.037317108843785,0.06191353774981034,0.06118697256857343,Feynman33,omega_0,0.06118697256857343,0.0,0.06191353774981034,0.05786966646601799
1.0,1.0,1.0,1.0,1.0,3.038206336052821,0.06183228597597291,0.06961042219262176,Feynman33,omega_0,0.06961042219262176,0.0,0.06183228597597291,0.05781286610384146
1.0,1.0,1.0,1.0,1.0,3.0407936792947217,0.06159664470887841,0.06098771265202461,Feynman33,omega_0,0.06098771265202461,0.0,0.06159664470887841,0.05764788938295466
1.0,1.0,1.0,1.0,1.0,3.0410901410385516,0.06156971785356648,0.05143169907097856,Feynman33,omega_0,0.05143169907097856,0.0,0.06156971785356648,0.057629013896437015
1.0,1.0,1.0,1.0,1.0,3.0412034718364573,0.06155942828122404,0.060038904888926,Feynman33,omega_0,0.060038904888926,0.0,0.06155942828122404,0.0576217997227935
1.0,1.0,1.0,1.0,1.0,3.0418265707661485,0.06150289485968042,0.06103652238546232,Feynman33,omega_0,0.06103652238546232,0.0,0.06150289485968042,0.057582150711169115
