mom,Bx,By,Bz,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0039330792988923,1.0,1.0,1.0,1.7388631007447561,2.03373499005367,Feynman91,mom,2.03373499005367,0.0,1.7388631007447561,1.6959662069221608
1.0039664315574974,1.0,1.0,1.0,1.7389208685512072,2.2456994266202717,Feynman91,mom,2.2456994266202717,0.0,1.7389208685512072,1.696023188558731
1.0070657392932718,1.0,1.0,1.0,1.7442890270178597,1.8328996049652342,Feynman91,mom,1.8328996049652342,0.0,1.7442890270178597,1.7013183783377495
1.0081385869288653,1.0,1.0,1.0,1.7461472536314877,2.1215255208385315,Feynman91,mom,2.1215255208385315,0.0,1.7461472536314877,1.703151386660856
1.010943723676848,1.0,1.0,1.0,1.7510058930011723,2.3419296290197487,Feynman91,mom,2.3419296290197487,0.0,1.7510058930011723,1.7079441870918268
1.0137436982790855,1.0,1.0,1.0,1.7558555912721503,1.5138949716466548,Feynman91,mom,1.5138949716466548,0.0,1.7558555912721503,1.712728310122561
1.015790507583251,1.0,1.0,1.0,1.7594007689803695,1.4628491118295985,Feynman91,mom,1.4628491118295985,0.0,1.7594007689803695,1.7162256421601814
1.0206200941314734,1.0,1.0,1.0,1.767765858261442,2.7712932900544223,Feynman91,mom,2.7712932900544223,0.0,1.767765858261442,1.7244781408333736
1.0217995592950881,1.0,1.0,1.0,1.7698087518505803,2.493094632976669,Feynman91,mom,2.493094632976669,0.0,1.7698087518505803,1.7264936032052633
1.0232181853972713,1.0,1.0,1.0,1.772265884336505,2.8054864492157088,Feynman91,mom,2.8054864492157088,0.0,1.772265884336505,1.728917776312052
1.0238872664777738,1.0,1.0,1.0,1.7734247667623184,2.730338708670187,Feynman91,mom,2.730338708670187,0.0,1.7734247667623184,1.7300611267106987
1.0260952699377657,1.0,1.0,1.0,1.777249140938312,2.8812112669211567,Feynman91,mom,2.8812112669211567,0.0,1.777249140938312,1.7338343033529016
1.0295080776680527,1.0,1.0,1.0,1.7831602973236331,1.8210482895379831,Feynman91,mom,1.8210482895379831,0.0,1.7831602973236331,1.7396665048390763
1.0297450537975164,1.0,1.0,1.0,1.783570752020045,1.0483394459168682,Feynman91,mom,1.0483394459168682,0.0,1.783570752020045,1.7400714852054093
1.0307713253414406,1.0,1.0,1.0,1.785348306476484,1.8968704866983808,Feynman91,mom,1.8968704866983808,0.0,1.785348306476484,1.7418253441516112
1.0311632485181548,1.0,1.0,1.0,1.7860271373312169,1.1490942622683602,Feynman91,mom,1.1490942622683602,0.0,1.7860271373312169,1.742495131133209
