omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise,Predicted
1.0007607913150718,1.0,1.0,1.0,1.0,0.09360854629197665,0.29298464365774823,Feynman44,omega,0.29298464365774823,0.0,0.09360854629197665,0.08989204950712379
1.0016643204410713,1.0,1.0,1.0,1.0,0.09377072868960612,-0.0610170146235465,Feynman44,omega,-0.0610170146235465,0.0,0.09377072868960612,0.09006348033234546
1.0060779402244537,1.0,1.0,1.0,1.0,0.09456480694426368,0.1074443771819769,Feynman44,omega,0.1074443771819769,0.0,0.09456480694426368,0.09090248113456555
1.006578386896369,1.0,1.0,1.0,1.0,0.09465503760231413,0.4588616147231445,Feynman44,omega,0.4588616147231445,0.0,0.09465503760231413,0.090997778782932
1.0072066428744182,1.0,1.0,1.0,1.0,0.09476836781298091,0.06046814328155836,Feynman44,omega,0.06046814328155836,0.0,0.09476836781298091,0.09111746238084094
1.0084169828333591,1.0,1.0,1.0,1.0,0.09498687347445196,0.38062836612291645,Feynman44,omega,0.38062836612291645,0.0,0.09498687347445196,0.09134818386286328
1.0107836897058586,1.0,1.0,1.0,1.0,0.0954148031419294,-0.038094943728550185,Feynman44,omega,-0.038094943728550185,0.0,0.0954148031419294,0.09179990916922692
1.0127396619541842,1.0,1.0,1.0,1.0,0.09576912799672266,0.10872913169722784,Feynman44,omega,0.10872913169722784,0.0,0.09576912799672266,0.09217380906359723
1.013152197946086,1.0,1.0,1.0,1.0,0.09584393535349549,0.231795799213317,Feynman44,omega,0.231795799213317,0.0,0.09584393535349549,0.0922527345214581
1.0164635202363739,1.0,1.0,1.0,1.0,0.09644535828427407,0.31516867443752644,Feynman44,omega,0.31516867443752644,0.0,0.09644535828427407,0.09288708033741755
1.016903488511692,1.0,1.0,1.0,1.0,0.09652539692238656,0.22041688670163637,Feynman44,omega,0.22041688670163637,0.0,0.09652539692238656,0.09297147572067822
1.0178038456145315,1.0,1.0,1.0,1.0,0.096689283270906,0.3769392147387668,Feynman44,omega,0.3769392147387668,0.0,0.096689283270906,0.09314426489264854
1.0201303010122822,1.0,1.0,1.0,1.0,0.09711333903038542,-0.2974389217488786,Feynman44,omega,-0.2974389217488786,0.0,0.09711333903038542,0.09359124488057786
1.0231142051484938,1.0,1.0,1.0,1.0,0.09765846712859741,0.1528218487663478,Feynman44,omega,0.1528218487663478,0.0,0.09765846712859741,0.09416560708013821
1.0239954109663834,1.0,1.0,1.0,1.0,0.09781971964861066,0.2807670369250036,Feynman44,omega,0.2807670369250036,0.0,0.09781971964861066,0.09433545689303943
1.0292232593993433,1.0,1.0,1.0,1.0,0.09877885438224149,-0.08618266773214989,Feynman44,omega,-0.08618266773214989,0.0,0.09877885438224149,0.09534525860307694
1.0294421353393703,1.0,1.0,1.0,1.0,0.09881910354448938,0.17438898664891544,Feynman44,omega,0.17438898664891544,0.0,0.09881910354448938,0.09538761649359492
1.0296297741456244,1.0,1.0,1.0,1.0,0.098853614433662,-0.008088734720506904,Feynman44,omega,-0.008088734720506904,0.0,0.098853614433662,0.09542393435955396
1.0318881345089403,1.0,1.0,1.0,1.0,0.09926940594498927,-0.041338457053971225,Feynman44,omega,-0.041338457053971225,0.0,0.09926940594498927,0.09586141605487274
1.0320446149962215,1.0,1.0,1.0,1.0,0.09929824527551814,0.0748258611084911,Feynman44,omega,0.0748258611084911,0.0,0.09929824527551814,0.09589175432184699
1.0337847005159984,1.0,1.0,1.0,1.0,0.09961919923985224,0.11888277238557199,Feynman44,omega,0.11888277238557199,0.0,0.09961919923985224,0.0962293421152004
1.0347566688996213,1.0,1.0,1.0,1.0,0.09979868091669776,0.095982406982187,Feynman44,omega,0.095982406982187,0.0,0.09979868091669776,0.09641808746201835
1.0349321220150776,1.0,1.0,1.0,1.0,0.09983109536351017,-0.07369531365191959,Feynman44,omega,-0.07369531365191959,0.0,0.09983109536351017,0.09645217202022932
1.03499227447795,1.0,1.0,1.0,1.0,0.09984220945466407,0.3221518740835173,Feynman44,omega,0.3221518740835173,0.0,0.09984220945466407,0.09646385854549833
1.035196075404805,1.0,1.0,1.0,1.0,0.09987986898279333,0.29707435069696575,Feynman44,omega,0.29707435069696575,0.0,0.09987986898279333,0.09650345696049555
1.035358797028418,1.0,1.0,1.0,1.0,0.09990994226826744,-0.03635587024610787,Feynman44,omega,-0.03635587024610787,0.0,0.09990994226826744,0.0965350776969369
1.0361729634767438,1.0,1.0,1.0,1.0,0.10006047363926328,0.016668142250481313,Feynman44,omega,0.016668142250481313,0.0,0.10006047363926328,0.09669334333425333
