mom,Bx,By,Bz,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.001035676060888,1.0,1.0,1.7326489617769316,1.8496171623745328,Feynman91,Bx,1.8496171623745328,0.0,1.7326489617769316
1.0,1.002047714011617,1.0,1.0,1.7332338622228414,2.0432154846326243,Feynman91,Bx,2.0432154846326243,0.0,1.7332338622228414
1.0,1.0040155989866846,1.0,1.0,1.7343723138382343,2.212863275612277,Feynman91,Bx,2.212863275612277,0.0,1.7343723138382343
1.0,1.0050096680360623,1.0,1.0,1.7349479625758106,2.2314101336094603,Feynman91,Bx,2.2314101336094603,0.0,1.7349479625758106
1.0,1.0054988522836,1.0,1.0,1.7352313799443684,1.7616052350559626,Feynman91,Bx,1.7616052350559626,0.0,1.7352313799443684
1.0,1.0066440002194508,1.0,1.0,1.7358951993648168,0.9508474892708718,Feynman91,Bx,0.9508474892708718,0.0,1.7358951993648168
1.0,1.0071184432548201,1.0,1.0,1.736170371462436,1.7547049632595952,Feynman91,Bx,1.7547049632595952,0.0,1.736170371462436
1.0,1.008277560352548,1.0,1.0,1.736843009229817,2.588098854217405,Feynman91,Bx,2.588098854217405,0.0,1.736843009229817
1.0,1.0086770354517456,1.0,1.0,1.7370749442231104,1.8666386468158669,Feynman91,Bx,1.8666386468158669,0.0,1.7370749442231104
1.0,1.0092574581551066,1.0,1.0,1.737412045785831,1.803694822426692,Feynman91,Bx,1.803694822426692,0.0,1.737412045785831
1.0,1.0107367415413364,1.0,1.0,1.7382717741198004,2.00482915164321,Feynman91,Bx,2.00482915164321,0.0,1.7382717741198004
1.0,1.0112793774823392,1.0,1.0,1.738587351651066,1.8248146939571697,Feynman91,Bx,1.8248146939571697,0.0,1.738587351651066
1.0,1.0117154534702797,1.0,1.0,1.738841038965487,2.73177426526715,Feynman91,Bx,2.73177426526715,0.0,1.738841038965487
1.0,1.0151883950277778,1.0,1.0,1.7408640031315128,2.0807135975675695,Feynman91,Bx,2.0807135975675695,0.0,1.7408640031315128
1.0,1.016644070020536,1.0,1.0,1.7417132844150671,1.5689742163317186,Feynman91,Bx,1.5689742163317186,0.0,1.7417132844150671
1.0,1.0170831705923251,1.0,1.0,1.741969625424662,1.7486112022803566,Feynman91,Bx,1.7486112022803566,0.0,1.741969625424662
1.0,1.0195732877750316,1.0,1.0,1.7434247013118713,1.3818273994868995,Feynman91,Bx,1.3818273994868995,0.0,1.7434247013118713
1.0,1.0228338754298276,1.0,1.0,1.7453335316571443,1.7754178909588578,Feynman91,Bx,1.7754178909588578,0.0,1.7453335316571443
1.0,1.0231563325242576,1.0,1.0,1.7455225237115932,2.183080179463122,Feynman91,Bx,2.183080179463122,0.0,1.7455225237115932
1.0,1.0246326411429525,1.0,1.0,1.7463882870929885,1.7733681585607952,Feynman91,Bx,1.7733681585607952,0.0,1.7463882870929885
1.0,1.0250792014993504,1.0,1.0,1.7466503282988688,1.5166913379865554,Feynman91,Bx,1.5166913379865554,0.0,1.7466503282988688
1.0,1.0289807751078155,1.0,1.0,1.7489429480521888,2.03162039398876,Feynman91,Bx,2.03162039398876,0.0,1.7489429480521888
1.0,1.0290258145206423,1.0,1.0,1.748969447117322,1.6824958565793229,Feynman91,Bx,1.6824958565793229,0.0,1.748969447117322
1.0,1.0337496711663712,1.0,1.0,1.7517529456623102,1.507732144947419,Feynman91,Bx,1.507732144947419,0.0,1.7517529456623102
1.0,1.0377841205146838,1.0,1.0,1.7541367907869772,1.5989248092719235,Feynman91,Bx,1.5989248092719235,0.0,1.7541367907869772
1.0,1.0405530184920928,1.0,1.0,1.755776348027563,2.1047299793291017,Feynman91,Bx,2.1047299793291017,0.0,1.755776348027563
1.0,1.0444841810535639,1.0,1.0,1.7581089853792153,2.095600661845643,Feynman91,Bx,2.095600661845643,0.0,1.7581089853792153
1.0,1.0488752224292552,1.0,1.0,1.760721225017186,1.137453662538376,Feynman91,Bx,1.137453662538376,0.0,1.760721225017186
1.0,1.0506384164701568,1.0,1.0,1.761772142520967,1.6222763657866068,Feynman91,Bx,1.6222763657866068,0.0,1.761772142520967
1.0,1.050949420880087,1.0,1.0,1.7619576286756131,1.2906929246801582,Feynman91,Bx,1.2906929246801582,0.0,1.7619576286756131
1.0,1.0525885830514903,1.0,1.0,1.76293582559614,1.918858610397159,Feynman91,Bx,1.918858610397159,0.0,1.76293582559614
1.0,1.053160366770439,1.0,1.0,1.7632772777235137,1.6586046874438232,Feynman91,Bx,1.6586046874438232,0.0,1.7632772777235137
1.0,1.0532666854793136,1.0,1.0,1.7633407812276616,1.693448434009069,Feynman91,Bx,1.693448434009069,0.0,1.7633407812276616
1.0,1.057674706028219,1.0,1.0,1.7659772885775964,1.6444811247990005,Feynman91,Bx,1.6444811247990005,0.0,1.7659772885775964
1.0,1.0603476665682,1.0,1.0,1.7675794675195304,1.500935118784901,Feynman91,Bx,1.500935118784901,0.0,1.7675794675195304
1.0,1.0637366379302429,1.0,1.0,1.769614544152239,1.6400015651404078,Feynman91,Bx,1.6400015651404078,0.0,1.769614544152239
1.0,1.0679133932074016,1.0,1.0,1.7721283856966308,1.2102101805811363,Feynman91,Bx,1.2102101805811363,0.0,1.7721283856966308
1.0,1.0750130467450192,1.0,1.0,1.7764157876668427,1.9473641922123712,Feynman91,Bx,1.9473641922123712,0.0,1.7764157876668427
1.0,1.0760600854866516,1.0,1.0,1.777049607517342,1.9175602621694545,Feynman91,Bx,1.9175602621694545,0.0,1.777049607517342
1.0,1.0774777495322616,1.0,1.0,1.777908406172013,1.8248858768749963,Feynman91,Bx,1.8248858768749963,0.0,1.777908406172013
1.0,1.0845433429244986,1.0,1.0,1.7821992769277644,2.0902951170606996,Feynman91,Bx,2.0902951170606996,0.0,1.7821992769277644
1.0,1.087035838255256,1.0,1.0,1.783717161898519,1.091180516209437,Feynman91,Bx,1.091180516209437,0.0,1.783717161898519
1.0,1.0873838579544595,1.0,1.0,1.7839292739735857,1.9759731796063629,Feynman91,Bx,1.9759731796063629,0.0,1.7839292739735857
1.0,1.0884048106725426,1.0,1.0,1.7845517733860043,1.8525905929149398,Feynman91,Bx,1.8525905929149398,0.0,1.7845517733860043
1.0,1.0934385549348113,1.0,1.0,1.7876263237651007,1.5430412282331258,Feynman91,Bx,1.5430412282331258,0.0,1.7876263237651007
1.0,1.1034239950439422,1.0,1.0,1.7937515192575402,1.004669630464186,Feynman91,Bx,1.004669630464186,0.0,1.7937515192575402
1.0,1.1082995572981948,1.0,1.0,1.7967548271000622,1.9538050211081655,Feynman91,Bx,1.9538050211081655,0.0,1.7967548271000622
1.0,1.1090098871857652,1.0,1.0,1.7971930697272855,2.218263395742355,Feynman91,Bx,2.218263395742355,0.0,1.7971930697272855
1.0,1.1091618023452465,1.0,1.0,1.7972868173393348,1.7801586205678084,Feynman91,Bx,1.7801586205678084,0.0,1.7972868173393348
1.0,1.1097453561018673,1.0,1.0,1.7976470052236786,1.4639136670719706,Feynman91,Bx,1.4639136670719706,0.0,1.7976470052236786
