lambd,d,n,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,2.0,1.000049150173596,0.523570400359426,0.5004978832209118,Feynman31,n,0.5004978832209118,0.0,0.523570400359426
1.0,2.0,1.0010225830903274,0.5230090904269498,0.5028971178779704,Feynman31,n,0.5028971178779704,0.0,0.5230090904269498
1.0,2.0,1.0010677912839623,0.5229830529950826,0.48579077010877086,Feynman31,n,0.48579077010877086,0.0,0.5229830529950826
1.0,2.0,1.00174193869768,0.5225951062879169,0.5127015419656826,Feynman31,n,0.5127015419656826,0.0,0.5225951062879169
1.0,2.0,1.0030418515328696,0.5218487709167517,0.5311732842276844,Feynman31,n,0.5311732842276844,0.0,0.5218487709167517
1.0,2.0,1.0030487526587986,0.5218448147023055,0.5756112652409147,Feynman31,n,0.5756112652409147,0.0,0.5218448147023055
1.0,2.0,1.00478667566213,0.5208505293607837,0.48313355825469534,Feynman31,n,0.48313355825469534,0.0,0.5208505293607837
1.0,2.0,1.0080051465640936,0.5190197430217813,0.5216769408833771,Feynman31,n,0.5216769408833771,0.0,0.5190197430217813
1.0,2.0,1.0134656084126763,0.5159445365701424,0.5050126662604735,Feynman31,n,0.5050126662604735,0.0,0.5159445365701424
1.0,2.0,1.0152231817117272,0.5149628809698598,0.49944631607962786,Feynman31,n,0.49944631607962786,0.0,0.5149628809698598
1.0,2.0,1.0157546595915292,0.5146668112447381,0.465149578667318,Feynman31,n,0.465149578667318,0.0,0.5146668112447381
1.0,2.0,1.018170634571793,0.5133254638156869,0.46818184683250214,Feynman31,n,0.46818184683250214,0.0,0.5133254638156869
1.0,2.0,1.0191395533672156,0.5127895913239376,0.5133366915741873,Feynman31,n,0.5133366915741873,0.0,0.5127895913239376
1.0,2.0,1.0226460352392004,0.5108601134439306,0.5252303508887176,Feynman31,n,0.5252303508887176,0.0,0.5108601134439306
1.0,2.0,1.0227242553600155,0.510817246610286,0.5136938651833184,Feynman31,n,0.5136938651833184,0.0,0.510817246610286
1.0,2.0,1.0236950853790816,0.5102858350741574,0.5477020434073905,Feynman31,n,0.5477020434073905,0.0,0.5102858350741574
1.0,2.0,1.024331612500955,0.5099380461092117,0.4850509109376565,Feynman31,n,0.4850509109376565,0.0,0.5099380461092117
1.0,2.0,1.0245263810138963,0.5098317273384759,0.49774889143863,Feynman31,n,0.49774889143863,0.0,0.5098317273384759
1.0,2.0,1.0303297691328623,0.5066851162376353,0.5436171511304473,Feynman31,n,0.5436171511304473,0.0,0.5066851162376353
1.0,2.0,1.0355399926636104,0.5038947682446584,0.45952557061280114,Feynman31,n,0.45952557061280114,0.0,0.5038947682446584
1.0,2.0,1.0363430408271785,0.5034675690647265,0.5096883932230873,Feynman31,n,0.5096883932230873,0.0,0.5034675690647265
1.0,2.0,1.0382371157220343,0.5024629877128158,0.46832325884421033,Feynman31,n,0.46832325884421033,0.0,0.5024629877128158
1.0,2.0,1.0429535012130895,0.4999797395331903,0.45434278615817936,Feynman31,n,0.45434278615817936,0.0,0.4999797395331903
1.0,2.0,1.044272754959636,0.4992897462731275,0.48068109939574866,Feynman31,n,0.48068109939574866,0.0,0.4992897462731275
1.0,2.0,1.0477149175276033,0.49749882646004595,0.4741062701689518,Feynman31,n,0.4741062701689518,0.0,0.49749882646004595
1.0,2.0,1.0478270631069155,0.4974407054799317,0.5370504163739428,Feynman31,n,0.5370504163739428,0.0,0.4974407054799317
1.0,2.0,1.0482578368133826,0.49721758377967407,0.446519276275127,Feynman31,n,0.446519276275127,0.0,0.49721758377967407
1.0,2.0,1.049137307165358,0.49676270966513064,0.5268602675184844,Feynman31,n,0.5268602675184844,0.0,0.49676270966513064
1.0,2.0,1.049980746243337,0.4963272923283485,0.5508567570645346,Feynman31,n,0.5508567570645346,0.0,0.4963272923283485
1.0,2.0,1.0519736201343686,0.49530166977372303,0.5025824495126681,Feynman31,n,0.5025824495126681,0.0,0.49530166977372303
1.0,2.0,1.0520486507386537,0.4952631426332204,0.48992832349964643,Feynman31,n,0.48992832349964643,0.0,0.4952631426332204
1.0,2.0,1.0553605180496128,0.4935687960092429,0.4594575130258223,Feynman31,n,0.4594575130258223,0.0,0.4935687960092429
1.0,2.0,1.057958424985265,0.49224820651721374,0.4257901748808629,Feynman31,n,0.4257901748808629,0.0,0.49224820651721374
1.0,2.0,1.0592638281300157,0.49158742976539005,0.512609499984629,Feynman31,n,0.512609499984629,0.0,0.49158742976539005
1.0,2.0,1.0603968492499751,0.49101541803361404,0.5034951189525821,Feynman31,n,0.5034951189525821,0.0,0.49101541803361404
1.0,2.0,1.0615506464490458,0.4904343513777518,0.5270659456921383,Feynman31,n,0.5270659456921383,0.0,0.4904343513777518
1.0,2.0,1.0642019739420587,0.48910456221447945,0.5144647095430175,Feynman31,n,0.5144647095430175,0.0,0.48910456221447945
1.0,2.0,1.0664315330321754,0.48799215488727266,0.49991336511471063,Feynman31,n,0.49991336511471063,0.0,0.48799215488727266
1.0,2.0,1.0703192953999938,0.4860650509416662,0.4801842408114404,Feynman31,n,0.4801842408114404,0.0,0.4860650509416662
1.0,2.0,1.0755667205653672,0.4834891394536468,0.40007951914802553,Feynman31,n,0.40007951914802553,0.0,0.4834891394536468
1.0,2.0,1.0756634209500833,0.4834419385636388,0.4499141058901018,Feynman31,n,0.4499141058901018,0.0,0.4834419385636388
1.0,2.0,1.075965474831864,0.48329456375742363,0.5384639392177721,Feynman31,n,0.5384639392177721,0.0,0.48329456375742363
1.0,2.0,1.0767744476425682,0.4829003219299181,0.486713860457663,Feynman31,n,0.486713860457663,0.0,0.4829003219299181
1.0,2.0,1.0795828427517495,0.48153690280531,0.525794950593101,Feynman31,n,0.525794950593101,0.0,0.48153690280531
1.0,2.0,1.0804449314329236,0.4811199920938273,0.5174272328889699,Feynman31,n,0.5174272328889699,0.0,0.4811199920938273
1.0,2.0,1.0886603356717925,0.47718456762127975,0.5337686385207286,Feynman31,n,0.5337686385207286,0.0,0.47718456762127975
1.0,2.0,1.090111351767574,0.47649647603759476,0.5123607007786517,Feynman31,n,0.5123607007786517,0.0,0.47649647603759476
1.0,2.0,1.093450625170723,0.4749208046093791,0.47847756177234013,Feynman31,n,0.47847756177234013,0.0,0.4749208046093791
1.0,2.0,1.0965808725628992,0.4734536267186398,0.5008102801897141,Feynman31,n,0.5008102801897141,0.0,0.4734536267186398
1.0,2.0,1.1006191864704866,0.47157476783907726,0.5360428428211594,Feynman31,n,0.5360428428211594,0.0,0.47157476783907726
1.0,2.0,1.106669631717497,0.46878872430296775,0.44988972341823014,Feynman31,n,0.44988972341823014,0.0,0.46878872430296775
1.0,2.0,1.1117258138403812,0.46648673710417915,0.48946629954155607,Feynman31,n,0.48946629954155607,0.0,0.46648673710417915
1.0,2.0,1.1150156115063248,0.4650015811697904,0.44323360584144283,Feynman31,n,0.44323360584144283,0.0,0.4650015811697904
1.0,2.0,1.1178595059766798,0.46372565377159025,0.3886890013967646,Feynman31,n,0.3886890013967646,0.0,0.46372565377159025
1.0,2.0,1.1191408100363058,0.4631531741067707,0.4509623871705066,Feynman31,n,0.4509623871705066,0.0,0.4631531741067707
1.0,2.0,1.1213099268731628,0.4621873776509008,0.47381751316917364,Feynman31,n,0.47381751316917364,0.0,0.4621873776509008
1.0,2.0,1.1231455493027989,0.46137334439197025,0.5478072669643171,Feynman31,n,0.5478072669643171,0.0,0.46137334439197025
1.0,2.0,1.1234288744179182,0.46124796606199236,0.45892480825474974,Feynman31,n,0.45892480825474974,0.0,0.46124796606199236
1.0,2.0,1.1243911255858219,0.46082267616159606,0.4457729175896803,Feynman31,n,0.4457729175896803,0.0,0.46082267616159606
1.0,2.0,1.1247753329185142,0.46065309487519146,0.41576395523052845,Feynman31,n,0.41576395523052845,0.0,0.46065309487519146
1.0,2.0,1.1256263557816073,0.4602779336314828,0.47586347529644957,Feynman31,n,0.47586347529644957,0.0,0.4602779336314828
1.0,2.0,1.1257444489560067,0.46022592427215225,0.46044259285346356,Feynman31,n,0.46044259285346356,0.0,0.46022592427215225
1.0,2.0,1.1270192164357433,0.45966528348201224,0.4733348844855929,Feynman31,n,0.4733348844855929,0.0,0.45966528348201224
1.0,2.0,1.1289367917928623,0.45882461310636846,0.5074601536179909,Feynman31,n,0.5074601536179909,0.0,0.45882461310636846
1.0,2.0,1.130162438895967,0.45828896259004936,0.46990386856122207,Feynman31,n,0.46990386856122207,0.0,0.45828896259004936
1.0,2.0,1.1312903976151083,0.4577971555419874,0.4606222053907436,Feynman31,n,0.4606222053907436,0.0,0.4577971555419874
1.0,2.0,1.1349154442333114,0.4562239996468419,0.4718538283926982,Feynman31,n,0.4718538283926982,0.0,0.4562239996468419
1.0,2.0,1.1349575023584961,0.45620581383129627,0.4439680696028293,Feynman31,n,0.4439680696028293,0.0,0.45620581383129627
1.0,2.0,1.1358166154282636,0.45583466592841904,0.47765846886435387,Feynman31,n,0.47765846886435387,0.0,0.45583466592841904
1.0,2.0,1.1391149921488246,0.4544155478249846,0.4389934959783079,Feynman31,n,0.4389934959783079,0.0,0.4544155478249846
1.0,2.0,1.1402860123938714,0.45391392971546024,0.42894952602137715,Feynman31,n,0.42894952602137715,0.0,0.45391392971546024
1.0,2.0,1.1455980750064123,0.4516528545258475,0.4945084038663431,Feynman31,n,0.4945084038663431,0.0,0.4516528545258475
1.0,2.0,1.1490801859294346,0.45018337119538554,0.4380375538180092,Feynman31,n,0.4380375538180092,0.0,0.45018337119538554
1.0,2.0,1.149229469016801,0.4501205946795218,0.41498938571016947,Feynman31,n,0.41498938571016947,0.0,0.4501205946795218
1.0,2.0,1.1508505835901075,0.44944005453439356,0.34808241471318574,Feynman31,n,0.34808241471318574,0.0,0.44944005453439356
