n_rho,mom,B,kb,T,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0014716349337713,1.0,1.0,1.0,1.0,0.7627149445210254,0.6138576908750529,Feynman81,n_rho,0.6138576908750529,0.0,0.7627149445210254
1.0017566816149248,1.0,1.0,1.0,1.0,0.7629320344075665,0.4156403540740263,Feynman81,n_rho,0.4156403540740263,0.0,0.7629320344075665
1.0033733599047587,1.0,1.0,1.0,1.0,0.7641632871451646,1.4469912995151997,Feynman81,n_rho,1.4469912995151997,0.0,0.7641632871451646
1.0046611539889692,1.0,1.0,1.0,1.0,0.7651440635937736,0.38077693725405676,Feynman81,n_rho,0.38077693725405676,0.0,0.7651440635937736
1.0051620825055796,1.0,1.0,1.0,1.0,0.7655255678245758,1.07545739023324,Feynman81,n_rho,1.07545739023324,0.0,0.7655255678245758
1.0115364118123669,1.0,1.0,1.0,1.0,0.7703802197727625,1.2547627261672636,Feynman81,n_rho,1.2547627261672636,0.0,0.7703802197727625
1.0160898237039286,1.0,1.0,1.0,1.0,0.7738480716590355,0.8325019185938564,Feynman81,n_rho,0.8325019185938564,0.0,0.7738480716590355
1.016618143471543,1.0,1.0,1.0,1.0,0.7742504369065264,1.2275297629874755,Feynman81,n_rho,1.2275297629874755,0.0,0.7742504369065264
1.0180612081287972,1.0,1.0,1.0,1.0,0.7753494665161575,0.7142159284282837,Feynman81,n_rho,0.7142159284282837,0.0,0.7753494665161575
1.0193228230758984,1.0,1.0,1.0,1.0,0.7763103050869362,0.34455956007038596,Feynman81,n_rho,0.34455956007038596,0.0,0.7763103050869362
1.022840857750618,1.0,1.0,1.0,1.0,0.7789896197356525,0.7656185464158338,Feynman81,n_rho,0.7656185464158338,0.0,0.7789896197356525
1.024104963200803,1.0,1.0,1.0,1.0,0.7799523550590252,1.1368073333564246,Feynman81,n_rho,1.1368073333564246,0.0,0.7799523550590252
1.0250911632186415,1.0,1.0,1.0,1.0,0.7807034392292145,0.9222797231056736,Feynman81,n_rho,0.9222797231056736,0.0,0.7807034392292145
1.0314308627792972,1.0,1.0,1.0,1.0,0.7855317173651252,1.100360742706854,Feynman81,n_rho,1.100360742706854,0.0,0.7855317173651252
1.0324428237487182,1.0,1.0,1.0,1.0,0.7863024209254915,1.095745067895392,Feynman81,n_rho,1.095745067895392,0.0,0.7863024209254915
1.035769408015443,1.0,1.0,1.0,1.0,0.7888359280623235,0.8614366579990889,Feynman81,n_rho,0.8614366579990889,0.0,0.7888359280623235
1.036362506894326,1.0,1.0,1.0,1.0,0.7892876287023848,0.6016983636301508,Feynman81,n_rho,0.6016983636301508,0.0,0.7892876287023848
1.036380946072943,1.0,1.0,1.0,1.0,0.78930167187306,0.9563872090315169,Feynman81,n_rho,0.9563872090315169,0.0,0.78930167187306
1.0382604422445727,1.0,1.0,1.0,1.0,0.7907330851735145,0.8358274602209278,Feynman81,n_rho,0.8358274602209278,0.0,0.7907330851735145
1.0385050710910284,1.0,1.0,1.0,1.0,0.7909193930733533,0.40169488510815504,Feynman81,n_rho,0.40169488510815504,0.0,0.7909193930733533
1.0396298726282898,1.0,1.0,1.0,1.0,0.7917760353507417,0.37986980566200246,Feynman81,n_rho,0.37986980566200246,0.0,0.7917760353507417
1.0396422074911262,1.0,1.0,1.0,1.0,0.7917854295101925,1.0215633912398336,Feynman81,n_rho,1.0215633912398336,0.0,0.7917854295101925
1.0397245367932793,1.0,1.0,1.0,1.0,0.791848131025576,0.7300291684189755,Feynman81,n_rho,0.7300291684189755,0.0,0.791848131025576
1.0400817629829255,1.0,1.0,1.0,1.0,0.792120192403965,0.4950865638181466,Feynman81,n_rho,0.4950865638181466,0.0,0.792120192403965
1.0403622290792658,1.0,1.0,1.0,1.0,0.7923337937438815,0.6377663440804212,Feynman81,n_rho,0.6377663440804212,0.0,0.7923337937438815
1.041012438060847,1.0,1.0,1.0,1.0,0.7928289891044037,0.3613565383150549,Feynman81,n_rho,0.3613565383150549,0.0,0.7928289891044037
1.0430564297076432,1.0,1.0,1.0,1.0,0.7943856811974261,1.2101260934635818,Feynman81,n_rho,1.2101260934635818,0.0,0.7943856811974261
1.0442874635094128,1.0,1.0,1.0,1.0,0.7953232293466378,0.319782754866556,Feynman81,n_rho,0.319782754866556,0.0,0.7953232293466378
1.0469056729413917,1.0,1.0,1.0,1.0,0.7973172423491012,0.6921355809307358,Feynman81,n_rho,0.6921355809307358,0.0,0.7973172423491012
1.0470813684575293,1.0,1.0,1.0,1.0,0.7974510510274192,0.7512978001875403,Feynman81,n_rho,0.7512978001875403,0.0,0.7974510510274192
1.0472395550260294,1.0,1.0,1.0,1.0,0.7975715249935396,1.0049799561614055,Feynman81,n_rho,1.0049799561614055,0.0,0.7975715249935396
1.0473884358486139,1.0,1.0,1.0,1.0,0.7976849117579539,1.0022551066531356,Feynman81,n_rho,1.0022551066531356,0.0,0.7976849117579539
1.0474044498182384,1.0,1.0,1.0,1.0,0.7976971079036336,0.6019806117631554,Feynman81,n_rho,0.6019806117631554,0.0,0.7976971079036336
1.052372380761371,1.0,1.0,1.0,1.0,0.8014806550771151,0.82648185296114,Feynman81,n_rho,0.82648185296114,0.0,0.8014806550771151
1.054133195895,1.0,1.0,1.0,1.0,0.8028216815926055,1.1547786907304183,Feynman81,n_rho,1.1547786907304183,0.0,0.8028216815926055
1.0562762131827181,1.0,1.0,1.0,1.0,0.8044537910350438,0.8576408629743622,Feynman81,n_rho,0.8576408629743622,0.0,0.8044537910350438
1.0568429281537512,1.0,1.0,1.0,1.0,0.8048853978450752,0.9605880673469094,Feynman81,n_rho,0.9605880673469094,0.0,0.8048853978450752
1.058266959154258,1.0,1.0,1.0,1.0,0.8059699315329609,1.0024456151072265,Feynman81,n_rho,1.0024456151072265,0.0,0.8059699315329609
