k_spring,x,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function
3.0,1.0016623715550255,1.504991259883857,-0.9433143227999699,Feynman16,x,1.504991259883857,0.0
3.0,1.0024047933606721,1.5072230546286778,-1.284435867584647,Feynman16,x,1.5072230546286778,0.0
3.0,1.0034164970668722,1.5102669998789284,4.84121963532493,Feynman16,x,1.5102669998789284,0.0
3.0,1.0037041529188313,1.5111330398797629,5.6980676554609175,Feynman16,x,1.5111330398797629,0.0
3.0,1.004281640543705,1.512872420299733,-5.369033309075631,Feynman16,x,1.512872420299733,0.0
3.0,1.007255803903362,1.521846381745512,4.857764752665418,Feynman16,x,1.521846381745512,0.0
3.0,1.0091518566198698,1.5275812045789954,3.573412024302848,Feynman16,x,1.5275812045789954,0.0
3.0,1.0097076652792527,1.5292643539855193,-1.6839683128782277,Feynman16,x,1.5292643539855193,0.0
3.0,1.010625117553357,1.532044692344605,4.1182282669725225,Feynman16,x,1.532044692344605,0.0
3.0,1.0106442861658516,1.5321028097395255,4.009476875310534,Feynman16,x,1.5321028097395255,0.0
3.0,1.0157144857598306,1.5475138748735355,0.42139090113152844,Feynman16,x,1.5475138748735355,0.0
3.0,1.0187849591555969,1.5568841895025067,3.1275097079029788,Feynman16,x,1.5568841895025067,0.0
3.0,1.0213951920281046,1.564872207447193,-2.6608067403382174,Feynman16,x,1.564872207447193,0.0
3.0,1.021515854989639,1.56524196299282,-0.40956175994415056,Feynman16,x,1.56524196299282,0.0
3.0,1.0232916296897976,1.5706886390898025,0.3931548630928252,Feynman16,x,1.5706886390898025,0.0
3.0,1.024556616975397,1.5745743920821056,4.838205653821197,Feynman16,x,1.5745743920821056,0.0
3.0,1.0287256250639287,1.5874146174947563,-2.243650880339324,Feynman16,x,1.5874146174947563,0.0
3.0,1.0289050905942276,1.5879685281760736,1.2813019615304169,Feynman16,x,1.5879685281760736,0.0
3.0,1.0337998504840415,1.6031131962912402,-3.8811382753297736,Feynman16,x,1.6031131962912402,0.0
3.0,1.0390236246719353,1.6193551389396101,4.1427254771723385,Feynman16,x,1.6193551389396101,0.0
3.0,1.0416597446586215,1.627582535463397,2.045993754512708,Feynman16,x,1.627582535463397,0.0
3.0,1.0429059657305033,1.6314792800344105,-6.808431510169514,Feynman16,x,1.6314792800344105,0.0
3.0,1.0483408420146896,1.6485277815541024,4.422605641901168,Feynman16,x,1.6485277815541024,0.0
3.0,1.051888194925854,1.6597031619365574,0.8294576802693396,Feynman16,x,1.6597031619365574,0.0
3.0,1.0534642268487646,1.6646803158750982,0.9092066460379263,Feynman16,x,1.6646803158750982,0.0
3.0,1.056142935129805,1.6731568491368995,0.39924840406409245,Feynman16,x,1.6731568491368995,0.0
3.0,1.064865014984064,1.7009062502055161,2.652896959647286,Feynman16,x,1.7009062502055161,0.0
3.0,1.0725310653111828,1.725484329086311,-4.245339903045578,Feynman16,x,1.725484329086311,0.0
3.0,1.0728647065022061,1.7265580176870974,2.964608995554464,Feynman16,x,1.7265580176870974,0.0
3.0,1.072944763494613,1.7268156982657668,0.47942211557093484,Feynman16,x,1.7268156982657668,0.0
3.0,1.0742115685908096,1.7308957411414914,1.0397943353389365,Feynman16,x,1.7308957411414914,0.0
3.0,1.0756138417981873,1.7354177050017836,1.3319464272582024,Feynman16,x,1.7354177050017836,0.0
3.0,1.0757576460725091,1.7358817696251987,2.3369749345139295,Feynman16,x,1.7358817696251987,0.0
3.0,1.0768752144321474,1.7394903411874252,0.15152530756119464,Feynman16,x,1.7394903411874252,0.0
3.0,1.0777947377487767,1.7424622450784315,6.695928583734993,Feynman16,x,1.7424622450784315,0.0
3.0,1.080991105079045,1.7528126538900226,2.2331891959880252,Feynman16,x,1.7528126538900226,0.0
3.0,1.086963239546503,1.7722336261881426,11.819402296143702,Feynman16,x,1.7722336261881426,0.0
3.0,1.087579937766666,1.7742451815488174,1.5736292452846363,Feynman16,x,1.7742451815488174,0.0
3.0,1.088197733060217,1.7762614593560933,0.9118967991013093,Feynman16,x,1.7762614593560933,0.0
3.0,1.090282266582121,1.7830731312351706,-1.2898879555679188,Feynman16,x,1.7830731312351706,0.0
3.0,1.0942072614665768,1.7959342965692784,5.776744716837971,Feynman16,x,1.7959342965692784,0.0
3.0,1.0959945300188556,1.8018060147468784,0.23018358283742768,Feynman16,x,1.8018060147468784,0.0
3.0,1.0987183569887247,1.810773041976004,0.7187887527453898,Feynman16,x,1.810773041976004,0.0
3.0,1.102225157338661,1.8223504462053541,-3.7979082108037265,Feynman16,x,1.8223504462053541,0.0
3.0,1.1052623399057335,1.8324072600208459,-0.8076665165036243,Feynman16,x,1.8324072600208459,0.0
3.0,1.1073720005497432,1.8394091214023107,6.471014031919644,Feynman16,x,1.8394091214023107,0.0
3.0,1.1125036586010264,1.8564965856010036,1.2086203315103148,Feynman16,x,1.8564965856010036,0.0
3.0,1.1157919505419072,1.8674875153411707,-6.3075780027143935,Feynman16,x,1.8674875153411707,0.0
3.0,1.1171127347946372,1.8719112933605304,0.6009803876514839,Feynman16,x,1.8719112933605304,0.0
