mom,Bx,By,Bz,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0,1.0009203667705475,1.0,1.7325823445412594,2.109997536728093,Feynman91,By,2.109997536728093,0.0,1.7325823445412594
1.0,1.0,1.0021573918990354,1.0,1.7332972734467325,2.4032582030491785,Feynman91,By,2.4032582030491785,0.0,1.7332972734467325
1.0,1.0,1.0079616449095932,1.0,1.7366596320548402,1.7833902860720765,Feynman91,By,1.7833902860720765,0.0,1.7366596320548402
1.0,1.0,1.0081923728585385,1.0,1.7367935573032651,1.8172135225532748,Feynman91,By,1.8172135225532748,0.0,1.7367935573032651
1.0,1.0,1.0106572770702997,1.0,1.738225569854256,1.5129082678995627,Feynman91,By,1.5129082678995627,0.0,1.738225569854256
1.0,1.0,1.0108533105129265,1.0,1.7383395569838889,2.303751027104094,Feynman91,By,2.303751027104094,0.0,1.7383395569838889
1.0,1.0,1.0144713729178467,1.0,1.7404459676961594,1.9172123458641455,Feynman91,By,1.9172123458641455,0.0,1.7404459676961594
1.0,1.0,1.0156092782294026,1.0,1.7411094756004426,2.059749351546651,Feynman91,By,2.059749351546651,0.0,1.7411094756004426
1.0,1.0,1.016001325950631,1.0,1.7413381906836594,2.015703545919604,Feynman91,By,2.015703545919604,0.0,1.7413381906836594
1.0,1.0,1.0177798246242191,1.0,1.7423764723538098,1.0569289746411175,Feynman91,By,1.0569289746411175,0.0,1.7423764723538098
1.0,1.0,1.0197074114153044,1.0,1.7435031416362003,1.310041428255417,Feynman91,By,1.310041428255417,0.0,1.7435031416362003
1.0,1.0,1.0228787694962214,1.0,1.7453598417192095,1.3834916162118458,Feynman91,By,1.3834916162118458,0.0,1.7453598417192095
1.0,1.0,1.0258876168547468,1.0,1.7471248960552053,1.6634267956657667,Feynman91,By,1.6634267956657667,0.0,1.7471248960552053
1.0,1.0,1.0264213613469444,1.0,1.7474383568610696,1.5377010300638514,Feynman91,By,1.5377010300638514,0.0,1.7474383568610696
1.0,1.0,1.027692975729071,1.0,1.7481855886498072,1.5492115601584737,Feynman91,By,1.5492115601584737,0.0,1.7481855886498072
1.0,1.0,1.0291900600572221,1.0,1.7490660878653466,1.3744799053949381,Feynman91,By,1.3744799053949381,0.0,1.7490660878653466
1.0,1.0,1.0293572491897414,1.0,1.7491644709573402,1.9779423948882686,Feynman91,By,1.9779423948882686,0.0,1.7491644709573402
1.0,1.0,1.0323835950376643,1.0,1.7509471400653112,1.1264619875178037,Feynman91,By,1.1264619875178037,0.0,1.7509471400653112
1.0,1.0,1.0335629892550364,1.0,1.7516427868597544,1.7178466147125468,Feynman91,By,1.7178466147125468,0.0,1.7516427868597544
1.0,1.0,1.034940012659551,1.0,1.7524556570149648,1.9084065152246514,Feynman91,By,1.9084065152246514,0.0,1.7524556570149648
1.0,1.0,1.035281336833974,1.0,1.7526572529723945,1.9559535752536463,Feynman91,By,1.9559535752536463,0.0,1.7526572529723945
1.0,1.0,1.0355629266201039,1.0,1.7528236006483924,1.9872277927469353,Feynman91,By,1.9872277927469353,0.0,1.7528236006483924
