sigma,theta,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.000547234689418,1.0,0.241970652123237,0.2331123516451574,Feynman2,sigma,0.2331123516451574,0.0,0.241970652123237
1.0005880238123002,1.0,0.2419706409343872,0.24207511808137858,Feynman2,sigma,0.24207511808137858,0.0,0.2419706409343872
1.001628271349414,1.0,0.24197008472800355,0.2529670126353069,Feynman2,sigma,0.2529670126353069,0.0,0.24197008472800355
1.0027997032824099,1.0,0.24196883669482366,0.23460826244771799,Feynman2,sigma,0.23460826244771799,0.0,0.24196883669482366
1.0030261409361994,1.0,0.2419685198055942,0.22671140058736527,Feynman2,sigma,0.22671140058736527,0.0,0.2419685198055942
1.0049983794446777,1.0,0.24196472926977555,0.2502625237850592,Feynman2,sigma,0.2502625237850592,0.0,0.24196472926977555
1.005944009700577,1.0,0.24196225955761372,0.2478281533135121,Feynman2,sigma,0.2478281533135121,0.0,0.24196225955761372
1.0062529184108144,1.0,0.24196136165994334,0.2527924867042292,Feynman2,sigma,0.2527924867042292,0.0,0.24196136165994334
1.0063776087678302,1.0,0.24196098654288667,0.229561744846275,Feynman2,sigma,0.229561744846275,0.0,0.24196098654288667
1.0087578550524174,1.0,0.24195243377893094,0.2503982889210146,Feynman2,sigma,0.2503982889210146,0.0,0.24195243377893094
1.009068642516975,1.0,0.2419511227052704,0.23355941385377016,Feynman2,sigma,0.23355941385377016,0.0,0.2419511227052704
1.0102855784163944,1.0,0.24194555980415977,0.2367863961321448,Feynman2,sigma,0.2367863961321448,0.0,0.24194555980415977
1.0103707696854074,1.0,0.24194514483537854,0.24766435158222935,Feynman2,sigma,0.24766435158222935,0.0,0.24194514483537854
1.0127512708703965,1.0,0.24193220633556367,0.2347514134892228,Feynman2,sigma,0.2347514134892228,0.0,0.24193220633556367
1.0132480739733756,1.0,0.24192918066379043,0.2655287300211632,Feynman2,sigma,0.2655287300211632,0.0,0.24192918066379043
1.0137511551598335,1.0,0.24192600288250138,0.24637270960499266,Feynman2,sigma,0.24637270960499266,0.0,0.24192600288250138
1.0155132008598606,1.0,0.2419139733329946,0.23978153024635124,Feynman2,sigma,0.23978153024635124,0.0,0.2419139733329946
1.0172022079038798,1.0,0.24190113773740576,0.21926229019151847,Feynman2,sigma,0.21926229019151847,0.0,0.24190113773740576
1.0174800996824847,1.0,0.2418989043260489,0.23928102829472817,Feynman2,sigma,0.23928102829472817,0.0,0.2418989043260489
1.0196548241622352,1.0,0.24188024800673813,0.2747385323197356,Feynman2,sigma,0.2747385323197356,0.0,0.24188024800673813
1.0200415219196537,1.0,0.24187671291296922,0.2519502991437568,Feynman2,sigma,0.2519502991437568,0.0,0.24187671291296922
1.0206761516556135,1.0,0.2418707695790142,0.22056762803623375,Feynman2,sigma,0.22056762803623375,0.0,0.2418707695790142
1.0212669451852059,1.0,0.24186507892255946,0.2513991703572089,Feynman2,sigma,0.2513991703572089,0.0,0.24186507892255946
1.0228583985993691,1.0,0.24184899607116486,0.23578936797807878,Feynman2,sigma,0.23578936797807878,0.0,0.24184899607116486
1.0241335223540382,1.0,0.24183532143936,0.2584077310708506,Feynman2,sigma,0.2584077310708506,0.0,0.24183532143936
1.0250488075410538,1.0,0.24182507604416173,0.2493060170205062,Feynman2,sigma,0.2493060170205062,0.0,0.24182507604416173
1.0258039582755856,1.0,0.24181635410910426,0.2211651923954888,Feynman2,sigma,0.2211651923954888,0.0,0.24181635410910426
1.0260906323018022,1.0,0.24181297955960157,0.24662835361111482,Feynman2,sigma,0.24662835361111482,0.0,0.24181297955960157
1.026598828862297,1.0,0.24180691174390923,0.24765249449103666,Feynman2,sigma,0.24765249449103666,0.0,0.24180691174390923
1.0273488816499319,1.0,0.2417977566336385,0.24340277657241,Feynman2,sigma,0.24340277657241,0.0,0.2417977566336385
1.0276934393740866,1.0,0.24179347144579652,0.25673064308987353,Feynman2,sigma,0.25673064308987353,0.0,0.24179347144579652
1.0292278741505456,1.0,0.24177378275300182,0.27098128843344527,Feynman2,sigma,0.27098128843344527,0.0,0.24177378275300182
1.0292575365748529,1.0,0.24177339243943746,0.2086637410773478,Feynman2,sigma,0.2086637410773478,0.0,0.24177339243943746
1.0295801796648711,1.0,0.24176912322580232,0.2429367455234991,Feynman2,sigma,0.2429367455234991,0.0,0.24176912322580232
1.0303829762279748,1.0,0.24175831254467192,0.23893999845764063,Feynman2,sigma,0.23893999845764063,0.0,0.24175831254467192
1.0314067738086752,1.0,0.24174413794772961,0.26083521991330505,Feynman2,sigma,0.26083521991330505,0.0,0.24174413794772961
1.0331031644259017,1.0,0.2417196999071782,0.24574985556515874,Feynman2,sigma,0.24574985556515874,0.0,0.2417196999071782
1.0335253149000068,1.0,0.24171343506081547,0.2553545072211698,Feynman2,sigma,0.2553545072211698,0.0,0.24171343506081547
1.0341123502282767,1.0,0.24170460235400038,0.249350598216379,Feynman2,sigma,0.249350598216379,0.0,0.24170460235400038
1.0364681996739604,1.0,0.2416677486215239,0.24475655810014116,Feynman2,sigma,0.24475655810014116,0.0,0.2416677486215239
1.0367124973034822,1.0,0.24166379874961952,0.23634965704131886,Feynman2,sigma,0.23634965704131886,0.0,0.24166379874961952
1.0393968413613555,1.0,0.2416188252062653,0.247228329964805,Feynman2,sigma,0.247228329964805,0.0,0.2416188252062653
1.0395463511492766,1.0,0.24161623602478305,0.24507235160825627,Feynman2,sigma,0.24507235160825627,0.0,0.24161623602478305
1.0408301414077878,1.0,0.24159364010391007,0.24655663843383596,Feynman2,sigma,0.24655663843383596,0.0,0.24159364010391007
1.0431005785235257,1.0,0.24155209429151905,0.2378311801344981,Feynman2,sigma,0.2378311801344981,0.0,0.24155209429151905
1.043687112201722,1.0,0.2415410349672626,0.2493893277477845,Feynman2,sigma,0.2493893277477845,0.0,0.2415410349672626
1.0458421874659922,1.0,0.24149925860134308,0.2410306133913003,Feynman2,sigma,0.2410306133913003,0.0,0.24149925860134308
1.0460721467135423,1.0,0.24149469539010732,0.20658752539529884,Feynman2,sigma,0.20658752539529884,0.0,0.24149469539010732
1.0464983369396599,1.0,0.2414861847636669,0.2651445323040223,Feynman2,sigma,0.2651445323040223,0.0,0.2414861847636669
1.0469663443270414,1.0,0.24147675918962413,0.2739229429683087,Feynman2,sigma,0.2739229429683087,0.0,0.24147675918962413
1.0472153643545774,1.0,0.24147170995490888,0.24861030774578036,Feynman2,sigma,0.24861030774578036,0.0,0.24147170995490888
1.0492854507287968,1.0,0.2414288256797809,0.23886578448711765,Feynman2,sigma,0.23886578448711765,0.0,0.2414288256797809
1.0494934453735272,1.0,0.24142442736973702,0.23528280796526146,Feynman2,sigma,0.23528280796526146,0.0,0.24142442736973702
1.0498184077824255,1.0,0.2414175230781495,0.23893850679682574,Feynman2,sigma,0.23893850679682574,0.0,0.2414175230781495
1.049956393630255,1.0,0.24141457937936112,0.24987481132004744,Feynman2,sigma,0.24987481132004744,0.0,0.24141457937936112
1.0500373027022338,1.0,0.2414128499971701,0.23968453675511844,Feynman2,sigma,0.23968453675511844,0.0,0.2414128499971701
1.0508589506566444,1.0,0.24139514894064107,0.25798562671374614,Feynman2,sigma,0.25798562671374614,0.0,0.24139514894064107
1.0508863590697015,1.0,0.24139455412180064,0.24158922241111372,Feynman2,sigma,0.24158922241111372,0.0,0.24139455412180064
1.0511100572384233,1.0,0.24138968893281265,0.23852623964929592,Feynman2,sigma,0.23852623964929592,0.0,0.24138968893281265
1.053622302982127,1.0,0.24133377420213586,0.24367004961921965,Feynman2,sigma,0.24367004961921965,0.0,0.24133377420213586
1.0547875905297865,1.0,0.24130704827598767,0.24717544371045305,Feynman2,sigma,0.24717544371045305,0.0,0.24130704827598767
1.0560046095536795,1.0,0.2412786057622185,0.23673242175744322,Feynman2,sigma,0.23673242175744322,0.0,0.2412786057622185
1.058585349672848,1.0,0.2412165155854899,0.24317462622800926,Feynman2,sigma,0.24317462622800926,0.0,0.2412165155854899
1.0605883591832974,1.0,0.24116667754846963,0.2325539450462377,Feynman2,sigma,0.2325539450462377,0.0,0.24116667754846963
1.0606878677762452,1.0,0.24116416438156202,0.24443655632985092,Feynman2,sigma,0.24443655632985092,0.0,0.24116416438156202
1.0637887806330224,1.0,0.24108409815286524,0.2413879981147204,Feynman2,sigma,0.2413879981147204,0.0,0.24108409815286524
1.0642655605409204,1.0,0.2410714886939326,0.2477631694043016,Feynman2,sigma,0.2477631694043016,0.0,0.2410714886939326
1.0688629225677098,1.0,0.24094587226278533,0.22634102807673487,Feynman2,sigma,0.22634102807673487,0.0,0.24094587226278533
1.0696621961303232,1.0,0.2409232958487536,0.2782203680025218,Feynman2,sigma,0.2782203680025218,0.0,0.2409232958487536
1.0700247055003134,1.0,0.24091298507896564,0.25117982211940365,Feynman2,sigma,0.25117982211940365,0.0,0.24091298507896564
1.0712513251368785,1.0,0.2408777681490907,0.2276812592763396,Feynman2,sigma,0.2276812592763396,0.0,0.2408777681490907
1.071332625556307,1.0,0.24087541610318905,0.24084055179494493,Feynman2,sigma,0.24084055179494493,0.0,0.24087541610318905
1.072018078140427,1.0,0.24085549775769227,0.23806677533686857,Feynman2,sigma,0.23806677533686857,0.0,0.24085549775769227
1.0722471450696107,1.0,0.24084880636443473,0.24465075540552578,Feynman2,sigma,0.24465075540552578,0.0,0.24084880636443473
1.0732276748539218,1.0,0.24081996603928377,0.24896512789989816,Feynman2,sigma,0.24896512789989816,0.0,0.24081996603928377
1.075029802271533,1.0,0.2407661292025433,0.24769417912163072,Feynman2,sigma,0.24769417912163072,0.0,0.2407661292025433
1.0750671986750227,1.0,0.2407650006798249,0.22582787758283196,Feynman2,sigma,0.22582787758283196,0.0,0.2407650006798249
1.0756725128738294,1.0,0.2407466700688051,0.24523645527852841,Feynman2,sigma,0.24523645527852841,0.0,0.2407466700688051
1.0758135804212,1.0,0.24074238088916744,0.22436978141873382,Feynman2,sigma,0.22436978141873382,0.0,0.24074238088916744
1.0766646385630676,1.0,0.24071636632844745,0.25506747393324447,Feynman2,sigma,0.25506747393324447,0.0,0.24071636632844745
1.0791532269602875,1.0,0.24063894678079076,0.2330450570410177,Feynman2,sigma,0.2330450570410177,0.0,0.24063894678079076
1.0795798269799695,1.0,0.24062547465733114,0.22634782300427414,Feynman2,sigma,0.22634782300427414,0.0,0.24062547465733114
1.0796910962099766,1.0,0.2406219511450576,0.23091880887146432,Feynman2,sigma,0.23091880887146432,0.0,0.2406219511450576
1.0805408249054225,1.0,0.24059491243823508,0.2343827983090693,Feynman2,sigma,0.2343827983090693,0.0,0.24059491243823508
1.0805596672945725,1.0,0.2405943102503067,0.2518442261601087,Feynman2,sigma,0.2518442261601087,0.0,0.2405943102503067
1.0806084428734535,1.0,0.24059275089495694,0.24295158436957084,Feynman2,sigma,0.24295158436957084,0.0,0.24059275089495694
1.0811341018466423,1.0,0.24057589744830038,0.25012973083914875,Feynman2,sigma,0.25012973083914875,0.0,0.24057589744830038
1.081251648734736,1.0,0.24057211667574044,0.24684421592606007,Feynman2,sigma,0.24684421592606007,0.0,0.24057211667574044
1.0812542988772509,1.0,0.24057203138603134,0.25888203005467697,Feynman2,sigma,0.25888203005467697,0.0,0.24057203138603134
1.0822053121622421,1.0,0.2405412809269067,0.2242981752772424,Feynman2,sigma,0.2242981752772424,0.0,0.2405412809269067
1.0851933874938198,1.0,0.24044280834166243,0.25857943778363607,Feynman2,sigma,0.25857943778363607,0.0,0.24044280834166243
1.085261190918144,1.0,0.24044054144707447,0.22280022620865703,Feynman2,sigma,0.22280022620865703,0.0,0.24044054144707447
1.0860955901308318,1.0,0.24041252772825267,0.2257962539209296,Feynman2,sigma,0.2257962539209296,0.0,0.24041252772825267
1.0874832178258325,1.0,0.24036546304797862,0.2288702490995581,Feynman2,sigma,0.2288702490995581,0.0,0.24036546304797862
1.0875211143415748,1.0,0.24036416937196695,0.24450042815781117,Feynman2,sigma,0.24450042815781117,0.0,0.24036416937196695
1.0883723332372675,1.0,0.24033499508582587,0.23918773773908097,Feynman2,sigma,0.23918773773908097,0.0,0.24033499508582587
1.0915545439937566,1.0,0.24022397369278176,0.22464226100282103,Feynman2,sigma,0.22464226100282103,0.0,0.24022397369278176
1.0918905135750125,1.0,0.24021207364410493,0.24968986642655383,Feynman2,sigma,0.24968986642655383,0.0,0.24021207364410493
1.0920774233162596,1.0,0.24020543862082458,0.24997730965661077,Feynman2,sigma,0.24997730965661077,0.0,0.24020543862082458
1.095142300259873,1.0,0.24009515289693537,0.23887628672258607,Feynman2,sigma,0.23887628672258607,0.0,0.24009515289693537
1.0953215191160937,1.0,0.2400886177179388,0.2541679160737396,Feynman2,sigma,0.2541679160737396,0.0,0.2400886177179388
1.095361117214253,1.0,0.24008717250410877,0.24605231122814164,Feynman2,sigma,0.24605231122814164,0.0,0.24008717250410877
1.0971118465983278,1.0,0.24002281564677178,0.2243498452716352,Feynman2,sigma,0.2243498452716352,0.0,0.24002281564677178
1.0977810314236094,1.0,0.23999797958815314,0.23970036888596427,Feynman2,sigma,0.23970036888596427,0.0,0.23999797958815314
1.0991947211994126,1.0,0.23994508443458787,0.23474274470261444,Feynman2,sigma,0.23474274470261444,0.0,0.23994508443458787
1.0994992481489878,1.0,0.23993361448015568,0.22210539709167632,Feynman2,sigma,0.22210539709167632,0.0,0.23993361448015568
1.1005107760833686,1.0,0.23989532391919352,0.2470203535193983,Feynman2,sigma,0.2470203535193983,0.0,0.23989532391919352
1.100597337008991,1.0,0.23989203358498798,0.24910376291271571,Feynman2,sigma,0.24910376291271571,0.0,0.23989203358498798
1.10144813736353,1.0,0.2398595791059273,0.24684622643008866,Feynman2,sigma,0.24684622643008866,0.0,0.2398595791059273
1.1030496690719216,1.0,0.23979792828617358,0.22716797801827182,Feynman2,sigma,0.22716797801827182,0.0,0.23979792828617358
1.1038969395363578,1.0,0.2397650191068196,0.23788989144675954,Feynman2,sigma,0.23788989144675954,0.0,0.2397650191068196
1.106494036402479,1.0,0.23966289003633515,0.25107422392389217,Feynman2,sigma,0.25107422392389217,0.0,0.23966289003633515
1.1072511134639147,1.0,0.23963276518677865,0.21445896253498742,Feynman2,sigma,0.21445896253498742,0.0,0.23963276518677865
1.1081884274658858,1.0,0.23959524929029682,0.24712432350269392,Feynman2,sigma,0.24712432350269392,0.0,0.23959524929029682
1.109444004912252,1.0,0.2395446168921504,0.22863484089397196,Feynman2,sigma,0.22863484089397196,0.0,0.2395446168921504
1.1099459353421555,1.0,0.23952425552852374,0.2615408242046179,Feynman2,sigma,0.2615408242046179,0.0,0.23952425552852374
1.1100108963771125,1.0,0.23952161529762425,0.25006497063327987,Feynman2,sigma,0.25006497063327987,0.0,0.23952161529762425
1.1102227977511243,1.0,0.23951299494890857,0.2133670164482731,Feynman2,sigma,0.2133670164482731,0.0,0.23951299494890857
1.1108849483702115,1.0,0.23948597947284525,0.23117271896367672,Feynman2,sigma,0.23117271896367672,0.0,0.23948597947284525
1.112090562133555,1.0,0.2394364864204747,0.24232009342841143,Feynman2,sigma,0.24232009342841143,0.0,0.2394364864204747
1.1122661232611475,1.0,0.23942924658975784,0.23469129188779805,Feynman2,sigma,0.23469129188779805,0.0,0.23942924658975784
1.1125500004258564,1.0,0.23941752248013595,0.22785252445370516,Feynman2,sigma,0.22785252445370516,0.0,0.23941752248013595
1.1151881315956937,1.0,0.23930753837045654,0.2224143048014291,Feynman2,sigma,0.2224143048014291,0.0,0.23930753837045654
1.11526979991187,1.0,0.2393041041055866,0.23177542910845106,Feynman2,sigma,0.23177542910845106,0.0,0.2393041041055866
1.1169328465092323,1.0,0.23923378846201246,0.26531016596645485,Feynman2,sigma,0.26531016596645485,0.0,0.23923378846201246
1.1185590868728938,1.0,0.23916432869724116,0.22447669422068378,Feynman2,sigma,0.22447669422068378,0.0,0.23916432869724116
1.118827867094755,1.0,0.23915278234360735,0.25113480821975154,Feynman2,sigma,0.25113480821975154,0.0,0.23915278234360735
1.119006860569685,1.0,0.2391450826954304,0.2336522854674403,Feynman2,sigma,0.2336522854674403,0.0,0.2391450826954304
1.1225547158152165,1.0,0.23899076629729174,0.22921586667767213,Feynman2,sigma,0.22921586667767213,0.0,0.23899076629729174
1.122981702939674,1.0,0.23897197758965763,0.23588338193570477,Feynman2,sigma,0.23588338193570477,0.0,0.23897197758965763
1.1231916001599436,1.0,0.23896272455658718,0.23372379414313035,Feynman2,sigma,0.23372379414313035,0.0,0.23896272455658718
1.1249792743577869,1.0,0.23888346718077094,0.25085039496321104,Feynman2,sigma,0.25085039496321104,0.0,0.23888346718077094
1.1264966156147982,1.0,0.23881556704618973,0.24138228700277997,Feynman2,sigma,0.24138228700277997,0.0,0.23881556704618973
1.1265571739569527,1.0,0.23881284520257406,0.20996838112030589,Feynman2,sigma,0.20996838112030589,0.0,0.23881284520257406
1.1268355213921581,1.0,0.2388003229516311,0.23493420540916687,Feynman2,sigma,0.23493420540916687,0.0,0.2388003229516311
1.133159398041544,1.0,0.23851071063357324,0.2159363560384205,Feynman2,sigma,0.2159363560384205,0.0,0.23851071063357324
1.1333192133176042,1.0,0.2385032662895285,0.23619341694663823,Feynman2,sigma,0.23619341694663823,0.0,0.2385032662895285
1.1337588901477187,1.0,0.2384827542630082,0.2437817250048731,Feynman2,sigma,0.2437817250048731,0.0,0.2384827542630082
1.1338152826259391,1.0,0.23848012007651223,0.2387897599257543,Feynman2,sigma,0.2387897599257543,0.0,0.23848012007651223
1.1340456067756155,1.0,0.23846935338789726,0.22971123844131044,Feynman2,sigma,0.22971123844131044,0.0,0.23846935338789726
1.1371669134130358,1.0,0.23832220750022173,0.22953388227137816,Feynman2,sigma,0.22953388227137816,0.0,0.23832220750022173
1.1405480241986654,1.0,0.2381602450960267,0.2368945445316134,Feynman2,sigma,0.2368945445316134,0.0,0.2381602450960267
1.145077724065903,1.0,0.2379391625009322,0.23100614932153343,Feynman2,sigma,0.23100614932153343,0.0,0.2379391625009322
1.1453337048505414,1.0,0.23792653074071643,0.24585159667551382,Feynman2,sigma,0.24585159667551382,0.0,0.23792653074071643
1.145632645236183,1.0,0.23791176056422497,0.24574096825879738,Feynman2,sigma,0.24574096825879738,0.0,0.23791176056422497
1.1459087720883443,1.0,0.23789809987900895,0.25113832763402727,Feynman2,sigma,0.25113832763402727,0.0,0.23789809987900895
1.147186916447806,1.0,0.23783464635493679,0.24288373005525746,Feynman2,sigma,0.24288373005525746,0.0,0.23783464635493679
1.149402626252072,1.0,0.2377237941494269,0.2494094182369147,Feynman2,sigma,0.2494094182369147,0.0,0.2377237941494269
1.1494289898358911,1.0,0.23772246870544222,0.267608778560715,Feynman2,sigma,0.267608778560715,0.0,0.23772246870544222
1.149716109823775,1.0,0.2377080237807875,0.2318632028064944,Feynman2,sigma,0.2318632028064944,0.0,0.2377080237807875
1.1522010106630312,1.0,0.23758226269065955,0.24427655542529828,Feynman2,sigma,0.24427655542529828,0.0,0.23758226269065955
1.1553334262507404,1.0,0.23742184550086914,0.24545976036450534,Feynman2,sigma,0.24545976036450534,0.0,0.23742184550086914
1.155530032243522,1.0,0.2374117075723935,0.2236428937143639,Feynman2,sigma,0.2236428937143639,0.0,0.2374117075723935
1.1558677835562314,1.0,0.23739427254048912,0.23132324341565552,Feynman2,sigma,0.23132324341565552,0.0,0.23739427254048912
1.1582220861704187,1.0,0.23727207819405294,0.22097015216136423,Feynman2,sigma,0.22097015216136423,0.0,0.23727207819405294
1.159427791588215,1.0,0.23720905328132533,0.22557505768537767,Feynman2,sigma,0.22557505768537767,0.0,0.23720905328132533
1.1615279539851198,1.0,0.23709856002592605,0.24186359805504595,Feynman2,sigma,0.24186359805504595,0.0,0.23709856002592605
1.1624188444014798,1.0,0.23705141724190257,0.24968320377239211,Feynman2,sigma,0.24968320377239211,0.0,0.23705141724190257
1.162864671882681,1.0,0.23702776531396294,0.22855039025528365,Feynman2,sigma,0.22855039025528365,0.0,0.23702776531396294
1.163070500255439,1.0,0.2370168322259503,0.2181898558666237,Feynman2,sigma,0.2181898558666237,0.0,0.2370168322259503
1.1634370637536893,1.0,0.23699734016309476,0.23089882609638257,Feynman2,sigma,0.23089882609638257,0.0,0.23699734016309476
1.1656492468391355,1.0,0.23687913571527336,0.24257493116738799,Feynman2,sigma,0.24257493116738799,0.0,0.23687913571527336
1.1663016518409732,1.0,0.2368440895115387,0.2241902917250597,Feynman2,sigma,0.2241902917250597,0.0,0.2368440895115387
1.1664596144036103,1.0,0.23683559133870657,0.23706772058202977,Feynman2,sigma,0.23706772058202977,0.0,0.23683559133870657
1.1668801655051595,1.0,0.23681294224421298,0.23763783790637458,Feynman2,sigma,0.23763783790637458,0.0,0.23681294224421298
1.1677846778595034,1.0,0.2367641111046424,0.24231210639994086,Feynman2,sigma,0.24231210639994086,0.0,0.2367641111046424
1.1687254974549004,1.0,0.2367131497784307,0.22694574096803952,Feynman2,sigma,0.22694574096803952,0.0,0.2367131497784307
1.171300864366908,1.0,0.23657277044086697,0.23630035442749983,Feynman2,sigma,0.23630035442749983,0.0,0.23657277044086697
1.1716040893474875,1.0,0.23655615795894255,0.22434329353397314,Feynman2,sigma,0.22434329353397314,0.0,0.23655615795894255
1.1718897616075228,1.0,0.23654049100240385,0.22692732881238187,Feynman2,sigma,0.22692732881238187,0.0,0.23654049100240385
1.1722642111443662,1.0,0.23651993164855922,0.2349909427225105,Feynman2,sigma,0.2349909427225105,0.0,0.23651993164855922
1.172631637788892,1.0,0.2364997318768278,0.24930004465103808,Feynman2,sigma,0.24930004465103808,0.0,0.2364997318768278
1.1737045557126926,1.0,0.23644059982428428,0.24042085305536792,Feynman2,sigma,0.24042085305536792,0.0,0.23644059982428428
1.1737200812242494,1.0,0.2364397425597063,0.24953191308437664,Feynman2,sigma,0.24953191308437664,0.0,0.2364397425597063
1.174064957918612,1.0,0.2364206879196603,0.23937741465496978,Feynman2,sigma,0.23937741465496978,0.0,0.2364206879196603
1.1754535990200863,1.0,0.23634373785754018,0.2204801267725511,Feynman2,sigma,0.2204801267725511,0.0,0.23634373785754018
1.1766738598869384,1.0,0.236275820177312,0.23799665627281172,Feynman2,sigma,0.23799665627281172,0.0,0.236275820177312
1.1769895852506715,1.0,0.23625820226421101,0.2406504180123992,Feynman2,sigma,0.2406504180123992,0.0,0.23625820226421101
1.1770333734404652,1.0,0.2362557573608688,0.2563355285102876,Feynman2,sigma,0.2563355285102876,0.0,0.2362557573608688
1.177198673423609,1.0,0.23624652466929383,0.25234335974134364,Feynman2,sigma,0.25234335974134364,0.0,0.23624652466929383
1.1772286758578059,1.0,0.23624484836534168,0.2504019073913982,Feynman2,sigma,0.2504019073913982,0.0,0.23624484836534168
1.1773202370556635,1.0,0.236239731602557,0.22828527711970886,Feynman2,sigma,0.22828527711970886,0.0,0.236239731602557
1.1776176033774752,1.0,0.23622310301647767,0.24937183782279373,Feynman2,sigma,0.24937183782279373,0.0,0.23622310301647767
1.1790871859342,1.0,0.23614068513763278,0.2324881625558228,Feynman2,sigma,0.2324881625558228,0.0,0.23614068513763278
1.1825495235068673,1.0,0.23594494979037797,0.22377639832121954,Feynman2,sigma,0.22377639832121954,0.0,0.23594494979037797
1.1826126190387822,1.0,0.23594136272448152,0.23392792066980367,Feynman2,sigma,0.23392792066980367,0.0,0.23594136272448152
1.1831401541802404,1.0,0.23591134370831104,0.23368294870628717,Feynman2,sigma,0.23368294870628717,0.0,0.23591134370831104
1.18501749613304,1.0,0.2358041121181948,0.2144578959321979,Feynman2,sigma,0.2144578959321979,0.0,0.2358041121181948
1.1872408867702386,1.0,0.23567630874266843,0.23411790105261832,Feynman2,sigma,0.23411790105261832,0.0,0.23567630874266843
1.1880800199690011,1.0,0.23562784937240058,0.2303297648534893,Feynman2,sigma,0.2303297648534893,0.0,0.23562784937240058
1.1882595060288428,1.0,0.23561746827826893,0.22660953773124826,Feynman2,sigma,0.22660953773124826,0.0,0.23561746827826893
