epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0,1.0,1.0,1.000746892832068,3.0,0.06567013335493471,-0.13526925556883035,Feynman33,omega,-0.13526925556883035,0.0,0.06567013335493471
1.0,1.0,1.0,1.0,1.000996636534964,3.0,0.06574392974689913,0.2725319415861889,Feynman33,omega,0.2725319415861889,0.0,0.06574392974689913
1.0,1.0,1.0,1.0,1.0014484340704954,3.0,0.06587760635237298,-0.03002708382511464,Feynman33,omega,-0.03002708382511464,0.0,0.06587760635237298
1.0,1.0,1.0,1.0,1.0020673435573846,3.0,0.06606109529409528,0.1265203090441207,Feynman33,omega,0.1265203090441207,0.0,0.06606109529409528
1.0,1.0,1.0,1.0,1.0025935409221387,3.0,0.06621743267063784,0.10605193387357362,Feynman33,omega,0.10605193387357362,0.0,0.06621743267063784
1.0,1.0,1.0,1.0,1.0029419091716938,3.0,0.06632110523715774,0.6726934741394314,Feynman33,omega,0.6726934741394314,0.0,0.06632110523715774
1.0,1.0,1.0,1.0,1.003347419121806,3.0,0.06644195330173355,-0.2594857364459433,Feynman33,omega,-0.2594857364459433,0.0,0.06644195330173355
1.0,1.0,1.0,1.0,1.0036835247595532,3.0,0.06654225695922152,0.10911333735992762,Feynman33,omega,0.10911333735992762,0.0,0.06654225695922152
1.0,1.0,1.0,1.0,1.003871191386497,3.0,0.06659831703262922,0.03121788850561768,Feynman33,omega,0.03121788850561768,0.0,0.06659831703262922
1.0,1.0,1.0,1.0,1.004166502302322,3.0,0.06668661253407925,0.041362107454444116,Feynman33,omega,0.041362107454444116,0.0,0.06668661253407925
1.0,1.0,1.0,1.0,1.0049827523428072,3.0,0.0669311725422765,0.03246621051106668,Feynman33,omega,0.03246621051106668,0.0,0.0669311725422765
1.0,1.0,1.0,1.0,1.005912153030585,3.0,0.06721054452991186,0.22750439563560332,Feynman33,omega,0.22750439563560332,0.0,0.06721054452991186
1.0,1.0,1.0,1.0,1.0059905907313382,3.0,0.06723416685670507,-0.09519359282650129,Feynman33,omega,-0.09519359282650129,0.0,0.06723416685670507
1.0,1.0,1.0,1.0,1.0061027277353114,3.0,0.0672679501082505,0.1969316796616628,Feynman33,omega,0.1969316796616628,0.0,0.0672679501082505
1.0,1.0,1.0,1.0,1.0066572486042273,3.0,0.06743521757570019,-0.07565464920426286,Feynman33,omega,-0.07565464920426286,0.0,0.06743521757570019
1.0,1.0,1.0,1.0,1.0071537546659237,3.0,0.06758527963022051,0.13807351786117816,Feynman33,omega,0.13807351786117816,0.0,0.06758527963022051
1.0,1.0,1.0,1.0,1.0076863534093015,3.0,0.06774655989115164,-0.4740957035670913,Feynman33,omega,-0.4740957035670913,0.0,0.06774655989115164
1.0,1.0,1.0,1.0,1.0078407176916149,3.0,0.06779336410232084,-0.13156070741152637,Feynman33,omega,-0.13156070741152637,0.0,0.06779336410232084
1.0,1.0,1.0,1.0,1.0085747662253088,3.0,0.06801630169046963,-0.5669229269365541,Feynman33,omega,-0.5669229269365541,0.0,0.06801630169046963
1.0,1.0,1.0,1.0,1.0090576303426975,3.0,0.0681632855845151,0.06713020097761237,Feynman33,omega,0.06713020097761237,0.0,0.0681632855845151
1.0,1.0,1.0,1.0,1.0091359808668,3.0,0.06818716047850867,-0.2062461570375325,Feynman33,omega,-0.2062461570375325,0.0,0.06818716047850867
1.0,1.0,1.0,1.0,1.0099751678994489,3.0,0.06844331488935708,0.1030981819127115,Feynman33,omega,0.1030981819127115,0.0,0.06844331488935708
1.0,1.0,1.0,1.0,1.010047869379399,3.0,0.0684655441385754,0.16163607798061136,Feynman33,omega,0.16163607798061136,0.0,0.0684655441385754
1.0,1.0,1.0,1.0,1.0106942244457695,3.0,0.06866343926102444,0.22371257431737304,Feynman33,omega,0.22371257431737304,0.0,0.06866343926102444
1.0,1.0,1.0,1.0,1.0127549379777006,3.0,0.06929756239080279,0.5829875551668791,Feynman33,omega,0.5829875551668791,0.0,0.06929756239080279
1.0,1.0,1.0,1.0,1.012999063157167,3.0,0.06937300766350275,0.22634887571220097,Feynman33,omega,0.22634887571220097,0.0,0.06937300766350275
1.0,1.0,1.0,1.0,1.0132263276567288,3.0,0.06944330392410006,0.049003557578267735,Feynman33,omega,0.049003557578267735,0.0,0.06944330392410006
1.0,1.0,1.0,1.0,1.0138793363555947,3.0,0.06964562043819347,0.2495705287864147,Feynman33,omega,0.2495705287864147,0.0,0.06964562043819347
1.0,1.0,1.0,1.0,1.0140345391512757,3.0,0.06969377806524493,-0.07870662857629787,Feynman33,omega,-0.07870662857629787,0.0,0.06969377806524493
1.0,1.0,1.0,1.0,1.0140432471287835,3.0,0.06969648087389894,-0.188505212695943,Feynman33,omega,-0.188505212695943,0.0,0.06969648087389894
1.0,1.0,1.0,1.0,1.014047112661526,3.0,0.06969768069782968,-0.07227518532359285,Feynman33,omega,-0.07227518532359285,0.0,0.06969768069782968
1.0,1.0,1.0,1.0,1.0153972590218565,3.0,0.07011781046905753,-0.2539530391009354,Feynman33,omega,-0.2539530391009354,0.0,0.07011781046905753
1.0,1.0,1.0,1.0,1.015768234402171,3.0,0.07023361817252108,0.171177196193731,Feynman33,omega,0.171177196193731,0.0,0.07023361817252108
1.0,1.0,1.0,1.0,1.0181661630371721,3.0,0.07098604606034221,0.2959360532791448,Feynman33,omega,0.2959360532791448,0.0,0.07098604606034221
1.0,1.0,1.0,1.0,1.0197166305432206,3.0,0.07147613502688578,-0.24990143763910994,Feynman33,omega,-0.24990143763910994,0.0,0.07147613502688578
1.0,1.0,1.0,1.0,1.0205085427477805,3.0,0.07172754150639009,-0.06876177099108884,Feynman33,omega,-0.06876177099108884,0.0,0.07172754150639009
1.0,1.0,1.0,1.0,1.0206480382629872,3.0,0.0717719033697516,0.20453719179252156,Feynman33,omega,0.20453719179252156,0.0,0.0717719033697516
1.0,1.0,1.0,1.0,1.0206724970842909,3.0,0.07177968404158659,0.21549295495969906,Feynman33,omega,0.21549295495969906,0.0,0.07177968404158659
1.0,1.0,1.0,1.0,1.0206977960370667,3.0,0.07178773271287667,-0.04083030901045609,Feynman33,omega,-0.04083030901045609,0.0,0.07178773271287667
1.0,1.0,1.0,1.0,1.0215591401161817,3.0,0.0720622138135315,-0.6006242262235258,Feynman33,omega,-0.6006242262235258,0.0,0.0720622138135315
1.0,1.0,1.0,1.0,1.0221149366720508,3.0,0.07223979311469048,0.06793126836837708,Feynman33,omega,0.06793126836837708,0.0,0.07223979311469048
1.0,1.0,1.0,1.0,1.0229155876392528,3.0,0.07249624822302535,0.3737693118197003,Feynman33,omega,0.3737693118197003,0.0,0.07249624822302535
1.0,1.0,1.0,1.0,1.023237902872511,3.0,0.07259970339835252,0.2082529075053619,Feynman33,omega,0.2082529075053619,0.0,0.07259970339835252
1.0,1.0,1.0,1.0,1.0239977044750437,3.0,0.07284407006730742,0.3563770036813867,Feynman33,omega,0.3563770036813867,0.0,0.07284407006730742
1.0,1.0,1.0,1.0,1.024278728390254,3.0,0.07293462701451549,-0.1950342812189495,Feynman33,omega,-0.1950342812189495,0.0,0.07293462701451549
1.0,1.0,1.0,1.0,1.0243634683857472,3.0,0.07296195206292028,-0.11600505431995359,Feynman33,omega,-0.11600505431995359,0.0,0.07296195206292028
1.0,1.0,1.0,1.0,1.0246566187127741,3.0,0.07305654672877525,-0.19605352466248,Feynman33,omega,-0.19605352466248,0.0,0.07305654672877525
1.0,1.0,1.0,1.0,1.0247419189016094,3.0,0.07308409094412643,0.10026586056653007,Feynman33,omega,0.10026586056653007,0.0,0.07308409094412643
1.0,1.0,1.0,1.0,1.0251378186508804,3.0,0.07321204450432561,-0.1558900280401682,Feynman33,omega,-0.1558900280401682,0.0,0.07321204450432561
1.0,1.0,1.0,1.0,1.0256203875544125,3.0,0.07336826295648863,-0.30779250244041334,Feynman33,omega,-0.30779250244041334,0.0,0.07336826295648863
1.0,1.0,1.0,1.0,1.0258176855957462,3.0,0.07343221315277516,0.17349936453023376,Feynman33,omega,0.17349936453023376,0.0,0.07343221315277516
1.0,1.0,1.0,1.0,1.0267867852524422,3.0,0.07374700574964067,0.2606436799419682,Feynman33,omega,0.2606436799419682,0.0,0.07374700574964067
1.0,1.0,1.0,1.0,1.0273693547956904,3.0,0.07393678532894828,-0.07255595979536429,Feynman33,omega,-0.07255595979536429,0.0,0.07393678532894828
1.0,1.0,1.0,1.0,1.0276168132580668,3.0,0.07401752187040836,-0.4446362605853761,Feynman33,omega,-0.4446362605853761,0.0,0.07401752187040836
