x,u,c,t,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
5.0,1.0,3.000549895542908,1.0,4.242543508462192,4.249482155654958,Feynman17,c,4.249482155654958,0.0,4.242543508462192
5.0,1.0,3.002765673586936,1.0,4.242152539990655,4.22662033681114,Feynman17,c,4.22662033681114,0.0,4.242152539990655
5.0,1.0,3.0125732183139338,1.0,4.240433653758171,4.248892401760954,Feynman17,c,4.248892401760954,0.0,4.240433653758171
5.0,1.0,3.0159011340342863,1.0,4.2398546755738815,4.237191795977806,Feynman17,c,4.237191795977806,0.0,4.2398546755738815
5.0,1.0,3.0483267849046367,1.0,4.234324237625799,4.231170259785068,Feynman17,c,4.231170259785068,0.0,4.234324237625799
5.0,1.0,3.0485560546979587,1.0,4.234285836874613,4.236821687994906,Feynman17,c,4.236821687994906,0.0,4.234285836874613
5.0,1.0,3.0511673999519893,1.0,4.233849142750886,4.225542108651744,Feynman17,c,4.225542108651744,0.0,4.233849142750886
5.0,1.0,3.0522719256726565,1.0,4.233664811170248,4.251301691377734,Feynman17,c,4.251301691377734,0.0,4.233664811170248
5.0,1.0,3.0548170632913485,1.0,4.233240911710321,4.245737241633958,Feynman17,c,4.245737241633958,0.0,4.233240911710321
5.0,1.0,3.0593553062049326,1.0,4.232487992697584,4.248121681164913,Feynman17,c,4.248121681164913,0.0,4.232487992697584
5.0,1.0,3.08093469382572,1.0,4.228958624905685,4.199375483049672,Feynman17,c,4.199375483049672,0.0,4.228958624905685
5.0,1.0,3.0994304296458655,1.0,4.225998901035425,4.237786614163361,Feynman17,c,4.237786614163361,0.0,4.225998901035425
5.0,1.0,3.116474014090845,1.0,4.2233234312942045,4.230026280053664,Feynman17,c,4.230026280053664,0.0,4.2233234312942045
5.0,1.0,3.120523068204834,1.0,4.222694991887178,4.231647557187312,Feynman17,c,4.231647557187312,0.0,4.222694991887178
5.0,1.0,3.129904480859879,1.0,4.221249362062645,4.225745804740667,Feynman17,c,4.225745804740667,0.0,4.221249362062645
5.0,1.0,3.152231226541434,1.0,4.2178664930638705,4.209485509566015,Feynman17,c,4.209485509566015,0.0,4.2178664930638705
5.0,1.0,3.152703971770262,1.0,4.2177957273586335,4.223456439390811,Feynman17,c,4.223456439390811,0.0,4.2177957273586335
5.0,1.0,3.156172332974781,1.0,4.217277625500513,4.2075994970524535,Feynman17,c,4.2075994970524535,0.0,4.217277625500513
5.0,1.0,3.19904862497995,1.0,4.211026403653371,4.201741195948567,Feynman17,c,4.201741195948567,0.0,4.211026403653371
5.0,1.0,3.222208072091038,1.0,4.20776422002369,4.242761558017064,Feynman17,c,4.242761558017064,0.0,4.20776422002369
5.0,1.0,3.2330485758974814,1.0,4.206263833234048,4.2241355631765325,Feynman17,c,4.2241355631765325,0.0,4.206263833234048
5.0,1.0,3.233821636193487,1.0,4.206157474292232,4.2041469176197666,Feynman17,c,4.2041469176197666,0.0,4.206157474292232
5.0,1.0,3.245866447779787,1.0,4.204511161838377,4.203318547367629,Feynman17,c,4.203318547367629,0.0,4.204511161838377
5.0,1.0,3.256433497550864,1.0,4.203083417896362,4.210914578675572,Feynman17,c,4.210914578675572,0.0,4.203083417896362
5.0,1.0,3.2669673858461055,1.0,4.2016753470053505,4.20315221617488,Feynman17,c,4.20315221617488,0.0,4.2016753470053505
5.0,1.0,3.274653850938332,1.0,4.2006573387528015,4.205023400924574,Feynman17,c,4.205023400924574,0.0,4.2006573387528015
5.0,1.0,3.2794710905881432,1.0,4.200023355160015,4.214598939229328,Feynman17,c,4.214598939229328,0.0,4.200023355160015
5.0,1.0,3.296202856865183,1.0,4.197845074886786,4.200017770329205,Feynman17,c,4.200017770329205,0.0,4.197845074886786
5.0,1.0,3.3152151895444333,1.0,4.195413819763922,4.186820538292279,Feynman17,c,4.186820538292279,0.0,4.195413819763922
5.0,1.0,3.3273234970783,1.0,4.193889269684129,4.198266509494272,Feynman17,c,4.198266509494272,0.0,4.193889269684129
5.0,1.0,3.333826192203084,1.0,4.193078044356416,4.190277011795687,Feynman17,c,4.190277011795687,0.0,4.193078044356416
5.0,1.0,3.364901276800503,1.0,4.189272372324297,4.195540775227294,Feynman17,c,4.195540775227294,0.0,4.189272372324297
5.0,1.0,3.37364045179301,1.0,4.188222837873832,4.178657565817975,Feynman17,c,4.178657565817975,0.0,4.188222837873832
5.0,1.0,3.3827577582739234,1.0,4.187137380162767,4.206601759911921,Feynman17,c,4.206601759911921,0.0,4.187137380162767
5.0,1.0,3.386383447909286,1.0,4.186708392263524,4.183750497038207,Feynman17,c,4.183750497038207,0.0,4.186708392263524
5.0,1.0,3.395664307733248,1.0,4.185617138812284,4.171661776762858,Feynman17,c,4.171661776762858,0.0,4.185617138812284
5.0,1.0,3.3978983941624503,1.0,4.185355913565505,4.196793399935274,Feynman17,c,4.196793399935274,0.0,4.185355913565505
5.0,1.0,3.3981558663954043,1.0,4.185325844329213,4.184366472118481,Feynman17,c,4.184366472118481,0.0,4.185325844329213
5.0,1.0,3.399201893754494,1.0,4.185203759554439,4.176000669244347,Feynman17,c,4.176000669244347,0.0,4.185203759554439
5.0,1.0,3.4095783232588435,1.0,4.183999349609856,4.1787056999891465,Feynman17,c,4.1787056999891465,0.0,4.183999349609856
5.0,1.0,3.4161945629746735,1.0,4.183237651692797,4.215206779940474,Feynman17,c,4.215206779940474,0.0,4.183237651692797
5.0,1.0,3.416354723258232,1.0,4.183219273141887,4.160469609958576,Feynman17,c,4.160469609958576,0.0,4.183219273141887
5.0,1.0,3.4319201866306956,1.0,4.181446518047006,4.193871812427805,Feynman17,c,4.193871812427805,0.0,4.181446518047006
5.0,1.0,3.4322638198612783,1.0,4.181407678692926,4.192321419051175,Feynman17,c,4.192321419051175,0.0,4.181407678692926
5.0,1.0,3.4417301575474575,1.0,4.180342732165146,4.184374808690445,Feynman17,c,4.184374808690445,0.0,4.180342732165146
5.0,1.0,3.4652902518598223,1.0,4.1777334933623855,4.182110078324923,Feynman17,c,4.182110078324923,0.0,4.1777334933623855
5.0,1.0,3.474382116468943,1.0,4.176742033522263,4.170418538328282,Feynman17,c,4.170418538328282,0.0,4.176742033522263
5.0,1.0,3.4780524277206375,1.0,4.176344189058275,4.20850399912055,Feynman17,c,4.20850399912055,0.0,4.176344189058275
5.0,1.0,3.4857137703668,1.0,4.175518144674711,4.157953734789196,Feynman17,c,4.157953734789196,0.0,4.175518144674711
5.0,1.0,3.485909923954489,1.0,4.175497073328276,4.185900641437427,Feynman17,c,4.185900641437427,0.0,4.175497073328276
5.0,1.0,3.4874437683561026,1.0,4.1753324372030916,4.16419618733516,Feynman17,c,4.16419618733516,0.0,4.1753324372030916
5.0,1.0,3.4947165036721954,1.0,4.174555025346016,4.170761080222054,Feynman17,c,4.170761080222054,0.0,4.174555025346016
5.0,1.0,3.5198330133227715,1.0,4.171910432623995,4.152011608068942,Feynman17,c,4.152011608068942,0.0,4.171910432623995
5.0,1.0,3.529792068966509,1.0,4.170878774870831,4.164940074789568,Feynman17,c,4.164940074789568,0.0,4.170878774870831
5.0,1.0,3.5431175029607322,1.0,4.169513156026497,4.170914284602462,Feynman17,c,4.170914284602462,0.0,4.169513156026497
5.0,1.0,3.568536532956289,1.0,4.166954073542033,4.146592232196733,Feynman17,c,4.146592232196733,0.0,4.166954073542033
5.0,1.0,3.5722541836515536,1.0,4.166584757384585,4.149523431766172,Feynman17,c,4.149523431766172,0.0,4.166584757384585
5.0,1.0,3.57735006690634,1.0,4.166080554029739,4.160269430313768,Feynman17,c,4.160269430313768,0.0,4.166080554029739
5.0,1.0,3.5775889893719395,1.0,4.16605697160386,4.176026078530043,Feynman17,c,4.176026078530043,0.0,4.16605697160386
5.0,1.0,3.579379107393056,1.0,4.1658804440555945,4.1638265988449215,Feynman17,c,4.1638265988449215,0.0,4.1658804440555945
5.0,1.0,3.5805138436472927,1.0,4.165768693857882,4.1457735688773285,Feynman17,c,4.1457735688773285,0.0,4.165768693857882
5.0,1.0,3.6081907204781554,1.0,4.163078320022909,4.160881267587341,Feynman17,c,4.160881267587341,0.0,4.163078320022909
5.0,1.0,3.6083323286628683,1.0,4.16306472700253,4.149273054401501,Feynman17,c,4.149273054401501,0.0,4.16306472700253
5.0,1.0,3.613218000803908,1.0,4.162596809102403,4.173704224494469,Feynman17,c,4.173704224494469,0.0,4.162596809102403
5.0,1.0,3.6223773701998994,1.0,4.161725101653998,4.187438319837338,Feynman17,c,4.187438319837338,0.0,4.161725101653998
5.0,1.0,3.6288799582483513,1.0,4.16111057466547,4.143519156671291,Feynman17,c,4.143519156671291,0.0,4.16111057466547
5.0,1.0,3.629184915270197,1.0,4.1610818424325595,4.1881399607061,Feynman17,c,4.1881399607061,0.0,4.1610818424325595
5.0,1.0,3.6293287326084696,1.0,4.161068295068224,4.148132475896202,Feynman17,c,4.148132475896202,0.0,4.161068295068224
5.0,1.0,3.6380463751368475,1.0,4.160250350180843,4.154485747895395,Feynman17,c,4.154485747895395,0.0,4.160250350180843
5.0,1.0,3.6415786198904305,1.0,4.159920739893804,4.153807775778496,Feynman17,c,4.153807775778496,0.0,4.159920739893804
5.0,1.0,3.655674934743287,1.0,4.158615617397405,4.157838933699175,Feynman17,c,4.157838933699175,0.0,4.158615617397405
5.0,1.0,3.656734802665039,1.0,4.15851814732529,4.171482463035124,Feynman17,c,4.171482463035124,0.0,4.15851814732529
5.0,1.0,3.675740530299515,1.0,4.156785728641646,4.1479713318936335,Feynman17,c,4.1479713318936335,0.0,4.156785728641646
5.0,1.0,3.680905768462011,1.0,4.15631990549681,4.1540858963799465,Feynman17,c,4.1540858963799465,0.0,4.15631990549681
5.0,1.0,3.6905839474451967,1.0,4.155452763276215,4.142225054224926,Feynman17,c,4.142225054224926,0.0,4.155452763276215
5.0,1.0,3.7034525218788934,1.0,4.154311109662822,4.16061921149296,Feynman17,c,4.16061921149296,0.0,4.154311109662822
5.0,1.0,3.7157118575520727,1.0,4.153235381170413,4.1426465793591465,Feynman17,c,4.1426465793591465,0.0,4.153235381170413
5.0,1.0,3.7445484559843005,1.0,4.150749761414393,4.1321908499702475,Feynman17,c,4.1321908499702475,0.0,4.150749761414393
5.0,1.0,3.7542802954553776,1.0,4.149924795013141,4.155027486794808,Feynman17,c,4.155027486794808,0.0,4.149924795013141
5.0,1.0,3.757341396663954,1.0,4.1496667313348725,4.126351887408154,Feynman17,c,4.126351887408154,0.0,4.1496667313348725
5.0,1.0,3.7634839871582066,1.0,4.149150927807785,4.147160002279222,Feynman17,c,4.147160002279222,0.0,4.149150927807785
5.0,1.0,3.7759594422824696,1.0,4.1481116649071765,4.168169729788928,Feynman17,c,4.168169729788928,0.0,4.1481116649071765
5.0,1.0,3.7790344166999392,1.0,4.147857204240048,4.141270930030492,Feynman17,c,4.141270930030492,0.0,4.147857204240048
5.0,1.0,3.7827852593653675,1.0,4.147547716893795,4.172571324306633,Feynman17,c,4.172571324306633,0.0,4.147547716893795
5.0,1.0,3.786810642898223,1.0,4.147216676031539,4.171739460173223,Feynman17,c,4.171739460173223,0.0,4.147216676031539
5.0,1.0,3.7932642723010632,1.0,4.14668830215343,4.158652505479239,Feynman17,c,4.158652505479239,0.0,4.14668830215343
5.0,1.0,3.7960769716163347,1.0,4.146458925438983,4.156896312929152,Feynman17,c,4.156896312929152,0.0,4.146458925438983
5.0,1.0,3.8034614578813306,1.0,4.145859317524225,4.142591491283922,Feynman17,c,4.142591491283922,0.0,4.145859317524225
5.0,1.0,3.805523775748556,1.0,4.145692530245219,4.156239796194884,Feynman17,c,4.156239796194884,0.0,4.145692530245219
5.0,1.0,3.8109972274249073,1.0,4.145251281244119,4.162701150001834,Feynman17,c,4.162701150001834,0.0,4.145251281244119
5.0,1.0,3.812191588595771,1.0,4.145155267552384,4.14952583485109,Feynman17,c,4.14952583485109,0.0,4.145155267552384
5.0,1.0,3.815413449843411,1.0,4.144896747532705,4.152128637919484,Feynman17,c,4.152128637919484,0.0,4.144896747532705
5.0,1.0,3.8168519899525917,1.0,4.14478154695543,4.135857736911112,Feynman17,c,4.135857736911112,0.0,4.14478154695543
5.0,1.0,3.8245764246191407,1.0,4.144165346480177,4.135218473857905,Feynman17,c,4.135218473857905,0.0,4.144165346480177
5.0,1.0,3.8330233004038554,1.0,4.143496085977687,4.163370153229491,Feynman17,c,4.163370153229491,0.0,4.143496085977687
5.0,1.0,3.845407428069124,1.0,4.142523410144076,4.14887570557867,Feynman17,c,4.14887570557867,0.0,4.142523410144076
5.0,1.0,3.8454597884154698,1.0,4.142519319037004,4.1474007844333265,Feynman17,c,4.1474007844333265,0.0,4.142519319037004
5.0,1.0,3.8692763972768054,1.0,4.140676856017528,4.128079080198125,Feynman17,c,4.128079080198125,0.0,4.140676856017528
5.0,1.0,3.8724113656195547,1.0,4.140437043063668,4.142934486332348,Feynman17,c,4.142934486332348,0.0,4.140437043063668
5.0,1.0,3.8738180461071985,1.0,4.140329640143562,4.11741058237445,Feynman17,c,4.11741058237445,0.0,4.140329640143562
5.0,1.0,3.878205688582474,1.0,4.139995438634532,4.1531462564631285,Feynman17,c,4.1531462564631285,0.0,4.139995438634532
5.0,1.0,3.8891976565687276,1.0,4.139163505751532,4.12514577282196,Feynman17,c,4.12514577282196,0.0,4.139163505751532
5.0,1.0,3.9077839358973994,1.0,4.137773851160754,4.140130376054696,Feynman17,c,4.140130376054696,0.0,4.137773851160754
5.0,1.0,3.908508969586256,1.0,4.137720071568305,4.140871624306617,Feynman17,c,4.140871624306617,0.0,4.137720071568305
5.0,1.0,3.9200385037678807,1.0,4.136869150230539,4.1429687414745295,Feynman17,c,4.1429687414745295,0.0,4.136869150230539
5.0,1.0,3.921091681575562,1.0,4.136791821852391,4.147299337041028,Feynman17,c,4.147299337041028,0.0,4.136791821852391
5.0,1.0,3.9283914860638385,1.0,4.1362576688510435,4.114943111816386,Feynman17,c,4.114943111816386,0.0,4.1362576688510435
5.0,1.0,3.944422016437549,1.0,4.135095761934305,4.1416645307558815,Feynman17,c,4.1416645307558815,0.0,4.135095761934305
5.0,1.0,3.965952250445514,1.0,4.133558851246005,4.119181260482478,Feynman17,c,4.119181260482478,0.0,4.133558851246005
5.0,1.0,3.9696637715118905,1.0,4.133296603821371,4.146642227413929,Feynman17,c,4.146642227413929,0.0,4.133296603821371
5.0,1.0,3.9747525459246553,1.0,4.132938317013994,4.1171430868484284,Feynman17,c,4.1171430868484284,0.0,4.132938317013994
5.0,1.0,3.9761196052795147,1.0,4.132842316241094,4.136803192137706,Feynman17,c,4.136803192137706,0.0,4.132842316241094
5.0,1.0,3.992451267949364,1.0,4.1317035627637875,4.152131449850899,Feynman17,c,4.152131449850899,0.0,4.1317035627637875
5.0,1.0,4.01585240769238,1.0,4.130097631207152,4.139131967257053,Feynman17,c,4.139131967257053,0.0,4.130097631207152
5.0,1.0,4.040497625311804,1.0,4.128438369138186,4.1483808168636065,Feynman17,c,4.1483808168636065,0.0,4.128438369138186
5.0,1.0,4.044789131600137,1.0,4.128152737662032,4.138181719231857,Feynman17,c,4.138181719231857,0.0,4.128152737662032
5.0,1.0,4.062986767319345,1.0,4.126952238298427,4.125105780075214,Feynman17,c,4.125105780075214,0.0,4.126952238298427
5.0,1.0,4.071550219502629,1.0,4.126393225938532,4.137490522226824,Feynman17,c,4.137490522226824,0.0,4.126393225938532
5.0,1.0,4.0780534151909285,1.0,4.125971205848401,4.164277338828331,Feynman17,c,4.164277338828331,0.0,4.125971205848401
5.0,1.0,4.084282934921422,1.0,4.125568955268268,4.147357782711636,Feynman17,c,4.147357782711636,0.0,4.125568955268268
5.0,1.0,4.094168043065188,1.0,4.1249346608080035,4.118618912397669,Feynman17,c,4.118618912397669,0.0,4.1249346608080035
5.0,1.0,4.097069807313827,1.0,4.12474939059979,4.132472102227642,Feynman17,c,4.132472102227642,0.0,4.12474939059979
5.0,1.0,4.104137546319989,1.0,4.124299880474065,4.111049321213341,Feynman17,c,4.111049321213341,0.0,4.124299880474065
5.0,1.0,4.123777110102923,1.0,4.123063668727787,4.101959567252803,Feynman17,c,4.101959567252803,0.0,4.123063668727787
5.0,1.0,4.124208389974511,1.0,4.123036732213349,4.1371125941253135,Feynman17,c,4.1371125941253135,0.0,4.123036732213349
5.0,1.0,4.135773655554829,1.0,4.122317733678113,4.106426897646336,Feynman17,c,4.106426897646336,0.0,4.122317733678113
5.0,1.0,4.137324452555901,1.0,4.122221809145307,4.134293035308169,Feynman17,c,4.134293035308169,0.0,4.122221809145307
5.0,1.0,4.1379685292016815,1.0,4.122182003450866,4.123327294594661,Feynman17,c,4.123327294594661,0.0,4.122182003450866
5.0,1.0,4.145074013400155,1.0,4.121744172017052,4.091722925616479,Feynman17,c,4.091722925616479,0.0,4.121744172017052
5.0,1.0,4.148500668774873,1.0,4.121533878849848,4.112440372800967,Feynman17,c,4.112440372800967,0.0,4.121533878849848
5.0,1.0,4.150403044624797,1.0,4.121417369064187,4.126314464868224,Feynman17,c,4.126314464868224,0.0,4.121417369064187
5.0,1.0,4.155421021903407,1.0,4.12111086081288,4.1338277278490105,Feynman17,c,4.1338277278490105,0.0,4.12111086081288
5.0,1.0,4.168123959315599,1.0,4.120340184078924,4.125369542253825,Feynman17,c,4.125369542253825,0.0,4.120340184078924
5.0,1.0,4.170015639806464,1.0,4.120226056257989,4.115055964122618,Feynman17,c,4.115055964122618,0.0,4.120226056257989
5.0,1.0,4.175775794586087,1.0,4.119879550596892,4.1455691848851215,Feynman17,c,4.1455691848851215,0.0,4.119879550596892
5.0,1.0,4.181458591480451,1.0,4.11953918588391,4.106199048368877,Feynman17,c,4.106199048368877,0.0,4.11953918588391
