omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0,1.0080990689473093,1.0,1.0,0.09341025801840677,0.09859687035277612,Feynman44,h,0.09859687035277612,0.0,0.09341025801840677
1.0,1.0,1.0082168746314344,1.0,1.0,0.09340935892371492,0.09958872513152485,Feynman44,h,0.09958872513152485,0.0,0.09340935892371492
1.0,1.0,1.0149452636569518,1.0,1.0,0.09335801758742872,0.09103593103635758,Feynman44,h,0.09103593103635758,0.0,0.09335801758742872
1.0,1.0,1.0151364214624605,1.0,1.0,0.09335655922962081,0.09292548438610941,Feynman44,h,0.09292548438610941,0.0,0.09335655922962081
1.0,1.0,1.0217901691254263,1.0,1.0,0.09330580698499819,0.0930307542569981,Feynman44,h,0.0930307542569981,0.0,0.09330580698499819
1.0,1.0,1.022622187884323,1.0,1.0,0.09329946199240975,0.09563185441716553,Feynman44,h,0.09563185441716553,0.0,0.09329946199240975
1.0,1.0,1.0239403012071766,1.0,1.0,0.09328941063697554,0.09379389809179213,Feynman44,h,0.09379389809179213,0.0,0.09328941063697554
1.0,1.0,1.0239421009019627,1.0,1.0,0.0932893969137973,0.0930983081520175,Feynman44,h,0.0930983081520175,0.0,0.0932893969137973
1.0,1.0,1.026965053799731,1.0,1.0,0.09326634799926323,0.09302388832717495,Feynman44,h,0.09302388832717495,0.0,0.09326634799926323
1.0,1.0,1.0285430965768727,1.0,1.0,0.0932543175467077,0.09472444697693645,Feynman44,h,0.09472444697693645,0.0,0.0932543175467077
1.0,1.0,1.0363036374579582,1.0,1.0,0.09319516932447099,0.09367651603065548,Feynman44,h,0.09367651603065548,0.0,0.09319516932447099
1.0,1.0,1.037288620638889,1.0,1.0,0.09318766395262269,0.09353579926401602,Feynman44,h,0.09353579926401602,0.0,0.09318766395262269
1.0,1.0,1.0384842385791204,1.0,1.0,0.09317855414276492,0.09297542704557621,Feynman44,h,0.09297542704557621,0.0,0.09317855414276492
1.0,1.0,1.0389412809062901,1.0,1.0,0.09317507194670932,0.09611760271438421,Feynman44,h,0.09611760271438421,0.0,0.09317507194670932
1.0,1.0,1.0433616516531736,1.0,1.0,0.09314139783175573,0.09608627254593335,Feynman44,h,0.09608627254593335,0.0,0.09314139783175573
1.0,1.0,1.0452565712452109,1.0,1.0,0.09312696500218416,0.09132441381339483,Feynman44,h,0.09132441381339483,0.0,0.09312696500218416
1.0,1.0,1.0462512350407942,1.0,1.0,0.09311938966680208,0.09465955034702632,Feynman44,h,0.09465955034702632,0.0,0.09311938966680208
1.0,1.0,1.0491223614705318,1.0,1.0,0.09309752560468783,0.09725916007706913,Feynman44,h,0.09725916007706913,0.0,0.09309752560468783
1.0,1.0,1.050439442174755,1.0,1.0,0.09308749701236987,0.08674587952884685,Feynman44,h,0.08674587952884685,0.0,0.09308749701236987
1.0,1.0,1.062587749480052,1.0,1.0,0.09299503155368835,0.09356209069459609,Feynman44,h,0.09356209069459609,0.0,0.09299503155368835
1.0,1.0,1.0643372917061709,1.0,1.0,0.09298172029770058,0.09236947450891304,Feynman44,h,0.09236947450891304,0.0,0.09298172029770058
1.0,1.0,1.0707594977620598,1.0,1.0,0.09293286863433066,0.09507003901995194,Feynman44,h,0.09507003901995194,0.0,0.09293286863433066
1.0,1.0,1.0740869834586095,1.0,1.0,0.09290756443541721,0.09643753112408804,Feynman44,h,0.09643753112408804,0.0,0.09290756443541721
1.0,1.0,1.074302298452471,1.0,1.0,0.09290592721361061,0.09947032158800068,Feynman44,h,0.09947032158800068,0.0,0.09290592721361061
1.0,1.0,1.0746032076465224,1.0,1.0,0.09290363917991148,0.09136889540826396,Feynman44,h,0.09136889540826396,0.0,0.09290363917991148
1.0,1.0,1.079446290155194,1.0,1.0,0.09286681897769287,0.09054136712486266,Feynman44,h,0.09054136712486266,0.0,0.09286681897769287
1.0,1.0,1.080222405130257,1.0,1.0,0.0928609193866318,0.09497161041386859,Feynman44,h,0.09497161041386859,0.0,0.0928609193866318
1.0,1.0,1.0852242510299144,1.0,1.0,0.09282290432021607,0.09388328383056897,Feynman44,h,0.09388328383056897,0.0,0.09282290432021607
1.0,1.0,1.0854723460085154,1.0,1.0,0.09282101902465528,0.09012087434123803,Feynman44,h,0.09012087434123803,0.0,0.09282101902465528
1.0,1.0,1.0884354366117508,1.0,1.0,0.0927985042675271,0.09692419189507621,Feynman44,h,0.09692419189507621,0.0,0.0927985042675271
1.0,1.0,1.090232586293121,1.0,1.0,0.09278485062382491,0.0888876563505132,Feynman44,h,0.0888876563505132,0.0,0.09278485062382491
1.0,1.0,1.0939144440614283,1.0,1.0,0.09275688242272258,0.09127326812786578,Feynman44,h,0.09127326812786578,0.0,0.09275688242272258
1.0,1.0,1.0950895633486697,1.0,1.0,0.0927479571752621,0.08968146265625489,Feynman44,h,0.08968146265625489,0.0,0.0927479571752621
1.0,1.0,1.099849678094337,1.0,1.0,0.09271180925099604,0.09260193135584018,Feynman44,h,0.09260193135584018,0.0,0.09271180925099604
1.0,1.0,1.102265423850536,1.0,1.0,0.09269346797038683,0.09375373660846438,Feynman44,h,0.09375373660846438,0.0,0.09269346797038683
1.0,1.0,1.1047912219939606,1.0,1.0,0.09267429379052582,0.0920628557093668,Feynman44,h,0.0920628557093668,0.0,0.09267429379052582
