omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
1.0,1.0,1.0,1.002204311153056,1.0,0.09369495802668441,0.11495204016726634,Feynman44,kb,0.11495204016726634,0.09369495802668441
1.0,1.0,1.0,1.0061272535193155,1.0,0.09409160416054095,0.11428712972474359,Feynman44,kb,0.11428712972474359,0.09409160416054095
1.0,1.0,1.0,1.0073258988966018,1.0,0.09421279969914705,0.12208116807197657,Feynman44,kb,0.12208116807197657,0.09421279969914705
1.0,1.0,1.0,1.0084858692252348,1.0,0.09433008535837212,0.10164816192677247,Feynman44,kb,0.10164816192677247,0.09433008535837212
1.0,1.0,1.0,1.0101881270442683,1.0,0.09450220321387218,0.058452609674510256,Feynman44,kb,0.058452609674510256,0.09450220321387218
1.0,1.0,1.0,1.0114097722194724,1.0,0.09462572633966257,0.18585518222088576,Feynman44,kb,0.18585518222088576,0.09462572633966257
1.0,1.0,1.0,1.0132670424294314,1.0,0.09481352003463413,0.14886043504572277,Feynman44,kb,0.14886043504572277,0.09481352003463413
1.0,1.0,1.0,1.013799271548994,1.0,0.09486733544470419,0.0180798517405516,Feynman44,kb,0.0180798517405516,0.09486733544470419
1.0,1.0,1.0,1.0146854887364132,1.0,0.0949569439921139,0.05247413833767677,Feynman44,kb,0.05247413833767677,0.0949569439921139
1.0,1.0,1.0,1.0155174377766825,1.0,0.09504106558757736,0.10723249711940926,Feynman44,kb,0.10723249711940926,0.09504106558757736
1.0,1.0,1.0,1.0163970815868515,1.0,0.09513001009298634,0.0584511381934277,Feynman44,kb,0.0584511381934277,0.09513001009298634
1.0,1.0,1.0,1.0171772976752411,1.0,0.09520890130416287,0.16665506679860356,Feynman44,kb,0.16665506679860356,0.09520890130416287
1.0,1.0,1.0,1.0195924012729471,1.0,0.09545310501825707,0.13246652838349404,Feynman44,kb,0.13246652838349404,0.09545310501825707
1.0,1.0,1.0,1.0200454435059036,1.0,0.09549891474208481,0.1123241712870521,Feynman44,kb,0.1123241712870521,0.09549891474208481
1.0,1.0,1.0,1.021268205518762,1.0,0.09562255570205798,0.11305621184775637,Feynman44,kb,0.11305621184775637,0.09562255570205798
1.0,1.0,1.0,1.0243362261249032,1.0,0.09593278469787092,0.15130004663783603,Feynman44,kb,0.15130004663783603,0.09593278469787092
1.0,1.0,1.0,1.0247682495543557,1.0,0.09597646990575805,0.08858252032243451,Feynman44,kb,0.08858252032243451,0.09597646990575805
1.0,1.0,1.0,1.0284847870188454,1.0,0.09635228060744438,0.12521213041786944,Feynman44,kb,0.12521213041786944,0.09635228060744438
