epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0004237710883823,1.0,1.0,1.0,3.0,0.06547758270266373,0.057753499612130596,Feynman33,c,0.057753499612130596,0.0,0.06547758270266373
1.0,1.0009712004823008,1.0,1.0,1.0,3.0,0.0655134118727115,0.058228084634636475,Feynman33,c,0.058228084634636475,0.0,0.0655134118727115
1.0,1.0025851916887265,1.0,1.0,1.0,3.0,0.06561904735015037,0.06971481415255457,Feynman33,c,0.06971481415255457,0.0,0.06561904735015037
1.0,1.0027750765518653,1.0,1.0,1.0,3.0,0.06563147528538088,0.07249089841185595,Feynman33,c,0.07249089841185595,0.0,0.06563147528538088
1.0,1.0028767699650587,1.0,1.0,1.0,3.0,0.0656381311037102,0.06625048410573285,Feynman33,c,0.06625048410573285,0.0,0.0656381311037102
1.0,1.0030136525957842,1.0,1.0,1.0,3.0,0.06564709005094126,0.0709983394022925,Feynman33,c,0.0709983394022925,0.0,0.06564709005094126
1.0,1.0030766305052314,1.0,1.0,1.0,3.0,0.0656512119454758,0.0639618285581992,Feynman33,c,0.0639618285581992,0.0,0.0656512119454758
1.0,1.0045810798350048,1.0,1.0,1.0,3.0,0.06574967792385317,0.06583347329167104,Feynman33,c,0.06583347329167104,0.0,0.06574967792385317
1.0,1.0068124872780602,1.0,1.0,1.0,3.0,0.06589572319948377,0.07221485987945843,Feynman33,c,0.07221485987945843,0.0,0.06589572319948377
1.0,1.0069242167912744,1.0,1.0,1.0,3.0,0.06590303587902341,0.06433015418882668,Feynman33,c,0.06433015418882668,0.0,0.06590303587902341
1.0,1.007201919833174,1.0,1.0,1.0,3.0,0.06592121150061324,0.06431000284301228,Feynman33,c,0.06431000284301228,0.0,0.06592121150061324
1.0,1.00729267524793,1.0,1.0,1.0,3.0,0.06592715142861888,0.06472661862972455,Feynman33,c,0.06472661862972455,0.0,0.06592715142861888
1.0,1.0078969240649704,1.0,1.0,1.0,3.0,0.06596669942121376,0.06655564461635387,Feynman33,c,0.06655564461635387,0.0,0.06596669942121376
1.0,1.0079054228033009,1.0,1.0,1.0,3.0,0.06596725566233676,0.0486693131733012,Feynman33,c,0.0486693131733012,0.0,0.06596725566233676
1.0,1.008001483369039,1.0,1.0,1.0,3.0,0.06597354281166222,0.05926388516891421,Feynman33,c,0.05926388516891421,0.0,0.06597354281166222
1.0,1.0084856725734885,1.0,1.0,1.0,3.0,0.06600523292098819,0.05954438604336543,Feynman33,c,0.05954438604336543,0.0,0.06600523292098819
1.0,1.0092963234514598,1.0,1.0,1.0,3.0,0.06605828989688112,0.06754318610126023,Feynman33,c,0.06754318610126023,0.0,0.06605828989688112
1.0,1.0095604060562473,1.0,1.0,1.0,3.0,0.06607557406294656,0.057368454447015556,Feynman33,c,0.057368454447015556,0.0,0.06607557406294656
1.0,1.0100272853076462,1.0,1.0,1.0,3.0,0.06610613123849464,0.07541908583030368,Feynman33,c,0.07541908583030368,0.0,0.06610613123849464
1.0,1.0105483438223983,1.0,1.0,1.0,3.0,0.06614023443853706,0.06845133275768861,Feynman33,c,0.06845133275768861,0.0,0.06614023443853706
1.0,1.0105791519456397,1.0,1.0,1.0,3.0,0.06614225082548802,0.06756541469285271,Feynman33,c,0.06756541469285271,0.0,0.06614225082548802
1.0,1.0110066129625093,1.0,1.0,1.0,3.0,0.06617022808361912,0.07084542240277608,Feynman33,c,0.07084542240277608,0.0,0.06617022808361912
1.0,1.011035166195441,1.0,1.0,1.0,3.0,0.06617209688834444,0.06316462021927599,Feynman33,c,0.06316462021927599,0.0,0.06617209688834444
1.0,1.0115174067001695,1.0,1.0,1.0,3.0,0.0662036594555719,0.07073309852173071,Feynman33,c,0.07073309852173071,0.0,0.0662036594555719
1.0,1.0123752106510708,1.0,1.0,1.0,3.0,0.06625980259287131,0.07097571082880282,Feynman33,c,0.07097571082880282,0.0,0.06625980259287131
1.0,1.012777832420279,1.0,1.0,1.0,3.0,0.06628615412604465,0.06847029194189598,Feynman33,c,0.06847029194189598,0.0,0.06628615412604465
1.0,1.0134600284564126,1.0,1.0,1.0,3.0,0.06633080375219934,0.07316941287925093,Feynman33,c,0.07316941287925093,0.0,0.06633080375219934
1.0,1.01348736401122,1.0,1.0,1.0,3.0,0.06633259286007778,0.06875760767720114,Feynman33,c,0.06875760767720114,0.0,0.06633259286007778
1.0,1.0135407288608382,1.0,1.0,1.0,3.0,0.06633608558131779,0.06521082166159578,Feynman33,c,0.06521082166159578,0.0,0.06633608558131779
1.0,1.0138008758700092,1.0,1.0,1.0,3.0,0.06635311216325247,0.0636037339362594,Feynman33,c,0.0636037339362594,0.0,0.06635311216325247
1.0,1.0140695969713625,1.0,1.0,1.0,3.0,0.06637069991820822,0.07649497837972424,Feynman33,c,0.07649497837972424,0.0,0.06637069991820822
1.0,1.0144337387581912,1.0,1.0,1.0,3.0,0.06639453294242419,0.07794189968136613,Feynman33,c,0.07794189968136613,0.0,0.06639453294242419
1.0,1.0144351256509139,1.0,1.0,1.0,3.0,0.06639462371434061,0.07405937200246497,Feynman33,c,0.07405937200246497,0.0,0.06639462371434061
1.0,1.0145309706483587,1.0,1.0,1.0,3.0,0.06640089675475429,0.06309140296941239,Feynman33,c,0.06309140296941239,0.0,0.06640089675475429
1.0,1.015618496849511,1.0,1.0,1.0,3.0,0.06647207517817358,0.06823962592296717,Feynman33,c,0.06823962592296717,0.0,0.06647207517817358
1.0,1.0157251596815406,1.0,1.0,1.0,3.0,0.06647905624420515,0.06970848445244548,Feynman33,c,0.06970848445244548,0.0,0.06647905624420515
1.0,1.016109177307121,1.0,1.0,1.0,3.0,0.06650419013902541,0.07599351800549542,Feynman33,c,0.07599351800549542,0.0,0.06650419013902541
1.0,1.0169452252659932,1.0,1.0,1.0,3.0,0.06655890934997627,0.0678367960911034,Feynman33,c,0.0678367960911034,0.0,0.06655890934997627
1.0,1.0174920806510683,1.0,1.0,1.0,3.0,0.06659470095123311,0.07062585043291905,Feynman33,c,0.07062585043291905,0.0,0.06659470095123311
1.0,1.0176674758472695,1.0,1.0,1.0,3.0,0.0666061805399802,0.061885163853558675,Feynman33,c,0.061885163853558675,0.0,0.0666061805399802
1.0,1.0181436401106962,1.0,1.0,1.0,3.0,0.06663734541814445,0.06474129396618841,Feynman33,c,0.06474129396618841,0.0,0.06663734541814445
1.0,1.0182001550172317,1.0,1.0,1.0,3.0,0.06664104431012757,0.05998843529155055,Feynman33,c,0.05998843529155055,0.0,0.06664104431012757
1.0,1.0182313630070032,1.0,1.0,1.0,3.0,0.06664308686828173,0.06337959688820084,Feynman33,c,0.06337959688820084,0.0,0.06664308686828173
1.0,1.018687955788741,1.0,1.0,1.0,3.0,0.06667297079596483,0.07244833290331457,Feynman33,c,0.07244833290331457,0.0,0.06667297079596483
1.0,1.0187757602862977,1.0,1.0,1.0,3.0,0.06667871758689144,0.06786111260004848,Feynman33,c,0.06786111260004848,0.0,0.06667871758689144
