omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0,1.0,1.000081823112923,1.0,0.09348035736530241,0.1440638476776747,Feynman44,kb,0.1440638476776747,0.0,0.09348035736530241
1.0,1.0,1.0,1.0032952927106447,1.0,0.09380526580605238,0.1273699888322996,Feynman44,kb,0.1273699888322996,0.0,0.09380526580605238
1.0,1.0,1.0,1.0059937256458422,1.0,0.09407810313827332,0.133699149694174,Feynman44,kb,0.133699149694174,0.0,0.09407810313827332
1.0,1.0,1.0,1.0076853881627188,1.0,0.09424914792716146,0.05552204078094047,Feynman44,kb,0.05552204078094047,0.0,0.09424914792716146
1.0,1.0,1.0,1.0140748465158498,1.0,0.09489519976773102,0.12167142102561981,Feynman44,kb,0.12167142102561981,0.0,0.09489519976773102
1.0,1.0,1.0,1.0160304661512605,1.0,0.09509294001771779,0.09703833014214538,Feynman44,kb,0.09703833014214538,0.0,0.09509294001771779
1.0,1.0,1.0,1.0161232979228858,1.0,0.09510232663522733,0.1057656076594114,Feynman44,kb,0.1057656076594114,0.0,0.09510232663522733
1.0,1.0,1.0,1.0165379225361986,1.0,0.09514425114617601,0.09991109673298262,Feynman44,kb,0.09991109673298262,0.0,0.09514425114617601
1.0,1.0,1.0,1.0187093712693955,1.0,0.09536381697838386,0.09338137663247159,Feynman44,kb,0.09338137663247159,0.0,0.09536381697838386
1.0,1.0,1.0,1.024220531571038,1.0,0.09592108594530425,0.03541605606371789,Feynman44,kb,0.03541605606371789,0.0,0.09592108594530425
1.0,1.0,1.0,1.026771167358624,1.0,0.09617900127740513,0.08155094964929785,Feynman44,kb,0.08155094964929785,0.0,0.09617900127740513
1.0,1.0,1.0,1.0283523766010494,1.0,0.09633889137090078,0.04217080417598002,Feynman44,kb,0.04217080417598002,0.0,0.09633889137090078
1.0,1.0,1.0,1.0300876975683955,1.0,0.09651436619703505,0.14435578170131516,Feynman44,kb,0.14435578170131516,0.0,0.09651436619703505
1.0,1.0,1.0,1.0350530194153684,1.0,0.09701646364161565,0.1009269327944854,Feynman44,kb,0.1009269327944854,0.0,0.09701646364161565
1.0,1.0,1.0,1.0361805209346948,1.0,0.09713047885288931,0.036830875330227254,Feynman44,kb,0.036830875330227254,0.0,0.09713047885288931
1.0,1.0,1.0,1.0374696203408442,1.0,0.0972608357634351,0.1056443766213168,Feynman44,kb,0.1056443766213168,0.0,0.0972608357634351
1.0,1.0,1.0,1.0391496441219896,1.0,0.09743072486348166,0.0908862554566082,Feynman44,kb,0.0908862554566082,0.0,0.09743072486348166
1.0,1.0,1.0,1.0413921923913403,1.0,0.09765749981764692,0.07645199320722333,Feynman44,kb,0.07645199320722333,0.0,0.09765749981764692
1.0,1.0,1.0,1.0432369675513575,1.0,0.09784405187718559,0.14400930137086962,Feynman44,kb,0.14400930137086962,0.0,0.09784405187718559
1.0,1.0,1.0,1.0435230782479281,1.0,0.09787298480762671,0.10678617656867795,Feynman44,kb,0.10678617656867795,0.0,0.09787298480762671
1.0,1.0,1.0,1.0494587113210017,1.0,0.0984732323142343,0.1289687141400508,Feynman44,kb,0.1289687141400508,0.0,0.0984732323142343
1.0,1.0,1.0,1.0501332948009034,1.0,0.0985414511474669,0.06266179445036983,Feynman44,kb,0.06266179445036983,0.0,0.0985414511474669
1.0,1.0,1.0,1.0543360316450991,1.0,0.09896646651146203,0.10001718678784347,Feynman44,kb,0.10001718678784347,0.0,0.09896646651146203
1.0,1.0,1.0,1.0547869425885836,1.0,0.09901206672324091,0.1418539153839109,Feynman44,kb,0.1418539153839109,0.0,0.09901206672324091
1.0,1.0,1.0,1.0552761134837048,1.0,0.09906153621259156,0.09837772641187795,Feynman44,kb,0.09837772641187795,0.0,0.09906153621259156
1.0,1.0,1.0,1.0558860175279259,1.0,0.09912321547735675,0.13817923426655931,Feynman44,kb,0.13817923426655931,0.0,0.09912321547735675
1.0,1.0,1.0,1.058338800381156,1.0,0.09937126543458467,0.05433152966803257,Feynman44,kb,0.05433152966803257,0.0,0.09937126543458467
1.0,1.0,1.0,1.0583867603932768,1.0,0.09937611565278297,0.07752385535263914,Feynman44,kb,0.07752385535263914,0.0,0.09937611565278297
1.0,1.0,1.0,1.0584418891246035,1.0,0.09938169084789157,0.04946355116964681,Feynman44,kb,0.04946355116964681,0.0,0.09938169084789157
1.0,1.0,1.0,1.0585921341927484,1.0,0.09939688520943327,0.15059822465862702,Feynman44,kb,0.15059822465862702,0.0,0.09939688520943327
1.0,1.0,1.0,1.058636600679531,1.0,0.09940138212982493,0.17593182202635155,Feynman44,kb,0.17593182202635155,0.0,0.09940138212982493
1.0,1.0,1.0,1.0665094385824303,1.0,0.10019757770832138,0.10530154634920809,Feynman44,kb,0.10530154634920809,0.0,0.10019757770832138
1.0,1.0,1.0,1.0675055583405721,1.0,0.10029831882245456,0.18344526322178772,Feynman44,kb,0.18344526322178772,0.0,0.10029831882245456
1.0,1.0,1.0,1.0678708042668874,1.0,0.10033525752203089,0.08785846381292094,Feynman44,kb,0.08785846381292094,0.0,0.10033525752203089
1.0,1.0,1.0,1.0701236551894473,1.0,0.10056309787364089,0.11066058822519208,Feynman44,kb,0.11066058822519208,0.0,0.10056309787364089
1.0,1.0,1.0,1.0721881877760677,1.0,0.10077189434711017,0.12790224623812216,Feynman44,kb,0.12790224623812216,0.0,0.10077189434711017
