m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
1.0,1.0,1.0,3.0011028710161947,1.0,3.0,1.0,3.0,1.0,0.08330270084496294,0.08410216070079174,Feynman5,x1,0.08410216070079174,0.08330270084496294
1.0,1.0,1.0,3.0014498292179694,1.0,3.0,1.0,3.0,1.0,0.08329306516995248,0.0838048500116853,Feynman5,x1,0.0838048500116853,0.08329306516995248
1.0,1.0,1.0,3.001539018410759,1.0,3.0,1.0,3.0,1.0,0.08329058831036351,0.08752287687169871,Feynman5,x1,0.08752287687169871,0.08329058831036351
1.0,1.0,1.0,3.002335254724989,1.0,3.0,1.0,3.0,1.0,0.08326847778980499,0.08177340919326717,Feynman5,x1,0.08177340919326717,0.08326847778980499
1.0,1.0,1.0,3.002486465075647,1.0,3.0,1.0,3.0,1.0,0.08326427919406834,0.08323445246692981,Feynman5,x1,0.08323445246692981,0.08326427919406834
1.0,1.0,1.0,3.0026358004947946,1.0,3.0,1.0,3.0,1.0,0.0832601327631945,0.0813289571720569,Feynman5,x1,0.0813289571720569,0.0832601327631945
1.0,1.0,1.0,3.0044396149007326,1.0,3.0,1.0,3.0,1.0,0.08321005645738454,0.08022312895309909,Feynman5,x1,0.08022312895309909,0.08321005645738454
1.0,1.0,1.0,3.0044614692654275,1.0,3.0,1.0,3.0,1.0,0.08320944984399242,0.0848805501903682,Feynman5,x1,0.0848805501903682,0.08320944984399242
1.0,1.0,1.0,3.007872079701146,1.0,3.0,1.0,3.0,1.0,0.08311480865109495,0.08111341470926561,Feynman5,x1,0.08111341470926561,0.08311480865109495
1.0,1.0,1.0,3.0080816816147173,1.0,3.0,1.0,3.0,1.0,0.08310899417776609,0.08219438455028291,Feynman5,x1,0.08219438455028291,0.08310899417776609
1.0,1.0,1.0,3.0089687752782766,1.0,3.0,1.0,3.0,1.0,0.08308438799670236,0.08322886188392756,Feynman5,x1,0.08322886188392756,0.08308438799670236
1.0,1.0,1.0,3.0104973615080772,1.0,3.0,1.0,3.0,1.0,0.08304199681473533,0.08188505113269903,Feynman5,x1,0.08188505113269903,0.08304199681473533
1.0,1.0,1.0,3.010852640233545,1.0,3.0,1.0,3.0,1.0,0.08303214570581864,0.08361669054856916,Feynman5,x1,0.08361669054856916,0.08303214570581864
1.0,1.0,1.0,3.011144442391324,1.0,3.0,1.0,3.0,1.0,0.08302405511098246,0.08157022455603301,Feynman5,x1,0.08157022455603301,0.08302405511098246
1.0,1.0,1.0,3.0112912273869137,1.0,3.0,1.0,3.0,1.0,0.08301998545811952,0.08214704161633675,Feynman5,x1,0.08214704161633675,0.08301998545811952
1.0,1.0,1.0,3.0113088004271975,1.0,3.0,1.0,3.0,1.0,0.08301949824775999,0.08354885385834969,Feynman5,x1,0.08354885385834969,0.08301949824775999
1.0,1.0,1.0,3.0115412590137915,1.0,3.0,1.0,3.0,1.0,0.08301305349988705,0.08308361597890195,Feynman5,x1,0.08308361597890195,0.08301305349988705
1.0,1.0,1.0,3.013670507220713,1.0,3.0,1.0,3.0,1.0,0.08295403353855986,0.08223007564905906,Feynman5,x1,0.08223007564905906,0.08295403353855986
1.0,1.0,1.0,3.013764026061143,1.0,3.0,1.0,3.0,1.0,0.08295144181277306,0.07641912032467302,Feynman5,x1,0.07641912032467302,0.08295144181277306
1.0,1.0,1.0,3.0139410827285182,1.0,3.0,1.0,3.0,1.0,0.0829465350830158,0.08249329729779545,Feynman5,x1,0.08249329729779545,0.0829465350830158
1.0,1.0,1.0,3.014183695673783,1.0,3.0,1.0,3.0,1.0,0.08293981184974236,0.08285703203108213,Feynman5,x1,0.08285703203108213,0.08293981184974236
1.0,1.0,1.0,3.014203222099681,1.0,3.0,1.0,3.0,1.0,0.08293927075016733,0.08804854060244002,Feynman5,x1,0.08804854060244002,0.08293927075016733
1.0,1.0,1.0,3.014721178847632,1.0,3.0,1.0,3.0,1.0,0.0829249182395027,0.08126984898310978,Feynman5,x1,0.08126984898310978,0.0829249182395027
1.0,1.0,1.0,3.016180771466199,1.0,3.0,1.0,3.0,1.0,0.08288448000728788,0.08306804921287383,Feynman5,x1,0.08306804921287383,0.08288448000728788
1.0,1.0,1.0,3.016355458003266,1.0,3.0,1.0,3.0,1.0,0.0828796409719709,0.0814940431157422,Feynman5,x1,0.0814940431157422,0.0828796409719709
1.0,1.0,1.0,3.017327558356773,1.0,3.0,1.0,3.0,1.0,0.08285271524272828,0.0863654639094175,Feynman5,x1,0.0863654639094175,0.08285271524272828
1.0,1.0,1.0,3.0176725634737944,1.0,3.0,1.0,3.0,1.0,0.08284316020311763,0.08521311486700399,Feynman5,x1,0.08521311486700399,0.08284316020311763
1.0,1.0,1.0,3.018194622389733,1.0,3.0,1.0,3.0,1.0,0.08282870267985575,0.07903169521907585,Feynman5,x1,0.07903169521907585,0.08282870267985575
1.0,1.0,1.0,3.018471075625531,1.0,3.0,1.0,3.0,1.0,0.08282104731244422,0.08163377493322466,Feynman5,x1,0.08163377493322466,0.08282104731244422
1.0,1.0,1.0,3.0184933736660584,1.0,3.0,1.0,3.0,1.0,0.08282042986524678,0.0852517826869055,Feynman5,x1,0.0852517826869055,0.08282042986524678
1.0,1.0,1.0,3.018715561872381,1.0,3.0,1.0,3.0,1.0,0.08281427746010865,0.0831315835413331,Feynman5,x1,0.0831315835413331,0.08281427746010865
1.0,1.0,1.0,3.019274410781936,1.0,3.0,1.0,3.0,1.0,0.08279880394709914,0.0840546830469541,Feynman5,x1,0.0840546830469541,0.08279880394709914
1.0,1.0,1.0,3.019532875265554,1.0,3.0,1.0,3.0,1.0,0.08279164804161228,0.08488735920049546,Feynman5,x1,0.08488735920049546,0.08279164804161228
1.0,1.0,1.0,3.0199061929946627,1.0,3.0,1.0,3.0,1.0,0.08278131285043977,0.08024544065514477,Feynman5,x1,0.08024544065514477,0.08278131285043977
1.0,1.0,1.0,3.021603947688627,1.0,3.0,1.0,3.0,1.0,0.08273431947707871,0.08112987484910397,Feynman5,x1,0.08112987484910397,0.08273431947707871
1.0,1.0,1.0,3.02240072139247,1.0,3.0,1.0,3.0,1.0,0.08271226979770234,0.07914098052178214,Feynman5,x1,0.07914098052178214,0.08271226979770234
1.0,1.0,1.0,3.0225053824862345,1.0,3.0,1.0,3.0,1.0,0.0827093736654865,0.08309900674369083,Feynman5,x1,0.08309900674369083,0.0827093736654865
1.0,1.0,1.0,3.0229065101829966,1.0,3.0,1.0,3.0,1.0,0.08269827434028626,0.08448836508271237,Feynman5,x1,0.08448836508271237,0.08269827434028626
1.0,1.0,1.0,3.0230822730269526,1.0,3.0,1.0,3.0,1.0,0.08269341117421855,0.08320280646477861,Feynman5,x1,0.08320280646477861,0.08269341117421855
1.0,1.0,1.0,3.0234958547948003,1.0,3.0,1.0,3.0,1.0,0.08268196840788099,0.0858765898394305,Feynman5,x1,0.0858765898394305,0.08268196840788099
1.0,1.0,1.0,3.0239450114891966,1.0,3.0,1.0,3.0,1.0,0.08266954231115582,0.08542466494142267,Feynman5,x1,0.08542466494142267,0.08266954231115582
1.0,1.0,1.0,3.0240815104947973,1.0,3.0,1.0,3.0,1.0,0.08266576620612531,0.08151690670396211,Feynman5,x1,0.08151690670396211,0.08266576620612531
1.0,1.0,1.0,3.0244420573106896,1.0,3.0,1.0,3.0,1.0,0.08265579248258537,0.08109702424227978,Feynman5,x1,0.08109702424227978,0.08265579248258537
1.0,1.0,1.0,3.0247501083473014,1.0,3.0,1.0,3.0,1.0,0.08264727143723456,0.08270530172505906,Feynman5,x1,0.08270530172505906,0.08264727143723456
1.0,1.0,1.0,3.0248752871343774,1.0,3.0,1.0,3.0,1.0,0.08264380897985879,0.082853228324806,Feynman5,x1,0.082853228324806,0.08264380897985879
1.0,1.0,1.0,3.024976217400763,1.0,3.0,1.0,3.0,1.0,0.08264101729430888,0.08315960381252271,Feynman5,x1,0.08315960381252271,0.08264101729430888
1.0,1.0,1.0,3.0250860675869524,1.0,3.0,1.0,3.0,1.0,0.0826379789440234,0.0858713129590742,Feynman5,x1,0.0858713129590742,0.0826379789440234
1.0,1.0,1.0,3.025579728206148,1.0,3.0,1.0,3.0,1.0,0.08262432549067648,0.0829001451932658,Feynman5,x1,0.0829001451932658,0.08262432549067648
1.0,1.0,1.0,3.0257355149647234,1.0,3.0,1.0,3.0,1.0,0.08262001705328247,0.08190758068785377,Feynman5,x1,0.08190758068785377,0.08262001705328247
1.0,1.0,1.0,3.026677914486786,1.0,3.0,1.0,3.0,1.0,0.08259395657665314,0.08660774990923813,Feynman5,x1,0.08660774990923813,0.08259395657665314
1.0,1.0,1.0,3.0268572788574746,1.0,3.0,1.0,3.0,1.0,0.08258899704588124,0.08424338580540545,Feynman5,x1,0.08424338580540545,0.08258899704588124
1.0,1.0,1.0,3.027091156830691,1.0,3.0,1.0,3.0,1.0,0.08258253041726077,0.08030416221861147,Feynman5,x1,0.08030416221861147,0.08258253041726077
1.0,1.0,1.0,3.02718143033427,1.0,3.0,1.0,3.0,1.0,0.08258003446376846,0.07938302008457114,Feynman5,x1,0.07938302008457114,0.08258003446376846
1.0,1.0,1.0,3.027484932662976,1.0,3.0,1.0,3.0,1.0,0.08257164328179578,0.07984132804075335,Feynman5,x1,0.07984132804075335,0.08257164328179578
1.0,1.0,1.0,3.0276765997839448,1.0,3.0,1.0,3.0,1.0,0.08256634433252351,0.08295783638926628,Feynman5,x1,0.08295783638926628,0.08256634433252351
1.0,1.0,1.0,3.027748944961015,1.0,3.0,1.0,3.0,1.0,0.08256434427904195,0.08565089521018283,Feynman5,x1,0.08565089521018283,0.08256434427904195
1.0,1.0,1.0,3.0278654345105886,1.0,3.0,1.0,3.0,1.0,0.08256112386469706,0.08749664592654428,Feynman5,x1,0.08749664592654428,0.08256112386469706
