k_spring,x,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function
1.0043674107857958,3.0,4.519653348536082,3.5817940114838196,Feynman16,k_spring,4.519653348536082,0.0
1.0078821333996881,3.0,4.535469600298597,6.88861828823126,Feynman16,k_spring,4.535469600298597,0.0
1.009498560852772,3.0,4.5427435238374745,7.877760979317394,Feynman16,k_spring,4.5427435238374745,0.0
1.0105998087432075,3.0,4.547699139344434,0.47178251406617555,Feynman16,k_spring,4.547699139344434,0.0
1.011506760028385,3.0,4.5517804201277325,2.6636785163708545,Feynman16,k_spring,4.5517804201277325,0.0
1.0124996667717974,3.0,4.556248500473088,4.478374203094136,Feynman16,k_spring,4.556248500473088,0.0
1.0168039330453427,3.0,4.575617698704042,5.5331593854868535,Feynman16,k_spring,4.575617698704042,0.0
1.0181989797350472,3.0,4.581895408807712,7.040056439610615,Feynman16,k_spring,4.581895408807712,0.0
1.0215473668013084,3.0,4.5969631506058874,7.407068568261911,Feynman16,k_spring,4.5969631506058874,0.0
1.0223898792734074,3.0,4.600754456730334,4.615859533361306,Feynman16,k_spring,4.600754456730334,0.0
1.0227578583548809,3.0,4.602410362596964,6.1862606256784245,Feynman16,k_spring,4.602410362596964,0.0
1.025348153657014,3.0,4.6140666914565625,5.540750994563435,Feynman16,k_spring,4.6140666914565625,0.0
1.0254590741091527,3.0,4.614565833491187,6.32761595896142,Feynman16,k_spring,4.614565833491187,0.0
1.0261182648908105,3.0,4.617532192008647,6.701553455318976,Feynman16,k_spring,4.617532192008647,0.0
1.0262487603808164,3.0,4.618119421713674,4.1420114488705035,Feynman16,k_spring,4.618119421713674,0.0
1.029381002405838,3.0,4.632214510826271,3.838638896878538,Feynman16,k_spring,4.632214510826271,0.0
1.0328537668214075,3.0,4.647841950696334,8.735612777856552,Feynman16,k_spring,4.647841950696334,0.0
1.034439928914126,3.0,4.654979680113566,5.432575021107959,Feynman16,k_spring,4.654979680113566,0.0
1.0356838697930089,3.0,4.660577414068539,6.075660939893007,Feynman16,k_spring,4.660577414068539,0.0
1.0371402910665313,3.0,4.667131309799391,-2.0850317089666586,Feynman16,k_spring,4.667131309799391,0.0
1.0386065998969811,3.0,4.673729699536415,7.711217130945579,Feynman16,k_spring,4.673729699536415,0.0
1.0392413704129497,3.0,4.676586166858273,3.93853623486841,Feynman16,k_spring,4.676586166858273,0.0
1.0478513347160514,3.0,4.715331006222232,4.250337181837188,Feynman16,k_spring,4.715331006222232,0.0
1.0487432317370757,3.0,4.719344542816841,5.156875491976104,Feynman16,k_spring,4.719344542816841,0.0
1.0553591937703195,3.0,4.749116371966438,3.5382213507630422,Feynman16,k_spring,4.749116371966438,0.0
1.055819641595627,3.0,4.751188387180321,3.7063737054583292,Feynman16,k_spring,4.751188387180321,0.0
1.0592371911096459,3.0,4.766567359993406,5.132941508181167,Feynman16,k_spring,4.766567359993406,0.0
1.0624802776174342,3.0,4.781161249278454,4.443964364496628,Feynman16,k_spring,4.781161249278454,0.0
1.0642736126300218,3.0,4.789231256835098,5.0960983189108555,Feynman16,k_spring,4.789231256835098,0.0
1.0650523517973172,3.0,4.792735583087927,4.045198878865519,Feynman16,k_spring,4.792735583087927,0.0
1.065609675562413,3.0,4.795243540030858,5.202294850187224,Feynman16,k_spring,4.795243540030858,0.0
1.0666889462340725,3.0,4.800100258053327,5.1774222537225185,Feynman16,k_spring,4.800100258053327,0.0
1.0672778397081868,3.0,4.80275027868684,3.6197118628967013,Feynman16,k_spring,4.80275027868684,0.0
1.0692387960365943,3.0,4.811574582164674,3.6237387746713314,Feynman16,k_spring,4.811574582164674,0.0
1.0699131614460446,3.0,4.814609226507201,2.3880678579360066,Feynman16,k_spring,4.814609226507201,0.0
1.0747345180648615,3.0,4.836305331291877,4.168596317074189,Feynman16,k_spring,4.836305331291877,0.0
1.0755917461465776,3.0,4.8401628576596,4.050538659674914,Feynman16,k_spring,4.8401628576596,0.0
1.083399833782131,3.0,4.875299252019589,8.123685756018322,Feynman16,k_spring,4.875299252019589,0.0
1.084217550214452,3.0,4.878978975965034,4.523112490540727,Feynman16,k_spring,4.878978975965034,0.0
1.0903663240447314,3.0,4.906648458201292,4.109999680996244,Feynman16,k_spring,4.906648458201292,0.0
1.0913154410978314,3.0,4.9109194849402416,5.567813946763794,Feynman16,k_spring,4.9109194849402416,0.0
1.0932244672126061,3.0,4.919510102456727,6.116876166600225,Feynman16,k_spring,4.919510102456727,0.0
1.0938623770151956,3.0,4.92238069656838,4.2893858589863365,Feynman16,k_spring,4.92238069656838,0.0
1.0967402015759924,3.0,4.9353309070919655,3.1438733383349886,Feynman16,k_spring,4.9353309070919655,0.0
1.0972443657775104,3.0,4.937599645998796,6.403643550247281,Feynman16,k_spring,4.937599645998796,0.0
1.098842607848744,3.0,4.944791735319349,1.7120957956067357,Feynman16,k_spring,4.944791735319349,0.0
1.099037724626326,3.0,4.945669760818467,5.139365421617909,Feynman16,k_spring,4.945669760818467,0.0
1.1012971636548077,3.0,4.9558372364466345,6.242295134890563,Feynman16,k_spring,4.9558372364466345,0.0
1.1025561103227481,3.0,4.961502496452367,5.674407534321186,Feynman16,k_spring,4.961502496452367,0.0
1.1026233673644517,3.0,4.961805153140032,5.2108895248535,Feynman16,k_spring,4.961805153140032,0.0
1.1036542006530876,3.0,4.966443902938894,5.235516173654385,Feynman16,k_spring,4.966443902938894,0.0
1.1043820865120764,3.0,4.969719389304344,5.703568013533833,Feynman16,k_spring,4.969719389304344,0.0
1.1055830272717806,3.0,4.975123622723013,6.53995933844956,Feynman16,k_spring,4.975123622723013,0.0
1.1069422112290583,3.0,4.981239950530762,4.643601702363638,Feynman16,k_spring,4.981239950530762,0.0
1.1080060216046483,3.0,4.9860270972209175,6.5366483828293,Feynman16,k_spring,4.9860270972209175,0.0
1.1100369377870645,3.0,4.99516622004179,5.525612330620488,Feynman16,k_spring,4.99516622004179,0.0
1.1148136567462559,3.0,5.016661455358151,5.426882565292105,Feynman16,k_spring,5.016661455358151,0.0
1.115528149149454,3.0,5.019876671172543,3.2486826838804115,Feynman16,k_spring,5.019876671172543,0.0
1.117743684690307,3.0,5.029846581106382,3.355065714715641,Feynman16,k_spring,5.029846581106382,0.0
1.1184806967855772,3.0,5.033163135535097,6.211710098619951,Feynman16,k_spring,5.033163135535097,0.0
1.1188535760681262,3.0,5.034841092306568,7.8928036995142055,Feynman16,k_spring,5.034841092306568,0.0
1.119526220101641,3.0,5.037867990457384,5.234624738703548,Feynman16,k_spring,5.037867990457384,0.0
1.1204654713155957,3.0,5.042094620920181,5.906827196385523,Feynman16,k_spring,5.042094620920181,0.0
1.1252732118160464,3.0,5.0637294531722095,2.78099858989988,Feynman16,k_spring,5.0637294531722095,0.0
1.1256010133228975,3.0,5.065204559953039,3.82443412603247,Feynman16,k_spring,5.065204559953039,0.0
1.1258863330523305,3.0,5.066488498735487,7.734281542057066,Feynman16,k_spring,5.066488498735487,0.0
1.1262744825035447,3.0,5.068235171265951,7.867319289114182,Feynman16,k_spring,5.068235171265951,0.0
1.1270942070489762,3.0,5.071923931720393,4.507360867027356,Feynman16,k_spring,5.071923931720393,0.0
1.1277872975456966,3.0,5.075042838955635,2.563262935008744,Feynman16,k_spring,5.075042838955635,0.0
1.130932269097265,3.0,5.089195210937692,6.746123706670958,Feynman16,k_spring,5.089195210937692,0.0
1.1340578242697896,3.0,5.103260209214053,6.761228929375438,Feynman16,k_spring,5.103260209214053,0.0
1.1342526608459593,3.0,5.104136973806817,6.514653671160042,Feynman16,k_spring,5.104136973806817,0.0
1.1382843766220874,3.0,5.122279694799393,6.96187983066371,Feynman16,k_spring,5.122279694799393,0.0
1.1397077841039738,3.0,5.128685028467882,2.3167076394439023,Feynman16,k_spring,5.128685028467882,0.0
1.143183890060465,3.0,5.144327505272092,2.7485120871090016,Feynman16,k_spring,5.144327505272092,0.0
1.1493185027007033,3.0,5.171933262153165,5.659547302348019,Feynman16,k_spring,5.171933262153165,0.0
1.1522324331510152,3.0,5.185045949179568,2.403667941108795,Feynman16,k_spring,5.185045949179568,0.0
1.1579924476154826,3.0,5.210966014269672,2.5993218832272977,Feynman16,k_spring,5.210966014269672,0.0
1.1605155166776884,3.0,5.222319825049597,5.479865046014317,Feynman16,k_spring,5.222319825049597,0.0
1.1610094840576548,3.0,5.224542678259446,7.62015245039228,Feynman16,k_spring,5.224542678259446,0.0
1.163092375176669,3.0,5.233915688295011,7.196449236751279,Feynman16,k_spring,5.233915688295011,0.0
1.163317606060279,3.0,5.234929227271255,6.720160455067301,Feynman16,k_spring,5.234929227271255,0.0
1.1638077990613662,3.0,5.237135095776148,4.672209745957963,Feynman16,k_spring,5.237135095776148,0.0
1.1640243598513162,3.0,5.238109619330923,7.236565613090663,Feynman16,k_spring,5.238109619330923,0.0
1.1643007564815524,3.0,5.239353404166986,5.661499555588139,Feynman16,k_spring,5.239353404166986,0.0
1.1698109491022208,3.0,5.264149270959994,6.680527776191633,Feynman16,k_spring,5.264149270959994,0.0
1.177632497298863,3.0,5.299346237844883,6.774287716841223,Feynman16,k_spring,5.299346237844883,0.0
1.1799554831738024,3.0,5.309799674282111,6.986007930276444,Feynman16,k_spring,5.309799674282111,0.0
1.1802671902166053,3.0,5.311202355974724,3.61506674975417,Feynman16,k_spring,5.311202355974724,0.0
