omega,T,h,kb,c,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
1.0029115648325613,1.0,1.0,1.0,1.0,0.09399481781301956,0.02116947704073452,Feynman44,omega,0.02116947704073452,0.09399481781301956
1.0072031180972845,1.0,1.0,1.0,1.0,0.09476773181106159,-0.18271735741780504,Feynman44,omega,-0.18271735741780504,0.09476773181106159
1.010001836697389,1.0,1.0,1.0,1.0,0.09527333761187443,0.17524178213177027,Feynman44,omega,0.17524178213177027,0.09527333761187443
1.013916192731902,1.0,1.0,1.0,1.0,0.09598254483831999,0.3101834630587937,Feynman44,omega,0.3101834630587937,0.09598254483831999
1.017276720207691,1.0,1.0,1.0,1.0,0.09659331859024549,-0.04447055794697065,Feynman44,omega,-0.04447055794697065,0.09659331859024549
1.018414269273419,1.0,1.0,1.0,1.0,0.09680046681787864,-0.06260570903420275,Feynman44,omega,-0.06260570903420275,0.09680046681787864
1.0187978567389417,1.0,1.0,1.0,1.0,0.0968703638033611,0.20210640656284987,Feynman44,omega,0.20210640656284987,0.0968703638033611
1.0200336777431658,1.0,1.0,1.0,1.0,0.09709571017350399,0.30708323800616943,Feynman44,omega,0.30708323800616943,0.09709571017350399
1.022352836720323,1.0,1.0,1.0,1.0,0.09751924118329292,0.04804751313424226,Feynman44,omega,0.04804751313424226,0.09751924118329292
1.027739017159298,1.0,1.0,1.0,1.0,0.09850611327881702,0.24362989622085945,Feynman44,omega,0.24362989622085945,0.09850611327881702
1.0306549241470884,1.0,1.0,1.0,1.0,0.09904225867745681,-0.1976075332222188,Feynman44,omega,-0.1976075332222188,0.09904225867745681
1.0365586369675142,1.0,1.0,1.0,1.0,0.10013181680174045,0.07404091688818311,Feynman44,omega,0.07404091688818311,0.10013181680174045
1.0454124206959996,1.0,1.0,1.0,1.0,0.10177596421780398,0.19684078052320148,Feynman44,omega,0.19684078052320148,0.10177596421780398
1.0460379730922766,1.0,1.0,1.0,1.0,0.10189258880715565,0.26600553320621634,Feynman44,omega,0.26600553320621634,0.10189258880715565
