epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0,1.0,1.0,1.0,3.000990443494166,0.06535270261015402,0.07706341116367031,Feynman33,omega_0,0.07706341116367031,0.0,0.06535270261015402
1.0,1.0,1.0,1.0,1.0,3.0012130672687523,0.06533089266570606,0.06600185821926169,Feynman33,omega_0,0.06600185821926169,0.0,0.06533089266570606
1.0,1.0,1.0,1.0,1.0,3.001345793624088,0.06531789419190319,0.06854730225326608,Feynman33,omega_0,0.06854730225326608,0.0,0.06531789419190319
1.0,1.0,1.0,1.0,1.0,3.0033998476501447,0.06511715231586417,0.06874778066309066,Feynman33,omega_0,0.06874778066309066,0.0,0.06511715231586417
1.0,1.0,1.0,1.0,1.0,3.004543242665808,0.0650057502571091,0.06658719664157878,Feynman33,omega_0,0.06658719664157878,0.0,0.0650057502571091
1.0,1.0,1.0,1.0,1.0,3.004676445293865,0.06499278804053507,0.05779291742801517,Feynman33,omega_0,0.05779291742801517,0.0,0.06499278804053507
1.0,1.0,1.0,1.0,1.0,3.0051164676511446,0.06494999204339985,0.057085736692336256,Feynman33,omega_0,0.057085736692336256,0.0,0.06494999204339985
1.0,1.0,1.0,1.0,1.0,3.0063368320910127,0.06483148925124657,0.061843683539007537,Feynman33,omega_0,0.061843683539007537,0.0,0.06483148925124657
1.0,1.0,1.0,1.0,1.0,3.007199237471131,0.06474791241687036,0.06851681572340401,Feynman33,omega_0,0.06851681572340401,0.0,0.06474791241687036
1.0,1.0,1.0,1.0,1.0,3.007667980427846,0.06470254366401616,0.0741381435759594,Feynman33,omega_0,0.0741381435759594,0.0,0.06470254366401616
1.0,1.0,1.0,1.0,1.0,3.0104448302454303,0.06443460890700967,0.06452664476270518,Feynman33,omega_0,0.06452664476270518,0.0,0.06443460890700967
1.0,1.0,1.0,1.0,1.0,3.0109678354101272,0.06438430352308813,0.05322529857452843,Feynman33,omega_0,0.05322529857452843,0.0,0.06438430352308813
1.0,1.0,1.0,1.0,1.0,3.0145572201547606,0.06404040797106132,0.06621143320162606,Feynman33,omega_0,0.06621143320162606,0.0,0.06404040797106132
1.0,1.0,1.0,1.0,1.0,3.0151261656978026,0.06398611347893796,0.0632795495874078,Feynman33,omega_0,0.0632795495874078,0.0,0.06398611347893796
1.0,1.0,1.0,1.0,1.0,3.016623603316972,0.06384349375315364,0.06576425739903914,Feynman33,omega_0,0.06576425739903914,0.0,0.06384349375315364
1.0,1.0,1.0,1.0,1.0,3.018525421463851,0.06366294466007077,0.06215953069318839,Feynman33,omega_0,0.06215953069318839,0.0,0.06366294466007077
1.0,1.0,1.0,1.0,1.0,3.020167906560676,0.0635075399440973,0.06219987393630088,Feynman33,omega_0,0.06219987393630088,0.0,0.0635075399440973
1.0,1.0,1.0,1.0,1.0,3.022284469297394,0.06330799391543493,0.06624392007208808,Feynman33,omega_0,0.06624392007208808,0.0,0.06330799391543493
1.0,1.0,1.0,1.0,1.0,3.022477535535135,0.06328983183467701,0.07133336366643525,Feynman33,omega_0,0.07133336366643525,0.0,0.06328983183467701
1.0,1.0,1.0,1.0,1.0,3.022725021514702,0.06326656012589432,0.05910979176231016,Feynman33,omega_0,0.05910979176231016,0.0,0.06326656012589432
1.0,1.0,1.0,1.0,1.0,3.0228085263731552,0.06325871042717836,0.05789122387582204,Feynman33,omega_0,0.05789122387582204,0.0,0.06325871042717836
1.0,1.0,1.0,1.0,1.0,3.023109912321993,0.06323038962027998,0.06300038277223106,Feynman33,omega_0,0.06300038277223106,0.0,0.06323038962027998
1.0,1.0,1.0,1.0,1.0,3.023526341361438,0.06319128502182497,0.05984355558634264,Feynman33,omega_0,0.05984355558634264,0.0,0.06319128502182497
1.0,1.0,1.0,1.0,1.0,3.023602908437342,0.06318409838433148,0.06474498257001375,Feynman33,omega_0,0.06474498257001375,0.0,0.06318409838433148
1.0,1.0,1.0,1.0,1.0,3.0237407618862484,0.06317116199815834,0.06813443038017518,Feynman33,omega_0,0.06813443038017518,0.0,0.06317116199815834
1.0,1.0,1.0,1.0,1.0,3.0240831489679847,0.063139046484983,0.06372567105078869,Feynman33,omega_0,0.06372567105078869,0.0,0.063139046484983
1.0,1.0,1.0,1.0,1.0,3.0251943661032286,0.06303495917439716,0.06427749751845094,Feynman33,omega_0,0.06427749751845094,0.0,0.06303495917439716
