epsilon,p_d,r,x,y,z,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0001832561168036,1.0,1.0,1.0,1.0,0.3376804892359125,0.2755363765886656,Feynman56,p_d,0.2755363765886656,0.0,0.3376804892359125
1.0,1.0005639197094878,1.0,1.0,1.0,1.0,0.3378090083522102,0.4426849713834425,Feynman56,p_d,0.4426849713834425,0.0,0.3378090083522102
1.0,1.0011886401027303,1.0,1.0,1.0,1.0,0.3380199255883624,0.17574974802331386,Feynman56,p_d,0.17574974802331386,0.0,0.3380199255883624
1.0,1.0016537298998018,1.0,1.0,1.0,1.0,0.3381769485631555,0.3746014690666703,Feynman56,p_d,0.3746014690666703,0.0,0.3381769485631555
1.0,1.0016834090527307,1.0,1.0,1.0,1.0,0.33818696879776733,0.39746480505337306,Feynman56,p_d,0.39746480505337306,0.0,0.33818696879776733
1.0,1.0036311795981707,1.0,1.0,1.0,1.0,0.33884457239858856,0.30270696972897426,Feynman56,p_d,0.30270696972897426,0.0,0.33884457239858856
1.0,1.0039221266393483,1.0,1.0,1.0,1.0,0.3389428015367047,0.39622849506307223,Feynman56,p_d,0.39622849506307223,0.0,0.3389428015367047
1.0,1.0057688960654778,1.0,1.0,1.0,1.0,0.3395663052791514,0.28271296816772423,Feynman56,p_d,0.28271296816772423,0.0,0.3395663052791514
1.0,1.006154412945214,1.0,1.0,1.0,1.0,0.3396964629555191,0.33046524892258355,Feynman56,p_d,0.33046524892258355,0.0,0.3396964629555191
1.0,1.0066465144693881,1.0,1.0,1.0,1.0,0.33986260559230147,0.3566569357510558,Feynman56,p_d,0.3566569357510558,0.0,0.33986260559230147
1.0,1.0073641859552263,1.0,1.0,1.0,1.0,0.34010490484792927,0.41409146871103736,Feynman56,p_d,0.41409146871103736,0.0,0.34010490484792927
1.0,1.0083242493933486,1.0,1.0,1.0,1.0,0.34042904013963704,0.3166292988519387,Feynman56,p_d,0.3166292988519387,0.0,0.34042904013963704
