x,u,c,t,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
5.006533838335268,1.0,3.0,1.0,4.249570869210352,4.167688685376618,Feynman17,x,4.167688685376618,0.0,4.249570869210352
5.006603492244792,1.0,3.0,1.0,4.249644748337992,3.8763666300577815,Feynman17,x,3.8763666300577815,0.0,4.249644748337992
5.00804313849705,1.0,3.0,1.0,4.2511717237792155,3.300458814125,Feynman17,x,3.300458814125,0.0,4.2511717237792155
5.008574383189282,1.0,3.0,1.0,4.251735193865735,4.435132058446077,Feynman17,x,4.435132058446077,0.0,4.251735193865735
5.008753473726451,1.0,3.0,1.0,4.251925148065653,3.4920822447053563,Feynman17,x,3.4920822447053563,0.0,4.251925148065653
5.012520799954608,1.0,3.0,1.0,4.25592100094996,4.6420078010865105,Feynman17,x,4.6420078010865105,0.0,4.25592100094996
5.018727420894493,1.0,3.0,1.0,4.262504116582231,3.5398611019830533,Feynman17,x,3.5398611019830533,0.0,4.262504116582231
5.022616073272726,1.0,3.0,1.0,4.266628655281719,3.9211237061265716,Feynman17,x,3.9211237061265716,0.0,4.266628655281719
5.023072463826075,1.0,3.0,1.0,4.267112730564434,4.969220285245481,Feynman17,x,4.969220285245481,0.0,4.267112730564434
5.026699193207227,1.0,3.0,1.0,4.270959457972845,4.818797161527059,Feynman17,x,4.818797161527059,0.0,4.270959457972845
5.027445158017658,1.0,3.0,1.0,4.271750673136818,3.795599145614469,Feynman17,x,3.795599145614469,0.0,4.271750673136818
5.027816004894058,1.0,3.0,1.0,4.272144015648445,4.2234441588952025,Feynman17,x,4.2234441588952025,0.0,4.272144015648445
5.027947348694303,1.0,3.0,1.0,4.272283326786175,3.6234228029367292,Feynman17,x,3.6234228029367292,0.0,4.272283326786175
5.030553761580842,1.0,3.0,1.0,4.275047845126141,4.471454663835446,Feynman17,x,4.471454663835446,0.0,4.275047845126141
5.039891547186891,1.0,3.0,1.0,4.284952062411096,4.243010435253825,Feynman17,x,4.243010435253825,0.0,4.284952062411096
5.040260523644808,1.0,3.0,1.0,4.285343421044333,4.671029936187327,Feynman17,x,4.671029936187327,0.0,4.285343421044333
5.040302934755774,1.0,3.0,1.0,4.2853884048205755,4.128788600093353,Feynman17,x,4.128788600093353,0.0,4.2853884048205755
5.04136327549219,1.0,3.0,1.0,4.286513066008208,3.740538504568858,Feynman17,x,3.740538504568858,0.0,4.286513066008208
5.043093576565214,1.0,3.0,1.0,4.288348327441552,4.254659787466966,Feynman17,x,4.254659787466966,0.0,4.288348327441552
5.046397037728701,1.0,3.0,1.0,4.2918521771266835,3.8488534405477854,Feynman17,x,3.8488534405477854,0.0,4.2918521771266835
5.0501837708898485,1.0,3.0,1.0,4.295868614171871,4.7962145175348585,Feynman17,x,4.7962145175348585,0.0,4.295868614171871
5.054666842427744,1.0,3.0,1.0,4.3006236295993565,4.381149309925925,Feynman17,x,4.381149309925925,0.0,4.3006236295993565
5.056783043942886,1.0,3.0,1.0,4.302868200261928,4.460731882291328,Feynman17,x,4.460731882291328,0.0,4.302868200261928
5.060615982335141,1.0,3.0,1.0,4.306933645355478,3.821854524239912,Feynman17,x,3.821854524239912,0.0,4.306933645355478
5.067429064743496,1.0,3.0,1.0,4.314160010513074,4.312328324565969,Feynman17,x,4.312328324565969,0.0,4.314160010513074
5.069667281595218,1.0,3.0,1.0,4.316533997983503,4.39187724759692,Feynman17,x,4.39187724759692,0.0,4.316533997983503
5.075851882651993,1.0,3.0,1.0,4.323093758002772,4.73512669173022,Feynman17,x,4.73512669173022,0.0,4.323093758002772
5.08094840877017,1.0,3.0,1.0,4.328499440270757,4.7748382158189715,Feynman17,x,4.7748382158189715,0.0,4.328499440270757
5.083262196486823,1.0,3.0,1.0,4.330953582747764,4.278617393557513,Feynman17,x,4.278617393557513,0.0,4.330953582747764
5.08353800903609,1.0,3.0,1.0,4.331246126133649,3.7665142041194755,Feynman17,x,3.7665142041194755,0.0,4.331246126133649
5.087134044743998,1.0,3.0,1.0,4.335060297985325,4.880042406684203,Feynman17,x,4.880042406684203,0.0,4.335060297985325
5.088421877578368,1.0,3.0,1.0,4.336426250980651,4.729030988528955,Feynman17,x,4.729030988528955,0.0,4.336426250980651
5.089511451706757,1.0,3.0,1.0,4.337581918862836,4.768242850006506,Feynman17,x,4.768242850006506,0.0,4.337581918862836
5.091245192094795,1.0,3.0,1.0,4.339420828240633,4.282462626221148,Feynman17,x,4.282462626221148,0.0,4.339420828240633
5.093353734379576,1.0,3.0,1.0,4.341657275062614,3.923069873003871,Feynman17,x,3.923069873003871,0.0,4.341657275062614
5.0949706271830575,1.0,3.0,1.0,4.3433722488613045,4.825723580183194,Feynman17,x,4.825723580183194,0.0,4.3433722488613045
5.096309054173436,1.0,3.0,1.0,4.344791865062834,4.297060902841347,Feynman17,x,4.297060902841347,0.0,4.344791865062834
5.10404354333136,1.0,3.0,1.0,4.352995529661707,4.911718341854469,Feynman17,x,4.911718341854469,0.0,4.352995529661707
5.105021875208353,1.0,3.0,1.0,4.354033207318415,4.912063182780189,Feynman17,x,4.912063182780189,0.0,4.354033207318415
5.106864096231623,1.0,3.0,1.0,4.355987177785415,4.0928637869634965,Feynman17,x,4.0928637869634965,0.0,4.355987177785415
5.111741196913918,1.0,3.0,1.0,4.361160124232884,4.52183146772637,Feynman17,x,4.52183146772637,0.0,4.361160124232884
5.114366980685114,1.0,3.0,1.0,4.363945188498698,4.097421215826651,Feynman17,x,4.097421215826651,0.0,4.363945188498698
5.115902589500651,1.0,3.0,1.0,4.365573947608772,3.8854329186446552,Feynman17,x,3.8854329186446552,0.0,4.365573947608772
5.117337133789162,1.0,3.0,1.0,4.367095511600249,3.547112541182625,Feynman17,x,3.547112541182625,0.0,4.367095511600249
