mom,Bx,By,Bz,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0,1.0077401131144565,1.0,1.7365310638108198,2.1254809417280236,Feynman91,By,2.1254809417280236,0.0,1.7365310638108198
1.0,1.0,1.008076924546895,1.0,1.7367265431851746,2.208504343332617,Feynman91,By,2.208504343332617,0.0,1.7367265431851746
1.0,1.0,1.0101227205696008,1.0,1.7379148168454435,1.8710438341516888,Feynman91,By,1.8710438341516888,0.0,1.7379148168454435
1.0,1.0,1.010479521194287,1.0,1.7381222231917512,1.631216358039879,Feynman91,By,1.631216358039879,0.0,1.7381222231917512
1.0,1.0,1.0123582111974496,1.0,1.7392150953171088,1.4095251164894442,Feynman91,By,1.4095251164894442,0.0,1.7392150953171088
1.0,1.0,1.0128403043619207,1.0,1.739495755137088,1.67588043439882,Feynman91,By,1.67588043439882,0.0,1.739495755137088
1.0,1.0,1.0129491433348958,1.0,1.7395591300622406,1.7680835225736695,Feynman91,By,1.7680835225736695,0.0,1.7395591300622406
1.0,1.0,1.017353063355304,1.0,1.7421272213929788,1.957000734641266,Feynman91,By,1.957000734641266,0.0,1.7421272213929788
1.0,1.0,1.0182227929055,1.0,1.7426352618928258,1.6294914655559969,Feynman91,By,1.6294914655559969,0.0,1.7426352618928258
1.0,1.0,1.019569482105691,1.0,1.743422475718742,2.2247141456499544,Feynman91,By,2.2247141456499544,0.0,1.743422475718742
1.0,1.0,1.0211338669665788,1.0,1.74433780394341,1.9110084493013262,Feynman91,By,1.9110084493013262,0.0,1.74433780394341
1.0,1.0,1.0234820461999803,1.0,1.7457134641440153,1.8170354334835324,Feynman91,By,1.8170354334835324,0.0,1.7457134641440153
1.0,1.0,1.025977380126168,1.0,1.747177605319664,2.209186463363684,Feynman91,By,2.209186463363684,0.0,1.747177605319664
1.0,1.0,1.026024252010341,1.0,1.747205129832608,1.7289988642177005,Feynman91,By,1.7289988642177005,0.0,1.747205129832608
1.0,1.0,1.026858110627015,1.0,1.747694933150658,2.296395120722205,Feynman91,By,2.296395120722205,0.0,1.747694933150658
1.0,1.0,1.0269969215890442,1.0,1.7477764951369994,1.652369369429613,Feynman91,By,1.652369369429613,0.0,1.7477764951369994
1.0,1.0,1.0301299051848378,1.0,1.7496192790307619,2.216650875658084,Feynman91,By,2.216650875658084,0.0,1.7496192790307619
1.0,1.0,1.0315942811921524,1.0,1.7504818653697483,2.270653598985837,Feynman91,By,2.270653598985837,0.0,1.7504818653697483
1.0,1.0,1.0327046112431533,1.0,1.7511364350280856,2.2173874382638057,Feynman91,By,2.2173874382638057,0.0,1.7511364350280856
1.0,1.0,1.0365765224775831,1.0,1.7534226207482664,1.4436379930035426,Feynman91,By,1.4436379930035426,0.0,1.7534226207482664
1.0,1.0,1.038455727945212,1.0,1.7545342113798237,1.5641859461450445,Feynman91,By,1.5641859461450445,0.0,1.7545342113798237
1.0,1.0,1.0416918734905671,1.0,1.7564515248922437,1.8752450215378014,Feynman91,By,1.8752450215378014,0.0,1.7564515248922437
1.0,1.0,1.0422337745207835,1.0,1.7567729622099264,1.1340559280756897,Feynman91,By,1.1340559280756897,0.0,1.7567729622099264
1.0,1.0,1.0434654415826015,1.0,1.7575039481540784,1.4132980721055086,Feynman91,By,1.4132980721055086,0.0,1.7575039481540784
