sigma,theta,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.0,1.0002098589582313,0.24191994479571874,0.23404825272991972,Feynman2,theta,0.23404825272991972,0.0,0.24191994479571874
1.0,1.001139523338713,0.24169499335058142,0.2311686565762605,Feynman2,theta,0.2311686565762605,0.0,0.24169499335058142
1.0,1.0012659896028886,0.2416643922613029,0.24279421953084487,Feynman2,theta,0.24279421953084487,0.0,0.2416643922613029
1.0,1.001304054613935,0.24165518165820515,0.23597000053869943,Feynman2,theta,0.23597000053869943,0.0,0.24165518165820515
1.0,1.0032932290852463,0.2411738623697645,0.21938363916257603,Feynman2,theta,0.21938363916257603,0.0,0.2411738623697645
1.0,1.0033376364948898,0.2411631171946632,0.25038947346112234,Feynman2,theta,0.25038947346112234,0.0,0.2411631171946632
1.0,1.0040337872262541,0.24099467139005748,0.16913951768611832,Feynman2,theta,0.16913951768611832,0.0,0.24099467139005748
1.0,1.0045186308608405,0.24087735556901083,0.2747654058805294,Feynman2,theta,0.2747654058805294,0.0,0.24087735556901083
1.0,1.0055180998905053,0.24063551942412523,0.21600519432577403,Feynman2,theta,0.21600519432577403,0.0,0.24063551942412523
1.0,1.0077705671014243,0.24009051253806143,0.2386657726173863,Feynman2,theta,0.2386657726173863,0.0,0.24009051253806143
1.0,1.00781497058577,0.24007976884555454,0.28867167227127355,Feynman2,theta,0.28867167227127355,0.0,0.24007976884555454
1.0,1.0084019179866188,0.23993775407400875,0.2369076241035218,Feynman2,theta,0.2369076241035218,0.0,0.23993775407400875
1.0,1.0094564662803178,0.23968260456662727,0.16491002179469982,Feynman2,theta,0.16491002179469982,0.0,0.23968260456662727
1.0,1.0101035794876303,0.23952603704816777,0.262932737980678,Feynman2,theta,0.262932737980678,0.0,0.23952603704816777
1.0,1.0120635993036697,0.23905182782813436,0.23917983329174772,Feynman2,theta,0.23917983329174772,0.0,0.23905182782813436
1.0,1.0140095712628199,0.23858103940403408,0.2623937952434455,Feynman2,theta,0.2623937952434455,0.0,0.23858103940403408
1.0,1.0167345259908307,0.23792183553483223,0.23832217720381152,Feynman2,theta,0.23832217720381152,0.0,0.23792183553483223
1.0,1.0169171506729948,0.23787765814778072,0.22287430293229005,Feynman2,theta,0.22287430293229005,0.0,0.23787765814778072
