x,u,c,t,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
5.0,1.0003929895982768,3.0,1.0,4.242432308746907,4.244624719753466,Feynman17,u,4.244624719753466,4.242432308746907
5.0,1.0009731080146134,3.0,1.0,4.242124838397346,4.26269182359097,Feynman17,u,4.26269182359097,4.242124838397346
5.0,1.0009861250030498,3.0,1.0,4.242117941015103,4.242528665166481,Feynman17,u,4.242528665166481,4.242117941015103
5.0,1.0014937114431355,3.0,1.0,4.241849044773813,4.285337914705384,Feynman17,u,4.285337914705384,4.241849044773813
5.0,1.0018143649802411,3.0,1.0,4.241679238746442,4.284063569946417,Feynman17,u,4.284063569946417,4.241679238746442
5.0,1.002067295387852,3.0,1.0,4.241545330019214,4.234927337286671,Feynman17,u,4.234927337286671,4.241545330019214
5.0,1.004347767313211,3.0,1.0,4.240339323582787,4.26056566079946,Feynman17,u,4.26056566079946,4.240339323582787
5.0,1.0043660468981348,3.0,1.0,4.24032966635651,4.29482895756879,Feynman17,u,4.29482895756879,4.24032966635651
5.0,1.0046850656611648,3.0,1.0,4.24016115163103,4.229049208518788,Feynman17,u,4.229049208518788,4.24016115163103
5.0,1.0049063169875012,3.0,1.0,4.240044308211741,4.235619776537083,Feynman17,u,4.235619776537083,4.240044308211741
5.0,1.0052485395015802,3.0,1.0,4.2398636244084695,4.202949996106344,Feynman17,u,4.202949996106344,4.2398636244084695
5.0,1.0056081451939294,3.0,1.0,4.239673821453023,4.304336814064277,Feynman17,u,4.304336814064277,4.239673821453023
5.0,1.0059636492500221,3.0,1.0,4.239486242486704,4.248341662742944,Feynman17,u,4.248341662742944,4.239486242486704
5.0,1.0071334572385389,3.0,1.0,4.238869417325042,4.234415866782461,Feynman17,u,4.234415866782461,4.238869417325042
5.0,1.007331137842944,3.0,1.0,4.2387652456912885,4.206734549625081,Feynman17,u,4.206734549625081,4.2387652456912885
5.0,1.007940679716335,3.0,1.0,4.238444150249504,4.272086382793987,Feynman17,u,4.272086382793987,4.238444150249504
5.0,1.008314077186075,3.0,1.0,4.238247536746538,4.20990014091207,Feynman17,u,4.20990014091207,4.238247536746538
5.0,1.0084625699093763,3.0,1.0,4.2381693655167485,4.256081887240092,Feynman17,u,4.256081887240092,4.2381693655167485
5.0,1.0094054632814653,3.0,1.0,4.2376732364121175,4.204538470926442,Feynman17,u,4.204538470926442,4.2376732364121175
5.0,1.011328704039707,3.0,1.0,4.236662554466814,4.226949757197084,Feynman17,u,4.226949757197084,4.236662554466814
5.0,1.0115656809277633,3.0,1.0,4.236538140046263,4.178512154807966,Feynman17,u,4.178512154807966,4.236538140046263
5.0,1.0125329140052455,3.0,1.0,4.236030607808175,4.1561405526920545,Feynman17,u,4.1561405526920545,4.236030607808175
5.0,1.0126343176732346,3.0,1.0,4.235977423939081,4.212004710283732,Feynman17,u,4.212004710283732,4.235977423939081
5.0,1.0133756493263943,3.0,1.0,4.235588758372611,4.221564871594459,Feynman17,u,4.221564871594459,4.235588758372611
5.0,1.0145488646863328,3.0,1.0,4.234974188569772,4.187199063778073,Feynman17,u,4.187199063778073,4.234974188569772
5.0,1.015619197826907,3.0,1.0,4.234414072230145,4.224306070454454,Feynman17,u,4.224306070454454,4.234414072230145
5.0,1.0160536319207436,3.0,1.0,4.234186880982353,4.242833479953149,Feynman17,u,4.242833479953149,4.234186880982353
5.0,1.016394423129949,3.0,1.0,4.234008722808011,4.255990909582417,Feynman17,u,4.255990909582417,4.234008722808011
5.0,1.0169077512031253,3.0,1.0,4.233740468519895,4.202869861806264,Feynman17,u,4.202869861806264,4.233740468519895
5.0,1.0178674289383491,3.0,1.0,4.233239291589765,4.234504977684574,Feynman17,u,4.234504977684574,4.233239291589765
5.0,1.0187732055493635,3.0,1.0,4.2327666584555335,4.269496976023556,Feynman17,u,4.269496976023556,4.2327666584555335
5.0,1.0191268394587762,3.0,1.0,4.2325822367949035,4.238753345978508,Feynman17,u,4.238753345978508,4.2325822367949035
5.0,1.019430811430439,3.0,1.0,4.232423760781334,4.253143614532682,Feynman17,u,4.253143614532682,4.232423760781334
5.0,1.0196984988518365,3.0,1.0,4.232284237519251,4.272621298398758,Feynman17,u,4.272621298398758,4.232284237519251
5.0,1.0200569829085033,3.0,1.0,4.23209744198147,4.196645538680114,Feynman17,u,4.196645538680114,4.23209744198147
5.0,1.0201258600998566,3.0,1.0,4.232061558978146,4.238891447492982,Feynman17,u,4.238891447492982,4.232061558978146
5.0,1.0213487768720642,3.0,1.0,4.231424824563471,4.2564113407300255,Feynman17,u,4.2564113407300255,4.231424824563471
5.0,1.0219089782951754,3.0,1.0,4.231133378933568,4.2234473189702815,Feynman17,u,4.2234473189702815,4.231133378933568
5.0,1.0224783055697881,3.0,1.0,4.230837336053931,4.22900619384035,Feynman17,u,4.22900619384035,4.230837336053931
5.0,1.022825522572343,3.0,1.0,4.230656862154304,4.2289176666026576,Feynman17,u,4.2289176666026576,4.230656862154304
5.0,1.0228818247908618,3.0,1.0,4.2306276031196495,4.2442007849429775,Feynman17,u,4.2442007849429775,4.2306276031196495
5.0,1.0230740214065024,3.0,1.0,4.230527733912844,4.225875809504742,Feynman17,u,4.225875809504742,4.230527733912844
5.0,1.0233866555870885,3.0,1.0,4.230365319889694,4.245529197758327,Feynman17,u,4.245529197758327,4.230365319889694
5.0,1.0252360701343912,3.0,1.0,4.229405482154839,4.2095276210940185,Feynman17,u,4.2095276210940185,4.229405482154839
5.0,1.0255872866602767,3.0,1.0,4.22922338345446,4.224960255541186,Feynman17,u,4.224960255541186,4.22922338345446
