m1,m2,G,x1,x2,y1,y2,z1,z2,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
1.0,1.0,1.0007089970728313,3.0,1.0,3.0,1.0,3.0,1.0,0.08339241642273594,0.0818099491264363,Feynman5,G,0.0818099491264363,0.08339241642273594
1.0,1.0,1.0007339670075324,3.0,1.0,3.0,1.0,3.0,1.0,0.0833944972506277,0.08036682895605263,Feynman5,G,0.08036682895605263,0.0833944972506277
1.0,1.0,1.0008660125274718,3.0,1.0,3.0,1.0,3.0,1.0,0.08340550104395598,0.07742776471887798,Feynman5,G,0.07742776471887798,0.08340550104395598
1.0,1.0,1.0010339220745865,3.0,1.0,3.0,1.0,3.0,1.0,0.08341949350621554,0.08727539093340723,Feynman5,G,0.08727539093340723,0.08341949350621554
1.0,1.0,1.0019965016995682,3.0,1.0,3.0,1.0,3.0,1.0,0.08349970847496402,0.08005226185221363,Feynman5,G,0.08005226185221363,0.08349970847496402
1.0,1.0,1.0035825494121366,3.0,1.0,3.0,1.0,3.0,1.0,0.08363187911767805,0.06445947733301247,Feynman5,G,0.06445947733301247,0.08363187911767805
1.0,1.0,1.0037963686541402,3.0,1.0,3.0,1.0,3.0,1.0,0.08364969738784502,0.0938989078020167,Feynman5,G,0.0938989078020167,0.08364969738784502
1.0,1.0,1.0038822231969253,3.0,1.0,3.0,1.0,3.0,1.0,0.0836568519330771,0.06931177545979336,Feynman5,G,0.06931177545979336,0.0836568519330771
1.0,1.0,1.0039288623203364,3.0,1.0,3.0,1.0,3.0,1.0,0.0836607385266947,0.07246344428311349,Feynman5,G,0.07246344428311349,0.0836607385266947
1.0,1.0,1.0042172286963398,3.0,1.0,3.0,1.0,3.0,1.0,0.08368476905802831,0.0815152345442515,Feynman5,G,0.0815152345442515,0.08368476905802831
1.0,1.0,1.0042465464526624,3.0,1.0,3.0,1.0,3.0,1.0,0.08368721220438853,0.07907647170929802,Feynman5,G,0.07907647170929802,0.08368721220438853
1.0,1.0,1.0046191217988722,3.0,1.0,3.0,1.0,3.0,1.0,0.08371826014990602,0.08145192722468936,Feynman5,G,0.08145192722468936,0.08371826014990602
1.0,1.0,1.004678231882703,3.0,1.0,3.0,1.0,3.0,1.0,0.08372318599022525,0.09018193222288425,Feynman5,G,0.09018193222288425,0.08372318599022525
1.0,1.0,1.0058296231046726,3.0,1.0,3.0,1.0,3.0,1.0,0.08381913525872271,0.08945341754703698,Feynman5,G,0.08945341754703698,0.08381913525872271
1.0,1.0,1.0062822935554836,3.0,1.0,3.0,1.0,3.0,1.0,0.0838568577962903,0.08687580887324295,Feynman5,G,0.08687580887324295,0.0838568577962903
1.0,1.0,1.0065163065191005,3.0,1.0,3.0,1.0,3.0,1.0,0.08387635887659171,0.0823835564225082,Feynman5,G,0.0823835564225082,0.08387635887659171
1.0,1.0,1.006542870556956,3.0,1.0,3.0,1.0,3.0,1.0,0.083878572546413,0.08837098335302375,Feynman5,G,0.08837098335302375,0.083878572546413
1.0,1.0,1.0076991327228115,3.0,1.0,3.0,1.0,3.0,1.0,0.08397492772690096,0.07547377312695142,Feynman5,G,0.07547377312695142,0.08397492772690096
1.0,1.0,1.0080420394699408,3.0,1.0,3.0,1.0,3.0,1.0,0.08400350328916173,0.07901852385847456,Feynman5,G,0.07901852385847456,0.08400350328916173
1.0,1.0,1.0081161919680035,3.0,1.0,3.0,1.0,3.0,1.0,0.08400968266400029,0.09309108302336223,Feynman5,G,0.09309108302336223,0.08400968266400029
1.0,1.0,1.008304234331761,3.0,1.0,3.0,1.0,3.0,1.0,0.08402535286098008,0.08176841090479037,Feynman5,G,0.08176841090479037,0.08402535286098008
1.0,1.0,1.0085091161053557,3.0,1.0,3.0,1.0,3.0,1.0,0.08404242634211297,0.07782878221754957,Feynman5,G,0.07782878221754957,0.08404242634211297
1.0,1.0,1.0098920893081758,3.0,1.0,3.0,1.0,3.0,1.0,0.08415767410901465,0.07487821448215655,Feynman5,G,0.07487821448215655,0.08415767410901465
1.0,1.0,1.0099705305456121,3.0,1.0,3.0,1.0,3.0,1.0,0.08416421087880101,0.08253284794726462,Feynman5,G,0.08253284794726462,0.08416421087880101
1.0,1.0,1.0107949961207585,3.0,1.0,3.0,1.0,3.0,1.0,0.08423291634339654,0.08147455569533392,Feynman5,G,0.08147455569533392,0.08423291634339654
1.0,1.0,1.0109184690343185,3.0,1.0,3.0,1.0,3.0,1.0,0.08424320575285987,0.08535478495728588,Feynman5,G,0.08535478495728588,0.08424320575285987
1.0,1.0,1.0109379088047832,3.0,1.0,3.0,1.0,3.0,1.0,0.08424482573373193,0.08540696708212456,Feynman5,G,0.08540696708212456,0.08424482573373193
1.0,1.0,1.0112532246263244,3.0,1.0,3.0,1.0,3.0,1.0,0.0842711020521937,0.07823108207734004,Feynman5,G,0.07823108207734004,0.0842711020521937
1.0,1.0,1.0114626908836455,3.0,1.0,3.0,1.0,3.0,1.0,0.08428855757363712,0.09537867168649256,Feynman5,G,0.09537867168649256,0.08428855757363712
1.0,1.0,1.0145266131062383,3.0,1.0,3.0,1.0,3.0,1.0,0.08454388442551986,0.10212926405094508,Feynman5,G,0.10212926405094508,0.08454388442551986
1.0,1.0,1.0147758829048747,3.0,1.0,3.0,1.0,3.0,1.0,0.08456465690873956,0.09616917415812334,Feynman5,G,0.09616917415812334,0.08456465690873956
1.0,1.0,1.0147821914633197,3.0,1.0,3.0,1.0,3.0,1.0,0.0845651826219433,0.09090002391426243,Feynman5,G,0.09090002391426243,0.0845651826219433
1.0,1.0,1.015498108750315,3.0,1.0,3.0,1.0,3.0,1.0,0.08462484239585959,0.07685846122585735,Feynman5,G,0.07685846122585735,0.08462484239585959
1.0,1.0,1.0157408237207368,3.0,1.0,3.0,1.0,3.0,1.0,0.08464506864339473,0.09956916654571936,Feynman5,G,0.09956916654571936,0.08464506864339473
1.0,1.0,1.0158237518059745,3.0,1.0,3.0,1.0,3.0,1.0,0.08465197931716455,0.08259543575927572,Feynman5,G,0.08259543575927572,0.08465197931716455
1.0,1.0,1.016818856322215,3.0,1.0,3.0,1.0,3.0,1.0,0.08473490469351791,0.07081018208384872,Feynman5,G,0.07081018208384872,0.08473490469351791
1.0,1.0,1.017056956438497,3.0,1.0,3.0,1.0,3.0,1.0,0.08475474636987475,0.0879366046489446,Feynman5,G,0.0879366046489446,0.08475474636987475
1.0,1.0,1.0173522197609888,3.0,1.0,3.0,1.0,3.0,1.0,0.08477935164674906,0.08739348581671551,Feynman5,G,0.08739348581671551,0.08477935164674906
1.0,1.0,1.0175709268917998,3.0,1.0,3.0,1.0,3.0,1.0,0.08479757724098332,0.08206895434433552,Feynman5,G,0.08206895434433552,0.08479757724098332
1.0,1.0,1.0179487524889634,3.0,1.0,3.0,1.0,3.0,1.0,0.08482906270741362,0.07978787310432016,Feynman5,G,0.07978787310432016,0.08482906270741362
1.0,1.0,1.0181568044775475,3.0,1.0,3.0,1.0,3.0,1.0,0.08484640037312896,0.08370807133867328,Feynman5,G,0.08370807133867328,0.08484640037312896
1.0,1.0,1.0181649514186166,3.0,1.0,3.0,1.0,3.0,1.0,0.08484707928488472,0.08247829628952522,Feynman5,G,0.08247829628952522,0.08484707928488472
1.0,1.0,1.0183427496002824,3.0,1.0,3.0,1.0,3.0,1.0,0.08486189580002353,0.07521863595668946,Feynman5,G,0.07521863595668946,0.08486189580002353
1.0,1.0,1.0202598541046606,3.0,1.0,3.0,1.0,3.0,1.0,0.08502165450872172,0.08920966798352421,Feynman5,G,0.08920966798352421,0.08502165450872172
1.0,1.0,1.0203804314609268,3.0,1.0,3.0,1.0,3.0,1.0,0.08503170262174391,0.07283897329058583,Feynman5,G,0.07283897329058583,0.08503170262174391
1.0,1.0,1.0204874004879232,3.0,1.0,3.0,1.0,3.0,1.0,0.08504061670732693,0.07436092948259086,Feynman5,G,0.07436092948259086,0.08504061670732693
