mom,Bx,By,Bz,target,target_with_noise,equation_name,varied_variable_name,target_with_error,target_with_error_without_noise
1.0,1.0,1.0,1.0018836615410969,1.7331390224857888,2.1311391802472635,Feynman91,Bz,2.1311391802472635,1.7331390224857888
1.0,1.0,1.0,1.0023390288492138,1.7334022985892181,1.6969824519504468,Feynman91,Bz,1.6969824519504468,1.7334022985892181
1.0,1.0,1.0,1.0076790576908796,1.7364956329656516,1.7440887268722138,Feynman91,Bz,1.7440887268722138,1.7364956329656516
1.0,1.0,1.0,1.0078156788313501,1.7365749170416735,0.9120654293328105,Feynman91,Bz,0.9120654293328105,1.7365749170416735
1.0,1.0,1.0,1.008699023948295,1.7370877124987796,1.835383886558276,Feynman91,Bz,1.835383886558276,1.7370877124987796
1.0,1.0,1.0,1.0108615960645677,1.738344375087458,2.1513076489106266,Feynman91,Bz,2.1513076489106266,1.738344375087458
1.0,1.0,1.0,1.0138455976487477,1.7400812900182987,1.51926982086775,Feynman91,Bz,1.51926982086775,1.7400812900182987
1.0,1.0,1.0,1.0196189658652095,1.7434514147380302,1.1594058058896732,Feynman91,Bz,1.1594058058896732,1.7434514147380302
1.0,1.0,1.0,1.0224678535512242,1.745119053688214,1.2946086621151183,Feynman91,Bz,1.2946086621151183,1.745119053688214
1.0,1.0,1.0,1.0229335521035812,1.7453919479644822,1.5885424629676383,Feynman91,Bz,1.5885424629676383,1.7453919479644822
1.0,1.0,1.0,1.0231164114407219,1.7454991238494908,2.0034106464300008,Feynman91,Bz,2.0034106464300008,1.7454991238494908
1.0,1.0,1.0,1.0238525460311498,1.7459307076784198,2.159321099014321,Feynman91,Bz,2.159321099014321,1.7459307076784198
1.0,1.0,1.0,1.0291124441055715,1.7490204180091617,2.294989411656519,Feynman91,Bz,2.294989411656519,1.7490204180091617
1.0,1.0,1.0,1.0300953355574238,1.7495989255647026,1.643317213248534,Feynman91,Bz,1.643317213248534,1.7495989255647026
1.0,1.0,1.0,1.0319251123117459,1.7506768512262934,0.8734939759738546,Feynman91,Bz,0.8734939759738546,1.7506768512262934
1.0,1.0,1.0,1.0342810323031237,1.7520665665955775,1.1934215977500782,Feynman91,Bz,1.1934215977500782,1.7520665665955775
1.0,1.0,1.0,1.03515301426915,1.7525814568659874,1.663475051830776,Feynman91,Bz,1.663475051830776,1.7525814568659874
1.0,1.0,1.0,1.0371867493516387,1.753783439604394,1.7517165443397757,Feynman91,Bz,1.7517165443397757,1.753783439604394
1.0,1.0,1.0,1.0391973213670842,1.7549732398918574,2.322757425564837,Feynman91,Bz,2.322757425564837,1.7549732398918574
1.0,1.0,1.0,1.039836440157417,1.7553517659657991,1.9634804872312215,Feynman91,Bz,1.9634804872312215,1.7553517659657991
1.0,1.0,1.0,1.0413747016772734,1.7562634396050698,2.2034743406600374,Feynman91,Bz,2.2034743406600374,1.7562634396050698
1.0,1.0,1.0,1.0414538205923591,1.7563103542444944,1.2693718655981598,Feynman91,Bz,1.2693718655981598,1.7563103542444944
1.0,1.0,1.0,1.0440445537628058,1.757847840469071,1.8689730572644172,Feynman91,Bz,1.8689730572644172,1.757847840469071
1.0,1.0,1.0,1.0460332561758117,1.7590297248840825,1.5169856700870357,Feynman91,Bz,1.5169856700870357,1.7590297248840825
1.0,1.0,1.0,1.0477094487380088,1.760027013706012,2.1217595575825077,Feynman91,Bz,2.1217595575825077,1.760027013706012
1.0,1.0,1.0,1.0485559971722207,1.7605310787389783,1.6494556198154002,Feynman91,Bz,1.6494556198154002,1.7605310787389783
1.0,1.0,1.0,1.0505970193365783,1.7617474555221877,1.9343551458031691,Feynman91,Bz,1.9343551458031691,1.7617474555221877
1.0,1.0,1.0,1.0543158732184406,1.7639676755882923,1.5936684083108694,Feynman91,Bz,1.5936684083108694,1.7639676755882923
1.0,1.0,1.0,1.0594771652578712,1.7670574024923056,2.7107542171313717,Feynman91,Bz,2.7107542171313717,1.7670574024923056
1.0,1.0,1.0,1.0602870508045936,1.7675431055858024,2.0203370832546463,Feynman91,Bz,2.0203370832546463,1.7675431055858024
1.0,1.0,1.0,1.0621442422568372,1.7686577937405956,1.5355801152370945,Feynman91,Bz,1.5355801152370945,1.7686577937405956
1.0,1.0,1.0,1.062270762227358,1.7687337765427253,1.8802358637575358,Feynman91,Bz,1.8802358637575358,1.7687337765427253
1.0,1.0,1.0,1.0640012144981377,1.7697735969477881,1.7812614705814884,Feynman91,Bz,1.7812614705814884,1.7697735969477881
1.0,1.0,1.0,1.0656327673881676,1.770754978796153,1.5415037881571116,Feynman91,Bz,1.5415037881571116,1.770754978796153
1.0,1.0,1.0,1.0689077594569611,1.772727784581519,1.9627885786853254,Feynman91,Bz,1.9627885786853254,1.772727784581519
1.0,1.0,1.0,1.0736676317186102,1.7756019214340384,1.7303043648672032,Feynman91,Bz,1.7303043648672032,1.7756019214340384
1.0,1.0,1.0,1.0745743953622156,1.7761503684001732,1.6572521462351701,Feynman91,Bz,1.6572521462351701,1.7761503684001732
1.0,1.0,1.0,1.0754678256195813,1.7766910378405443,1.9327009844440495,Feynman91,Bz,1.9327009844440495,1.7766910378405443
1.0,1.0,1.0,1.0813984742917229,1.7802872409250328,1.5917012049892283,Feynman91,Bz,1.5917012049892283,1.7802872409250328
1.0,1.0,1.0,1.082923338121918,1.7812138996339317,1.6531142898358835,Feynman91,Bz,1.6531142898358835,1.7812138996339317
1.0,1.0,1.0,1.0839296451969784,1.7818258825533004,1.5698739075706305,Feynman91,Bz,1.5698739075706305,1.7818258825533004
1.0,1.0,1.0,1.0847069756399796,1.7822988590587245,1.5910868263633107,Feynman91,Bz,1.5910868263633107,1.7822988590587245
1.0,1.0,1.0,1.084783490047864,1.7823454267566723,2.3980238080979053,Feynman91,Bz,2.3980238080979053,1.7823454267566723
1.0,1.0,1.0,1.085943138839467,1.7830514576961916,1.3761112302336413,Feynman91,Bz,1.3761112302336413,1.7830514576961916
1.0,1.0,1.0,1.0891748195398128,1.7850215089795372,2.02446881657924,Feynman91,Bz,2.02446881657924,1.7850215089795372
1.0,1.0,1.0,1.0898990771262902,1.7854635247802568,2.212162618938815,Feynman91,Bz,2.212162618938815,1.7854635247802568
1.0,1.0,1.0,1.0916059076360773,1.7865059355025898,1.8133403552332448,Feynman91,Bz,1.8133403552332448,1.7865059355025898
1.0,1.0,1.0,1.0953191149352501,1.788777225800502,1.355765806029543,Feynman91,Bz,1.355765806029543,1.788777225800502
1.0,1.0,1.0,1.0993095178036199,1.7912234410965113,2.0114155447551383,Feynman91,Bz,2.0114155447551383,1.7912234410965113
1.0,1.0,1.0,1.1026366610514677,1.7932672991762073,2.029782672245594,Feynman91,Bz,2.029782672245594,1.7932672991762073
1.0,1.0,1.0,1.1029727024547653,1.793473942481565,1.8084190387286685,Feynman91,Bz,1.8084190387286685,1.793473942481565
1.0,1.0,1.0,1.1035455800683223,1.7938263146939086,1.8344398172356091,Feynman91,Bz,1.8344398172356091,1.7938263146939086
1.0,1.0,1.0,1.104154590826151,1.7942010367967312,1.809521657739764,Feynman91,Bz,1.809521657739764,1.7942010367967312
1.0,1.0,1.0,1.1044515364931202,1.7943837929668263,1.4204621505581605,Feynman91,Bz,1.4204621505581605,1.7943837929668263
1.0,1.0,1.0,1.1066927950537617,1.7957641667613005,1.9043566799458345,Feynman91,Bz,1.9043566799458345,1.7957641667613005
