epsilon,c,Ef,r,omega,omega_0,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
1.000563423968082,1.0,1.0,1.0,1.0,3.0,0.06548672296226617,0.07441707301149933,Feynman33,epsilon,0.07441707301149933,0.0,0.06548672296226617
1.000750157988402,1.0,1.0,1.0,1.0,3.0,0.06549894467531642,0.07211394730433601,Feynman33,epsilon,0.07211394730433601,0.0,0.06549894467531642
1.001475405767233,1.0,1.0,1.0,1.0,3.0,0.06554641203144158,0.06870665707749862,Feynman33,epsilon,0.06870665707749862,0.0,0.06554641203144158
1.002093690708791,1.0,1.0,1.0,1.0,3.0,0.06558687868623791,0.06461956517017259,Feynman33,epsilon,0.06461956517017259,0.0,0.06558687868623791
1.0025105360224544,1.0,1.0,1.0,1.0,3.0,0.06561416114821893,0.06415552609162048,Feynman33,epsilon,0.06415552609162048,0.0,0.06561416114821893
1.003278607147688,1.0,1.0,1.0,1.0,3.0,0.06566443128581201,0.07342094066407706,Feynman33,epsilon,0.07342094066407706,0.0,0.06566443128581201
1.0036937528875376,1.0,1.0,1.0,1.0,3.0,0.06569160251094702,0.06416545993028691,Feynman33,epsilon,0.06416545993028691,0.0,0.06569160251094702
1.0045318828454817,1.0,1.0,1.0,1.0,3.0,0.0657464579884185,0.06048687796464958,Feynman33,epsilon,0.06048687796464958,0.0,0.0657464579884185
1.00460469481005,1.0,1.0,1.0,1.0,3.0,0.0657512235203556,0.06992215657088992,Feynman33,epsilon,0.06992215657088992,0.0,0.0657512235203556
1.0049246536348273,1.0,1.0,1.0,1.0,3.0,0.06577216477646751,0.06885200710318005,Feynman33,epsilon,0.06885200710318005,0.0,0.06577216477646751
1.0062038594562055,1.0,1.0,1.0,1.0,3.0,0.06585588860169399,0.06429002578177208,Feynman33,epsilon,0.06429002578177208,0.0,0.06585588860169399
1.0062109448782466,1.0,1.0,1.0,1.0,3.0,0.06585635234148215,0.06486082134667627,Feynman33,epsilon,0.06486082134667627,0.0,0.06585635234148215
1.0063598317456006,1.0,1.0,1.0,1.0,3.0,0.06586609696416332,0.07857403668392099,Feynman33,epsilon,0.07857403668392099,0.0,0.06586609696416332
1.0082012263630664,1.0,1.0,1.0,1.0,3.0,0.0659866159600506,0.06273711479319312,Feynman33,epsilon,0.06273711479319312,0.0,0.0659866159600506
1.0085839452535015,1.0,1.0,1.0,1.0,3.0,0.06601166485285438,0.06110032174330509,Feynman33,epsilon,0.06110032174330509,0.0,0.06601166485285438
1.0086789737961306,1.0,1.0,1.0,1.0,3.0,0.06601788445642531,0.0532710225406232,Feynman33,epsilon,0.0532710225406232,0.0,0.06601788445642531
1.0102837741796442,1.0,1.0,1.0,1.0,3.0,0.06612291839591124,0.07013285443553599,Feynman33,epsilon,0.07013285443553599,0.0,0.06612291839591124
1.0104778341365503,1.0,1.0,1.0,1.0,3.0,0.06613561959038983,0.07079863190476318,Feynman33,epsilon,0.07079863190476318,0.0,0.06613561959038983
1.01127868170686,1.0,1.0,1.0,1.0,3.0,0.0661880349412967,0.07191897054818991,Feynman33,epsilon,0.07191897054818991,0.0,0.0661880349412967
1.0114924733567383,1.0,1.0,1.0,1.0,3.0,0.06620202757206038,0.06688829764368204,Feynman33,epsilon,0.06688829764368204,0.0,0.06620202757206038
1.01245808093222,1.0,1.0,1.0,1.0,3.0,0.06626522644008921,0.05959452399189792,Feynman33,epsilon,0.05959452399189792,0.0,0.06626522644008921
1.0134589219474295,1.0,1.0,1.0,1.0,3.0,0.06633073133135575,0.058380798053019836,Feynman33,epsilon,0.058380798053019836,0.0,0.06633073133135575
1.0138411201379252,1.0,1.0,1.0,1.0,3.0,0.06635574614442817,0.0712583996730903,Feynman33,epsilon,0.0712583996730903,0.0,0.06635574614442817
1.014292426961413,1.0,1.0,1.0,1.0,3.0,0.06638528410695285,0.07831285518893981,Feynman33,epsilon,0.07831285518893981,0.0,0.06638528410695285
1.0149205481541346,1.0,1.0,1.0,1.0,3.0,0.06642639454288239,0.06143974543151994,Feynman33,epsilon,0.06143974543151994,0.0,0.06642639454288239
1.0151179871568545,1.0,1.0,1.0,1.0,3.0,0.06643931689539233,0.07195449956456237,Feynman33,epsilon,0.07195449956456237,0.0,0.06643931689539233
1.0164834448240074,1.0,1.0,1.0,1.0,3.0,0.0665286858907239,0.06348413962929372,Feynman33,epsilon,0.06348413962929372,0.0,0.0665286858907239
1.0171623858053687,1.0,1.0,1.0,1.0,3.0,0.06657312247404193,0.055465246952733645,Feynman33,epsilon,0.055465246952733645,0.0,0.06657312247404193
